player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Travis Etienne,57185,HB,JAX,1,28,13,2,31.2,34,0,109,0,0,13,79,122.3,3,8,15,0,10,79.5,77.6,77.9,,77.7,59.8,77.4,60.0,18,0,17,2,22,31,0,0,2,30,2,109,79,2.82,3.9,0.77,18
Dameon Pierce,83659,HB,HST,1,27,9,1,25.9,36,0,139,0,0,9,102,125.9,3,8,13,0,13,78.9,89.3,75.5,,26.9,52.5,90.0,,36,0,0,0,16,27,0,0,0,27,0,139,102,3.78,5.1,0.0,14
Kenneth Walker III,97199,HB,SEA,1,26,4,1,13.8,15,0,109,0,3,4,58,53.8,3,7,29,0,6,79.1,72.0,77.8,,10.1,73.3,71.1,60.0,15,0,20,3,21,30,0,0,4,29,2,109,58,2.23,4.2,0.95,19
Jamaal Williams,11889,HB,DET,1,24,2,0,0.0,0,0,81,0,0,2,52,18.1,1,4,11,0,12,78.4,60.8,74.2,,23.5,56.0,63.8,,14,0,0,0,5,25,0,0,0,24,0,81,52,2.17,3.4,0.0,12
Kenyan Drake,10707,HB,BLT,1,24,4,1,19.4,18,0,93,0,0,4,65,41.7,2,6,3,0,20,78.7,79.8,76.7,,65.8,86.4,72.5,56.5,18,0,16,2,12,31,0,0,2,26,2,93,65,2.71,3.9,1.33,4
Joe Mixon,11803,HB,CIN,1,22,5,3,43.1,66,0,153,0,4,5,104,163.6,5,12,7,0,13,78.2,93.4,76.8,,79.5,93.1,90.6,60.0,29,0,58,4,14,30,0,0,4,26,4,153,104,4.73,7.0,4.14,7
Derrick Henry,10679,HB,TEN,1,17,3,2,69.6,80,0,115,0,0,3,85,88.2,2,5,31,0,8,76.5,75.4,74.7,,76.7,53.4,74.3,60.0,56,0,0,0,7,20,0,0,0,17,2,115,85,5.0,6.8,0.0,9
Josh Jacobs,45953,HB,LV,1,17,11,1,22.4,15,0,67,0,0,11,66,213.5,3,5,23,0,12,77.0,83.9,75.4,,22.3,65.3,86.6,,15,0,20,3,19,18,0,0,3,20,0,67,66,3.88,3.9,1.05,3
Dalvin Cook,11796,HB,MIN,1,17,2,0,0.0,0,0,47,1,0,2,42,26.0,0,1,18,0,3,76.6,53.2,77.2,,36.1,46.1,58.3,60.0,9,0,9,2,28,19,0,0,3,19,0,47,42,2.47,2.8,0.32,13
Miles Sanders,40555,HB,PHI,1,17,6,1,26.9,25,0,93,0,0,6,54,112.1,4,4,24,0,14,76.2,66.9,77.8,,11.3,52.0,74.5,60.0,25,0,0,0,20,19,0,0,0,17,1,93,54,3.18,5.5,0.0,3
