player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Leonard Fournette,11759,HB,TB,1,24,4,0,0.0,0,0,65,1,0,4,59,37.8,1,1,30,0,14,78.4,51.5,76.5,,82.2,35.7,57.3,44.8,13,0,9,2,25,27,0,0,4,26,0,65,59,2.46,2.7,0.36,10
James Robinson,22425,HB,JAX,1,23,3,1,57.8,37,0,64,0,1,3,68,47.3,1,5,15,0,7,78.7,59.5,75.6,,,60.6,59.2,60.0,37,0,14,2,16,28,0,0,2,25,1,64,68,2.96,2.8,0.88,16
Saquon Barkley,45791,HB,NYG,1,21,4,2,43.1,31,0,72,0,0,4,62,49.2,3,3,21,0,13,77.8,68.7,77.4,,61.3,60.1,70.3,60.0,16,0,16,3,34,23,0,0,4,24,0,72,62,2.95,3.4,0.47,7
Josh Jacobs,45953,HB,LV,1,19,5,0,0.0,0,0,69,0,0,5,67,88.2,1,4,23,0,13,77.3,77.9,76.4,,71.2,56.5,80.1,,13,0,12,1,17,20,0,0,1,20,0,69,67,3.53,3.6,0.71,4
Joe Mixon,11803,HB,CIN,1,19,2,0,0.0,0,0,57,0,0,2,43,20.6,1,2,7,0,7,77.6,57.9,76.6,,81.3,65.3,54.6,60.0,10,0,26,3,24,22,0,0,4,22,0,57,43,2.26,3.0,1.08,11
A.J. Dillon,57165,HB,GB,1,18,4,0,0.0,0,0,61,0,0,4,51,59.6,1,5,12,0,6,77.0,73.6,79.6,,,55.3,72.9,70.8,11,0,6,1,15,24,0,0,2,19,0,61,51,2.83,3.4,0.4,12
Jeff Wilson Jr.,29413,HB,SF,1,18,5,1,19.0,16,0,84,0,0,5,53,73.6,2,4,28,0,5,77.1,72.5,77.9,,,74.3,68.8,58.2,16,0,19,2,10,26,0,0,2,20,0,84,53,2.94,4.7,1.9,13
Miles Sanders,40555,HB,PHI,1,17,3,0,0.0,0,0,80,0,0,3,50,44.1,3,5,24,0,6,76.7,66.3,76.1,,68.8,57.8,67.5,59.3,12,0,6,3,14,22,0,0,3,20,0,80,50,2.94,4.7,0.43,9
Nick Chubb,45783,HB,CLV,1,17,8,1,25.3,22,0,87,0,0,8,56,131.8,3,5,8,0,10,77.0,82.6,75.7,,,66.7,81.6,60.0,22,0,26,3,15,21,0,0,3,20,3,87,56,3.29,5.1,1.73,4
Cam Akers,57206,HB,LA,1,15,3,0,0.0,0,0,44,0,0,3,40,47.1,0,2,26,0,9,75.9,67.7,72.6,,83.2,68.8,64.8,,8,0,18,2,8,15,0,0,2,17,0,44,40,2.67,2.9,2.25,6
Ezekiel Elliott,10638,HB,DAL,1,15,1,0,0.0,0,0,53,1,0,1,38,15.8,1,3,9,0,4,75.7,52.7,75.7,,79.1,33.7,57.4,66.3,11,0,-4,1,19,18,0,0,2,16,0,53,38,2.53,3.5,-0.21,11
David Montgomery,45719,HB,CHI,1,15,8,1,23.0,28,0,122,0,0,8,90,282.4,6,6,6,0,4,75.9,73.7,73.8,,74.6,59.8,73.9,60.0,28,0,14,2,11,20,0,0,2,17,0,122,90,6.0,8.1,1.27,11
Dameon Pierce,83659,HB,HST,1,15,6,0,0.0,0,0,69,0,0,6,55,137.5,3,6,13,0,7,76.0,69.8,75.5,,60.6,58.2,70.7,60.0,12,0,8,1,15,18,0,0,1,16,0,69,55,3.67,4.6,0.53,8
Aaron Jones,11937,HB,GB,1,15,11,3,52.3,69,0,132,0,2,11,85,409.3,4,7,12,0,7,76.1,90.1,79.8,,68.8,81.9,85.6,61.0,36,0,38,3,18,20,0,0,3,18,1,132,85,5.67,8.8,2.11,8
Najee Harris,57121,HB,PIT,1,15,0,0,0.0,0,0,49,0,2,0,40,26.7,0,2,25,0,4,76.5,65.3,75.8,,27.0,74.4,63.0,60.0,8,0,40,5,19,17,0,0,6,20,0,49,40,2.67,3.3,2.11,10
Damien Harris,35134,HB,NE,1,15,2,1,22.5,16,0,71,0,0,2,54,42.4,1,4,19,0,13,75.9,68.7,75.9,,76.9,68.3,66.2,,16,0,16,2,9,15,0,0,2,17,1,71,54,3.6,4.7,1.78,2
Christian McCaffrey,11763,HB,CAR,1,15,8,1,48.0,49,0,102,0,0,8,76,213.3,1,5,5,0,7,76.3,75.1,75.6,,55.3,60.9,79.4,60.0,49,0,26,4,24,16,0,0,5,19,0,102,76,5.07,6.8,1.08,8
