player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,1,26,12,1,13.9,20,0,144,0,0,12,113,186.3,3,5,23,1,14,28.2,79.3,74.0,,79.4,28.2,86.0,,20,0,6,2,15,26,0,0,2,28,1,144,113,4.35,5.5,0.4,9
Brian Robinson Jr.,57120,HB,WAS,1,21,3,1,16.7,16,0,96,0,1,3,47,38.9,3,8,32,1,9,27.3,79.4,75.9,,34.4,88.2,74.1,60.0,16,0,15,2,10,25,0,0,2,23,0,96,47,2.24,4.6,1.5,11
Samaje Perine,11869,HB,CIN,1,21,6,0,0.0,0,0,106,0,2,6,65,91.7,2,4,7,0,14,78.2,72.3,80.2,,48.4,75.8,70.3,60.0,10,0,49,6,18,29,0,0,7,27,0,106,65,3.1,5.0,2.72,6
Jonathan Taylor,57488,HB,IND,1,21,3,1,23.2,19,0,82,1,0,3,70,41.7,2,3,14,0,7,77.8,65.5,79.3,,52.8,43.6,71.3,60.0,19,0,21,3,27,23,0,0,4,24,0,82,70,3.33,3.9,0.78,13
Dalvin Cook,11796,HB,MIN,1,20,2,1,24.4,21,0,86,0,0,2,39,17.7,2,4,18,0,5,77.4,57.3,79.0,,48.3,54.9,58.9,60.0,21,0,-3,2,21,23,0,0,3,22,1,86,39,1.95,4.3,-0.14,13
Dameon Pierce,83659,HB,HST,1,18,6,0,0.0,0,0,73,0,3,6,42,100.0,1,3,13,0,10,77.0,74.6,75.6,,30.5,62.4,79.9,60.0,11,0,22,3,19,21,0,0,3,21,0,73,42,2.33,4.1,1.16,6
A.J. Dillon,57165,HB,GB,1,18,0,2,39.8,37,0,93,0,1,0,44,11.6,2,5,12,0,8,77.0,74.7,77.2,,56.8,72.6,73.0,60.0,21,0,26,3,20,19,0,0,3,21,1,93,44,2.44,5.2,1.3,9
Saquon Barkley,45791,HB,NYG,1,18,2,1,33.3,21,0,63,0,0,2,39,18.8,2,4,21,0,10,77.3,62.7,77.5,,84.5,59.5,61.3,60.0,21,0,18,5,26,22,0,0,5,23,1,63,39,2.17,3.5,0.69,5
Latavius Murray,7962,HB,DEN,1,17,1,0,0.0,0,0,47,0,0,1,37,10.4,0,1,10,0,5,76.9,70.4,74.4,,59.4,64.7,70.7,60.0,7,0,14,4,13,18,0,0,4,21,0,47,37,2.18,2.8,1.08,12
Ezekiel Elliott,10638,HB,DAL,1,17,0,1,28.6,22,0,77,0,0,0,45,0.0,2,4,9,0,3,77.0,66.3,75.9,,15.9,60.6,66.2,71.9,22,0,14,3,15,20,0,0,3,20,1,77,45,2.65,4.5,0.93,11
Nick Chubb,45783,HB,CLV,1,17,3,2,48.8,39,0,80,0,0,3,63,65.4,2,3,8,0,7,76.5,76.2,74.3,,73.4,53.3,76.1,59.8,21,0,0,0,10,21,0,0,1,17,0,80,63,3.71,4.7,0.0,9
Najee Harris,57121,HB,PIT,1,17,4,0,0.0,0,0,86,0,1,4,45,73.5,2,5,25,0,6,76.4,88.3,75.5,,84.5,70.3,83.4,60.0,14,0,6,1,11,24,0,0,1,18,0,86,45,2.65,5.1,0.55,11
Christian McCaffrey,11763,HB,SF,1,17,0,1,45.5,30,0,66,1,0,0,34,0.0,1,2,28,0,4,77.8,59.3,79.3,,47.8,81.6,45.2,56.8,30,0,80,8,35,25,0,0,10,25,0,66,34,2.0,3.9,2.29,13
Cam Akers,57206,HB,LA,1,17,5,0,0.0,0,0,60,0,0,5,40,65.4,1,4,26,0,7,76.4,61.5,73.6,,71.7,54.7,62.4,59.4,13,0,0,1,19,23,0,0,1,18,2,60,40,2.35,3.5,0.0,10
Zonovan Knight,97432,HB,NYJ,1,15,4,1,53.3,48,0,90,0,2,4,68,136.0,1,2,22,0,6,76.5,78.7,77.8,,74.2,72.5,78.9,60.0,48,0,28,5,25,18,0,0,5,20,0,90,68,4.53,6.0,1.12,9
James Cook,83666,HB,BUF,1,14,3,1,43.8,28,0,64,0,0,3,32,34.3,1,2,4,0,5,76.3,69.6,76.1,,73.0,68.1,65.9,68.8,28,0,41,6,15,16,0,0,6,20,0,64,32,2.29,4.6,2.73,9
D'Andre Swift,57212,HB,DET,1,14,2,0,0.0,0,0,62,0,0,2,25,19.8,1,2,11,0,6,76.0,67.4,76.3,,73.4,55.5,70.8,60.0,10,0,49,4,22,15,0,0,4,18,1,62,25,1.79,4.4,2.23,8
David Montgomery,45719,HB,CHI,1,14,3,0,0.0,0,0,61,1,0,3,42,50.0,0,4,6,0,10,76.3,65.8,77.0,,77.4,44.4,72.3,59.7,9,0,6,4,19,19,0,0,5,18,1,61,42,3.0,4.4,0.32,4
Isiah Pacheco,83747,HB,KC,1,14,2,1,24.2,16,0,66,0,0,2,36,32.1,1,5,16,0,5,77.9,70.8,74.6,,65.8,67.6,68.8,,16,0,16,2,10,14,0,0,2,16,1,66,36,2.57,4.7,1.6,8
Travis Etienne,57185,HB,JAX,1,13,1,0,0.0,0,0,54,0,0,1,25,12.0,1,2,15,1,8,23.7,49.3,79.6,,28.9,57.8,49.6,60.0,13,0,12,3,26,14,0,0,3,16,0,54,25,1.92,4.2,0.46,5
Devin Singletary,40485,HB,BUF,1,13,1,0,0.0,0,0,51,2,0,1,36,21.3,1,3,4,0,6,74.7,53.4,75.7,,72.4,25.3,67.4,60.0,11,0,0,0,13,18,0,0,2,13,1,51,36,2.77,3.9,0.0,7
Tony Pollard,27126,HB,DAL,1,12,4,3,75.8,69,0,91,1,0,4,51,121.4,3,4,9,0,7,74.8,69.1,74.9,,72.4,43.3,75.5,60.0,30,0,15,2,14,13,0,0,3,14,2,91,51,4.25,7.6,1.07,5
Daniel Jones,39395,QB,NYG,1,7,3,0,0.0,0,0,22,0,0,0,15,0.0,2,6,21,1,2,31.1,68.4,79.0,70.1,,,58.8,60.0,21,1,0,0,0,25,49,5,0,7,0,71,51,4.25,5.9,,2
Alvin Kamara,11822,HB,NO,1,12,1,0,0.0,0,0,26,0,3,1,18,42.9,0,0,20,0,2,74.8,60.5,76.7,,8.9,84.6,54.1,60.6,5,0,11,2,17,16,0,0,2,14,0,26,18,1.5,2.2,0.65,9
Derrick Henry,10679,HB,TEN,1,11,0,0,0.0,0,0,30,0,0,0,22,0.0,0,0,31,0,3,74.8,57.3,73.5,,78.8,58.8,56.2,,6,0,8,2,15,12,0,0,3,13,0,30,22,2.0,2.7,0.53,8
Joe Burrow,28022,QB,CIN,1,7,2,1,34.8,16,0,23,0,0,2,11,44.9,1,4,7,0,0,80.6,75.0,79.3,77.0,,,57.6,60.0,16,0,0,0,0,30,23,4,0,7,1,46,25,2.27,4.2,,1
Cordarrelle Patterson,7810,HB,ATL,1,11,2,1,36.7,22,0,60,0,0,2,38,62.8,2,4,2,0,1,74.3,73.1,73.4,,73.4,53.5,75.1,59.9,22,0,0,0,11,13,0,0,0,11,0,60,38,3.45,5.5,0.0,10
Jamaal Williams,11889,HB,DET,1,11,3,0,0.0,0,0,35,0,0,3,18,44.6,1,5,11,0,10,73.8,69.8,73.5,,77.3,53.5,70.0,60.0,12,0,0,0,9,12,0,0,0,11,1,35,18,1.64,3.2,0.0,1
Tyler Allgeier,83639,HB,ATL,1,10,1,1,38.5,20,0,52,0,0,1,37,37.0,1,3,2,0,2,73.3,64.5,73.1,,65.0,53.5,65.6,60.0,20,0,0,0,12,11,0,0,0,10,0,52,37,3.7,5.2,0.0,8
Leonard Fournette,11759,HB,TB,1,10,1,0,0.0,0,0,49,0,2,1,25,46.9,1,4,30,0,3,75.2,68.8,80.0,,49.1,72.5,67.7,,10,0,32,6,32,10,0,0,6,16,0,49,25,2.5,4.9,1.0,7
Austin Ekeler,12164,HB,LAC,1,10,4,0,0.0,0,0,35,0,1,4,26,86.7,0,1,27,1,3,22.6,59.0,78.5,,60.0,45.4,67.3,60.0,8,0,53,5,30,11,0,0,6,15,0,35,26,2.6,3.5,1.77,4
Miles Sanders,40555,HB,PHI,1,10,2,0,0.0,0,0,24,0,0,2,21,35.0,0,3,24,0,6,74.4,67.0,82.3,,47.7,59.8,70.2,59.3,5,0,14,2,18,15,0,0,2,12,1,24,21,2.1,2.4,0.78,4
Tyler Huntley,46448,QB,BLT,1,5,1,0,0.0,0,0,11,0,0,1,6,24.0,1,5,3,0,3,80.3,62.0,78.8,57.7,,57.6,69.0,60.0,14,0,0,0,1,19,30,5,0,5,1,41,8,0.8,4.1,0.0,1
DeeJay Dallas,55632,HB,SEA,1,10,1,0,0.0,0,0,37,0,0,1,25,25.0,0,1,29,0,4,74.2,60.8,76.0,,30.0,52.2,65.0,60.0,7,0,0,0,17,11,0,0,1,10,0,37,25,2.5,3.7,0.0,6
Rhamondre Stevenson,98689,HB,NE,1,10,5,1,29.6,16,0,54,0,2,5,45,196.9,3,4,19,1,5,23.5,64.3,77.9,,81.8,42.0,78.6,43.6,16,0,24,6,33,12,0,0,7,16,0,54,45,4.5,5.4,0.73,4
Kareem Hunt,11841,HB,CLV,1,9,4,1,26.8,15,0,56,0,0,4,43,173.7,2,3,8,0,3,73.4,77.8,74.8,,,83.8,71.2,60.0,15,0,18,2,13,11,0,0,2,11,0,56,43,4.78,6.2,1.38,6
Rachaad White,131633,HB,TB,1,9,1,0,0.0,0,0,28,1,0,1,18,13.3,0,0,30,1,4,23.5,50.6,77.0,,,29.3,61.9,60.0,6,0,41,6,21,11,0,0,7,15,0,28,18,2.0,3.1,1.95,5
Aaron Jones,11937,HB,GB,1,9,2,0,0.0,0,0,26,0,1,2,24,57.1,1,1,12,0,4,74.3,71.7,75.9,,,71.2,65.8,60.0,11,0,24,5,11,13,0,0,5,14,0,26,24,2.67,2.9,2.18,5
