player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Brian Robinson Jr.,57120,HB,WAS,1,24,4,0,0.0,0,0,87,0,0,4,79,54.9,2,4,32,0,10,78.2,59.6,74.3,,46.2,54.7,60.5,60.0,14,0,0,0,7,27,0,0,1,24,0,87,79,3.29,3.6,0.0,14
Kenneth Walker III,97199,HB,SEA,1,23,2,1,45.1,60,0,133,0,2,2,109,79.0,3,4,29,0,5,78.1,64.5,76.1,,76.4,59.4,64.2,60.0,60,0,9,1,15,25,0,0,1,24,0,133,109,4.74,5.8,0.6,18
Najee Harris,57121,HB,PIT,1,22,3,2,27.0,30,0,111,0,0,3,70,39.8,2,4,25,0,2,77.9,83.0,74.6,,69.0,74.5,79.4,59.6,15,0,12,2,14,29,0,0,3,24,0,111,70,3.18,5.0,0.86,20
Jamaal Williams,11889,HB,DET,1,22,5,1,40.3,58,0,144,0,0,5,107,105.7,2,5,11,0,10,77.8,84.3,73.0,,79.1,71.3,79.8,60.0,58,0,13,1,7,24,0,0,1,23,1,144,107,4.86,6.5,1.86,12
Tyler Allgeier,83639,HB,ATL,1,20,3,1,20.5,17,0,83,0,2,3,69,82.1,2,6,2,0,3,77.3,76.6,74.5,,74.1,66.6,74.7,60.0,17,0,12,1,11,22,0,0,1,21,1,83,69,3.45,4.2,1.09,17
Christian McCaffrey,11763,HB,SF,1,19,2,1,30.6,37,0,121,1,1,2,61,38.5,3,6,28,0,4,78.1,74.6,77.9,,77.1,72.2,73.1,60.0,37,0,72,6,27,24,0,0,8,25,1,121,61,3.21,6.4,2.67,14
Ezekiel Elliott,10638,HB,DAL,1,19,1,0,0.0,0,0,37,0,0,1,40,11.1,0,3,9,0,8,77.1,52.4,78.5,,81.7,46.8,53.8,57.0,6,0,0,0,25,21,0,0,0,19,1,37,40,2.11,1.9,0.0,10
Cam Akers,57206,HB,LA,1,19,7,1,34.1,42,0,123,0,1,7,67,141.1,2,3,26,0,14,77.0,81.6,74.5,,53.2,64.1,81.0,,42,0,10,1,14,19,0,0,2,20,0,123,67,3.53,6.5,0.71,5
Josh Jacobs,45953,HB,LV,1,17,5,0,0.0,0,0,69,0,0,5,40,56.0,0,4,23,0,13,76.9,69.4,75.5,,54.0,77.0,65.5,60.0,9,0,26,4,21,20,0,0,4,21,1,69,40,2.35,4.1,1.24,2
J.K. Dobbins,57366,HB,BLT,1,17,3,3,58.1,54,0,93,0,0,3,61,63.3,4,4,3,0,15,76.2,63.6,73.7,,58.9,55.2,63.9,60.0,22,0,0,0,4,18,0,0,0,17,0,93,61,3.59,5.5,0.0,2
Alvin Kamara,11822,HB,NO,1,16,2,1,20.3,15,0,74,0,0,2,39,28.7,2,3,20,0,5,76.0,70.8,78.0,,60.9,53.8,73.8,60.0,15,0,7,1,19,19,0,0,1,17,0,74,39,2.44,4.6,0.37,9
James Conner,11860,HB,ARZ,1,16,3,1,20.3,16,0,79,0,1,3,47,61.8,1,4,1,0,8,76.7,72.8,77.3,,74.1,68.9,75.2,36.8,16,0,31,3,21,19,0,0,3,19,0,79,47,2.94,4.9,1.48,7
Jeff Wilson Jr.,29413,HB,MIA,1,15,0,0,0.0,0,0,45,0,0,0,26,0.0,1,3,17,0,6,76.1,58.7,81.1,,67.1,60.4,57.6,58.9,11,0,31,3,26,17,0,0,6,18,0,45,26,1.73,3.0,1.19,7
Zack Moss,40341,HB,IND,1,15,4,0,0.0,0,0,74,0,0,4,51,90.7,2,4,14,0,8,75.8,84.6,77.5,,69.4,54.1,83.7,60.0,12,0,0,0,8,17,0,0,0,15,0,74,51,3.4,4.9,0.0,7
Nick Chubb,45783,HB,CLV,1,14,5,1,33.7,35,0,104,0,0,5,58,138.1,2,4,8,0,8,75.7,83.0,74.0,,76.9,61.5,82.5,60.0,35,0,12,1,12,16,0,0,1,15,0,104,58,4.14,7.4,1.0,5
Aaron Jones,11937,HB,GB,1,14,1,1,27.9,31,0,111,1,0,1,35,15.6,3,5,12,0,2,75.5,77.0,74.7,,74.6,33.0,82.3,60.0,31,0,2,2,9,15,0,0,3,16,0,111,35,2.5,7.9,0.22,11
Taysom Hill,12112,TE,NO,1,14,2,0,0.0,0,0,46,0,2,2,40,76.2,0,4,20,0,12,76.1,74.2,77.3,68.5,,70.1,67.4,60.0,9,0,9,1,7,20,0,0,1,15,1,46,40,2.86,3.3,1.29,2
D'Onta Foreman,11844,HB,CAR,1,13,0,0,0.0,0,0,35,0,0,0,34,0.0,0,3,5,0,7,75.1,56.2,71.2,,76.4,54.6,56.6,,7,0,0,0,9,14,0,0,0,13,0,35,34,2.62,2.7,0.0,6
Latavius Murray,7962,HB,DEN,1,12,0,1,33.9,19,0,56,0,1,0,23,12.0,2,3,10,0,3,75.2,55.3,76.7,,17.3,59.8,57.6,59.5,19,0,16,4,19,17,0,0,4,16,0,56,23,1.92,4.7,0.84,9
