player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,1,28,5,1,14.7,15,0,102,0,0,5,86,51.2,2,7,31,0,12,79.3,79.2,73.7,,50.9,70.5,76.3,60.0,15,0,30,2,8,29,0,0,2,30,2,102,86,3.07,3.6,3.75,16
Dameon Pierce,83659,HB,HST,1,26,17,2,37.4,37,0,99,2,0,17,97,218.7,3,6,13,0,11,79.2,74.7,73.8,,21.8,28.5,83.4,60.0,20,0,14,3,13,29,0,0,5,29,1,99,97,3.73,3.8,1.08,15
Rhamondre Stevenson,98689,HB,NE,1,25,6,2,46.6,75,0,161,0,3,6,111,148.0,5,7,19,0,16,78.8,81.6,79.1,,43.7,68.1,81.3,60.0,49,0,14,2,14,30,0,0,2,27,0,161,111,4.44,6.4,1.0,9
Alvin Kamara,11822,HB,NO,1,23,1,0,0.0,0,0,103,0,2,1,52,23.4,2,6,20,1,10,28.1,61.9,77.9,,12.4,56.2,67.1,60.2,13,0,91,6,18,32,0,0,6,29,0,103,52,2.26,4.5,5.06,12
Ezekiel Elliott,10638,HB,DAL,1,22,0,0,0.0,0,0,78,0,0,0,53,0.0,1,3,9,0,9,77.9,59.6,76.0,,77.7,54.3,59.8,60.0,12,0,0,0,9,24,0,0,0,22,0,78,53,2.41,3.5,0.0,12
Josh Jacobs,45953,HB,LV,1,21,6,2,37.7,58,0,154,0,0,6,105,115.4,4,9,23,0,18,79.1,82.3,74.9,,55.6,79.8,79.9,60.0,37,0,39,5,16,26,0,0,5,26,1,154,105,5.0,7.3,2.44,2
Raheem Mostert,9783,HB,MIA,1,18,4,3,52.2,59,0,113,0,0,4,85,99.4,4,5,17,0,6,77.0,62.8,81.1,,21.8,58.5,69.0,32.1,24,0,9,1,20,20,0,0,3,19,1,113,85,4.72,6.3,0.45,10
Breece Hall,97636,HB,NYJ,1,18,5,2,33.0,32,0,97,0,1,5,63,105.0,4,3,22,0,9,77.1,64.1,76.8,,29.9,71.3,63.0,59.9,17,0,100,2,12,23,0,0,2,20,1,97,63,3.5,5.4,8.33,8
Dalvin Cook,11796,HB,MIN,1,18,4,1,16.0,15,0,94,0,1,4,56,77.8,4,6,18,0,6,77.3,75.3,75.7,,59.9,68.0,74.2,60.0,15,0,27,2,17,22,0,0,2,20,2,94,56,3.11,5.2,1.59,12
Jeff Wilson Jr.,29413,HB,SF,1,17,3,3,66.7,80,0,120,0,0,3,48,47.1,4,6,28,0,6,76.4,76.7,75.0,,75.6,61.3,76.4,60.0,41,0,12,1,15,18,0,0,2,18,1,120,48,2.82,7.1,0.8,11
Nick Chubb,45783,HB,CLV,1,17,10,3,64.2,86,0,134,0,0,10,99,342.6,5,6,8,0,10,76.2,77.4,75.9,,15.9,51.8,81.0,60.0,41,0,0,0,14,18,0,0,1,17,2,134,99,5.82,7.9,0.0,7
Austin Ekeler,12164,HB,LAC,1,16,5,4,72.3,125,0,173,0,2,5,82,179.4,5,4,27,0,9,76.8,82.1,77.5,,79.7,68.6,82.5,60.0,71,0,26,4,19,19,0,0,4,20,1,173,82,5.13,10.8,1.37,7
Jamaal Williams,11889,HB,DET,1,15,0,0,0.0,0,0,56,0,0,0,31,0.0,1,3,11,0,5,75.5,77.6,71.8,,79.2,56.6,74.1,,13,0,0,0,3,15,0,0,0,15,0,56,31,2.07,3.7,0.0,9
Miles Sanders,40555,HB,PHI,1,15,1,0,0.0,0,0,58,0,0,1,41,16.1,1,3,24,0,4,76.2,60.1,77.8,,76.4,54.7,61.2,60.0,12,0,6,2,26,25,0,0,3,17,0,58,41,2.73,3.9,0.23,11
Melvin Gordon III,9448,HB,DEN,1,15,5,1,31.5,17,0,54,0,0,5,47,87.0,1,3,10,0,7,76.4,63.9,76.3,,14.8,77.2,62.0,60.0,17,0,49,3,21,18,0,0,3,18,0,54,47,3.13,3.6,2.33,8
Jalen Hurts,40291,QB,PHI,1,13,0,0,0.0,0,0,31,0,0,0,10,0.0,3,9,24,0,1,81.5,71.8,79.4,58.4,,,84.3,60.0,17,0,0,0,0,32,30,2,0,13,2,61,18,1.2,4.1,,4
Christian McCaffrey,11763,HB,CAR,1,14,2,1,35.2,19,0,54,1,2,2,41,55.8,1,3,5,0,7,76.8,57.1,81.9,,15.8,54.0,61.8,60.0,19,0,50,7,39,17,0,0,11,21,1,54,41,2.93,3.9,1.28,6
Joe Mixon,11803,HB,CIN,1,14,2,0,0.0,0,0,78,0,0,2,35,29.4,3,4,7,0,12,75.8,73.5,77.8,,32.1,55.7,80.5,60.0,12,0,10,3,20,18,0,0,3,17,0,78,35,2.5,5.6,0.5,2
Leonard Fournette,11759,HB,TB,1,14,0,0,0.0,0,0,56,0,6,0,41,73.2,2,3,30,0,12,77.3,71.5,75.4,,3.1,91.2,61.8,60.0,14,0,83,10,29,18,0,0,10,24,1,56,41,2.93,4.0,2.86,2
Deon Jackson,57189,HB,IND,1,13,2,1,27.4,17,0,62,0,2,2,30,54.3,3,3,14,0,8,75.6,65.4,77.3,,49.1,70.2,64.3,,17,0,29,4,25,13,0,0,4,17,0,62,30,2.31,4.8,1.16,5
Aaron Jones,11937,HB,GB,1,13,2,0,0.0,0,0,63,0,0,2,31,31.8,1,3,12,0,3,75.2,71.9,78.8,,81.7,70.3,69.0,60.0,11,0,17,2,26,14,0,0,3,15,0,63,31,2.38,4.8,0.65,10
Saquon Barkley,45791,HB,NYG,1,13,2,1,57.1,40,0,70,1,1,2,28,40.4,1,2,21,0,8,75.8,72.1,77.3,,81.7,64.3,71.1,60.0,40,0,36,3,19,18,0,0,6,16,1,70,28,2.15,5.4,1.89,5
Cam Akers,57206,HB,LA,1,13,1,0,0.0,0,0,33,0,0,1,34,20.1,1,2,26,0,7,74.7,52.9,72.3,,73.4,57.0,53.8,60.0,13,0,0,0,5,14,0,0,1,13,0,33,34,2.62,2.5,0.0,6
Tyler Allgeier,83639,HB,ATL,1,13,2,1,37.8,17,0,45,0,0,2,37,43.8,1,3,2,0,4,75.3,66.7,74.4,,74.6,59.4,67.4,60.0,17,0,0,0,19,17,0,0,0,13,0,45,37,2.85,3.5,0.0,9
Lamar Jackson,46416,QB,BLT,1,10,2,1,32.8,19,0,53,0,0,2,28,56.0,2,4,3,1,6,80.6,65.1,79.0,60.1,,,68.9,60.0,19,1,0,0,0,28,5,2,0,10,0,58,38,3.17,4.8,,2
David Montgomery,45719,HB,CHI,1,12,3,0,0.0,0,0,20,0,1,3,25,52.1,0,1,6,0,3,75.2,62.2,79.1,,13.4,80.4,52.6,72.6,9,0,62,4,18,13,0,0,4,16,1,20,25,2.08,1.7,3.44,9
Phillip Lindsay,12660,HB,IND,1,11,1,1,37.5,15,0,40,0,0,1,30,19.5,1,1,14,0,5,75.0,68.7,75.2,,83.1,60.9,67.6,,15,0,14,3,11,12,0,0,4,14,0,40,30,2.73,3.6,1.27,6
Kareem Hunt,11841,HB,CLV,1,11,1,1,36.2,17,0,47,0,0,1,27,17.5,2,3,8,0,9,74.6,64.2,76.9,,79.7,65.5,62.1,,17,0,10,3,18,11,0,0,3,14,1,47,27,2.45,4.3,0.56,1
Najee Harris,57121,HB,PIT,1,11,1,0,0.0,0,0,20,1,0,1,12,7.8,0,0,25,0,3,74.6,49.7,77.4,,82.8,45.5,50.0,,6,0,16,3,15,11,0,0,4,14,0,20,12,1.09,1.8,1.07,8
Daniel Jones,39395,QB,NYG,1,7,0,0,0.0,0,0,12,0,0,0,7,0.0,1,3,21,0,0,28.8,69.8,0.0,70.5,,60.0,65.1,61.1,14,1,0,0,1,27,25,3,0,7,0,37,9,0.9,3.7,0.0,1
Michael Carter,57337,HB,NYJ,1,10,2,0,0.0,0,0,21,0,0,2,21,35.0,0,2,22,0,4,73.9,57.4,75.3,,15.7,72.3,57.6,60.0,8,0,12,2,8,15,0,0,2,12,2,21,21,2.1,2.1,1.5,6
Travis Etienne,57185,HB,JAX,1,10,2,2,67.6,48,0,71,1,0,2,33,50.8,2,2,15,0,4,74.4,66.5,79.1,,75.0,48.2,73.4,,30,0,43,3,27,10,0,0,5,13,0,71,33,3.3,7.1,1.59,6
Joshua Kelley,13750,HB,LAC,1,10,4,1,32.7,16,0,49,0,0,4,36,120.0,2,3,27,0,7,73.9,65.7,76.5,,44.7,72.7,63.2,60.0,16,0,33,2,12,11,0,0,2,12,1,49,36,3.6,4.9,2.75,3
James Robinson,22425,HB,JAX,1,10,2,0,0.0,0,0,27,0,0,2,14,23.3,0,2,15,0,2,73.9,54.5,76.3,,75.3,57.0,53.6,60.0,9,0,12,2,16,11,0,0,2,12,0,27,14,1.4,2.7,0.75,8
James Conner,11860,HB,ARZ,1,9,3,1,30.9,17,0,55,0,0,3,33,110.0,2,2,1,0,5,73.1,67.6,75.4,,,59.0,69.0,60.0,17,0,8,1,14,10,0,0,1,10,0,55,33,3.67,6.1,0.57,3
Taysom Hill,12112,TE,NO,1,9,2,2,67.0,75,0,112,0,0,2,86,212.3,2,7,20,0,7,22.5,94.4,76.5,82.5,,52.1,90.3,57.9,60,0,0,0,3,19,0,0,0,9,3,112,86,9.56,12.4,0.0,0
Clyde Edwards-Helaire,57279,HB,KC,1,9,1,0,0.0,0,0,15,0,1,1,16,29.6,0,2,16,0,6,73.7,53.1,76.6,,29.9,71.8,46.5,,8,0,20,3,18,9,0,0,4,12,0,15,16,1.78,1.7,1.11,3
Brian Robinson Jr.,57120,HB,WAS,1,9,0,0,0.0,0,0,22,0,0,0,14,0.0,0,2,32,0,3,73.3,67.5,73.4,,80.0,55.7,66.0,,6,0,0,0,5,10,0,0,0,9,0,22,14,1.56,2.4,0.0,5
Mark Ingram II,6180,HB,NO,1,9,0,0,0.0,0,0,16,0,0,0,14,0.0,0,0,20,0,1,73.3,46.0,73.0,,78.7,57.4,47.1,60.0,4,0,0,0,3,12,0,0,0,9,0,16,14,1.56,1.8,0.0,8
Alexander Mattison,45817,HB,MIN,1,9,2,0,0.0,0,0,19,1,0,2,18,33.3,0,2,18,0,3,73.7,59.1,76.4,,27.6,47.9,67.6,,7,0,21,3,17,9,0,0,4,12,0,19,18,2.0,2.1,1.24,5
Justin Fields,82118,QB,CHI,1,2,3,0,0.0,0,1,2,0,0,0,1,0.0,1,4,6,2,0,26.8,77.9,78.1,56.2,,,92.4,60.0,12,2,0,0,0,18,45,6,0,2,0,47,36,4.5,5.9,,1
Tevin Coleman,9506,HB,SF,1,8,0,0,0.0,0,0,23,0,0,0,8,0.0,1,2,28,0,4,73.7,74.1,72.6,,29.4,91.8,59.5,60.0,14,0,44,3,7,10,0,0,3,11,1,23,8,1.0,2.9,6.29,4
