player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Keenan Allen,7857,WR,CHI,1,8.8,0,56.3,66.7,2,3,0,10.0,1,4,6,1,56.7,19.2,61.4,,61.1,0.0,0,0,40,0.0,0,56,0,9,94.6,53,51.8,29,92.2,16,1,48.2,27,86,36,4.0,9.6,1.62
Trey McBride,75916,TE,ARZ,1,5.5,2,80.0,,0,0,0,0.0,0,8,1,0,79.4,71.9,86.2,67.2,89.0,40.5,17,0,20,2.4,1,42,1,12,95.2,40,52.4,22,103.6,15,0,7.1,3,133,76,6.3,11.1,3.33
Puka Nacua,100632,WR,LA,1,7.4,1,69.2,25.0,1,4,0,0.0,0,5,26,0,58.9,71.1,83.9,69.0,82.9,10.0,4,0,29,2.5,1,40,1,9,87.5,35,17.5,7,97.3,13,0,72.5,29,117,65,7.2,13.0,3.34
Jakobi Meyers,47468,WR,LV,1,8.6,0,76.9,100.0,2,2,0,0.0,0,6,23,0,78.0,71.1,66.7,,69.5,0.0,0,1,25,0.0,0,62,1,10,93.5,58,22.6,14,72.9,13,0,77.4,48,121,36,3.6,12.1,2.09
Jonnu Smith,11855,TE,MIA,1,3.5,1,81.8,0.0,0,1,0,0.0,0,6,17,0,77.3,71.3,83.8,72.5,89.1,36.1,13,0,14,13.9,5,36,0,9,83.3,30,44.4,16,129.9,11,1,19.4,7,87,60,6.7,9.7,2.9
Cole Kmet,60995,TE,CHI,1,7.7,1,70.0,,0,0,0,12.5,1,2,6,0,54.5,70.1,63.8,80.3,61.6,17.2,10,0,20,19.0,11,58,0,7,75.9,44,70.7,41,87.1,10,0,10.3,6,64,26,3.7,9.1,1.45
CeeDee Lamb,61570,WR,DAL,1,3.8,1,100.0,100.0,2,2,0,0.0,0,4,9,0,79.4,72.5,74.6,,75.7,0.0,0,0,13,0.0,0,37,0,10,89.2,33,35.1,13,94.6,10,0,59.5,22,67,29,2.9,6.7,2.03
Courtland Sutton,48164,WR,DEN,1,11.5,0,80.0,50.0,1,2,0,11.1,1,6,10,0,54.5,70.1,67.8,,74.9,0.0,0,0,19,0.0,0,42,0,8,97.6,41,38.1,16,146.7,10,2,61.9,26,97,6,0.8,12.1,2.37
David Moore,11981,WR,CAR,1,15.1,0,60.0,50.0,3,6,0,0.0,0,6,5,0,74.6,68.8,82.4,,82.4,0.0,0,0,21,0.0,0,41,0,6,92.7,38,29.3,12,119.2,10,1,70.7,29,81,9,1.5,13.5,2.13
Noah Brown,11993,WR,WAS,1,11.6,1,66.7,50.0,3,6,0,14.3,1,4,32,0,49.2,68.8,72.2,,69.7,0.0,0,0,19,0.0,0,36,0,6,100.0,36,25.0,9,90.5,9,0,75.0,27,71,23,3.8,11.8,1.97
Cooper Kupp,11824,WR,LA,1,4.6,0,88.9,50.0,1,2,0,0.0,0,1,26,1,76.5,18.7,56.0,,53.5,0.0,0,0,27,0.0,0,44,0,8,88.6,39,65.9,29,131.5,9,1,34.1,15,60,22,2.8,7.5,1.54
Brock Bowers,146715,TE,LV,1,4.9,0,44.4,0.0,0,2,0,0.0,0,0,23,0,72.1,67.0,46.2,35.7,48.7,27.9,17,0,13,9.8,6,61,0,4,83.6,51,55.7,34,56.7,9,0,14.8,9,38,16,4.0,9.5,0.75
T.J. Hockenson,40912,TE,MIN,1,10.1,0,77.8,100.0,2,2,0,0.0,0,4,18,0,75.6,69.5,80.7,,87.6,72.2,26,0,34,0.0,0,36,0,7,88.9,32,19.4,7,118.8,9,0,8.3,3,114,42,6.0,16.3,3.56
Jaylen Waddle,84088,WR,MIA,1,11.8,1,88.9,100.0,2,2,0,0.0,0,7,17,0,76.5,70.1,91.1,,90.8,0.0,0,0,29,0.0,0,37,0,8,97.3,36,40.5,15,155.8,9,1,59.5,22,144,44,5.5,18.0,4.0
Nico Collins,61441,WR,HST,1,12.8,0,55.6,100.0,1,1,0,16.7,1,3,13,0,49.2,68.8,81.3,,78.3,0.0,0,1,56,0.0,0,34,0,5,94.1,32,23.5,8,88.4,9,1,76.5,26,92,25,5.0,18.4,2.88
