player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Amon-Ra St. Brown,84470,WR,DET,1,9.3,5,61.1,16.7,1,6,0,0.0,0,7,11,0,78.7,71.5,76.3,,75.3,0.0,0,0,20,0.0,0,55,0,11,96.4,53,58.2,32,80.6,18,0,40.0,22,119,31,2.8,10.8,2.25
Malik Nabers,146759,WR,NYG,1,11.5,2,58.8,0.0,0,2,0,9.1,1,7,21,0,58.5,71.1,89.4,,87.2,0.0,0,0,28,0.0,0,30,1,10,90.0,27,16.7,5,101.8,17,1,83.3,25,127,83,8.3,12.7,4.7
Jaxon Smith-Njigba,129758,WR,SEA,1,10.6,2,75.0,60.0,3,5,0,7.7,1,5,29,0,63.2,72.3,79.7,,78.0,0.0,0,0,24,0.0,0,47,0,12,93.6,44,80.9,38,95.1,16,0,19.1,9,117,42,3.5,9.8,2.66
D.K. Metcalf,47864,WR,SEA,1,10.1,2,76.9,50.0,1,2,1,16.7,2,3,29,0,41.4,71.1,67.5,,66.6,2.0,1,0,56,0.0,0,50,1,10,92.0,46,20.0,10,133.2,13,1,78.0,39,129,60,6.0,12.9,2.8
Davante Adams,8688,WR,LV,1,12.2,0,75.0,75.0,3,4,0,10.0,1,5,23,0,56.7,70.6,77.1,,75.7,0.0,0,0,30,0.0,0,45,0,9,93.3,42,26.7,12,130.6,12,1,73.3,33,110,11,1.2,12.2,2.62
Jameson Williams,101701,WR,DET,1,12.4,1,45.5,0.0,0,1,0,0.0,0,2,11,0,73.4,69.1,60.2,,60.0,0.0,0,1,50,0.0,0,55,0,5,96.4,53,29.1,16,32.0,11,0,70.9,39,79,17,3.4,15.8,1.49
Nico Collins,61441,WR,HST,1,11.5,2,80.0,,0,0,0,0.0,0,6,13,0,76.5,70.1,87.3,,88.1,0.0,0,0,28,0.0,0,37,1,8,97.3,36,16.2,6,152.1,10,1,83.8,31,135,44,5.5,16.9,3.75
Deebo Samuel,48274,WR,SF,1,11.0,0,80.0,100.0,2,2,0,0.0,0,6,28,0,76.5,71.8,81.6,,84.2,0.0,0,0,28,0.0,0,40,1,8,100.0,40,40.0,16,112.5,10,0,55.0,22,110,16,2.0,13.8,2.75
DJ Moore,48267,WR,CHI,1,9.4,1,60.0,0.0,0,1,0,0.0,0,3,6,0,74.6,68.8,63.8,,63.7,0.0,0,1,19,0.0,0,50,0,6,92.0,46,24.0,12,34.6,10,0,74.0,37,53,50,8.3,8.8,1.15
DeVonta Smith,61100,WR,PHI,1,11.8,1,70.0,50.0,2,4,0,0.0,0,4,24,0,75.6,69.5,69.9,,69.4,0.0,0,1,19,0.0,0,38,0,7,92.1,35,39.5,15,85.8,10,1,60.5,23,76,3,0.4,10.9,2.17
