player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
CeeDee Lamb,61570,WR,DAL,1,14,0,9,7.0,2,50.0,0.0,0,1,0.0,0,2,0,68.3,75.8,0,27,0.0,0,17,2,88.2,15,91.7,4,26.7,0,46,31,15.5,23.0,3.07,0,8.0,0,71.4,0.0,0,1,0.0,0,1,0,73.4,70.5,0,19,0.0,0,17,5,100.0,17,87.2,7,41.2,0,43,14,2.8,8.6,2.53
Chris Godwin,11839,WR,TB,1,13,0,30,5.5,0,100.0,100.0,1,1,0.0,0,1,0,68.3,63.7,0,6,0.0,0,10,2,90.0,9,127.1,2,22.2,1,10,1,0.5,5.0,1.11,0,4.3,1,77.8,,0,0,0.0,0,2,0,75.6,69.7,0,21,3.8,1,26,7,92.3,24,90.7,9,37.5,0,52,31,4.4,7.4,2.17
D.K. Metcalf,47864,WR,SEA,1,12,0,29,7.5,0,50.0,0.0,0,1,0.0,0,1,0,64.7,64.8,0,8,0.0,0,8,1,100.0,8,60.4,2,25.0,0,8,4,4.0,8.0,1.0,0,19.9,0,28.6,33.3,1,3,33.3,1,2,0,36.2,72.3,1,30,0.0,0,29,2,93.1,27,11.3,7,25.9,0,40,26,13.0,20.0,1.48
Darius Slayton,25578,WR,NYG,1,11,0,21,11.6,0,40.0,33.3,1,3,0.0,0,0,0,68.3,63.7,0,9,0.0,0,13,2,84.6,11,47.9,5,45.5,0,12,2,1.0,6.0,1.09,0,9.0,1,60.0,100.0,1,1,40.0,2,3,0,28.7,67.4,0,15,3.3,1,30,3,90.0,27,81.3,5,18.5,0,35,10,3.3,11.7,1.3
Brock Bowers,146715,TE,LV,1,11,0,23,8.0,0,100.0,100.0,1,1,0.0,0,1,0,68.3,69.1,0,10,0.0,0,7,2,85.7,6,104.2,2,33.3,0,18,2,1.0,9.0,3.0,0,4.3,1,85.7,100.0,1,1,0.0,0,0,0,75.6,75.0,1,10,0.0,0,24,6,95.8,23,47.9,7,30.4,0,35,30,5.0,5.8,1.52
Garrett Wilson,97405,WR,NYJ,1,10,0,22,,0,,,0,0,,0,0,0,,54.8,0,0,0.0,0,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,8.4,2,85.7,50.0,1,2,0.0,0,4,0,74.6,80.8,0,24,0.0,0,23,6,95.7,22,118.8,7,31.8,0,88,48,8.0,14.7,4.0
Josh Downs,122832,WR,IND,1,10,0,14,0.3,0,33.3,0.0,0,1,0.0,0,1,0,64.7,64.3,0,5,0.0,0,10,1,100.0,10,42.4,3,30.0,0,5,6,6.0,5.0,0.5,0,4.0,0,100.0,,0,0,0.0,0,3,0,75.6,84.0,0,22,0.0,0,21,7,90.5,19,142.0,7,36.8,1,60,36,5.1,8.6,3.16
Diontae Johnson,33441,WR,CAR,1,10,0,5,11.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,68.9,0,10,0.0,0,7,1,85.7,6,147.9,1,16.7,1,10,0,0.0,10.0,1.67,0,8.8,0,66.7,66.7,2,3,20.0,1,3,0,41.6,66.9,0,17,0.0,0,21,4,95.2,20,91.7,6,30.0,0,49,7,1.8,12.3,2.45
Evan Engram,11778,TE,JAX,1,10,0,15,8.5,0,100.0,,0,0,0.0,0,2,0,68.3,81.8,0,13,0.0,0,7,2,85.7,6,112.5,2,33.3,0,22,5,2.5,11.0,3.67,0,5.1,1,100.0,,0,0,0.0,0,2,1,76.5,63.1,0,24,0.0,0,21,8,100.0,21,108.3,8,38.1,0,80,39,4.9,10.0,3.81
Drake London,86519,WR,ATL,1,10,0,2,9.0,0,50.0,,0,0,0.0,0,0,0,64.7,54.3,0,8,0.0,0,10,1,100.0,10,60.4,2,20.0,0,8,1,1.0,8.0,0.8,0,9.8,1,50.0,0.0,0,1,0.0,0,2,0,68.3,70.8,0,17,0.0,0,14,2,92.9,13,77.1,4,30.8,0,32,12,6.0,16.0,2.46
Demario Douglas,104155,WR,NE,1,9,0,19,10.0,0,60.0,,0,0,0.0,0,2,0,70.5,83.5,1,35,0.0,0,8,3,87.5,7,101.3,5,71.4,1,59,33,11.0,19.7,8.43,0,10.0,0,50.0,,0,0,0.0,0,1,0,64.7,62.2,0,6,0.0,0,14,1,92.9,13,56.3,2,15.4,0,6,0,0.0,6.0,0.46
Tank Dell,78874,WR,HST,1,9,0,13,12.8,0,66.7,100.0,1,1,0.0,0,4,0,72.1,82.2,0,20,0.0,0,18,4,88.9,16,128.5,6,37.5,1,45,3,0.8,11.3,2.81,0,-1.3,0,100.0,,0,0,0.0,0,1,0,70.5,62.5,0,5,0.0,0,16,3,87.5,14,83.3,3,21.4,0,12,16,5.3,4.0,0.86
Zay Flowers,97268,WR,BLT,1,9,0,3,8.0,1,100.0,100.0,1,1,0.0,0,5,0,75.6,90.3,0,23,0.0,0,17,7,88.2,15,111.9,7,46.7,0,76,20,2.9,10.9,5.07,0,-4.5,0,100.0,,0,0,0.0,0,2,0,68.3,78.7,0,44,0.0,0,14,2,92.9,13,118.8,2,15.4,0,56,65,32.5,28.0,4.31
A.J. Brown,48327,WR,PHI,1,9,0,24,21.5,2,66.7,100.0,2,2,0.0,0,3,0,72.1,93.2,0,40,0.0,0,9,4,100.0,9,149.3,6,66.7,1,84,10,2.5,21.0,9.33,0,6.0,2,50.0,100.0,1,1,0.0,0,1,0,64.7,64.0,0,16,0.0,0,13,1,100.0,13,77.1,2,15.4,0,16,9,9.0,16.0,1.23
Jaxon Smith-Njigba,129758,WR,SEA,1,9,0,29,7.0,0,0.0,0.0,0,1,,0,0,0,,51.8,0,0,0.0,0,8,0,100.0,8,39.6,2,25.0,0,0,0,,,0.0,0,6.4,1,100.0,,0,0,0.0,0,4,1,73.4,64.2,0,19,0.0,0,32,5,93.8,30,115.8,5,16.7,0,59,27,5.4,11.8,1.97
Dalton Schultz,47304,TE,HST,1,8,0,13,20.0,0,0.0,0.0,0,1,,0,0,0,,47.5,1,0,5.6,1,18,0,83.3,15,0.0,3,20.0,0,0,0,,,0.0,0,2.2,1,80.0,,0,0,0.0,0,1,0,72.1,75.1,0,9,5.9,1,17,4,82.4,14,89.2,5,35.7,0,27,10,2.5,6.8,1.93
Bub Means,98847,WR,NO,1,8,0,20,6.5,0,100.0,100.0,1,1,0.0,0,2,0,68.3,65.1,0,10,0.0,0,11,2,72.7,8,93.8,2,25.0,0,13,0,0.0,6.5,1.63,0,9.3,0,25.0,0.0,0,1,0.0,0,1,0,64.7,61.4,0,10,0.0,0,20,1,100.0,20,79.2,4,20.0,1,10,0,0.0,10.0,0.5
Alvin Kamara,11822,HB,NO,1,8,0,20,-5.0,0,0.0,,0,0,,0,0,0,,53.2,0,0,25.0,2,8,0,75.0,6,39.6,1,16.7,0,0,0,,,0.0,0,-0.8,0,66.7,,0,0,33.3,2,1,1,28.7,27.6,0,8,25.0,6,24,4,75.0,18,73.6,6,33.3,0,23,31,7.8,5.8,1.28
Gabe Davis,55410,WR,JAX,1,8,0,15,,0,,,0,0,,0,0,0,,54.4,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,13.8,0,80.0,,0,0,20.0,1,3,0,41.6,65.5,0,21,0.0,0,22,4,100.0,22,139.6,5,22.7,1,40,4,1.0,10.0,1.82
George Pickens,99229,WR,PIT,1,8,0,25,16.4,0,40.0,0.0,0,3,50.0,2,1,0,27.3,63.8,0,31,0.0,0,11,2,100.0,11,73.8,5,45.5,0,46,6,3.0,23.0,4.18,0,12.7,0,33.3,,0,0,0.0,0,1,0,64.7,62.3,0,7,0.0,0,18,1,88.9,16,42.4,3,18.8,0,7,3,3.0,7.0,0.44
Noah Brown,11993,WR,WAS,1,8,0,32,11.0,0,50.0,100.0,1,1,0.0,0,1,0,64.7,65.0,0,11,0.0,0,8,1,87.5,7,66.7,2,28.6,0,11,0,0.0,11.0,1.57,0,12.0,0,50.0,0.0,0,1,0.0,0,1,0,68.3,63.0,0,15,0.0,0,16,2,100.0,16,63.5,4,25.0,0,19,3,1.5,9.5,1.19
Wan'Dale Robinson,101735,WR,NYG,1,8,0,21,29.0,0,0.0,,0,0,,0,0,0,,51.9,0,0,0.0,0,14,0,85.7,12,39.6,1,8.3,0,0,0,,,0.0,0,1.5,0,66.7,0.0,0,1,0.0,0,1,0,72.1,55.8,0,15,0.0,0,26,4,88.5,23,81.9,6,26.1,0,35,31,7.8,8.8,1.52
Trey McBride,75916,TE,ARZ,1,8,0,1,5.5,0,100.0,,0,0,0.0,0,2,0,68.3,65.7,0,13,0.0,0,7,2,100.0,7,106.3,2,28.6,0,19,8,4.0,9.5,2.71,0,10.8,0,100.0,,0,0,0.0,0,3,0,72.1,78.9,0,27,0.0,0,25,4,92.0,23,118.8,4,17.4,0,61,18,4.5,15.3,2.65
