player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Ja'Marr Chase,84270,WR,CIN,1,8.4,1,77.8,50.0,2,4,0,6.7,1,9,7,0,64.4,73.2,91.0,,90.4,0.0,0,1,40,0.0,0,51,0,14,88.2,45,27.5,14,121.5,18,2,72.5,37,177,81,5.8,12.6,3.93
Tyreek Hill,10799,WR,MIA,1,9.9,0,71.4,33.3,1,3,0,9.1,1,8,17,0,58.9,71.7,72.1,,77.5,0.0,0,0,21,0.0,0,51,0,10,92.2,47,37.3,19,119.6,14,1,62.7,32,115,30,3.0,11.5,2.45
Puka Nacua,100632,WR,LA,1,6.9,2,85.7,100.0,2,2,0,0.0,0,8,26,0,79.4,74.4,92.3,,92.8,0.0,0,0,21,0.0,0,32,0,12,84.4,27,62.5,20,138.7,14,1,37.5,12,162,84,7.0,13.5,6.0
Amari Cooper,9437,WR,BUF,1,17.6,0,42.9,75.0,3,4,0,0.0,0,5,4,0,74.6,68.8,79.0,,77.4,0.0,0,0,26,0.0,0,29,0,6,89.7,26,10.3,3,66.1,14,0,89.7,26,95,17,2.8,15.8,3.65
Jaylen Waddle,84088,WR,MIA,1,8.6,0,75.0,0.0,0,1,0,0.0,0,6,17,0,78.0,71.1,82.8,,81.3,0.0,0,0,20,0.0,0,44,0,9,93.2,41,27.3,12,99.0,12,0,72.7,32,99,49,5.4,11.0,2.41
David Njoku,11784,TE,CLV,1,8.9,0,58.3,0.0,0,3,0,0.0,0,2,8,0,75.6,69.5,64.8,,66.8,52.4,22,0,15,0.0,0,42,0,7,95.2,40,28.6,12,93.1,12,1,19.0,8,42,10,1.4,6.0,1.05
Trey McBride,75916,TE,ARZ,1,4.2,0,63.6,0.0,0,2,0,12.5,1,4,1,0,75.6,69.5,73.7,,73.1,26.7,12,0,14,0.0,0,45,0,7,88.9,40,62.2,28,81.6,11,0,8.9,4,70,40,5.7,10.0,1.75
Calvin Ridley,48262,WR,TEN,1,6.1,1,63.6,40.0,2,5,0,0.0,0,1,31,0,75.6,69.5,61.9,,62.0,0.0,0,0,30,0.0,0,32,0,7,96.9,31,21.9,7,77.5,11,0,78.1,25,59,21,3.0,8.4,1.9
Adam Thielen,8288,WR,CAR,1,12.0,1,81.8,66.7,2,3,0,0.0,0,7,5,0,77.3,70.6,88.2,,85.8,0.0,0,1,24,0.0,0,37,0,9,94.6,35,75.7,28,67.4,11,0,24.3,9,102,10,1.1,11.3,2.91
Brian Thomas Jr.,146760,WR,JAX,1,10.2,1,80.0,,0,0,0,0.0,0,4,15,0,76.5,70.1,69.4,,70.9,0.0,0,1,31,0.0,0,34,1,8,97.1,33,23.5,8,62.9,10,0,76.5,26,86,29,3.6,10.8,2.61
Ray-Ray McCloud III,47895,WR,ATL,1,2.9,0,80.0,0.0,0,1,0,11.1,1,3,2,0,54.5,20.1,69.2,,68.9,0.0,0,0,27,0.0,0,35,0,8,94.3,33,45.7,16,107.5,10,0,54.3,19,98,69,8.6,12.3,2.97
Davante Adams,8688,WR,NYJ,1,6.9,2,90.0,0.0,0,1,0,10.0,1,6,22,0,56.7,70.6,74.7,,74.6,0.0,0,0,34,0.0,0,44,0,9,93.2,41,43.2,19,145.4,10,1,56.8,25,109,49,5.4,12.1,2.66
Garrett Wilson,97405,WR,NYJ,1,10.4,4,70.0,0.0,0,2,0,0.0,0,4,22,0,75.6,69.5,80.2,,79.1,0.0,0,0,42,0.0,0,46,0,7,93.5,43,28.3,13,107.9,10,0,71.7,33,114,47,6.7,16.3,2.65
Jordan Addison,123000,WR,MIN,1,14.0,0,80.0,100.0,2,2,0,0.0,0,6,18,0,76.5,70.1,90.1,,88.3,0.0,0,0,49,0.0,0,32,1,8,93.8,30,28.1,9,158.3,10,3,71.9,23,133,29,3.6,16.6,4.43
Joshua Palmer,62979,WR,LAC,1,14.9,0,66.7,,0,0,0,14.3,1,4,27,0,49.2,68.8,66.5,,69.6,0.0,0,0,38,0.0,0,36,0,6,94.4,34,72.2,26,93.8,9,0,27.8,10,78,9,1.5,13.0,2.29
Wan'Dale Robinson,101735,WR,NYG,1,9.8,0,44.4,50.0,2,4,0,20.0,1,2,21,0,45.8,68.0,56.0,67.8,56.7,0.0,0,0,18,1.7,1,60,0,4,91.7,55,78.3,47,56.7,9,0,21.7,13,38,19,4.8,9.5,0.69
Jakobi Meyers,47468,WR,LV,1,7.4,1,77.8,100.0,1,1,0,0.0,0,3,23,0,75.6,69.5,66.2,,65.6,0.0,0,0,20,0.0,0,41,1,7,97.6,40,29.3,12,97.7,9,0,70.7,29,67,33,4.7,9.6,1.68
Michael Mayer,122906,TE,LV,1,7.2,0,77.8,,0,0,0,12.5,1,2,23,0,52.1,69.5,63.5,72.2,58.9,55.9,19,0,29,8.8,3,34,0,7,85.3,29,35.3,12,98.1,9,0,8.8,3,68,22,3.1,9.7,2.34
Malik Nabers,146759,WR,NYG,1,14.0,3,55.6,50.0,2,4,0,0.0,0,3,21,0,74.6,68.8,72.1,,73.1,0.0,0,0,23,0.0,0,56,1,5,92.9,52,26.8,15,85.0,9,0,73.2,41,79,23,4.6,15.8,1.52
Jameson Williams,101701,WR,DET,1,8.6,0,62.5,0.0,0,1,0,0.0,0,3,11,0,73.4,68.0,69.7,,65.8,0.0,0,0,28,0.0,0,34,0,5,94.1,32,44.1,15,95.8,8,0,55.9,19,80,36,7.2,16.0,2.5
DJ Moore,48267,WR,CHI,1,4.1,0,75.0,0.0,0,1,0,14.3,1,3,6,0,49.2,68.8,67.4,,66.6,0.0,0,0,14,0.0,0,33,0,6,97.0,32,24.2,8,90.1,8,0,75.8,25,49,43,7.2,8.2,1.53
Xavier Legette,99197,WR,CAR,1,15.0,2,25.0,0.0,0,2,0,33.3,1,1,5,0,29.9,64.0,52.0,,52.2,0.0,0,0,31,0.0,0,39,0,2,94.9,37,15.4,6,47.4,8,0,84.6,33,39,10,5.0,19.5,1.05
Tyrone Tracy,84226,HB,NYG,1,2.9,2,62.5,,0,0,0,28.6,2,2,21,0,29.2,76.8,47.7,24.0,38.8,0.0,0,0,13,16.3,8,49,0,5,79.6,39,6.1,3,74.0,8,0,8.2,4,38,24,4.8,7.6,0.97
Cooper Kupp,11824,WR,LA,1,13.8,0,62.5,66.7,2,3,0,0.0,0,4,26,0,73.4,68.0,80.8,66.2,81.8,0.0,0,0,37,3.4,1,29,0,5,79.3,23,72.4,21,141.7,8,1,27.6,8,92,21,4.2,18.4,4.0
Jauan Jennings,48027,WR,SF,1,10.8,0,87.5,50.0,1,2,0,0.0,0,4,28,0,75.6,69.5,77.1,,79.2,0.0,0,0,39,0.0,0,25,0,7,100.0,25,48.0,12,153.1,8,2,52.0,13,90,26,3.7,12.9,3.6
DeAndre Hopkins,7808,WR,KC,1,20.0,0,50.0,0.0,0,2,0,0.0,0,1,16,0,41.6,67.0,59.2,,58.9,0.0,0,0,10,0.0,0,32,0,4,87.5,28,12.5,4,100.0,8,1,87.5,28,32,11,2.8,8.0,1.14
