player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Amon-Ra St. Brown,84470,WR,DET,1,17,0,11,10.0,0,66.7,100.0,1,1,0.0,0,2,0,68.3,78.6,0,21,0.0,0,7,2,100.0,7,95.1,3,42.9,0,27,10,5.0,13.5,3.86,0,8.1,1,90.9,0.0,0,1,0.0,0,5,0,78.0,77.0,0,66,0.0,0,46,10,95.7,44,149.1,11,25.0,1,150,66,6.6,15.0,3.41
Malik Nabers,146759,WR,NYG,1,14,0,21,4.4,1,87.5,,0,0,0.0,0,2,0,75.6,70.0,0,23,0.0,0,23,7,82.6,19,134.4,8,42.1,1,54,25,3.6,7.7,2.84,0,10.6,0,60.0,0.0,0,1,0.0,0,1,0,72.1,66.8,1,16,0.0,0,22,3,90.9,20,35.8,5,25.0,0,28,13,4.3,9.3,1.4
Jerry Jeudy,61103,WR,CLV,1,14,0,8,4.3,0,100.0,100.0,1,1,0.0,0,3,0,72.1,77.8,0,20,0.0,0,15,4,93.3,14,112.5,4,28.6,0,44,27,6.8,11.0,3.14,0,10.2,0,77.8,0.0,0,1,0.0,0,3,0,75.6,77.0,0,17,0.0,0,24,7,95.8,23,96.3,9,39.1,0,64,20,2.9,9.1,2.78
Keenan Allen,7857,WR,CHI,1,14,0,6,3.5,0,0.0,0.0,0,2,100.0,1,0,0,27.9,42.4,0,0,0.0,0,7,0,85.7,6,39.6,2,33.3,0,0,0,,,0.0,0,12.4,0,60.0,0.0,0,1,14.3,1,4,0,49.2,75.6,0,26,0.0,0,25,6,96.0,24,119.6,10,41.7,1,82,21,3.5,13.7,3.42
Brian Thomas Jr.,146760,WR,JAX,1,14,0,15,10.5,1,66.7,0.0,0,1,0.0,0,2,0,72.1,71.5,0,19,0.0,0,19,4,89.5,17,119.4,6,35.3,2,32,22,5.5,8.0,1.88,0,1.2,0,83.3,,0,0,0.0,0,2,0,74.6,61.4,0,8,0.0,0,23,5,87.0,20,88.9,6,30.0,0,32,36,7.2,6.4,1.6
CeeDee Lamb,61570,WR,DAL,1,13,0,9,7.0,0,50.0,,0,0,50.0,2,1,0,27.3,46.5,0,14,0.0,0,7,2,100.0,7,104.2,4,57.1,1,20,0,0.0,10.0,2.86,0,6.2,0,77.8,0.0,0,1,0.0,0,5,0,76.5,90.5,0,28,0.0,0,15,7,93.3,14,111.1,9,64.3,0,96,71,10.1,13.7,6.86
Justin Jefferson,61398,WR,MIN,1,13,0,18,,0,,,0,0,,0,0,0,,58.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,12.0,2,50.0,50.0,1,2,14.3,1,2,0,52.1,71.1,1,21,0.0,0,35,6,91.4,32,56.3,12,37.5,1,56,36,6.0,9.3,1.75
Davante Adams,8688,WR,NYJ,1,12,0,22,8.8,1,75.0,100.0,1,1,14.3,1,5,0,49.2,90.7,0,43,0.0,0,24,6,91.7,22,156.3,8,36.4,1,123,82,13.7,20.5,5.59,0,28.0,0,66.7,,0,0,0.0,0,1,0,68.3,79.8,0,71,0.0,0,12,2,100.0,12,149.3,3,25.0,1,75,31,15.5,37.5,6.25
Brenton Strange,101694,TE,JAX,1,12,0,15,4.2,0,100.0,100.0,2,2,0.0,0,1,0,73.4,61.9,0,8,5.3,1,19,5,84.2,16,93.3,5,31.3,0,32,11,2.2,6.4,2.0,0,5.0,0,100.0,,0,0,0.0,0,1,0,74.6,63.3,0,9,0.0,0,20,4,85.0,17,95.8,4,23.5,0,28,8,2.0,7.0,1.65
Jaxon Smith-Njigba,129758,WR,SEA,1,12,0,29,-0.5,0,100.0,100.0,1,1,0.0,0,0,0,68.3,59.4,0,5,0.0,0,6,2,83.3,5,81.3,2,40.0,0,7,8,4.0,3.5,1.4,0,5.1,1,77.8,0.0,0,2,0.0,0,3,0,75.6,77.2,0,25,0.0,0,33,7,97.0,32,93.5,9,28.1,0,58,29,4.1,8.3,1.81
Mike Evans,8642,WR,TB,1,11,0,30,8.0,0,100.0,100.0,1,1,0.0,0,2,0,68.3,90.2,0,23,0.0,0,5,2,100.0,5,118.8,2,40.0,0,31,15,7.5,15.5,6.2,0,15.0,2,83.3,100.0,1,1,0.0,0,3,0,73.4,90.4,1,57,0.0,0,16,5,87.5,14,118.8,6,42.9,2,112,39,7.8,22.4,8.0
Xavier Worthy,144718,WR,KC,1,11,0,16,7.5,1,50.0,,0,0,25.0,1,2,0,36.2,71.1,0,12,0.0,0,21,3,100.0,21,61.1,6,28.6,0,25,23,7.7,8.3,1.19,0,10.6,0,60.0,,0,0,0.0,0,0,0,70.5,65.4,0,8,0.0,0,16,3,100.0,16,69.6,5,31.3,0,21,13,4.3,7.0,1.31
DeVonta Smith,61100,WR,PHI,1,11,0,24,3.3,0,100.0,100.0,1,1,0.0,0,2,0,72.1,70.0,0,21,0.0,0,16,4,93.8,15,140.6,4,26.7,1,33,21,5.3,8.3,2.2,0,6.7,0,100.0,,0,0,0.0,0,4,0,75.6,82.0,0,22,0.0,0,25,7,96.0,24,111.9,7,29.2,0,76,29,4.1,10.9,3.17
Ja'Marr Chase,84270,WR,CIN,1,11,0,7,7.0,1,100.0,,0,0,0.0,0,1,0,64.7,79.5,0,29,0.0,0,6,1,100.0,6,118.8,1,16.7,0,29,22,22.0,29.0,4.83,0,6.4,1,77.8,,0,0,12.5,1,2,0,32.2,60.4,1,18,0.0,0,28,7,85.7,24,52.1,9,37.5,0,54,31,4.4,7.7,2.25
Jonnu Smith,11855,TE,MIA,1,11,0,17,-3.0,0,100.0,,0,0,0.0,0,0,0,68.3,56.5,0,0,0.0,0,8,2,100.0,8,79.2,2,25.0,0,0,6,3.0,0.0,0.0,0,5.9,2,77.8,,0,0,12.5,1,3,0,52.1,77.5,0,10,3.6,1,28,7,78.6,22,125.9,9,40.9,1,48,19,2.7,6.9,2.18
Jakobi Meyers,47468,WR,LV,1,11,0,23,43.0,0,0.0,,0,0,,0,0,0,,56.1,0,0,0.0,0,6,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0,0,10.9,0,57.1,33.3,1,3,0.0,0,2,0,73.4,67.9,0,22,0.0,0,30,4,90.0,27,78.3,7,25.9,0,48,5,1.3,12.0,1.78
Sam LaPorta,101690,TE,DET,1,10,0,11,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,66.3,0,10,11.1,1,9,1,88.9,8,108.3,1,12.5,0,10,6,6.0,10.0,1.25,0,11.5,3,75.0,,0,0,0.0,0,6,0,74.6,83.0,0,31,6.4,3,47,6,89.4,42,116.7,8,19.0,0,101,40,6.7,16.8,2.4
Chigoziem Okonkwo,84000,TE,TEN,1,10,0,31,6.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,53.6,0,6,10.0,1,10,1,60.0,6,91.7,1,16.7,0,6,0,0.0,6.0,1.0,0,7.7,1,66.7,,0,0,0.0,0,1,0,73.4,76.8,2,8,0.0,0,12,4,91.7,11,36.8,6,54.5,0,27,8,2.0,6.8,2.45
A.J. Brown,48327,WR,PHI,1,10,0,24,9.6,2,75.0,75.0,3,4,0.0,0,4,0,74.6,90.7,0,21,0.0,0,16,6,93.8,15,150.5,8,53.3,1,89,50,8.3,14.8,5.93,0,3.0,0,100.0,,0,0,0.0,0,1,0,68.3,59.6,0,16,0.0,0,25,2,96.0,24,110.4,2,8.3,0,21,15,7.5,10.5,0.88
Trey McBride,75916,TE,ARZ,1,10,0,1,7.7,0,100.0,,0,0,0.0,0,1,0,70.5,70.9,0,29,0.0,0,13,3,84.6,11,118.1,3,27.3,0,37,14,4.7,12.3,3.36,0,6.8,0,80.0,,0,0,0.0,0,2,0,73.4,60.0,0,26,0.0,0,23,4,91.3,21,106.7,5,23.8,0,48,18,4.5,12.0,2.29
Terry McLaurin,48229,WR,WAS,1,10,0,32,20.0,0,66.7,0.0,0,1,0.0,0,2,0,68.3,72.0,0,5,0.0,0,11,2,81.8,9,109.7,3,33.3,1,8,0,0.0,4.0,0.89,0,17.2,0,80.0,100.0,1,1,20.0,1,3,0,41.6,68.1,0,25,0.0,0,31,4,100.0,31,157.9,5,16.1,1,62,11,2.8,15.5,2.0
Jordan Addison,123000,WR,MIN,1,9,0,18,16.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,78.1,0,16,0.0,0,2,1,100.0,2,118.8,1,50.0,0,16,0,0.0,16.0,8.0,0,7.9,0,71.4,,0,0,0.0,0,2,0,73.4,62.7,0,10,0.0,0,35,5,91.4,32,84.8,7,21.9,0,39,10,2.0,7.8,1.22
Michael Pittman Jr.,29049,WR,IND,1,9,0,14,7.0,0,66.7,,0,0,0.0,0,1,1,68.3,48.4,0,17,0.0,0,9,2,100.0,9,86.8,3,33.3,0,21,6,3.0,10.5,2.33,0,8.4,0,80.0,,0,0,0.0,0,2,0,72.1,64.3,0,16,3.2,1,31,4,93.5,29,97.5,5,17.2,0,37,10,2.5,9.3,1.28
Courtland Sutton,48164,WR,DEN,1,9,0,10,15.0,0,100.0,100.0,1,1,0.0,0,2,0,68.3,82.8,0,20,0.0,0,9,2,100.0,9,158.3,2,22.2,1,25,0,0.0,12.5,2.78,0,16.3,0,14.3,25.0,1,4,75.0,3,0,0,25.2,35.8,2,7,0.0,0,29,1,93.1,27,0.0,7,25.9,0,7,0,0.0,7.0,0.26
Quentin Johnston,123085,WR,LAC,1,9,0,27,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,10.8,4,55.6,0.0,0,1,0.0,0,3,0,73.4,74.0,1,13,0.0,0,26,5,92.3,24,66.7,9,37.5,1,45,22,4.4,9.0,1.88
Tim Patrick,12087,WR,DET,1,8,0,11,8.0,0,0.0,0.0,0,1,,0,0,0,,55.1,0,0,0.0,0,6,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0,0,12.5,1,50.0,,0,0,0.0,0,1,0,70.5,56.5,0,12,0.0,0,41,3,100.0,41,97.2,6,14.6,1,20,7,2.3,6.7,0.49
Josh Downs,122832,WR,IND,1,8,0,14,5.5,0,0.0,,0,0,,0,0,0,,53.5,0,0,0.0,0,10,0,90.0,9,39.6,2,22.2,0,0,0,,,0.0,0,8.2,1,50.0,50.0,1,2,0.0,0,1,0,70.5,65.3,0,22,3.8,1,26,3,96.2,25,66.0,6,24.0,0,32,16,5.3,10.7,1.28
T.J. Hockenson,40912,TE,MIN,1,8,0,18,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,9.5,1,62.5,33.3,1,3,0.0,0,4,0,73.4,84.3,0,16,0.0,0,30,5,93.3,28,81.3,8,28.6,0,52,21,4.2,10.4,1.86
Travis Kelce,7844,TE,KC,1,8,0,16,10.3,0,75.0,,0,0,0.0,0,2,0,70.5,65.6,0,8,0.0,0,24,3,100.0,24,84.4,4,16.7,0,19,13,4.3,6.3,0.79,0,12.3,1,25.0,,0,0,0.0,0,0,0,64.7,63.8,0,8,11.8,2,17,1,88.2,15,39.6,4,26.7,0,8,0,0.0,8.0,0.53
Jauan Jennings,48027,WR,SF,1,8,0,28,19.0,0,33.3,0.0,0,1,0.0,0,1,0,64.7,67.5,0,18,0.0,0,8,1,100.0,8,54.9,3,37.5,0,18,8,8.0,18.0,2.25,0,15.3,0,0.0,0.0,0,1,100.0,1,0,0,27.9,45.2,1,0,0.0,0,17,0,100.0,17,0.0,3,17.6,0,0,0,,,0.0
Wan'Dale Robinson,101735,WR,NYG,1,8,0,21,10.2,0,33.3,50.0,2,4,33.3,1,1,0,30.0,51.5,0,5,0.0,0,21,2,81.0,17,42.4,6,35.3,0,7,0,0.0,3.5,0.41,0,15.5,0,100.0,100.0,1,1,0.0,0,1,0,68.3,69.6,0,25,0.0,0,15,2,86.7,13,118.8,2,15.4,0,31,0,0.0,15.5,2.38
Puka Nacua,100632,WR,LA,1,8,0,26,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.6,0,7,0.0,0,5,1,100.0,5,95.8,1,20.0,0,7,2,2.0,7.0,1.4,0,10.3,1,85.7,100.0,1,1,0.0,0,2,0,74.6,90.0,0,51,0.0,0,20,6,100.0,20,118.8,7,35.0,0,90,36,6.0,15.0,4.5
DJ Moore,48267,WR,CHI,1,8,0,6,,0,,,0,0,,0,0,0,,54.8,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,0,1.5,2,100.0,,0,0,0.0,0,0,0,74.6,61.9,0,14,0.0,0,25,6,96.0,24,93.1,6,25.0,0,38,29,4.8,6.3,1.58
De'Von Achane,124305,HB,MIA,1,7,0,17,-4.0,2,100.0,,0,0,0.0,0,0,0,64.7,71.3,0,9,0.0,0,7,1,100.0,7,104.2,1,14.3,0,9,13,13.0,9.0,1.29,0,-1.3,0,100.0,,0,0,0.0,0,2,1,74.6,52.3,0,13,7.4,2,27,6,77.8,21,84.7,6,28.6,0,26,34,5.7,4.3,1.24
Noah Fant,42388,TE,SEA,1,7,0,29,18.0,0,0.0,,0,0,,0,0,0,,55.0,1,0,0.0,0,4,0,100.0,4,0.0,1,25.0,0,0,0,,,0.0,0,7.8,0,50.0,0.0,0,1,0.0,0,0,0,72.1,61.8,1,5,0.0,0,24,3,95.8,23,16.7,6,26.1,0,15,2,0.7,5.0,0.65
Ladd McConkey,124030,WR,LAC,1,7,0,27,7.0,0,100.0,,0,0,0.0,0,1,0,64.7,73.5,0,13,0.0,0,4,1,75.0,3,118.8,1,33.3,0,13,6,6.0,13.0,4.33,0,8.2,0,60.0,,0,0,40.0,2,2,0,28.0,52.1,0,20,0.0,0,32,3,93.8,30,83.8,5,16.7,0,38,7,2.3,12.7,1.27
Ameer Abdullah,9487,HB,LV,1,7,0,23,3.3,2,100.0,,0,0,0.0,0,3,0,70.5,93.3,0,24,20.0,1,5,3,80.0,4,158.3,3,75.0,1,38,28,9.3,12.7,9.5,0,1.5,0,100.0,,0,0,0.0,0,1,0,72.1,70.7,0,7,15.8,3,19,4,78.9,15,87.5,4,26.7,0,20,14,3.5,5.0,1.33
Khalil Shakir,84140,WR,BUF,1,7,0,4,2.0,0,100.0,,0,0,0.0,0,1,0,70.5,64.1,0,10,0.0,0,13,3,92.3,12,98.6,3,25.0,0,23,17,5.7,7.7,1.92,0,12.7,0,66.7,50.0,1,2,0.0,0,2,0,68.3,75.7,0,6,0.0,0,10,2,100.0,10,109.7,3,30.0,1,9,7,3.5,4.5,0.9
Deebo Samuel,48274,WR,SF,1,7,0,28,7.0,0,0.0,,0,0,100.0,1,0,0,27.9,41.9,0,0,0.0,0,7,0,100.0,7,39.6,1,14.3,0,0,0,,,0.0,0,9.8,0,50.0,0.0,0,2,0.0,0,0,0,68.3,56.0,0,6,0.0,0,15,2,100.0,15,56.3,4,26.7,0,11,7,3.5,5.5,0.73
Tyreek Hill,10799,WR,MIA,1,7,0,17,17.0,0,25.0,0.0,0,1,0.0,0,1,0,64.7,66.8,2,15,0.0,0,8,1,100.0,8,3.1,4,50.0,0,15,0,0.0,15.0,1.88,0,14.7,0,33.3,100.0,1,1,0.0,0,1,0,68.3,55.5,1,21,0.0,0,37,1,83.8,31,19.4,3,9.7,0,21,2,2.0,21.0,0.68
Zay Flowers,97268,WR,BLT,1,7,0,3,8.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,56.6,0,8,0.0,0,7,1,100.0,7,100.0,1,14.3,0,8,0,0.0,8.0,1.14,0,8.2,0,83.3,,0,0,0.0,0,2,0,73.4,73.7,0,15,0.0,0,20,5,100.0,20,97.9,6,30.0,0,45,11,2.2,9.0,2.25
Dalton Kincaid,91791,TE,BUF,1,7,0,4,23.5,0,50.0,,0,0,0.0,0,1,0,68.3,82.1,0,29,0.0,0,11,1,90.9,10,95.8,2,20.0,0,29,5,5.0,29.0,2.9,0,7.2,0,60.0,,0,0,0.0,0,1,0,70.5,64.7,0,15,0.0,0,12,3,100.0,12,72.1,5,41.7,0,24,18,6.0,8.0,2.0
