player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Brock Bowers,146715,TE,LV,1,16,0,23,1.3,1,100.0,,0,0,0.0,0,3,0,70.5,94.3,0,23,0.0,0,5,3,100.0,5,158.3,3,60.0,1,40,36,12.0,13.3,8.0,0,3.8,0,83.3,0.0,0,1,0.0,0,7,0,78.0,82.7,0,14,10.0,3,30,10,83.3,25,96.5,12,48.0,0,86,45,4.5,8.6,3.44
Ja'Marr Chase,84270,WR,CIN,1,13,0,7,10.3,0,50.0,66.7,2,3,33.3,1,2,0,30.0,67.4,0,17,0.0,0,16,2,93.8,15,105.2,4,26.7,2,21,1,0.5,10.5,1.4,0,11.6,0,71.4,0.0,0,1,0.0,0,1,0,73.4,63.9,0,32,0.0,0,31,5,93.5,29,93.8,7,24.1,0,54,30,6.0,10.8,1.86
Tee Higgins,61211,WR,CIN,1,13,0,7,10.0,0,60.0,33.3,1,3,0.0,0,2,0,70.5,74.9,0,23,0.0,0,16,3,93.8,15,82.9,5,33.3,0,37,7,2.3,12.3,2.47,0,10.3,2,83.3,0.0,0,1,0.0,0,3,0,73.4,90.9,0,21,0.0,0,26,5,96.2,25,114.6,6,24.0,0,69,31,6.2,13.8,2.76
CeeDee Lamb,61570,WR,DAL,1,12,0,9,11.0,0,66.7,100.0,1,1,0.0,0,1,0,68.3,78.3,1,29,0.0,0,7,2,71.4,5,69.4,3,60.0,0,37,11,5.5,18.5,7.4,0,7.8,1,75.0,,0,0,25.0,1,1,0,36.8,57.7,0,13,0.0,0,28,3,100.0,28,94.8,4,14.3,0,29,-2,-0.7,9.7,1.04
George Pickens,99229,WR,PIT,1,12,0,25,12.3,1,100.0,100.0,1,1,0.0,0,3,0,72.1,86.5,0,37,0.0,0,12,4,91.7,11,118.8,4,36.4,0,67,18,4.5,16.8,6.09,0,10.8,3,50.0,0.0,0,2,20.0,1,1,0,42.1,50.9,0,8,0.0,0,26,4,100.0,26,56.3,8,30.8,0,22,9,2.3,5.5,0.85
Khalil Shakir,84140,WR,BUF,1,11,0,4,4.6,0,80.0,50.0,1,2,0.0,0,2,0,72.1,69.9,0,11,0.0,0,16,4,93.8,15,85.0,5,33.3,0,22,16,4.0,5.5,1.47,0,7.6,0,60.0,,0,0,0.0,0,1,0,72.1,70.7,0,15,0.0,0,18,3,94.4,17,73.8,5,29.4,0,26,12,4.0,8.7,1.53
Jaxon Smith-Njigba,129758,WR,SEA,1,11,0,29,4.3,0,100.0,,0,0,0.0,0,2,0,72.1,79.6,0,17,0.0,0,6,4,100.0,6,104.2,4,66.7,0,36,19,4.8,9.0,6.0,0,10.5,1,100.0,,0,0,0.0,0,4,0,74.6,86.7,0,20,0.0,0,25,6,96.0,24,118.1,6,25.0,0,74,11,1.8,12.3,3.08
Amon-Ra St. Brown,84470,WR,DET,1,11,0,11,9.6,0,100.0,,0,0,0.0,0,4,0,73.4,90.8,0,27,0.0,0,15,5,100.0,15,158.3,5,33.3,2,80,34,6.8,16.0,5.33,0,11.8,1,100.0,100.0,1,1,0.0,0,5,0,73.4,92.0,0,23,0.0,0,16,5,93.8,15,118.8,5,33.3,0,79,20,4.0,15.8,5.27
Taysom Hill,12112,TE,NO,1,10,0,20,3.0,0,100.0,,0,0,0.0,0,1,0,68.3,78.1,0,14,0.0,0,3,2,100.0,3,100.0,2,66.7,0,16,10,5.0,8.0,5.33,0,2.1,1,71.4,100.0,1,1,0.0,0,1,0,73.4,83.8,0,8,0.0,0,17,5,82.4,14,79.5,7,50.0,0,30,22,4.4,6.0,2.14
Cooper Kupp,11824,WR,LA,1,10,0,26,12.4,0,60.0,100.0,1,1,0.0,0,1,0,70.5,68.9,0,69,0.0,0,14,3,100.0,14,143.8,5,35.7,1,78,49,16.3,26.0,5.57,0,4.5,0,100.0,,0,0,0.0,0,1,0,68.3,71.7,0,18,0.0,0,5,2,80.0,4,114.6,2,50.0,0,23,14,7.0,11.5,5.75
Jerry Jeudy,61103,WR,CLV,1,10,0,8,25.3,0,33.3,0.0,0,1,0.0,0,1,0,64.7,66.5,0,11,0.0,0,9,1,100.0,9,45.1,3,33.3,0,11,-1,-1.0,11.0,1.22,0,10.0,0,71.4,,0,0,0.0,0,3,0,73.4,73.5,0,89,0.0,0,34,5,100.0,34,153.3,7,20.6,1,131,73,14.6,26.2,3.85
Jauan Jennings,48027,WR,SF,1,10,0,28,6.3,2,100.0,100.0,3,3,0.0,0,6,0,75.6,90.8,0,14,5.9,1,17,7,88.2,15,143.2,7,46.7,1,62,18,2.6,8.9,4.13,0,8.7,0,100.0,,0,0,0.0,0,1,0,70.5,62.5,0,22,0.0,0,19,3,89.5,17,106.9,3,17.6,0,29,3,1.0,9.7,1.71
Rome Odunze,73774,WR,CHI,1,10,0,6,9.0,0,100.0,100.0,2,2,0.0,0,2,0,70.5,75.8,0,21,0.0,0,13,3,92.3,12,118.8,3,25.0,0,39,12,4.0,13.0,3.25,0,10.4,1,60.0,100.0,1,1,0.0,0,1,0,70.5,68.7,0,16,0.0,0,18,3,94.4,17,73.8,5,29.4,0,26,9,3.0,8.7,1.53
Luke Schoonmaker,84005,TE,DAL,1,10,0,9,,0,,,0,0,,0,0,0,,57.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,10.0,0,50.0,100.0,2,2,0.0,0,1,0,70.5,77.0,0,24,18.2,4,22,3,81.8,18,66.7,6,33.3,0,33,12,4.0,11.0,1.83
Austin Ekeler,12164,HB,WAS,1,9,0,32,0.0,0,0.0,,0,0,100.0,1,0,0,27.9,32.8,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,0,-0.7,2,100.0,,0,0,0.0,0,3,0,74.6,92.5,0,34,0.0,0,19,6,94.7,18,118.8,6,33.3,0,81,85,14.2,13.5,4.5
David Njoku,11784,TE,CLV,1,9,0,8,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,53.3,0,6,11.1,1,9,1,88.9,8,91.7,1,12.5,0,6,3,3.0,6.0,0.75,0,2.5,2,100.0,100.0,1,1,0.0,0,4,0,54.5,62.6,0,18,0.0,0,33,8,97.0,32,105.7,8,25.0,0,75,55,6.9,9.4,2.34
Ladd McConkey,124030,WR,LAC,1,9,0,27,13.5,0,100.0,,0,0,0.0,0,2,0,68.3,72.3,0,19,0.0,0,10,2,80.0,8,118.8,2,25.0,0,37,10,5.0,18.5,4.63,0,16.8,0,66.7,50.0,1,2,0.0,0,4,0,72.1,90.9,0,28,0.0,0,17,4,100.0,17,109.7,6,35.3,0,86,5,1.3,21.5,5.06
D.K. Metcalf,47864,WR,SEA,1,9,0,29,,0,,,0,0,,0,0,0,,55.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,0,12.1,0,77.8,66.7,2,3,0.0,0,3,0,76.5,70.5,0,26,0.0,0,27,7,96.3,26,99.1,9,34.6,0,70,2,0.3,10.0,2.69
Hunter Henry,10669,TE,NE,1,9,0,19,4.5,0,25.0,0.0,0,2,0.0,0,0,0,64.7,56.5,0,11,0.0,0,16,1,100.0,16,39.6,4,25.0,0,11,5,5.0,11.0,0.69,0,8.0,0,100.0,100.0,1,1,0.0,0,4,0,73.4,82.8,0,15,4.8,1,21,5,95.2,20,110.0,5,25.0,0,52,12,2.4,10.4,2.6
Puka Nacua,100632,WR,LA,1,9,0,26,12.0,1,71.4,0.0,0,1,0.0,0,5,0,73.4,93.2,0,37,0.0,0,13,5,100.0,13,153.3,7,53.8,1,88,41,8.2,17.6,6.77,0,14.5,0,100.0,,0,0,0.0,0,2,0,68.3,77.5,0,25,0.0,0,8,2,87.5,7,118.8,2,28.6,0,35,6,3.0,17.5,5.0
Elijah Moore,84302,WR,CLV,1,8,0,8,,0,,,0,0,,0,0,0,,54.8,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,0,18.8,0,75.0,100.0,1,1,0.0,0,3,0,74.6,72.8,0,30,0.0,0,27,6,100.0,27,138.5,8,29.6,1,66,5,0.8,11.0,2.44
Tyreek Hill,10799,WR,MIA,1,8,0,17,2.0,0,100.0,,0,0,0.0,0,2,0,68.3,76.2,0,6,0.0,0,8,2,87.5,7,89.6,2,28.6,0,11,7,3.5,5.5,1.57,0,13.0,0,100.0,100.0,1,1,0.0,0,3,0,70.5,79.3,0,18,0.0,0,13,3,92.3,12,118.8,3,25.0,0,40,1,0.3,13.3,3.33
Garrett Wilson,97405,WR,NYJ,1,8,0,22,7.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,58.6,0,7,0.0,0,5,1,100.0,5,95.8,1,20.0,0,7,0,0.0,7.0,1.4,0,8.4,1,40.0,0.0,0,1,0.0,0,0,0,68.3,52.5,0,4,0.0,0,21,2,100.0,21,47.9,5,23.8,0,5,6,3.0,2.5,0.24
