player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
David Njoku,11784,TE,CLV,1,5.1,0,76.9,66.7,2,3,0,9.1,1,4,8,0,58.5,71.1,68.0,,68.4,68.0,34,0,15,0.0,0,50,0,10,96.0,48,28.0,14,116.2,13,1,4.0,2,76,35,3.5,7.6,1.58
Brock Bowers,146715,TE,LV,1,5.8,0,76.9,0.0,0,1,0,0.0,0,6,23,0,78.7,71.5,85.0,73.4,86.6,23.3,10,1,25,4.7,2,43,0,10,90.7,39,55.8,24,63.9,13,0,20.9,9,93,47,4.7,9.3,2.38
Will Dissly,30762,TE,LAC,1,5.5,2,72.7,0.0,0,1,0,11.1,1,4,27,0,54.5,70.1,74.6,58.1,71.4,48.6,18,0,18,5.4,2,37,0,8,89.2,33,29.7,11,93.4,11,0,18.9,7,81,50,6.3,10.1,2.45
Cedric Tillman,84434,WR,CLV,1,10.9,1,72.7,100.0,2,2,0,0.0,0,3,8,0,77.3,70.6,64.6,,64.1,0.0,0,0,25,0.0,0,51,0,8,92.2,47,21.6,11,93.4,11,0,78.4,40,81,32,4.0,10.1,1.72
Romeo Doubs,84329,WR,GB,1,12.1,0,80.0,80.0,4,5,0,0.0,0,6,12,0,76.5,70.1,76.4,,77.6,0.0,0,0,23,0.0,0,34,1,8,94.1,32,20.6,7,105.8,10,0,79.4,27,94,20,2.5,11.8,2.94
Cade Otton,61071,TE,TB,1,8.8,1,80.0,0.0,0,1,0,0.0,0,4,30,1,76.5,18.5,70.4,77.8,69.2,51.8,29,0,28,12.5,7,56,0,8,82.1,46,37.5,21,108.3,10,0,10.7,6,100,37,4.6,12.5,2.17
Mason Tipton,109617,WR,NO,1,13.3,0,66.7,100.0,1,1,0,0.0,0,0,20,0,74.6,70.1,56.5,,54.5,0.0,0,0,9,0.0,0,47,0,6,91.5,43,21.3,10,78.5,9,0,76.6,36,45,13,2.2,7.5,1.05
Chris Godwin,11839,WR,TB,1,7.4,1,77.8,0.0,0,1,0,0.0,0,3,30,0,76.5,70.1,69.3,65.4,69.7,0.0,0,1,21,2.0,1,49,0,7,89.8,44,65.3,32,57.2,9,0,34.7,17,65,25,3.6,9.3,1.48
Kyle Pitts,83964,TE,ATL,1,7.6,0,77.8,50.0,1,2,0,0.0,0,2,2,0,75.6,69.5,61.3,,67.2,36.1,13,1,13,0.0,0,36,1,7,94.4,34,50.0,18,57.2,9,0,13.9,5,65,24,3.4,9.3,1.91
Breece Hall,97636,HB,NYJ,1,-1.4,4,66.7,0.0,0,1,0,0.0,0,3,22,0,74.6,76.0,61.4,79.2,74.1,2.9,1,0,57,8.8,3,34,0,6,88.2,30,0.0,0,105.3,9,0,17.6,6,103,107,17.8,17.2,3.43
George Pickens,99229,WR,PIT,1,17.9,0,55.6,50.0,3,6,0,0.0,0,4,25,0,73.4,68.0,90.1,,88.3,0.0,0,0,44,0.0,0,31,0,5,93.5,29,25.8,8,136.8,9,1,74.2,23,111,19,3.8,22.2,3.83
Tutu Atwell,77965,WR,LA,1,3.4,0,66.7,,0,0,0,0.0,0,3,26,0,74.6,68.8,71.8,,72.1,0.0,0,1,13,0.0,0,23,0,6,95.7,22,52.2,12,41.7,9,0,47.8,11,51,43,7.2,8.5,2.32
Calvin Ridley,48262,WR,TEN,1,13.4,1,33.3,0.0,0,1,0,40.0,2,1,31,0,28.0,65.8,48.3,,48.2,0.0,0,0,33,0.0,0,38,0,3,92.1,35,18.4,7,49.3,9,0,81.6,31,42,25,8.3,14.0,1.2
Garrett Wilson,97405,WR,NYJ,1,10.4,2,55.6,100.0,1,1,0,28.6,2,3,22,0,29.8,68.8,59.0,,63.0,0.0,0,2,27,0.0,0,41,2,5,97.6,40,48.8,20,37.0,9,0,51.2,21,61,37,7.4,12.2,1.53
