player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
CeeDee Lamb,61570,WR,DAL,1,10.2,1,81.3,100.0,2,2,0,0.0,0,9,9,0,80.0,72.3,90.3,,90.0,0.0,0,1,29,0.0,0,40,0,13,92.5,37,47.5,19,118.2,16,2,52.5,21,146,44,3.4,11.2,3.95
Calvin Ridley,48262,WR,TEN,1,12.4,1,71.4,75.0,3,4,1,0.0,0,6,31,0,78.0,20.5,78.8,,86.6,0.0,0,0,47,0.0,0,42,1,10,92.9,39,21.4,9,104.2,14,0,76.2,32,143,25,2.5,14.3,3.67
Chris Olave,84355,WR,NO,1,12.2,0,61.5,100.0,1,1,0,11.1,1,5,20,0,56.7,70.6,67.2,39.9,66.7,0.0,0,0,28,2.0,1,49,0,8,91.8,45,22.4,11,87.7,13,0,77.6,38,107,32,4.0,13.4,2.38
Malik Nabers,146759,WR,NYG,1,13.4,0,58.3,50.0,1,2,0,22.2,2,4,21,0,35.3,70.1,72.3,,71.5,0.0,0,0,16,0.0,0,47,1,7,91.5,43,25.5,12,75.7,12,0,74.5,35,72,14,2.0,10.3,1.67
Travis Kelce,7844,TE,KC,1,7.6,0,83.3,100.0,1,1,0,9.1,1,6,16,1,58.9,71.1,67.6,62.4,69.9,26.8,11,1,25,2.4,1,41,0,10,95.1,39,46.3,19,91.0,12,1,24.4,10,90,32,3.2,9.0,2.31
Zay Flowers,97268,WR,BLT,1,17.3,0,58.3,66.7,2,3,0,0.0,0,5,3,0,75.6,70.3,69.9,,73.1,0.0,0,0,29,0.0,0,45,0,7,91.1,41,42.2,19,90.6,12,0,57.8,26,115,30,4.3,16.4,2.8
Zach Ertz,7816,TE,WAS,1,9.7,0,63.6,60.0,3,5,0,0.0,0,6,32,0,75.6,69.5,75.7,,75.5,20.0,8,0,20,0.0,0,40,0,7,95.0,38,65.0,26,84.3,11,0,15.0,6,77,15,2.1,11.0,2.03
Courtland Sutton,48164,WR,DEN,1,13.4,0,72.7,33.3,1,3,0,11.1,1,4,10,1,54.5,19.1,72.0,,68.0,0.0,0,0,37,0.0,0,36,0,8,97.2,35,11.1,4,100.9,11,0,88.9,32,101,35,4.4,12.6,2.89
Cade Otton,61071,TE,TB,1,8.5,3,81.8,83.3,5,6,0,0.0,0,5,30,0,77.3,70.6,77.2,74.5,77.2,49.0,25,0,29,11.8,6,51,0,9,84.3,43,29.4,15,136.9,11,2,21.6,11,81,38,4.2,9.0,1.88
Elijah Moore,84302,WR,CLV,1,9.2,0,72.7,100.0,1,1,0,0.0,0,5,8,0,76.5,70.1,77.0,,79.2,0.0,0,0,19,0.0,0,35,0,8,94.3,33,74.3,26,94.9,11,0,25.7,9,85,6,0.8,10.6,2.58
