player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
David Njoku,11784,TE,CLV,1,13,0,8,5.0,0,0.0,,0,0,100.0,1,0,0,27.9,36.7,0,0,0.0,0,11,0,90.9,10,39.6,2,20.0,0,0,0,,,0.0,0,2.5,0,100.0,100.0,1,1,0.0,0,2,0,76.5,64.7,0,13,0.0,0,35,8,97.1,34,94.3,8,23.5,0,53,33,4.1,6.6,1.56
Brock Bowers,146715,TE,LV,1,13,0,23,5.2,0,60.0,0.0,0,1,0.0,0,2,0,70.5,77.4,0,25,0.0,0,15,3,100.0,15,81.3,5,33.3,0,35,30,10.0,11.7,2.33,0,6.0,0,85.7,,0,0,0.0,0,4,0,75.6,88.7,1,12,4.3,1,23,6,87.0,20,57.4,7,35.0,0,51,17,2.8,8.5,2.55
Will Dissly,30762,TE,LAC,1,11,0,27,,0,,,0,0,,0,0,0,,55.3,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,6.9,1,75.0,,0,0,14.3,1,3,0,49.2,71.0,0,15,8.0,2,25,6,92.0,23,93.8,8,34.8,0,56,26,4.3,9.3,2.43
Cedric Tillman,84434,WR,CLV,1,11,0,8,8.0,1,100.0,100.0,1,1,0.0,0,1,0,68.3,67.5,0,16,0.0,0,9,2,88.9,8,116.7,2,25.0,0,24,8,4.0,12.0,3.0,0,11.6,0,66.7,100.0,1,1,0.0,0,2,0,75.6,62.9,0,25,0.0,0,39,6,92.3,36,84.0,9,25.0,0,57,24,4.0,9.5,1.58
Romeo Doubs,84329,WR,GB,1,10,0,12,8.0,0,100.0,,0,0,0.0,0,1,0,64.7,78.8,0,12,0.0,0,1,1,100.0,1,116.7,1,100.0,0,12,4,4.0,12.0,12.0,0,11.6,0,87.5,80.0,4,5,0.0,0,5,0,75.6,76.4,0,23,0.0,0,29,7,93.1,27,109.4,8,29.6,0,82,16,2.3,11.7,3.04
Cade Otton,61071,TE,TB,1,10,0,30,,0,,,0,0,,0,0,0,,48.9,0,0,14.3,2,14,0,85.7,12,0.0,0,0.0,0,0,0,,,0.0,0,8.8,1,80.0,0.0,0,1,0.0,0,4,1,76.5,84.2,0,28,15.2,5,33,8,84.8,28,108.3,10,35.7,0,100,37,4.6,12.5,3.57
Mason Tipton,109617,WR,NO,1,9,0,20,6.0,0,0.0,,0,0,,0,0,0,,46.8,0,0,0.0,0,12,0,83.3,10,39.6,1,10.0,0,0,0,,,0.0,0,14.3,0,75.0,100.0,1,1,0.0,0,0,0,74.6,60.1,0,9,0.0,0,31,6,93.5,29,88.0,8,27.6,0,45,13,2.2,7.5,1.55
Chris Godwin,11839,WR,TB,1,9,0,30,4.8,0,75.0,,0,0,0.0,0,2,0,70.5,76.2,0,15,0.0,0,14,3,92.9,13,93.8,4,30.8,0,28,18,6.0,9.3,2.15,0,9.6,1,80.0,0.0,0,1,0.0,0,1,0,72.1,60.5,1,21,3.8,1,26,4,96.2,25,57.9,5,20.0,0,37,7,1.8,9.3,1.48
Kyle Pitts,83964,TE,ATL,1,9,0,2,9.0,0,100.0,,0,0,0.0,0,1,0,64.7,67.3,0,10,0.0,0,8,1,100.0,8,108.3,1,12.5,0,10,1,1.0,10.0,1.25,0,8.1,0,71.4,50.0,1,2,0.0,0,1,0,73.4,67.7,1,13,0.0,0,22,5,90.9,20,51.2,7,35.0,0,49,19,3.8,9.8,2.45
Breece Hall,97636,HB,NYJ,1,9,0,22,-2.0,0,0.0,,0,0,,0,0,0,,53.7,0,0,30.0,3,10,0,70.0,7,39.6,1,14.3,0,0,0,,,0.0,0,-0.5,2,66.7,0.0,0,1,0.0,0,1,0,72.1,68.6,0,57,0.0,0,20,4,95.0,19,107.6,6,31.6,0,72,68,17.0,18.0,3.79
