player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Amon-Ra St. Brown,84470,WR,DET,1,9.1,1,82.4,75.0,3,4,0,0.0,0,7,11,1,80.6,21.9,75.2,,75.0,0.0,0,0,66,0.0,0,62,0,14,96.8,60,53.2,33,133.6,17,1,45.2,28,193,69,4.9,13.8,3.22
Malik Nabers,146759,WR,NYG,1,6.9,1,71.4,0.0,0,2,0,0.0,0,3,21,0,78.7,71.5,71.8,,69.5,0.0,0,1,23,0.0,0,48,1,10,85.4,41,37.5,18,80.1,14,1,62.5,30,82,38,3.8,8.2,2.0
Jerry Jeudy,61103,WR,CLV,1,7.9,0,78.6,50.0,1,2,0,0.0,0,6,8,0,78.7,71.5,79.2,,80.6,0.0,0,0,20,0.0,0,41,0,11,95.1,39,51.2,21,98.8,14,0,46.3,19,108,47,4.3,9.8,2.77
Keenan Allen,7857,WR,CHI,1,11.9,0,42.9,0.0,0,3,0,33.3,3,4,6,0,27.9,68.8,59.0,,61.2,0.0,0,0,26,0.0,0,38,0,6,92.1,35,42.1,16,86.0,14,1,57.9,22,82,21,3.5,13.7,2.34
Brian Thomas Jr.,146760,WR,JAX,1,6.7,1,71.4,0.0,0,1,0,0.0,0,5,15,0,78.7,71.5,68.5,,69.6,0.0,0,0,41,0.0,0,55,1,10,87.3,48,30.9,17,132.4,14,2,69.1,38,105,87,8.7,10.5,2.19
CeeDee Lamb,61570,WR,DAL,1,6.5,0,69.2,0.0,0,1,0,18.2,2,6,9,0,41.4,71.1,76.4,,75.4,0.0,0,0,28,0.0,0,28,0,9,96.4,27,50.0,14,122.6,13,1,50.0,14,116,71,7.9,12.9,4.3
Justin Jefferson,61398,WR,MIN,1,12.2,2,53.8,50.0,1,2,0,12.5,1,3,18,0,54.5,70.1,72.6,,71.9,0.0,0,1,21,0.0,0,45,0,7,88.9,40,33.3,15,63.9,13,1,64.4,29,73,38,5.4,10.4,1.83
Davante Adams,8688,WR,NYJ,1,12.5,1,75.0,100.0,1,1,0,10.0,1,6,22,0,58.5,71.1,91.2,,91.1,0.0,0,0,71,0.0,0,40,0,9,90.0,36,57.5,23,156.3,12,2,40.0,16,198,117,13.0,22.0,5.5
Brenton Strange,101694,TE,JAX,1,4.3,1,91.7,75.0,3,4,0,0.0,0,3,15,0,80.0,72.3,62.7,69.7,64.6,25.5,13,0,9,2.0,1,51,0,11,84.3,43,51.0,26,92.0,12,0,19.6,10,73,24,2.2,6.6,1.7
Jaxon Smith-Njigba,129758,WR,SEA,1,5.2,1,83.3,33.3,1,3,0,0.0,0,4,29,0,78.0,71.1,77.3,,76.5,0.0,0,0,25,0.0,0,44,0,10,95.5,42,77.3,34,95.5,12,0,15.9,7,83,38,3.8,8.3,1.98
