player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Travis Kelce,7844,TE,KC,1,5.3,1,87.5,50.0,2,4,0,0.0,0,6,16,1,80.6,21.9,67.9,81.4,60.5,22.4,11,0,20,4.1,2,49,0,14,95.9,47,42.9,21,92.7,16,0,32.7,16,100,34,2.4,7.1,2.13
Cooper Kupp,11824,WR,LA,1,5.4,2,78.6,66.7,2,3,0,0.0,0,4,26,0,78.7,71.5,79.5,,77.9,0.0,0,0,23,0.0,0,44,0,11,90.9,40,70.5,31,97.6,14,0,29.5,13,104,49,4.5,9.5,2.6
CeeDee Lamb,61570,WR,DAL,1,7.2,0,61.5,40.0,2,5,0,11.1,1,2,9,0,56.7,72.0,63.9,,63.7,0.0,0,0,10,0.0,0,46,0,8,93.5,43,65.2,30,68.4,13,0,34.8,16,47,15,1.9,5.9,1.09
Jaxon Smith-Njigba,129758,WR,SEA,1,20.3,3,58.3,66.7,2,3,0,12.5,1,5,29,0,56.7,70.6,92.5,,91.8,0.0,0,2,46,0.0,0,47,0,7,89.4,42,91.5,43,102.8,12,2,8.5,4,180,49,7.0,25.7,4.29
Jakobi Meyers,47468,WR,LV,1,10.5,1,72.7,,0,0,0,0.0,0,6,23,0,76.5,70.1,72.3,,76.4,0.0,0,0,23,0.0,0,41,0,8,95.1,39,22.0,9,102.5,11,0,78.0,32,105,37,4.6,13.1,2.69
Davante Adams,8688,WR,NYJ,1,9.5,1,63.6,0.0,0,2,0,12.5,1,4,22,0,52.1,70.6,80.1,,77.1,0.0,0,0,37,0.0,0,28,0,7,100.0,28,35.7,10,119.9,11,1,64.3,18,91,39,5.6,13.0,3.25
Jerry Jeudy,61103,WR,CLV,1,11.9,0,63.6,33.3,1,3,0,12.5,1,5,8,0,54.5,70.1,62.0,,63.2,0.0,0,1,13,0.0,0,59,1,7,94.9,56,28.8,17,44.9,11,0,71.2,42,73,5,0.7,10.4,1.3
Garrett Wilson,97405,WR,NYJ,1,6.9,1,90.0,100.0,2,2,0,0.0,0,4,22,0,77.3,70.6,91.1,,90.8,0.0,0,0,26,0.0,0,36,0,9,94.4,34,22.2,8,143.8,10,2,77.8,28,90,37,4.1,10.0,2.65
Cedric Tillman,84434,WR,CLV,1,11.7,2,60.0,100.0,1,1,0,14.3,1,5,8,0,52.1,69.5,75.5,,74.4,0.0,0,1,17,0.0,0,58,0,6,94.8,55,20.7,12,77.1,10,1,79.3,46,75,17,2.8,12.5,1.36
Ja'Marr Chase,84270,WR,CIN,1,2.1,2,70.0,0.0,0,1,0,12.5,1,3,7,0,32.2,69.5,56.8,,56.4,0.0,0,1,11,0.0,0,43,0,7,93.0,40,48.8,21,38.7,10,0,48.8,21,43,47,6.7,6.1,1.08
Keenan Allen,7857,WR,CHI,1,13.6,1,40.0,33.3,1,3,0,20.0,1,3,6,0,45.8,68.0,51.8,,52.5,0.0,0,0,13,0.0,0,54,1,4,92.6,50,59.3,32,50.4,10,0,40.7,22,36,5,1.3,9.0,0.72
