,,,,,Games,,Rushing,,,,,,,,,
21,D'Onta Foreman,CAR,26,RB,13,6,147,637,4,31,355,2.4,282,1.9,9,16.3
22,Brian Robinson Jr.,WAS,23,RB,9,7,147,563,2,38,334,2.3,229,1.6,5,29.4
23,Devin Singletary,BUF,25,RB,13,13,145,642,4,34,427,2.9,215,1.5,7,20.7
24,AJ Dillon,GNB,24,RB,13,3,143,624,3,35,395,2.8,229,1.6,5,28.6
25,Alvin Kamara,NOR,27,RB,11,10,143,550,1,26,310,2.2,240,1.7,7,20.4
26,Antonio Gibson,WAS,24,RB,13,6,139,515,3,31,309,2.2,206,1.5,5,27.8
27,Jalen Hurts,PHI,24,QB,13,13,139,686,10,59,552,4,134,1,8,17.4
28,Kenneth Walker III,SEA,22,RB,11,7,138,649,9,32,382,2.8,267,1.9,7,19.7
29,James Conner,ARI,27,RB,10,10,136,561,5,36,302,2.2,259,1.9,3,45.3
30,Raheem Mostert,MIA,30,RB,12,10,136,610,3,32,399,2.9,211,1.6,6,22.7
31,Jeff Wilson,2TM,27,RB,13,7,136,706,4,34,498,3.7,208,1.5,8,17
32,Tyler Allgeier,ATL,22,RB,12,5,131,604,1,28,348,2.7,256,2,3,43.7
33,Justin Fields,CHI,23,QB,12,12,128,905,8,57,675,5.3,230,1.8,8,16
34,Isiah Pacheco,KAN,22,RB,13,7,124,591,3,24,349,2.8,242,2,4,31
35,Cam Akers,LAR,23,RB,11,5,113,376,4,21,162,1.4,214,1.9,3,37.7
36,Lamar Jackson,BAL,25,QB,12,12,112,764,3,47,542,4.8,222,2,14,8
37,Latavius Murray,2TM,32,RB,9,3,112,437,4,23,249,2.2,188,1.7,5,22.4
38,James Robinson,2TM,24,RB,11,5,110,425,3,22,287,2.6,138,1.3,6,18.3
39,Khalil Herbert,CHI,24,RB,10,1,108,643,4,22,352,3.3,291,2.7,9,12
40,Cordarrelle Patterson,ATL,31,RB,9,8,108,566,5,32,339,3.1,227,2.1,2,54
41,Kareem Hunt,CLE,27,RB,13,0,106,423,3,29,204,1.9,219,2.1,6,17.7
42,Michael Carter,NYJ,23,RB,12,9,104,375,3,13,251,2.4,124,1.2,6,17.3
43,Josh Allen,BUF,26,QB,13,13,99,628,6,45,480,4.8,148,1.5,2,49.5
44,Rachaad White,TAM,23,RB,13,4,96,370,1,21,244,2.5,126,1.3,3,32
45,Daniel Jones,NYG,25,QB,13,13,95,548,5,45,445,4.7,103,1.1,1,95
46,Kenyan Drake,BAL,28,RB,11,5,93,422,3,19,306,3.3,116,1.2,0,
47,Melvin Gordon,DEN,29,RB,10,6,90,318,2,15,168,1.9,150,1.7,5,18
48,Marcus Mariota,ATL,29,QB,13,13,85,438,4,30,333,3.9,105,1.2,1,85
49,Damien Harris,NWE,25,RB,9,8,84,383,3,19,247,2.9,136,1.6,4,21
50,Breece Hall,NYJ,21,RB,7,2,80,463,4,20,332,4.2,131,1.6,3,26.7
51,Samaje Perine,CIN,27,RB,13,2,78,349,2,18,193,2.5,156,2,5,15.6
52,Caleb Huntley,ATL,24,RB,11,0,75,364,1,18,219,2.9,145,1.9,0,
53,Eno Benjamin,2TM,23,,12,3,73,300,2,14,151,2.1,149,2,7,10.4
54,Clyde Edwards-Helaire,KAN,23,RB,10,6,71,302,3,15,134,1.9,168,2.4,3,23.7
55,Darrell Henderson,LAR,25,RB,10,7,70,283,3,14,183,2.6,100,1.4,2,35
56,D'Andre Swift,DET,23,RB,10,6,70,375,4,14,260,3.7,115,1.6,4,17.5
57,Kyler Murray,ARI,25,QB,11,11,67,418,3,23,395,5.9,23,0.3,2,33.5
58,Joe Burrow,CIN,26,QB,13,13,65,234,5,24,197,3,37,0.6,0,
59,James Cook,BUF,23,RB,13,0,64,329,1,14,185,2.9,144,2.3,1,64
60,Gus Edwards,BAL,27,RB,5,3,62,261,3,21,133,2.1,128,2.1,6,10.3
61,Mark Ingram,NOR,33,RB,10,3,62,233,1,12,139,2.2,94,1.5,4,15.5
62,Taysom Hill,NOR,32,TE,12,7,61,419,5,23,273,4.5,146,2.4,1,61
63,Rashaad Penny,SEA,26,RB,5,5,57,346,2,15,169,3,177,3.1,2,28.5
64,Chuba Hubbard,CAR,23,RB,11,1,55,250,2,17,168,3.1,82,1.5,4,13.8
65,Geno Smith,SEA,32,QB,13,13,55,263,1,17,236,4.3,27,0.5,1,55
66,Jerick McKinnon,KAN,30,RB,13,0,53,222,0,9,130,2.5,92,1.7,4,13.3
67,J.K. Dobbins,BAL,24,RB,5,5,50,243,2,15,149,3,94,1.9,6,8.3
68,Alexander Mattison,MIN,24,RB,13,0,50,173,3,12,102,2,71,1.4,6,8.3
69,Jacoby Brissett,CLE,30,QB,13,11,47,238,2,26,168,3.6,70,1.5,2,23.5
70,Patrick Mahomes,KAN,27,QB,13,13,47,280,2,19,275,5.9,5,0.1,0,
71,Javonte Williams,DEN,22,RB,4,4,47,204,0,9,94,2,110,2.3,6,7.8
72,Chase Edmonds,2TM,26,RB,10,2,46,135,2,6,90,2,45,1,0,
73,Zonovan Knight,NYJ,21,RB,3,2,46,230,1,12,172,3.7,58,1.3,2,23
74,Trevor Lawrence,JAX,23,QB,13,13,46,218,4,18,188,4.1,30,0.7,2,23
75,Justin Herbert,LAC,24,QB,13,13,45,143,0,14,136,3,7,0.2,0,
76,Deon Jackson,IND,23,RB,12,2,44,136,1,9,82,1.9,54,1.2,1,44
77,Kenny Pickett,PIT,24,QB,10,9,44,225,3,18,198,4.5,27,0.6,0,
78,Boston Scott,PHI,27,RB,11,2,43,157,2,8,124,2.9,33,0.8,1,43
79,Jaylen Warren,PIT,24,RB,12,0,42,206,0,12,135,3.2,71,1.7,2,21
80,Kenneth Gainwell,PHI,23,RB,13,0,41,183,4,13,121,3,62,1.5,2,20.5
81,Justice Hill,BAL,25,RB,11,0,41,225,0,10,147,3.6,78,1.9,7,5.9
82,Deebo Samuel,SFO,26,WR,12,11,41,228,3,8,123,3,105,2.6,3,13.7
83,Russell Wilson,DEN,34,QB,12,12,41,215,1,14,199,4.9,16,0.4,0,
84,Elijah Mitchell,SFO,24,RB,4,1,40,224,0,11,126,3.2,98,2.5,2,20
85,Matt Breida,NYG,27,RB,13,0,37,118,1,9,77,2.1,41,1.1,1,37
86,Joshua Kelley,LAC,25,RB,9,0,36,167,1,9,92,2.6,75,2.1,4,9
87,Sony Michel,LAC,27,RB,10,0,36,106,0,8,42,1.2,64,1.8,3,12
88,Mac Jones,NWE,24,QB,10,10,35,87,1,9,76,2.2,11,0.3,0,
89,Justin Jackson,DET,26,RB,13,0,34,153,1,8,74,2.2,79,2.3,3,11.3
90,Curtis Samuel,WAS,26,WR,13,10,31,188,1,11,126,4.1,62,2,1,31
91,Ryan Tannehill,TEN,34,QB,11,11,31,97,1,11,71,2.3,26,0.8,1,31
92,Jamycal Hasty,JAX,26,RB,13,0,29,133,1,3,88,3,45,1.6,5,5.8
93,Jordan Mason,SFO,23,RB,12,0,29,153,0,8,83,2.9,70,2.4,2,14.5
94,Rex Burkhead,HOU,32,RB,12,0,26,80,0,4,49,1.9,31,1.2,2,13
95,Kirk Cousins,MIN,34,QB,13,13,25,58,2,8,30,1.2,28,1.1,0,
96,Dak Prescott,DAL,29,QB,8,8,25,94,1,10,53,2.1,41,1.6,1,25
97,Kyren Williams,LAR,22,RB,6,0,25,108,0,5,60,2.4,48,1.9,0,
98,Mike Boone,DEN,27,RB,9,0,24,102,0,6,69,2.9,33,1.4,3,8
99,DeeJay Dallas,SEA,24,RB,12,0,24,104,0,5,71,3,33,1.4,1,24
100,Andy Dalton,NOR,35,QB,10,10,24,54,0,4,46,1.9,8,0.3,0,
101,Trestan Ebner,CHI,23,RB,13,0,24,54,0,2,24,1,30,1.3,1,24
102,Zack Moss,2TM,25,RB,9,0,24,122,0,4,83,3.5,39,1.6,0,
103,Matt Ryan,IND,37,QB,11,11,24,70,1,9,59,2.5,11,0.5,0,
104,Zach Wilson,NYJ,23,QB,7,7,24,94,1,6,90,3.8,4,0.2,0,
105,Malik Davis,DAL,24,RB,8,0,23,103,1,4,79,3.4,24,1,1,23
106,Jimmy Garoppolo,SFO,31,QB,11,10,23,33,2,12,14,0.6,19,0.8,0,
107,Jared Goff,DET,28,QB,13,13,23,51,0,3,46,2,5,0.2,0,
108,Taylor Heinicke,WAS,29,QB,7,7,23,67,1,4,49,2.1,18,0.8,1,23
109,Nyheim Hines,2TM,26,RB,13,5,23,31,1,2,23,1,8,0.3,0,
110,Craig Reynolds,DET,26,RB,8,0,23,102,0,4,68,3,34,1.5,0,
111,Tom Brady,TAM,45,QB,13,13,22,-7,0,1,-8,-0.4,1,0,0,
112,Dontrell Hilliard,TEN,27,RB,12,1,22,145,0,4,109,5,36,1.6,0,
113,Keaontay Ingram,ARI,23,RB,8,0,22,53,1,3,18,0.8,35,1.6,0,
114,J.D. McKissic,WAS,29,RB,8,0,22,95,0,5,64,2.9,31,1.4,1,22
115,Derek Carr,LVR,31,QB,13,13,21,88,0,9,77,3.7,11,0.5,0,
116,Tua Tagovailoa,MIA,24,QB,11,11,21,63,0,4,54,2.6,9,0.4,0,
117,Darrel Williams,ARI,27,RB,6,0,21,102,1,8,77,3.7,25,1.2,0,
118,Baker Mayfield,2TM,27,,8,6,20,62,1,5,54,2.7,8,0.4,0,
119,Aaron Rodgers,GNB,39,QB,13,13,20,67,0,5,67,3.4,0,0,0,
120,Benny Snell Jr.,PIT,24,RB,13,0,20,90,1,6,54,2.7,36,1.8,0,
121,Raheem Blackshear,CAR,23,RB,9,1,19,73,2,6,35,1.8,38,2,1,19
122,Tyler Huntley,BAL,24,QB,3,1,19,72,1,6,71,3.7,1,0.1,0,
123,Carson Wentz,WAS,30,QB,6,6,19,79,0,3,62,3.3,17,0.9,1,19
124,Malik Willis,TEN,23,QB,6,2,19,72,0,3,52,2.7,20,1.1,1,19
125,Travis Homer,SEA,24,RB,8,1,18,69,0,4,40,2.2,29,1.6,1,18
126,Davis Mills,HOU,24,QB,11,11,18,40,1,4,39,2.2,1,0.1,0,
127,Bryce Perkins,LAR,26,QB,4,1,18,92,0,6,48,2.7,44,2.4,0,
128,Isaiah Spiller,LAC,21,RB,6,0,18,41,0,2,17,0.9,24,1.3,0,
129,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,0,2,9,0.6,28,1.8,2,8
130,Trey Lance,SFO,22,QB,2,2,16,67,0,7,50,3.1,17,1.1,2,8
131,Malcolm Brown,LAR,29,RB,7,0,15,39,0,0,31,2.1,8,0.5,1,15
132,Ty Johnson,NYJ,25,RB,13,0,15,95,1,2,34,2.3,61,4.1,5,3
133,Phillip Lindsay,IND,28,RB,3,0,15,49,0,1,30,2,19,1.3,0,
134,Zamir White,LVR,23,RB,12,0,15,62,0,4,32,2.1,30,2,0,
135,Gary Brightwell,NYG,23,RB,13,0,14,73,1,5,54,3.9,19,1.4,0,
136,Avery Williams,ATL,24,RB,13,3,14,83,1,4,69,4.9,14,1,0,
137,Matthew Stafford,LAR,34,QB,9,9,13,9,1,3,3,0.2,6,0.5,1,13
138,Mitchell Trubisky,PIT,28,QB,6,4,13,29,1,3,16,1.2,13,1,1,13
139,Deshaun Watson,CLE,27,QB,2,2,13,54,0,4,39,3,15,1.2,0,
140,Tevin Coleman,SFO,29,RB,5,0,12,26,1,2,13,1.1,13,1.1,0,
141,Devin Duvernay,BAL,25,WR,13,13,12,84,1,7,75,6.3,9,0.8,0,
142,Darrynton Evans,CHI,24,RB,4,0,12,55,0,3,28,2.3,27,2.3,0,
143,Kevin Harris,NWE,22,RB,3,0,12,30,1,1,12,1,18,1.5,1,12
144,Colt McCoy,ARI,36,QB,3,2,12,34,0,4,15,1.3,19,1.6,1,12
145,Brandon Powell,LAR,27,WR,13,2,12,53,0,4,25,2.1,28,2.3,0,
146,Sam Ehlinger,IND,24,QB,2,2,11,54,0,3,50,4.5,4,0.4,0,
147,Brock Purdy,SFO,23,QB,5,1,11,5,1,3,-1,-0.1,6,0.5,0,
148,Dwayne Washington,NOR,28,RB,12,0,11,38,0,2,16,1.5,22,2,1,11
149,Jonathan Williams,WAS,28,RB,9,0,11,77,0,5,33,3,44,4,1,11
150,Myles Gaskin,MIA,25,RB,3,0,10,26,0,2,14,1.4,12,1.2,0,
151,Hassan Haskins,TEN,23,RB,11,0,10,42,0,2,17,1.7,25,2.5,0,
152,Tony Jones,2TM,25,RB,6,0,10,24,0,3,10,1,14,1.4,1,10
153,Steven Sims,PIT,25,WR,8,1,10,35,0,3,33,3.3,2,0.2,0,
154,J.J. Taylor,NWE,24,RB,1,0,10,9,0,,4,0.4,5,0.5,1,10
155,Skylar Thompson,MIA,25,QB,5,1,10,14,0,1,14,1.4,0,0,0,
156,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,0,
157,Braxton Berrios,NYJ,27,WR,13,2,9,91,2,5,72,8,19,2.1,0,
158,Spencer Brown,CAR,24,RB,2,0,9,43,0,1,32,3.6,11,1.2,0,
159,Chase Claypool,2TM,24,WR,13,11,9,59,0,3,45,5,14,1.6,0,
160,Jeff Driskel,HOU,29,QB,3,0,9,51,0,4,28,3.1,23,2.6,0,
161,Cooper Kupp,LAR,29,WR,9,9,9,52,1,4,44,4.9,8,0.9,0,
162,CeeDee Lamb,DAL,23,WR,13,13,9,46,0,3,35,3.9,11,1.2,1,9
163,D.J. Moore,CAR,25,WR,13,13,9,45,0,2,32,3.6,13,1.4,0,
164,Ronnie Rivers,LAR,23,RB,5,1,9,21,0,1,16,1.8,5,0.6,0,
165,Cooper Rush,DAL,29,QB,8,5,9,6,0,1,6,0.7,0,0,0,
166,Brandon Bolden,LVR,32,RB,12,0,8,34,0,1,30,3.8,4,0.5,0,
167,Mike Davis,BAL,29,RB,8,0,8,18,0,1,13,1.6,5,0.6,1,8
168,Isaiah McKenzie,BUF,27,WR,12,7,8,49,1,3,44,5.5,5,0.6,0,
169,Dare Ogunbowale,HOU,28,RB,13,1,8,27,1,3,18,2.3,9,1.1,0,
170,Ke'Shawn Vaughn,TAM,25,RB,11,0,8,21,0,1,11,1.4,10,1.3,1,8
171,John Wolford,LAR,27,QB,3,3,8,32,0,2,18,2.3,14,1.8,0,
172,Jamal Agnew,JAX,27,WR,11,0,7,40,0,3,37,5.3,3,0.4,0,
173,Tutu Atwell,LAR,23,WR,9,2,7,27,0,1,20,2.9,7,1,0,
174,Sam Darnold,CAR,25,QB,2,2,7,33,1,2,31,4.4,2,0.3,0,
175,Marlon Mack,2TM,26,,5,0,7,25,0,0,18,2.6,7,1,1,7
176,Laviska Shenault Jr.,CAR,24,WR,9,1,7,57,1,1,55,7.9,2,0.3,0,
177,Amon-Ra St. Brown,DET,23,WR,12,12,7,89,0,3,77,11,12,1.7,0,
178,Kyle Allen,HOU,26,QB,2,2,6,13,0,2,12,2,1,0.2,0,
179,Tyreek Hill,MIA,28,WR,13,13,6,30,0,2,24,4,6,1,1,6
180,Diontae Johnson,PIT,26,WR,13,13,6,23,0,1,18,3,5,0.8,0,
181,Velus Jones Jr.,CHI,25,WR,8,0,6,48,0,3,42,7,6,1,1,6
182,Anthony McFarland Jr.,PIT,23,RB,1,0,6,30,0,3,16,2.7,14,2.3,1,6
183,Terry McLaurin,WAS,27,WR,13,13,6,17,0,1,13,2.2,4,0.7,0,
184,Rondale Moore,ARI,22,WR,8,8,6,-5,0,1,-7,-1.2,2,0.3,0,
185,Patrick Ricard,BAL,28,FB,13,12,6,16,0,5,7,1.2,9,1.5,0,
186,Equanimeous St. Brown,CHI,26,WR,13,13,6,54,0,2,42,7,12,2,0,
187,Pierre Strong,NWE,24,RB,11,0,6,75,1,3,61,10.2,14,2.3,0,
188,P.J. Walker,CAR,27,QB,6,5,6,39,0,3,28,4.7,11,1.8,1,6
189,Mike White,NYJ,27,QB,3,3,6,9,1,3,7,1.2,2,0.3,0,
190,Jordan Wilkins,IND,28,RB,2,0,6,31,0,2,18,3,13,2.2,0,
191,Trayveon Williams,CIN,25,RB,5,0,6,30,0,1,9,1.5,21,3.5,1,6
192,Salvon Ahmed,MIA,24,RB,8,0,5,14,0,1,6,1.2,8,1.6,0,
193,Michael Burton,KAN,30,FB,13,0,5,7,0,2,4,0.8,3,0.6,0,
194,Ja'Marr Chase,CIN,22,WR,9,9,5,8,0,0,6,1.2,2,0.4,0,
195,Julius Chestnut,TEN,22,RB,2,0,5,13,0,1,7,1.4,6,1.2,1,5
196,Alec Ingold,MIA,26,FB,13,11,5,6,1,4,2,0.4,4,0.8,0,
197,Kyle Juszczyk,SFO,31,FB,12,9,5,14,1,3,9,1.8,5,1,0,
198,Case Keenum,BUF,34,QB,2,0,5,0,0,,0,0,0,0,0,
199,Gunner Olszewski,PIT,26,WR,12,1,5,29,0,1,15,3,14,2.8,0,
200,Kalif Raymond,DET,28,WR,13,5,5,24,0,2,19,3.8,5,1,0,
201,Tyrod Taylor,NYG,33,QB,2,0,5,70,0,5,64,12.8,6,1.2,0,
202,Montrell Washington,DEN,23,WR,13,1,5,30,0,,10,2,20,4,2,2.5
203,Christian Watson,GNB,23,WR,10,7,5,68,2,2,68,13.6,0,0,0,
204,Derek Watt,PIT,30,FB,13,3,5,15,0,5,6,1.2,9,1.8,0,
205,Jameis Winston,NOR,28,QB,3,3,5,16,0,0,7,1.4,9,1.8,0,
206,Ameer Abdullah,LVR,29,RB,13,0,4,20,0,2,13,3.3,7,1.8,0,
207,Kendrick Bourne,NWE,27,WR,12,2,4,8,0,1,8,2,0,0,0,
208,Snoop Conner,JAX,22,RB,4,0,4,17,0,,11,2.8,6,1.5,0,
209,Mecole Hardman,KAN,24,WR,8,5,4,31,2,3,27,6.8,4,1,1,4
210,Mack Hollins,LVR,29,WR,13,12,4,40,0,2,30,7.5,10,2.5,0,
211,Zander Horvath,LAC,24,FB,13,2,4,8,0,2,6,1.5,2,0.5,0,
212,Justin Jefferson,MIN,23,WR,13,13,4,24,1,2,21,5.3,3,0.8,0,
213,D'Ernest Johnson,CLE,26,RB,11,0,4,17,0,1,5,1.3,12,3,0,
214,Julio Jones,TAM,33,WR,8,3,4,32,0,3,29,7.3,3,0.8,0,
215,Ronald Jones II,KAN,25,RB,2,0,4,12,0,1,6,1.5,6,1.5,0,
216,Christian Kirk,JAX,26,WR,13,13,4,7,0,0,0,0,7,1.8,1,4
217,Trace McSorley,ARI,27,QB,3,0,4,26,0,1,23,5.8,3,0.8,0,
218,Elijah Moore,NYJ,22,WR,12,7,4,2,0,1,-7,-1.8,9,2.3,0,
219,Kene Nwangwu,MIN,24,RB,13,0,4,1,0,,-1,-0.3,2,0.5,0,
220,Brett Rypien,DEN,26,QB,2,1,4,9,0,2,8,2,1,0.3,0,
221,Anthony Schwartz,CLE,22,WR,11,1,4,57,1,2,55,13.8,2,0.5,0,
222,Trevor Siemian,CHI,31,QB,2,1,4,8,0,1,8,2,0,0,0,
223,Trent Taylor,CIN,28,WR,13,1,4,15,0,0,12,3,3,0.8,1,4
224,Kadarius Toney,2TM,23,WR,5,2,4,56,0,2,43,10.8,13,3.3,0,
225,DJ Turner,LVR,25,WR,9,0,4,26,0,1,7,1.8,19,4.8,0,
226,Garrett Wilson,NYJ,22,WR,13,8,4,4,0,0,4,1,0,0,0,
227,Davante Adams,LVR,30,WR,13,13,3,-1,0,0,-1,-0.3,0,0,1,3
228,Brandon Allen,CIN,30,QB,1,0,3,-1,0,1,-1,-0.3,0,0,0,
229,Mark Andrews,BAL,27,TE,12,12,3,8,0,3,4,1.3,4,1.3,0,
230,Anthony Brown,BAL,24,,1,0,3,-5,0,0,-5,-1.7,0,0,0,
231,Parris Campbell,IND,25,WR,13,12,3,31,0,1,14,4.7,17,5.7,0,
232,Joe Flacco,NYJ,37,QB,4,3,3,6,0,1,6,2,0,0,0,
233,Jerome Ford,CLE,23,RB,9,0,3,3,0,,-1,-0.3,4,1.3,0,
234,Chris Godwin,TAM,26,WR,11,10,3,5,0,0,4,1.3,1,0.3,0,
235,Chad Henne,KAN,37,QB,2,0,3,-3,0,,-3,-1,0,0,0,
236,Zay Jones,JAX,27,WR,12,11,3,21,0,1,19,6.3,2,0.7,0,
237,Ray-Ray McCloud,SFO,26,WR,13,2,3,7,0,0,5,1.7,2,0.7,0,
238,K.J. Osborn,MIN,25,WR,13,9,3,6,0,2,2,0.7,4,1.3,1,3
239,George Pickens,PIT,21,WR,13,8,3,24,1,2,20,6.7,4,1.3,0,
240,Rashid Shaheed,NOR,24,WR,8,2,3,50,1,2,35,11.7,15,5,1,3
241,Tyquan Thornton,NWE,22,WR,9,5,3,16,1,1,16,5.3,0,0,0,
242,KaVontae Turpin,DAL,26,WR,13,0,3,17,0,1,17,5.7,0,0,0,
243,Teddy Bridgewater,MIA,30,QB,4,1,2,21,0,2,20,10,1,0.5,0,
244,Treylon Burks,TEN,22,WR,8,4,2,12,0,1,6,3,6,3,0,
245,Brandin Cooks,HOU,29,WR,10,10,2,7,0,0,7,3.5,0,0,0,
246,Michael Dickson,SEA,26,P,13,0,2,-18,0,,-18,-9,0,0,0,
247,Greg Dortch,ARI,24,WR,12,2,2,4,0,0,0,0,4,2,0,
248,Jahan Dotson,WAS,22,WR,8,6,2,-7,0,0,-8,-4,1,0.5,0,
249,D'Wayne Eskridge,SEA,25,WR,10,0,2,10,0,0,9,4.5,1,0.5,0,
250,Marquise Goodwin,SEA,32,WR,11,1,2,5,0,0,5,2.5,0,0,0,
251,C.J. Ham,MIN,29,FB,13,2,2,6,1,2,5,2.5,1,0.5,0,
252,KJ Hamler,DEN,23,WR,7,0,2,23,0,1,13,6.5,10,5,1,2
253,Richie James,NYG,27,WR,13,3,2,6,0,0,2,1,4,2,1,2
254,Duke Johnson,BUF,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
255,Josh Johnson,SFO,36,QB,1,0,2,3,0,0,-1,-0.5,4,2,0,
256,Travis Kelce,KAN,33,TE,13,13,2,5,0,1,1,0.5,4,2,0,
257,Cole Kmet,CHI,23,TE,13,13,2,9,0,1,9,4.5,0,0,0,
258,Jakobi Meyers,NWE,26,WR,10,9,2,9,0,2,5,2.5,4,2,0,
259,Gardner Minshew II,PHI,26,QB,3,0,2,-2,0,0,-2,-1,0,0,0,
260,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,0,-2,-1,0,0,0,
261,C.J. Moore,DET,27,S,7,0,2,55,0,2,55,27.5,0,0,0,
262,Chris Moore,HOU,29,WR,12,3,2,5,0,0,4,2,1,0.5,0,
263,David Njoku,CLE,26,TE,10,10,2,-8,0,0,-8,-4,0,0,0,
264,Chigoziem Okonkwo,TEN,23,TE,13,5,2,-4,0,0,-5,-2.5,1,0.5,0,
265,Breshad Perriman,TAM,29,WR,9,2,2,-7,0,0,-7,-3.5,0,0,0,
266,Dante Pettis,CHI,27,WR,13,4,2,37,0,2,37,18.5,0,0,0,
267,Jalen Reagor,MIN,23,WR,13,0,2,25,0,1,22,11,3,1.5,0,
268,Wan'Dale Robinson,NYG,21,WR,6,3,2,-1,0,0,-1,-0.5,0,0,0,
269,Trey Sermon,PHI,23,RB,2,0,2,19,0,2,10,5,9,4.5,0,
270,Durham Smythe,MIA,27,TE,12,11,2,1,1,1,0,0,1,0.5,0,
271,Nate Sudfeld,DET,29,QB,1,0,2,-1,0,,-1,-0.5,0,0,0,
272,Jaylen Waddle,MIA,24,WR,13,13,2,17,0,0,9,4.5,8,4,0,
273,Damien Williams,ATL,30,RB,1,1,2,2,0,,0,0,2,1,0,
274,Olamide Zaccheaus,ATL,25,WR,13,9,2,7,0,1,-6,-3,13,6.5,0,
275,Brandon Aiyuk,SFO,24,WR,13,13,1,7,0,0,4,4,3,3,0,
276,Marcus Allen,PIT,26,LB,13,0,1,4,0,1,4,4,0,0,0,
277,C.J. Beathard,JAX,29,QB,2,0,1,-1,0,,-1,-1,0,0,0,
278,Andrew Beck,DEN,26,FB,9,4,1,-1,0,0,-1,-1,0,0,0,
279,Daniel Bellinger,NYG,22,TE,9,8,1,2,1,1,0,0,2,2,0,
280,Harrison Bryant,CLE,24,TE,13,6,1,8,0,1,6,6,2,2,0,
281,Jason Cabinda,DET,26,FB,5,2,1,4,0,1,4,4,0,0,0,
282,DeAndre Carter,LAC,29,WR,13,7,1,-5,0,0,-5,-5,0,0,0,
283,Sean Chandler,CAR,26,S,13,0,1,2,0,1,0,0,2,2,0,
284,Tyler Conklin,NYJ,27,TE,13,13,1,1,0,1,0,0,1,1,0,
285,Jaelon Darden,TAM,23,WR,12,0,1,2,0,0,2,2,0,0,0,
286,Ashtyn Davis,NYJ,26,S,10,0,1,2,0,1,1,1,1,1,0,
287,Romeo Doubs,GNB,22,WR,9,7,1,11,0,1,11,11,0,0,0,
288,Ashton Dulin,IND,25,WR,9,2,1,3,0,0,1,1,2,2,0,
289,Evan Engram,JAX,28,TE,13,10,1,0,0,0,0,0,0,0,0,
290,Gerald Everett,LAC,28,TE,12,8,1,0,0,0,0,0,0,0,0,
291,Matthias Farley,LVR,30,S,13,0,1,-3,0,,-3,-3,0,0,0,
292,Clayton Fejedelem,MIA,29,S,9,0,1,0,0,,0,0,0,0,0,
293,Demetric Felton,CLE,24,RB,7,1,1,-4,0,,-4,-4,0,0,0,
294,Jamie Gillan,NYG,25,P,13,0,1,-3,0,,-3,-3,0,0,0,
295,Kylen Granson,IND,24,TE,12,4,1,0,0,0,0,0,0,0,0,
296,Noah Gray,KAN,23,TE,13,6,1,1,1,1,1,1,0,0,0,
297,Peyton Hendershot,DAL,23,TE,13,1,1,2,1,1,2,2,0,0,0,
298,Kylin Hill,GNB,24,RB,2,0,1,7,0,1,2,2,5,5,0,
