,,,,,Games,,Rushing,,,,,,,,,
53,Rachaad White,TAM,23,RB,10,1,60,222,1,16,126,2.1,96,1.6,3,20
54,Kyler Murray,ARI,25,QB,9,9,59,359,2,19,336,5.7,23,0.4,2,29.5
55,Latavius Murray,2TM,32,RB,5,0,57,217,3,12,120,2.1,97,1.7,4,14.3
56,Rashaad Penny,SEA,26,RB,5,5,57,346,2,15,169,3,177,3.1,2,28.5
57,Mark Ingram,NOR,33,RB,8,3,51,196,1,11,118,2.3,78,1.5,4,12.8
58,Javonte Williams,DEN,22,RB,4,4,47,204,0,9,94,2,110,2.3,6,7.8
59,Geno Smith,SEA,32,QB,10,10,45,218,1,13,192,4.3,26,0.6,1,45
60,Chase Edmonds,2TM,26,RB,9,2,44,129,2,6,86,2,43,1,0,
61,Taysom Hill,NOR,32,TE,9,4,43,344,5,21,233,5.4,111,2.6,1,43
62,Deon Jackson,IND,23,RB,9,2,41,123,1,9,78,1.9,45,1.1,1,41
63,Alexander Mattison,MIN,24,RB,9,0,40,149,2,10,83,2.1,66,1.7,6,6.7
64,D'Andre Swift,DET,23,RB,6,4,40,253,2,8,165,4.1,88,2.2,2,20
65,Jacoby Brissett,CLE,30,QB,9,9,38,182,2,23,129,3.4,53,1.4,1,38
66,Jaylen Warren,PIT,24,RB,9,0,38,190,0,11,123,3.2,67,1.8,2,19
67,Trevor Lawrence,JAX,23,QB,10,10,37,178,3,15,155,4.2,23,0.6,1,37
68,Joe Burrow,CIN,26,QB,9,9,35,141,4,15,131,3.7,10,0.3,0,
69,J.K. Dobbins,BAL,24,RB,4,4,35,123,1,10,59,1.7,64,1.8,3,11.7
70,Sony Michel,LAC,27,RB,9,0,35,105,0,7,41,1.2,64,1.8,3,11.7
71,Patrick Mahomes,KAN,27,QB,9,9,34,215,1,14,210,6.2,5,0.1,0,
72,James Cook,BUF,23,RB,9,0,33,169,1,8,77,2.3,92,2.8,0,
73,Jerick McKinnon,KAN,30,RB,9,0,33,125,0,4,65,2,60,1.8,3,11
74,Justice Hill,BAL,25,RB,7,0,32,190,0,7,121,3.8,69,2.2,7,4.6
75,Russell Wilson,DEN,34,QB,8,8,32,121,1,10,106,3.3,15,0.5,0,
76,Matt Breida,NYG,27,RB,9,0,29,93,0,6,62,2.1,31,1.1,1,29
77,Kenneth Gainwell,PHI,23,RB,9,0,29,129,3,9,77,2.7,52,1.8,2,14.5
78,Deebo Samuel,SFO,26,WR,8,7,28,165,1,5,72,2.6,93,3.3,3,9.3
79,Gus Edwards,BAL,27,RB,2,1,27,131,2,9,56,2.1,75,2.8,5,5.4
80,Justin Herbert,LAC,24,QB,9,9,27,73,0,6,71,2.6,2,0.1,0,
81,Kenny Pickett,PIT,24,QB,6,5,27,149,3,13,126,4.7,23,0.9,0,
82,Mac Jones,NWE,24,QB,6,6,25,78,1,7,68,2.7,10,0.4,0,
83,Samaje Perine,CIN,27,RB,9,0,25,133,0,7,78,3.1,55,2.2,1,25
84,Boston Scott,PHI,27,RB,7,1,25,76,1,4,57,2.3,19,0.8,1,25
85,Rex Burkhead,HOU,32,RB,9,0,24,83,0,4,52,2.2,31,1.3,2,12
86,Elijah Mitchell,SFO,24,RB,2,1,24,130,0,8,82,3.4,48,2,1,24
87,Joshua Kelley,LAC,25,RB,6,0,23,104,1,6,49,2.1,55,2.4,3,7.7
88,Craig Reynolds,DET,26,RB,8,0,23,102,0,4,68,3,34,1.5,0,
89,J.D. McKissic,WAS,29,RB,8,0,22,95,0,5,64,2.9,31,1.4,1,22
90,Curtis Samuel,WAS,26,WR,10,8,22,134,0,8,83,3.8,51,2.3,1,22
91,Kirk Cousins,MIN,34,QB,9,9,21,50,2,7,33,1.6,17,0.8,0,
92,Ryan Tannehill,TEN,34,QB,7,7,21,41,1,6,34,1.6,7,0.3,0,
93,Darrel Williams,ARI,27,RB,6,0,21,102,1,8,77,3.7,25,1.2,0,
94,Zach Wilson,NYJ,23,QB,6,6,21,68,1,5,64,3,4,0.2,0,
95,Chuba Hubbard,CAR,23,RB,8,1,20,111,1,7,76,3.8,35,1.8,1,20
96,Tua Tagovailoa,MIA,24,QB,8,8,19,35,0,2,35,1.8,0,0,0,
97,Carson Wentz,WAS,30,QB,6,6,19,79,0,3,62,3.3,17,0.9,1,19
98,Tom Brady,TAM,45,QB,10,10,18,-8,0,0,-9,-0.5,1,0.1,0,
99,Trestan Ebner,CHI,23,RB,10,0,18,46,0,2,24,1.3,22,1.2,1,18
100,Jimmy Garoppolo,SFO,31,QB,8,7,18,26,2,10,14,0.8,12,0.7,0,
101,Dontrell Hilliard,TEN,27,RB,8,1,18,123,0,3,91,5.1,32,1.8,0,
102,Nyheim Hines,2TM,26,RB,9,4,18,36,1,2,28,1.6,8,0.4,0,
103,Zack Moss,2TM,25,RB,6,0,18,95,0,3,72,4,23,1.3,0,
104,Malik Willis,TEN,23,QB,5,2,18,64,0,2,52,2.9,12,0.7,1,18
105,Andy Dalton,NOR,35,QB,7,7,17,34,0,4,30,1.8,4,0.2,0,
106,Jared Goff,DET,28,QB,9,9,17,43,0,2,38,2.2,5,0.3,0,
107,Taylor Heinicke,WAS,29,QB,4,4,17,60,1,4,42,2.5,18,1.1,1,17
108,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,0,2,9,0.6,28,1.8,2,8
109,Justin Jackson,DET,26,RB,9,0,16,60,0,4,30,1.9,30,1.9,1,16
110,Trey Lance,SFO,22,QB,2,2,16,67,0,7,50,3.1,17,1.1,2,8
111,Aaron Rodgers,GNB,39,QB,10,10,16,64,0,5,64,4,0,0,0,
112,Matt Ryan,IND,37,QB,8,8,16,49,1,5,43,2.7,6,0.4,0,
113,Raheem Blackshear,CAR,23,RB,6,1,15,41,1,4,24,1.6,17,1.1,1,15
114,Mike Boone,DEN,27,RB,7,0,15,82,0,4,54,3.6,28,1.9,2,7.5
115,Derek Carr,LVR,31,QB,9,9,15,67,0,7,57,3.8,10,0.7,0,
116,Phillip Lindsay,IND,28,RB,3,0,15,49,0,1,30,2,19,1.3,0,
117,Malcolm Brown,LAR,29,RB,5,0,14,34,0,0,26,1.9,8,0.6,1,14
118,Keaontay Ingram,ARI,23,RB,5,0,14,28,1,2,5,0.4,23,1.6,0,
119,Baker Mayfield,CAR,27,QB,6,5,14,40,1,4,32,2.3,8,0.6,0,
120,Dak Prescott,DAL,29,QB,4,4,14,51,1,7,22,1.6,29,2.1,0,
121,Avery Williams,ATL,24,RB,10,2,14,83,1,4,69,4.9,14,1,0,
122,DeeJay Dallas,SEA,24,RB,10,0,13,65,0,4,52,4,13,1,1,13
123,Malik Davis,DAL,24,RB,4,0,13,61,0,2,43,3.3,18,1.4,0,
124,Jamycal Hasty,JAX,26,RB,10,0,13,92,1,2,77,5.9,15,1.2,1,13
125,Mitchell Trubisky,PIT,28,QB,5,4,13,29,1,3,16,1.2,13,1,1,13
126,Tevin Coleman,SFO,29,RB,4,0,12,26,1,2,13,1.1,13,1.1,0,
127,Davis Mills,HOU,24,QB,9,9,12,28,0,1,27,2.3,1,0.1,0,
128,Isaiah Spiller,LAC,21,RB,3,0,12,27,0,1,9,0.8,18,1.5,0,
129,Matthew Stafford,LAR,34,QB,8,8,12,5,1,3,-1,-0.1,6,0.5,1,12
130,Sam Ehlinger,IND,24,QB,2,2,11,54,0,3,50,4.5,4,0.4,0,
131,Dwayne Washington,NOR,28,RB,9,0,11,38,0,2,16,1.5,22,2,1,11
132,Hassan Haskins,TEN,23,RB,9,0,10,42,0,2,17,1.7,25,2.5,0,
133,J.J. Taylor,NWE,24,RB,1,0,10,9,0,,4,0.4,5,0.5,1,10
134,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,0,
135,Spencer Brown,CAR,24,RB,2,0,9,43,0,1,32,3.6,11,1.2,0,
136,Chase Claypool,2TM,24,WR,10,8,9,59,0,3,45,5,14,1.6,0,
137,Cooper Kupp,LAR,29,WR,9,9,9,52,1,4,44,4.9,8,0.9,0,
138,Ronnie Rivers,LAR,23,RB,3,1,9,21,0,1,16,1.8,5,0.6,0,
139,Cooper Rush,DAL,29,QB,6,5,9,6,0,1,6,0.7,0,0,0,
140,Brandon Bolden,LVR,32,RB,8,0,8,34,0,1,30,3.8,4,0.5,0,
141,Mike Davis,BAL,29,RB,7,0,8,18,0,1,13,1.6,5,0.6,1,8
142,Brandon Powell,LAR,27,WR,9,1,8,9,0,1,4,0.5,5,0.6,0,
143,Zamir White,LVR,23,RB,9,0,8,19,0,1,6,0.8,13,1.6,0,
144,Braxton Berrios,NYJ,27,WR,9,1,7,82,2,4,65,9.3,17,2.4,0,
145,Devin Duvernay,BAL,25,WR,9,9,7,55,1,4,55,7.9,0,0,0,
146,Travis Homer,SEA,24,RB,6,0,7,35,0,2,21,3,14,2,0,
147,D.J. Moore,CAR,25,WR,10,10,7,39,0,1,26,3.7,13,1.9,0,
148,P.J. Walker,CAR,27,QB,6,5,6,39,0,3,28,4.7,11,1.8,1,6
149,Jordan Wilkins,IND,28,RB,2,0,6,31,0,2,18,3,13,2.2,0,
150,Jonathan Williams,WAS,28,RB,6,0,6,54,0,3,21,3.5,33,5.5,1,6
151,Jamal Agnew,JAX,27,WR,8,0,5,29,0,2,26,5.2,3,0.6,0,
152,Tyreek Hill,MIA,28,WR,10,10,5,25,0,2,21,4.2,4,0.8,1,5
153,Alec Ingold,MIA,26,FB,10,9,5,6,1,4,2,0.4,4,0.8,0,
154,Diontae Johnson,PIT,26,WR,9,9,5,22,0,0,18,3.6,4,0.8,0,
155,Ty Johnson,NYJ,25,RB,9,0,5,26,0,,15,3,11,2.2,0,
156,Case Keenum,BUF,34,QB,2,0,5,0,0,,0,0,0,0,0,
157,CeeDee Lamb,DAL,23,WR,9,9,5,12,0,1,9,1.8,3,0.6,0,
158,Isaiah McKenzie,BUF,27,WR,8,6,5,35,1,3,30,6,5,1,0,
159,Rondale Moore,ARI,22,WR,7,7,5,1,0,1,-1,-0.2,2,0.4,0,
160,Laviska Shenault Jr.,CAR,24,WR,6,1,5,48,1,1,46,9.2,2,0.4,0,
161,Steven Sims,PIT,25,WR,4,1,5,18,0,2,16,3.2,2,0.4,0,
162,Equanimeous St. Brown,CHI,26,WR,10,10,5,53,0,2,41,8.2,12,2.4,0,
163,Jameis Winston,NOR,28,QB,3,3,5,16,0,0,7,1.4,9,1.8,0,
164,Salvon Ahmed,MIA,24,RB,7,0,4,13,0,1,6,1.5,7,1.8,0,
165,Gary Brightwell,NYG,23,RB,9,0,4,19,1,2,8,2,11,2.8,0,
166,Michael Burton,KAN,30,FB,9,0,4,7,0,2,4,1,3,0.8,0,
167,Ja'Marr Chase,CIN,22,WR,7,7,4,2,0,0,2,0.5,0,0,0,
168,Myles Gaskin,MIA,25,RB,2,0,4,9,0,1,2,0.5,7,1.8,0,
169,Mecole Hardman,KAN,24,WR,8,5,4,31,2,3,27,6.8,4,1,1,4
170,D'Ernest Johnson,CLE,26,RB,7,0,4,17,0,1,5,1.3,12,3,0,
171,Colt McCoy,ARI,36,QB,1,1,4,4,0,2,3,0.8,1,0.3,0,
172,Terry McLaurin,WAS,27,WR,10,10,4,11,0,1,7,1.8,4,1,0,
173,Patrick Ricard,BAL,28,FB,9,8,4,10,0,3,2,0.5,8,2,0,
174,Skylar Thompson,MIA,25,QB,3,1,4,9,0,1,9,2.3,0,0,0,
175,Kadarius Toney,2TM,23,WR,4,2,4,56,0,2,43,10.8,13,3.3,0,
176,Ke'Shawn Vaughn,TAM,25,RB,8,0,4,6,0,0,1,0.3,5,1.3,1,4
177,Davante Adams,LVR,30,WR,9,9,3,-1,0,0,-1,-0.3,0,0,1,3
178,Brandon Allen,CIN,30,QB,1,0,3,-1,0,1,-1,-0.3,0,0,0,
179,Kendrick Bourne,NWE,27,WR,8,2,3,15,0,1,15,5,0,0,0,
180,Joe Flacco,NYJ,37,QB,3,3,3,6,0,1,6,2,0,0,0,
181,Chris Godwin,TAM,26,WR,8,7,3,5,0,0,4,1.3,1,0.3,0,
182,Kevin Harris,NWE,22,RB,1,0,3,5,0,,3,1,2,0.7,0,
183,Chad Henne,KAN,37,QB,2,0,3,-3,0,,-3,-1,0,0,0,
184,Zander Horvath,LAC,24,FB,9,1,3,5,0,1,3,1,2,0.7,0,
185,Julio Jones,TAM,33,WR,5,2,3,17,0,2,14,4.7,3,1,0,
186,Velus Jones Jr.,CHI,25,WR,5,0,3,41,0,3,37,12.3,4,1.3,0,
187,Zay Jones,JAX,27,WR,9,8,3,21,0,1,19,6.3,2,0.7,0,
188,Kyle Juszczyk,SFO,31,FB,8,5,3,10,1,2,7,2.3,3,1,0,
189,Christian Kirk,JAX,26,WR,10,10,3,12,0,0,5,1.7,7,2.3,1,3
190,Trace McSorley,ARI,27,QB,2,0,3,20,0,1,17,5.7,3,1,0,
191,Bryce Perkins,LAR,26,QB,1,0,3,4,0,,2,0.7,2,0.7,0,
192,George Pickens,PIT,21,WR,9,5,3,24,1,2,20,6.7,4,1.3,0,
193,Kalif Raymond,DET,28,WR,9,3,3,23,0,1,18,6,5,1.7,0,
194,Brett Rypien,DEN,26,QB,1,1,3,9,0,2,8,2.7,1,0.3,0,
195,Amon-Ra St. Brown,DET,23,WR,8,8,3,70,0,1,64,21.3,6,2,0,
196,Trent Taylor,CIN,28,WR,9,1,3,18,0,,15,5,3,1,1,3
197,Tyrod Taylor,NYG,33,QB,1,0,3,30,0,3,24,8,6,2,0,
198,Tyquan Thornton,NWE,22,WR,5,2,3,16,1,1,16,5.3,0,0,0,
199,DJ Turner,LVR,25,WR,5,0,3,20,0,1,4,1.3,16,5.3,0,
200,KaVontae Turpin,DAL,26,WR,9,0,3,17,0,1,17,5.7,0,0,0,
201,Montrell Washington,DEN,23,WR,9,0,3,30,0,,10,3.3,20,6.7,2,1.5
202,Christian Watson,GNB,23,WR,7,4,3,19,1,1,19,6.3,0,0,0,
203,Derek Watt,PIT,30,FB,9,2,3,7,0,3,4,1.3,3,1,0,
204,John Wolford,LAR,27,QB,1,1,3,3,0,1,-8,-2.7,11,3.7,0,
205,Mark Andrews,BAL,27,TE,8,8,2,7,0,2,3,1.5,4,2,0,
206,Teddy Bridgewater,MIA,30,QB,4,1,2,21,0,2,20,10,1,0.5,0,
207,Treylon Burks,TEN,22,WR,5,2,2,12,0,1,6,3,6,3,0,
208,Parris Campbell,IND,25,WR,10,9,2,29,0,1,12,6,17,8.5,0,
209,Michael Dickson,SEA,26,P,10,0,2,-18,0,,-18,-9,0,0,0,
210,Greg Dortch,ARI,24,WR,10,2,2,4,0,0,0,0,4,2,0,
211,Jeff Driskel,HOU,29,QB,2,0,2,15,0,2,15,7.5,0,0,0,
212,D'Wayne Eskridge,SEA,25,WR,10,0,2,10,0,0,9,4.5,1,0.5,0,
213,C.J. Ham,MIN,29,FB,9,1,2,6,1,2,5,2.5,1,0.5,0,
214,KJ Hamler,DEN,23,WR,7,0,2,23,0,1,13,6.5,10,5,1,2
215,Richie James,NYG,27,WR,9,1,2,6,0,0,2,1,4,2,1,2
216,Justin Jefferson,MIN,23,WR,9,9,2,13,1,2,10,5,3,1.5,0,
217,Duke Johnson,BUF,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
218,Tony Jones,2TM,25,RB,4,0,2,8,0,,6,3,2,1,0,
219,Travis Kelce,KAN,33,TE,9,9,2,5,0,1,1,0.5,4,2,0,
220,Cole Kmet,CHI,23,TE,10,10,2,9,0,1,9,4.5,0,0,0,
221,Jakobi Meyers,NWE,26,WR,7,6,2,9,0,2,5,2.5,4,2,0,
222,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,0,-2,-1,0,0,0,
223,Elijah Moore,NYJ,22,WR,8,6,2,-4,0,0,-4,-2,0,0,0,
224,Gunner Olszewski,PIT,26,WR,8,0,2,18,0,1,8,4,10,5,0,
225,K.J. Osborn,MIN,25,WR,9,8,2,1,0,1,-1,-0.5,2,1,1,2
226,Breshad Perriman,TAM,29,WR,8,2,2,-7,0,0,-7,-3.5,0,0,0,
227,Dante Pettis,CHI,27,WR,10,3,2,37,0,2,37,18.5,0,0,0,
228,Brock Purdy,SFO,23,QB,2,0,2,0,0,0,0,0,0,0,0,
229,Anthony Schwartz,CLE,22,WR,8,0,2,20,0,1,20,10,0,0,0,
230,Trey Sermon,PHI,23,RB,2,0,2,19,0,2,10,5,9,4.5,0,
231,Durham Smythe,MIA,27,TE,9,9,2,1,1,1,0,0,1,0.5,0,
232,Jaylen Waddle,MIA,24,WR,10,10,2,17,0,0,9,4.5,8,4,0,
233,Damien Williams,ATL,30,RB,1,1,2,2,0,,0,0,2,1,0,
234,Garrett Wilson,NYJ,22,WR,9,5,2,5,0,0,5,2.5,0,0,0,
235,Brandon Aiyuk,SFO,24,WR,9,9,1,7,0,0,4,4,3,3,0,
236,Marcus Allen,PIT,26,LB,9,0,1,4,0,1,4,4,0,0,0,
237,Tutu Atwell,LAR,23,WR,5,0,1,9,0,0,7,7,2,2,0,
238,C.J. Beathard,JAX,29,QB,1,0,1,-1,0,,-1,-1,0,0,0,
239,Andrew Beck,DEN,26,FB,8,4,1,-1,0,0,-1,-1,0,0,0,
240,Daniel Bellinger,NYG,22,TE,7,6,1,2,1,1,0,0,2,2,0,
241,DeAndre Carter,LAC,29,WR,9,6,1,-5,0,0,-5,-5,0,0,0,
242,Tyler Conklin,NYJ,27,TE,9,9,1,1,0,1,0,0,1,1,0,
243,Brandin Cooks,HOU,29,WR,8,8,1,5,0,0,5,5,0,0,0,
244,Jaelon Darden,TAM,23,WR,10,0,1,2,0,0,2,2,0,0,0,
245,Ashtyn Davis,NYJ,26,S,8,0,1,2,0,1,1,1,1,1,0,
246,Jahan Dotson,WAS,22,WR,5,3,1,-10,0,0,-10,-10,0,0,0,
247,Romeo Doubs,GNB,22,WR,9,7,1,11,0,1,11,11,0,0,0,
248,Ashton Dulin,IND,25,WR,6,2,1,3,0,0,1,1,2,2,0,
249,Evan Engram,JAX,28,TE,10,7,1,0,0,0,0,0,0,0,0,
250,Gerald Everett,LAC,28,TE,9,6,1,0,0,0,0,0,0,0,0,
251,Matthias Farley,LVR,30,S,9,0,1,-3,0,,-3,-3,0,0,0,
252,Clayton Fejedelem,MIA,29,S,6,0,1,0,0,,0,0,0,0,0,
253,Demetric Felton,CLE,24,RB,5,0,1,-4,0,,-4,-4,0,0,0,
254,Jamie Gillan,NYG,25,P,9,0,1,-3,0,,-3,-3,0,0,0,
255,Kylen Granson,IND,24,TE,10,3,1,0,0,0,0,0,0,0,0,
256,Noah Gray,KAN,23,TE,9,4,1,1,1,1,1,1,0,0,0,
257,Kylin Hill,GNB,24,RB,2,0,1,7,0,1,2,2,5,5,0,
258,Mack Hollins,LVR,29,WR,9,8,1,0,0,0,-8,-8,8,8,0,
259,Jordan Howard,NOR,28,RB,2,0,1,1,0,,0,0,1,1,0,
260,Trenton Irwin,CIN,27,WR,2,0,1,11,0,1,8,8,3,3,0,
261,Jerry Jeudy,DEN,23,WR,9,9,1,1,0,1,0,0,1,1,0,
262,Jordan Mason,SFO,23,RB,8,0,1,7,0,,4,4,3,3,0,
263,Scott Miller,TAM,25,WR,8,1,1,8,0,0,8,8,0,0,0,
264,Gardner Minshew II,PHI,26,QB,1,0,1,-1,0,0,-1,-1,0,0,0,
265,Darnell Mooney,CHI,25,WR,10,10,1,2,0,0,0,0,2,2,0,
266,C.J. Moore,DET,27,S,3,0,1,13,0,1,13,13,0,0,0,
267,Chris Moore,HOU,29,WR,8,2,1,2,0,0,2,2,0,0,0,
268,David Njoku,CLE,26,TE,7,7,1,-6,0,0,-6,-6,0,0,0,
269,Dare Ogunbowale,HOU,28,RB,9,0,1,8,0,1,5,5,3,3,0,
270,Chigoziem Okonkwo,TEN,23,TE,9,4,1,-4,0,0,-4,-4,0,0,0,
271,Devine Ozigbo,DEN,26,RB,2,0,1,2,0,,2,2,0,0,0,
272,Josh Palmer,LAC,24,WR,8,8,1,4,0,1,1,1,3,3,0,
273,Zach Pascal,PHI,28,WR,9,1,1,0,0,0,0,0,0,0,0,
274,Donovan Peoples-Jones,CLE,23,WR,9,7,1,2,0,0,2,2,0,0,0,
275,Jalen Reagor,MIN,23,WR,9,0,1,17,0,1,17,17,0,0,0,
276,Wan'Dale Robinson,NYG,21,WR,5,2,1,-5,0,0,-5,-5,0,0,0,
277,Armani Rogers,WAS,25,TE,10,3,1,24,0,1,0,0,24,24,0,
278,Rashid Shaheed,NOR,24,WR,5,1,1,44,1,1,29,29,15,15,1,1
279,Ben Skowronek,LAR,25,WR,9,6,1,17,1,1,17,17,0,0,0,
280,Keith Smith,ATL,30,FB,10,3,1,2,0,1,0,0,2,2,0,
281,Ihmir Smith-Marsette,CHI,23,WR,6,0,1,-1,0,,-1,-1,0,0,0,
282,M.J. Stewart,HOU,27,DB,9,0,1,3,0,1,1,1,2,2,0,
283,Pierre Strong,NWE,24,RB,7,0,1,5,0,,3,3,2,2,0,
284,Courtland Sutton,DEN,27,WR,9,9,1,5,0,0,3,3,2,2,0,
285,Marquez Valdes-Scantling,KAN,28,WR,9,6,1,-3,0,0,-3,-3,0,0,1,1
286,Quez Watkins,PHI,24,WR,9,3,1,-3,0,0,-3,-3,0,0,0,
287,Kyren Williams,LAR,22,RB,2,0,1,9,0,0,7,7,2,2,0,
288,Cedrick Wilson Jr.,MIA,27,WR,9,0,1,8,0,0,1,1,7,7,1,1
289,Olamide Zaccheaus,ATL,25,WR,10,7,1,-6,0,0,-6,-6,0,0,0,
