Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Tyreek Hill,MIA,28,WR,10,10,106,81,1148,4,52,798,9.9,350,4.3,11.8,4,20.3,4,3.8,2,115.6
2,Cooper Kupp,LAR,29,WR,9,9,98,75,812,6,42,388,5.2,424,5.7,7.1,3,25,2,2,4,103.8
3,Stefon Diggs,BUF,29,WR,9,9,99,72,985,7,45,667,9.3,318,4.4,11.1,0,,3,3,0,127.7
4,Justin Jefferson,MIN,23,WR,9,9,100,69,1060,4,43,657,9.5,403,5.8,9.7,4,17.3,3,3,4,100.4
5,Austin Ekeler,LAC,27,RB,9,9,81,67,420,4,24,-84,-1.3,504,7.5,-0.9,6,11.2,6,7.4,0,104.7
6,Travis Kelce,KAN,33,TE,9,9,84,63,740,8,48,431,6.8,309,4.9,7.3,11,5.7,6,7.1,1,128.1
7,Michael Pittman Jr.,IND,25,WR,9,9,85,61,603,1,32,363,6,240,3.9,6.5,3,20.3,3,3.5,2,85.6
8,Davante Adams,LVR,30,WR,9,9,99,57,784,8,34,478,8.4,306,5.4,10.7,9,6.3,5,5.1,1,105.8
9,Tyler Lockett,SEA,30,WR,10,10,71,54,640,5,32,497,9.2,143,2.6,11.2,1,54,1,1.4,3,108.9
10,CeeDee Lamb,DAL,23,WR,9,9,88,53,706,5,37,467,8.8,239,4.5,10.3,2,26.5,4,4.5,3,90.4
11,Christian Kirk,JAX,26,WR,10,10,82,52,679,7,36,455,8.8,224,4.3,8.9,2,26,3,3.7,3,102.6
12,Jaylen Waddle,MIA,24,WR,10,10,75,51,878,6,42,566,11.1,312,6.1,10.8,2,25.5,5,6.7,2,123.1
13,Mike Evans,TAM,29,WR,9,9,76,49,671,3,34,548,11.2,123,2.5,12.6,1,49,4,5.3,2,94.8
14,Amon-Ra St. Brown,DET,23,WR,8,8,70,49,518,3,28,237,4.8,281,5.7,5.8,4,12.3,3,4.3,1,99.6
15,Chris Godwin,TAM,26,WR,8,7,73,48,475,1,23,247,5.1,228,4.8,5.8,1,48,2,2.7,0,88.6
16,D.K. Metcalf,SEA,25,WR,10,10,77,48,581,4,28,446,9.3,135,2.8,11.3,0,,6,7.8,1,97.4
17,Ja'Marr Chase,CIN,22,WR,7,7,74,47,605,6,34,332,7.1,273,5.8,9,7,6.7,6,8.1,1,110.5
18,Zach Ertz,ARI,32,TE,10,10,69,47,406,4,24,276,5.9,130,2.8,7.9,2,23.5,3,4.3,1,96.6
19,Diontae Johnson,PIT,26,WR,9,9,81,47,435,0,22,349,7.4,86,1.8,10.4,1,47,3,3.7,5,47.1
20,Zay Jones,JAX,27,WR,9,8,65,47,417,1,25,257,5.5,160,3.4,7.6,0,,2,3.1,1,87.8
21,Christian McCaffrey,2TM,26,RB,9,8,60,47,395,2,18,-31,-0.7,426,9.1,-0.1,7,6.7,2,3.3,1,98.3
22,Curtis Samuel,WAS,26,WR,10,8,70,47,483,3,27,271,5.8,212,4.5,6.1,6,7.8,4,5.7,1,95.1
23,Terry McLaurin,WAS,27,WR,10,10,73,46,737,2,31,471,10.2,266,5.8,13.3,5,9.2,2,2.7,1,100.1
24,Chris Olave,NOR,22,WR,9,6,77,46,658,2,30,550,12,108,2.3,14.5,2,23,3,3.9,4,74.5
25,DeVonta Smith,PHI,24,WR,9,9,61,46,481,3,27,272,5.9,209,4.5,7.9,3,15.3,3,4.9,0,114.2
26,JuJu Smith-Schuster,KAN,26,WR,9,9,64,46,615,2,29,264,5.7,351,7.6,7.6,1,46,5,7.8,2,99.4
27,Brandon Aiyuk,SFO,24,WR,9,9,62,44,567,4,26,332,7.5,235,5.3,9.5,1,44,3,4.8,0,120.8
28,A.J. Brown,PHI,25,WR,9,8,73,44,725,6,31,452,10.3,273,6.2,11.1,3,14.7,5,6.8,1,115.4
