Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Justin Jefferson*,MIN,23,WR,15,15,174,123,1756,8,77,1149,9.3,607,4.9,10.1,6,20.5,5,2.9,4,108.8
2,Tyreek Hill*,MIA,28,WR,15,15,158,113,1632,7,72,1156,10.2,476,4.2,12,5,22.6,8,5.1,5,106.3
3,Stefon Diggs*,BUF,29,WR,15,15,144,101,1325,10,68,913,9,412,4.1,11,2,50.5,8,5.6,1,119.1
4,Austin Ekeler,LAC,27,RB,15,15,119,99,647,5,32,-121,-1.2,768,7.8,-0.8,10,9.9,9,7.6,0,103.3
5,Travis Kelce*,KAN,33,TE,15,15,135,97,1257,12,72,641,6.6,616,6.4,7.3,13,7.5,8,5.9,3,121.1
6,Amon-Ra St. Brown,DET,23,WR,14,14,132,96,1050,6,60,561,5.8,489,5.1,6.1,7,13.7,3,2.3,1,107.8
7,CeeDee Lamb*,DAL,23,WR,15,15,135,91,1207,8,61,779,8.6,428,4.7,10.1,6,15.2,5,3.7,4,102.9
8,Michael Pittman Jr.,IND,25,WR,14,14,128,90,854,2,45,527,5.9,327,3.6,6.8,4,22.5,5,3.9,3,83.9
9,Chris Godwin,TAM,26,WR,13,12,126,89,848,3,46,420,4.7,428,4.8,5.7,2,44.5,3,2.4,1,93.6
10,Davante Adams*,LVR,30,WR,15,15,160,88,1290,12,56,854,9.7,436,5,11.6,9,9.8,5,3.1,4,96.1
11,D.K. Metcalf,SEA,25,WR,15,15,128,86,1005,6,46,786,9.1,219,2.5,10.8,1,86,6,4.7,2,99.9
12,Diontae Johnson,PIT,26,WR,15,15,130,82,809,0,43,612,7.5,197,2.4,10.1,7,11.7,5,3.8,6,61.3
13,A.J. Brown*,PHI,25,WR,15,14,126,80,1304,10,54,846,10.6,458,5.7,11.7,6,13.3,5,4,2,118
14,Ja'Marr Chase*,CIN,22,WR,11,11,121,79,960,8,54,544,6.9,416,5.3,8.9,10,7.9,10,8.3,4,97.8
15,DeVonta Smith,PHI,24,WR,15,15,115,79,1014,7,49,631,8,383,4.8,10.1,5,15.8,7,6.1,0,116.4
16,T.J. Hockenson*,2TM,25,TE,15,13,116,78,839,6,40,460,5.9,379,4.9,7.6,6,13,6,5.2,3,94.7
