,,,,,Games,,Rushing,,,,,,,,,
28,AJ Dillon,GNB,24,RB,12,2,125,531,2,30,321,2.6,210,1.7,4,31.3
29,Devin Singletary,BUF,25,RB,11,11,124,552,3,29,371,3,181,1.5,7,17.7
30,Justin Fields,CHI,23,QB,11,11,122,834,7,55,659,5.4,175,1.4,7,17.4
31,Tyler Allgeier,ATL,22,RB,11,4,121,552,1,25,326,2.7,226,1.9,2,60.5
32,James Conner,ARI,27,RB,9,9,121,476,4,32,272,2.2,204,1.7,2,60.5
33,Raheem Mostert,MIA,30,RB,10,8,118,543,3,28,364,3.1,179,1.5,6,19.7
34,Lamar Jackson,BAL,25,QB,11,11,111,755,3,47,535,4.8,220,2,14,7.9
35,Khalil Herbert,CHI,24,RB,10,1,108,643,4,22,352,3.3,291,2.7,9,12
36,James Robinson,2TM,24,RB,10,5,106,415,3,21,279,2.6,136,1.3,6,17.7
37,Michael Carter,NYJ,23,RB,11,9,99,370,3,13,247,2.5,123,1.2,6,16.5
38,Isiah Pacheco,KAN,22,RB,11,5,97,455,2,16,258,2.7,197,2,2,48.5
39,Cordarrelle Patterson,ATL,31,RB,8,7,97,506,5,28,306,3.2,200,2.1,1,97
40,Kareem Hunt,CLE,27,RB,11,0,93,361,3,25,180,1.9,181,1.9,5,18.6
41,Melvin Gordon,DEN,29,RB,10,6,90,318,2,15,168,1.9,150,1.7,5,18
42,Latavius Murray,2TM,32,RB,7,1,87,358,4,19,197,2.3,161,1.9,4,21.8
43,Kenyan Drake,BAL,28,RB,9,5,85,392,3,18,281,3.3,111,1.3,0,
44,Cam Akers,LAR,23,RB,9,3,84,274,1,15,116,1.4,158,1.9,3,28
45,Damien Harris,NWE,25,RB,9,8,84,383,3,19,247,2.9,136,1.6,4,21
46,Marcus Mariota,ATL,29,QB,12,12,82,421,4,29,322,3.9,99,1.2,1,82
47,Josh Allen,BUF,26,QB,11,11,81,561,5,41,423,5.2,138,1.7,2,40.5
48,Breece Hall,NYJ,21,RB,7,2,80,463,4,20,332,4.2,131,1.6,3,26.7
49,Daniel Jones,NYG,25,QB,11,11,79,451,4,36,369,4.7,82,1,1,79
50,Rachaad White,TAM,23,RB,11,2,74,286,1,18,184,2.5,102,1.4,3,24.7
51,Clyde Edwards-Helaire,KAN,23,RB,10,6,71,302,3,15,134,1.9,168,2.4,3,23.7
52,Caleb Huntley,ATL,24,RB,10,0,71,347,1,18,207,2.9,140,2,0,
53,Eno Benjamin,ARI,23,RB,10,3,70,299,2,14,150,2.1,149,2.1,7,10
54,Darrell Henderson,LAR,25,RB,10,7,70,283,3,14,183,2.6,100,1.4,2,35
55,Kyler Murray,ARI,25,QB,10,10,66,415,3,23,392,5.9,23,0.3,2,33
56,Taysom Hill,NOR,32,TE,11,6,58,409,5,23,269,4.6,140,2.4,1,58
57,Rashaad Penny,SEA,26,RB,5,5,57,346,2,15,169,3,177,3.1,2,28.5
58,Mark Ingram,NOR,33,RB,9,3,55,206,1,12,126,2.3,80,1.5,4,13.8
59,Samaje Perine,CIN,27,RB,11,1,53,221,1,13,129,2.4,92,1.7,2,26.5
60,Geno Smith,SEA,32,QB,11,11,50,240,1,16,213,4.3,27,0.5,1,50
61,D'Andre Swift,DET,23,RB,8,5,50,292,3,11,191,3.8,101,2,4,12.5
62,Joe Burrow,CIN,26,QB,11,11,48,178,4,17,166,3.5,12,0.3,0,
63,Jacoby Brissett,CLE,30,QB,11,11,47,238,2,26,168,3.6,70,1.5,2,23.5
64,Javonte Williams,DEN,22,RB,4,4,47,204,0,9,94,2,110,2.3,6,7.8
65,James Cook,BUF,23,RB,11,0,46,259,1,12,145,3.2,114,2.5,0,
66,Chase Edmonds,2TM,26,RB,10,2,46,135,2,6,90,2,45,1,0,
67,Alexander Mattison,MIN,24,RB,11,0,45,160,2,11,92,2,68,1.5,6,7.5
68,Gus Edwards,BAL,27,RB,3,2,43,183,3,15,81,1.9,102,2.4,5,8.6
69,Deon Jackson,IND,23,RB,11,2,42,130,1,9,80,1.9,50,1.2,1,42
70,Patrick Mahomes,KAN,27,QB,11,11,42,274,1,18,269,6.4,5,0.1,0,
71,Chuba Hubbard,CAR,23,RB,10,1,41,176,1,11,127,3.1,49,1.2,2,20.5
72,Justice Hill,BAL,25,RB,9,0,40,223,0,10,145,3.6,78,2,7,5.7
73,Elijah Mitchell,SFO,24,RB,4,1,40,224,0,11,126,3.2,98,2.5,2,20
74,Trevor Lawrence,JAX,23,QB,11,11,39,179,3,15,156,4,23,0.6,1,39
75,Jerick McKinnon,KAN,30,RB,11,0,39,149,0,5,82,2.1,67,1.7,3,13
76,Kenneth Gainwell,PHI,23,RB,11,0,38,168,4,12,108,2.8,60,1.6,2,19
77,Jaylen Warren,PIT,24,RB,10,0,38,190,0,11,123,3.2,67,1.8,2,19
78,Justin Herbert,LAC,24,QB,11,11,36,128,0,12,121,3.4,7,0.2,0,
79,Sony Michel,LAC,27,RB,10,0,36,106,0,8,42,1.2,64,1.8,3,12
80,J.K. Dobbins,BAL,24,RB,4,4,35,123,1,10,59,1.7,64,1.8,3,11.7
81,Kenny Pickett,PIT,24,QB,8,7,35,195,3,16,169,4.8,26,0.7,0,
82,Russell Wilson,DEN,34,QB,10,10,35,137,1,10,122,3.5,15,0.4,0,
83,Matt Breida,NYG,27,RB,11,0,34,112,1,9,72,2.1,40,1.2,1,34
84,Deebo Samuel,SFO,26,WR,10,9,33,202,2,6,106,3.2,96,2.9,3,11
85,Boston Scott,PHI,27,RB,9,2,31,108,1,5,83,2.7,25,0.8,1,31
86,Justin Jackson,DET,26,RB,11,0,29,130,0,7,52,1.8,78,2.7,3,9.7
87,Curtis Samuel,WAS,26,WR,12,9,28,165,1,10,107,3.8,58,2.1,1,28
88,Mac Jones,NWE,24,QB,8,8,27,81,1,8,70,2.6,11,0.4,0,
89,Ryan Tannehill,TEN,34,QB,9,9,26,47,1,7,37,1.4,10,0.4,0,
90,Jamycal Hasty,JAX,26,RB,11,0,25,120,1,3,81,3.2,39,1.6,5,5
91,Joshua Kelley,LAC,25,RB,7,0,25,108,1,6,51,2,57,2.3,3,8.3
92,Rex Burkhead,HOU,32,RB,11,0,24,83,0,4,52,2.2,31,1.3,2,12
93,Trestan Ebner,CHI,23,RB,12,0,24,54,0,2,24,1,30,1.3,1,24
94,Zach Wilson,NYJ,23,QB,7,7,24,94,1,6,90,3.8,4,0.2,0,
95,Andy Dalton,NOR,35,QB,9,9,23,53,0,4,46,2,7,0.3,0,
96,Jimmy Garoppolo,SFO,31,QB,10,9,23,33,2,12,14,0.6,19,0.8,0,
97,Craig Reynolds,DET,26,RB,8,0,23,102,0,4,68,3,34,1.5,0,
98,Kirk Cousins,MIN,34,QB,11,11,22,49,2,7,32,1.5,17,0.8,0,
99,J.D. McKissic,WAS,29,RB,8,0,22,95,0,5,64,2.9,31,1.4,1,22
100,Jared Goff,DET,28,QB,11,11,21,42,0,3,37,1.8,5,0.2,0,
101,Taylor Heinicke,WAS,29,QB,6,6,21,61,1,4,43,2,18,0.9,1,21
102,Dontrell Hilliard,TEN,27,RB,10,1,21,143,0,4,108,5.1,35,1.7,0,
103,Keaontay Ingram,ARI,23,RB,7,0,21,52,1,3,17,0.8,35,1.7,0,
104,Zack Moss,2TM,25,RB,8,0,21,104,0,3,75,3.6,29,1.4,0,
105,Matt Ryan,IND,37,QB,10,10,21,72,1,8,62,3,10,0.5,0,
106,Darrel Williams,ARI,27,RB,6,0,21,102,1,8,77,3.7,25,1.2,0,
107,Malik Davis,DAL,24,RB,6,0,20,74,0,3,55,2.8,19,1,1,20
108,Nyheim Hines,2TM,26,RB,11,4,20,31,1,2,23,1.2,8,0.4,0,
109,Tom Brady,TAM,45,QB,11,11,19,-6,0,1,-7,-0.4,1,0.1,0,
110,Dak Prescott,DAL,29,QB,6,6,19,71,1,8,36,1.9,35,1.8,1,19
111,Carson Wentz,WAS,30,QB,6,6,19,79,0,3,62,3.3,17,0.9,1,19
112,Kyren Williams,LAR,22,RB,4,0,19,80,0,3,48,2.5,32,1.7,0,
113,Isaiah Spiller,LAC,21,RB,5,0,18,41,0,2,17,0.9,24,1.3,0,
114,Tua Tagovailoa,MIA,24,QB,9,9,18,35,0,2,35,1.9,0,0,0,
115,Malik Willis,TEN,23,QB,5,2,18,64,0,2,52,2.9,12,0.7,1,18
116,Derek Carr,LVR,31,QB,11,11,17,77,0,8,67,3.9,10,0.6,0,
117,Davis Mills,HOU,24,QB,10,10,17,38,1,4,37,2.2,1,0.1,0,
118,Bryce Perkins,LAR,26,QB,3,1,17,87,0,5,45,2.6,42,2.5,0,
119,Aaron Rodgers,GNB,39,QB,12,12,17,63,0,5,63,3.7,0,0,0,
120,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,0,2,9,0.6,28,1.8,2,8
121,Trey Lance,SFO,22,QB,2,2,16,67,0,7,50,3.1,17,1.1,2,8
122,Baker Mayfield,CAR,27,QB,7,6,16,52,1,5,44,2.8,8,0.5,0,
123,Raheem Blackshear,CAR,23,RB,8,1,15,41,1,4,24,1.6,17,1.1,1,15
124,Mike Boone,DEN,27,RB,7,0,15,82,0,4,54,3.6,28,1.9,2,7.5
125,Phillip Lindsay,IND,28,RB,3,0,15,49,0,1,30,2,19,1.3,0,
126,Malcolm Brown,LAR,29,RB,5,0,14,34,0,0,26,1.9,8,0.6,1,14
127,DeeJay Dallas,SEA,24,RB,11,0,14,67,0,4,52,3.7,15,1.1,1,14
128,Ty Johnson,NYJ,25,RB,11,0,14,92,1,2,31,2.2,61,4.4,5,2.8
129,Zonovan Knight,NYJ,21,RB,1,0,14,69,0,4,48,3.4,21,1.5,2,7
130,Avery Williams,ATL,24,RB,12,3,14,83,1,4,69,4.9,14,1,0,
131,Matthew Stafford,LAR,34,QB,9,9,13,9,1,3,3,0.2,6,0.5,1,13
132,Mitchell Trubisky,PIT,28,QB,5,4,13,29,1,3,16,1.2,13,1,1,13
133,Tevin Coleman,SFO,29,RB,4,0,12,26,1,2,13,1.1,13,1.1,0,
134,Benny Snell Jr.,PIT,24,RB,11,0,12,62,1,4,38,3.2,24,2,0,
135,Sam Ehlinger,IND,24,QB,2,2,11,54,0,3,50,4.5,4,0.4,0,
136,Dwayne Washington,NOR,28,RB,11,0,11,38,0,2,16,1.5,22,2,1,11
137,Devin Duvernay,BAL,25,WR,11,11,10,75,1,6,68,6.8,7,0.7,0,
138,Myles Gaskin,MIA,25,RB,3,0,10,26,0,2,14,1.4,12,1.2,0,
139,Hassan Haskins,TEN,23,RB,11,0,10,42,0,2,17,1.7,25,2.5,0,
140,Jordan Mason,SFO,23,RB,10,0,10,46,0,3,17,1.7,29,2.9,1,10
141,J.J. Taylor,NWE,24,RB,1,0,10,9,0,,4,0.4,5,0.5,1,10
142,Skylar Thompson,MIA,25,QB,4,1,10,14,0,1,14,1.4,0,0,0,
143,Zamir White,LVR,23,RB,10,0,10,47,0,3,26,2.6,21,2.1,0,
144,Jonathan Williams,WAS,28,RB,8,0,10,76,0,5,32,3.2,44,4.4,1,10
145,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,0,
146,Braxton Berrios,NYJ,27,WR,11,2,9,91,2,5,72,8,19,2.1,0,
147,Gary Brightwell,NYG,23,RB,11,0,9,50,1,4,38,4.2,12,1.3,0,
148,Spencer Brown,CAR,24,RB,2,0,9,43,0,1,32,3.6,11,1.2,0,
149,Chase Claypool,2TM,24,WR,12,10,9,59,0,3,45,5,14,1.6,0,
150,Darrynton Evans,CHI,24,RB,3,0,9,34,0,2,25,2.8,9,1,0,
151,Travis Homer,SEA,24,RB,7,0,9,43,0,3,28,3.1,15,1.7,0,
152,Cooper Kupp,LAR,29,WR,9,9,9,52,1,4,44,4.9,8,0.9,0,
153,Brandon Powell,LAR,27,WR,11,2,9,8,0,1,3,0.3,5,0.6,0,
154,Ronnie Rivers,LAR,23,RB,4,1,9,21,0,1,16,1.8,5,0.6,0,
155,Cooper Rush,DAL,29,QB,7,5,9,6,0,1,6,0.7,0,0,0,
156,Brandon Bolden,LVR,32,RB,10,0,8,34,0,1,30,3.8,4,0.5,0,
157,Mike Davis,BAL,29,RB,8,0,8,18,0,1,13,1.6,5,0.6,1,8
158,Ke'Shawn Vaughn,TAM,25,RB,9,0,8,21,0,1,11,1.4,10,1.3,1,8
159,CeeDee Lamb,DAL,23,WR,11,11,7,23,0,2,18,2.6,5,0.7,0,
160,Colt McCoy,ARI,36,QB,2,2,7,10,0,3,9,1.3,1,0.1,0,
161,Isaiah McKenzie,BUF,27,WR,10,7,7,42,1,3,37,5.3,5,0.7,0,
162,D.J. Moore,CAR,25,WR,12,12,7,39,0,1,26,3.7,13,1.9,0,
163,Tyreek Hill,MIA,28,WR,11,11,6,30,0,2,24,4,6,1,1,6
164,Diontae Johnson,PIT,26,WR,11,11,6,23,0,1,18,3,5,0.8,0,
165,Anthony McFarland Jr.,PIT,23,RB,1,0,6,30,0,3,16,2.7,14,2.3,1,6
166,Terry McLaurin,WAS,27,WR,12,12,6,17,0,1,13,2.2,4,0.7,0,
167,Rondale Moore,ARI,22,WR,8,8,6,-5,0,1,-7,-1.2,2,0.3,0,
168,Laviska Shenault Jr.,CAR,24,WR,8,1,6,50,1,1,48,8,2,0.3,0,
169,Steven Sims,PIT,25,WR,6,1,6,15,0,2,13,2.2,2,0.3,0,
170,P.J. Walker,CAR,27,QB,6,5,6,39,0,3,28,4.7,11,1.8,1,6
171,Jordan Wilkins,IND,28,RB,2,0,6,31,0,2,18,3,13,2.2,0,
172,Jamal Agnew,JAX,27,WR,9,0,5,29,0,2,26,5.2,3,0.6,0,
173,Alec Ingold,MIA,26,FB,11,9,5,6,1,4,2,0.4,4,0.8,0,
174,Velus Jones Jr.,CHI,25,WR,7,0,5,47,0,3,42,8.4,5,1,0,
175,Case Keenum,BUF,34,QB,2,0,5,0,0,,0,0,0,0,0,
176,Dare Ogunbowale,HOU,28,RB,11,1,5,22,1,2,17,3.4,5,1,0,
177,Brock Purdy,SFO,23,QB,3,0,5,3,0,0,0,0,3,0.6,0,
178,Patrick Ricard,BAL,28,FB,11,10,5,14,0,4,5,1,9,1.8,0,
179,Amon-Ra St. Brown,DET,23,WR,10,10,5,81,0,2,71,14.2,10,2,0,
180,Equanimeous St. Brown,CHI,26,WR,12,12,5,53,0,2,41,8.2,12,2.4,0,
181,Jameis Winston,NOR,28,QB,3,3,5,16,0,0,7,1.4,9,1.8,0,
182,Salvon Ahmed,MIA,24,RB,7,0,4,13,0,1,6,1.5,7,1.8,0,
183,Kyle Allen,HOU,26,QB,1,1,4,12,0,2,12,3,0,0,0,
184,Kendrick Bourne,NWE,27,WR,10,2,4,8,0,1,8,2,0,0,0,
185,Michael Burton,KAN,30,FB,11,0,4,7,0,2,4,1,3,0.8,0,
186,Ja'Marr Chase,CIN,22,WR,7,7,4,2,0,0,2,0.5,0,0,0,
187,Mecole Hardman,KAN,24,WR,8,5,4,31,2,3,27,6.8,4,1,1,4
188,Zander Horvath,LAC,24,FB,11,2,4,8,0,2,6,1.5,2,0.5,0,
189,D'Ernest Johnson,CLE,26,RB,9,0,4,17,0,1,5,1.3,12,3,0,
190,Julio Jones,TAM,33,WR,6,2,4,32,0,3,29,7.3,3,0.8,0,
191,Ronald Jones II,KAN,25,RB,1,0,4,12,0,1,6,1.5,6,1.5,0,
192,Kyle Juszczyk,SFO,31,FB,10,7,4,14,1,3,9,2.3,5,1.3,0,
193,Christian Kirk,JAX,26,WR,11,11,4,7,0,0,0,0,7,1.8,1,4
194,Trace McSorley,ARI,27,QB,3,0,4,26,0,1,23,5.8,3,0.8,0,
195,Kene Nwangwu,MIN,24,RB,11,0,4,1,0,,-1,-0.3,2,0.5,0,
196,Kalif Raymond,DET,28,WR,11,4,4,30,0,2,25,6.3,5,1.3,0,
197,Trevor Siemian,CHI,31,QB,2,1,4,8,0,1,8,2,0,0,0,
198,Kadarius Toney,2TM,23,WR,5,2,4,56,0,2,43,10.8,13,3.3,0,
199,Montrell Washington,DEN,23,WR,11,1,4,31,0,,11,2.8,20,5,2,2
200,Christian Watson,GNB,23,WR,9,6,4,22,1,1,22,5.5,0,0,0,
201,Derek Watt,PIT,30,FB,11,3,4,11,0,4,5,1.3,6,1.5,0,
202,Trayveon Williams,CIN,25,RB,3,0,4,25,0,1,6,1.5,19,4.8,1,4
203,Garrett Wilson,NYJ,22,WR,11,6,4,4,0,0,4,1,0,0,0,
204,Ameer Abdullah,LVR,29,RB,11,0,3,16,0,1,11,3.7,5,1.7,0,
205,Davante Adams,LVR,30,WR,11,11,3,-1,0,0,-1,-0.3,0,0,1,3
206,Brandon Allen,CIN,30,QB,1,0,3,-1,0,1,-1,-0.3,0,0,0,
207,Snoop Conner,JAX,22,RB,3,0,3,11,0,,8,2.7,3,1,0,
208,Sam Darnold,CAR,25,QB,1,1,3,3,1,1,1,0.3,2,0.7,0,
209,Joe Flacco,NYJ,37,QB,3,3,3,6,0,1,6,2,0,0,0,
210,Chris Godwin,TAM,26,WR,9,8,3,5,0,0,4,1.3,1,0.3,0,
211,Kevin Harris,NWE,22,RB,1,0,3,5,0,,3,1,2,0.7,0,
212,Chad Henne,KAN,37,QB,2,0,3,-3,0,,-3,-1,0,0,0,
213,Zay Jones,JAX,27,WR,10,9,3,21,0,1,19,6.3,2,0.7,0,
214,Elijah Moore,NYJ,22,WR,10,6,3,-8,0,0,-8,-2.7,0,0,0,
215,Gunner Olszewski,PIT,26,WR,10,1,3,27,0,1,14,4.7,13,4.3,0,
216,K.J. Osborn,MIN,25,WR,11,8,3,6,0,2,2,0.7,4,1.3,1,3
217,George Pickens,PIT,21,WR,11,6,3,24,1,2,20,6.7,4,1.3,0,
218,Brett Rypien,DEN,26,QB,1,1,3,9,0,2,8,2.7,1,0.3,0,
219,Anthony Schwartz,CLE,22,WR,10,1,3,51,1,2,51,17,0,0,0,
220,Trent Taylor,CIN,28,WR,11,1,3,18,0,,15,5,3,1,1,3
221,Tyrod Taylor,NYG,33,QB,1,0,3,30,0,3,24,8,6,2,0,
222,Tyquan Thornton,NWE,22,WR,7,3,3,16,1,1,16,5.3,0,0,0,
223,DJ Turner,LVR,25,WR,7,0,3,20,0,1,4,1.3,16,5.3,0,
224,KaVontae Turpin,DAL,26,WR,11,0,3,17,0,1,17,5.7,0,0,0,
225,Mike White,NYJ,27,QB,2,1,3,2,0,1,2,0.7,0,0,0,
226,John Wolford,LAR,27,QB,1,1,3,3,0,1,-8,-2.7,11,3.7,0,
227,Mark Andrews,BAL,27,TE,10,10,2,7,0,2,3,1.5,4,2,0,
228,Teddy Bridgewater,MIA,30,QB,4,1,2,21,0,2,20,10,1,0.5,0,
229,Treylon Burks,TEN,22,WR,7,3,2,12,0,1,6,3,6,3,0,
230,Parris Campbell,IND,25,WR,12,11,2,29,0,1,12,6,17,8.5,0,
231,Brandin Cooks,HOU,29,WR,10,10,2,7,0,0,7,3.5,0,0,0,
232,Michael Dickson,SEA,26,P,11,0,2,-18,0,,-18,-9,0,0,0,
233,Greg Dortch,ARI,24,WR,11,2,2,4,0,0,0,0,4,2,0,
234,Jahan Dotson,WAS,22,WR,7,5,2,-7,0,0,-8,-4,1,0.5,0,
235,Jeff Driskel,HOU,29,QB,2,0,2,15,0,2,15,7.5,0,0,0,
236,D'Wayne Eskridge,SEA,25,WR,10,0,2,10,0,0,9,4.5,1,0.5,0,
237,C.J. Ham,MIN,29,FB,11,1,2,6,1,2,5,2.5,1,0.5,0,
238,KJ Hamler,DEN,23,WR,7,0,2,23,0,1,13,6.5,10,5,1,2
239,Richie James,NYG,27,WR,11,2,2,6,0,0,2,1,4,2,1,2
240,Justin Jefferson,MIN,23,WR,11,11,2,13,1,2,10,5,3,1.5,0,
241,Duke Johnson,BUF,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
242,Tony Jones,2TM,25,RB,4,0,2,8,0,,6,3,2,1,0,
243,Travis Kelce,KAN,33,TE,11,11,2,5,0,1,1,0.5,4,2,0,
244,Cole Kmet,CHI,23,TE,12,12,2,9,0,1,9,4.5,0,0,0,
245,Marlon Mack,2TM,26,,3,0,2,7,0,,3,1.5,4,2,1,2
246,Jakobi Meyers,NWE,26,WR,9,8,2,9,0,2,5,2.5,4,2,0,
247,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,0,-2,-1,0,0,0,
248,Chris Moore,HOU,29,WR,10,2,2,5,0,0,4,2,1,0.5,0,
249,Breshad Perriman,TAM,29,WR,9,2,2,-7,0,0,-7,-3.5,0,0,0,
250,Dante Pettis,CHI,27,WR,12,3,2,37,0,2,37,18.5,0,0,0,
251,Wan'Dale Robinson,NYG,21,WR,6,3,2,-1,0,0,-1,-0.5,0,0,0,
252,Trey Sermon,PHI,23,RB,2,0,2,19,0,2,10,5,9,4.5,0,
253,Rashid Shaheed,NOR,24,WR,7,1,2,50,1,2,35,17.5,15,7.5,1,2
254,Durham Smythe,MIA,27,TE,10,10,2,1,1,1,0,0,1,0.5,0,
255,Jaylen Waddle,MIA,24,WR,11,11,2,17,0,0,9,4.5,8,4,0,
256,Damien Williams,ATL,30,RB,1,1,2,2,0,,0,0,2,1,0,
257,Olamide Zaccheaus,ATL,25,WR,12,9,2,7,0,1,-6,-3,13,6.5,0,
258,Brandon Aiyuk,SFO,24,WR,11,11,1,7,0,0,4,4,3,3,0,
259,Marcus Allen,PIT,26,LB,11,0,1,4,0,1,4,4,0,0,0,
260,Tutu Atwell,LAR,23,WR,7,0,1,9,0,0,7,7,2,2,0,
261,C.J. Beathard,JAX,29,QB,1,0,1,-1,0,,-1,-1,0,0,0,
262,Andrew Beck,DEN,26,FB,9,4,1,-1,0,0,-1,-1,0,0,0,
263,Daniel Bellinger,NYG,22,TE,7,6,1,2,1,1,0,0,2,2,0,
264,DeAndre Carter,LAC,29,WR,11,7,1,-5,0,0,-5,-5,0,0,0,
265,Sean Chandler,CAR,26,S,12,0,1,2,0,1,0,0,2,2,0,
266,Tyler Conklin,NYJ,27,TE,11,11,1,1,0,1,0,0,1,1,0,
267,Jaelon Darden,TAM,23,WR,11,0,1,2,0,0,2,2,0,0,0,
268,Ashtyn Davis,NYJ,26,S,10,0,1,2,0,1,1,1,1,1,0,
269,Romeo Doubs,GNB,22,WR,9,7,1,11,0,1,11,11,0,0,0,
270,Ashton Dulin,IND,25,WR,8,2,1,3,0,0,1,1,2,2,0,
271,Evan Engram,JAX,28,TE,11,8,1,0,0,0,0,0,0,0,0,
272,Gerald Everett,LAC,28,TE,10,6,1,0,0,0,0,0,0,0,0,
273,Matthias Farley,LVR,30,S,11,0,1,-3,0,,-3,-3,0,0,0,
274,Clayton Fejedelem,MIA,29,S,7,0,1,0,0,,0,0,0,0,0,
275,Demetric Felton,CLE,24,RB,5,0,1,-4,0,,-4,-4,0,0,0,
276,Jamie Gillan,NYG,25,P,11,0,1,-3,0,,-3,-3,0,0,0,
277,Marquise Goodwin,SEA,32,WR,9,1,1,7,0,0,7,7,0,0,0,
278,Kylen Granson,IND,24,TE,11,3,1,0,0,0,0,0,0,0,0,
279,Noah Gray,KAN,23,TE,11,6,1,1,1,1,1,1,0,0,0,
280,Peyton Hendershot,DAL,23,TE,11,1,1,2,1,1,2,2,0,0,0,
281,Kylin Hill,GNB,24,RB,2,0,1,7,0,1,2,2,5,5,0,
282,Kendall Hinton,DEN,25,WR,9,3,1,13,0,1,13,13,0,0,0,
283,Mack Hollins,LVR,29,WR,11,10,1,0,0,0,-8,-8,8,8,0,
284,Jordan Howard,NOR,28,RB,2,0,1,1,0,,0,0,1,1,0,
285,Robert Hunt,MIA,26,OL,11,11,1,0,0,,0,0,0,0,0,
286,Trenton Irwin,CIN,27,WR,4,1,1,11,0,1,8,8,3,3,0,
287,Jerry Jeudy,DEN,23,WR,9,9,1,1,0,1,0,0,1,1,0,
288,David Johnson,NOR,31,RB,1,0,1,-4,0,0,-4,-4,0,0,0,
289,Scott Miller,TAM,25,WR,9,1,1,8,0,0,8,8,0,0,0,
290,Gardner Minshew II,PHI,26,QB,1,0,1,-1,0,0,-1,-1,0,0,0,
291,Darnell Mooney,CHI,25,WR,12,12,1,2,0,0,0,0,2,2,0,
292,C.J. Moore,DET,27,S,5,0,1,13,0,1,13,13,0,0,0,
293,David Njoku,CLE,26,TE,9,9,1,-6,0,0,-6,-6,0,0,0,
294,Chigoziem Okonkwo,TEN,23,TE,11,5,1,-4,0,0,-4,-4,0,0,0,
295,Devine Ozigbo,DEN,26,RB,3,0,1,2,0,,2,2,0,0,0,
296,Josh Palmer,LAC,24,WR,10,9,1,4,0,1,1,1,3,3,0,
297,Zach Pascal,PHI,28,WR,11,1,1,0,0,0,0,0,0,0,0,
298,Donovan Peoples-Jones,CLE,23,WR,11,9,1,2,0,0,2,2,0,0,0,
299,Jalen Reagor,MIN,23,WR,11,0,1,17,0,1,17,17,0,0,0,
300,Armani Rogers,WAS,25,TE,10,3,1,24,0,1,0,0,24,24,0,
