Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Tyreek Hill,MIA,28,WR,10,10,106,81,1148,4,52,798,9.9,350,4.3,11.8,4,20.3,4,3.8,2,115.6
2,Stefon Diggs,BUF,29,WR,10,10,104,76,1033,8,48,705,9.3,328,4.3,11,0,,3,2.9,0,130
3,Cooper Kupp,LAR,29,WR,9,9,98,75,812,6,42,388,5.2,424,5.7,7.1,3,25,2,2,4,103.8
4,Justin Jefferson,MIN,23,WR,10,10,105,72,1093,4,45,683,9.5,410,5.7,9.9,4,18,3,2.9,4,99.4
5,Austin Ekeler,LAC,27,RB,10,10,83,69,437,4,25,-80,-1.2,517,7.5,-0.9,6,11.5,6,7.2,0,104.7
6,Travis Kelce,KAN,33,TE,10,10,94,69,855,11,53,458,6.6,397,5.8,7.2,11,6.3,6,6.4,1,135.7
7,Michael Pittman Jr.,IND,25,WR,10,10,92,67,678,1,35,407,6.1,271,4,6.6,3,22.3,3,3.3,2,88
8,Davante Adams,LVR,30,WR,10,10,112,64,925,10,40,588,9.2,337,5.3,10.6,9,7.1,6,5.4,1,110.2
9,CeeDee Lamb,DAL,23,WR,10,10,93,58,751,5,39,493,8.5,258,4.4,10.1,3,19.3,4,4.3,3,92.2
10,Amon-Ra St. Brown,DET,23,WR,9,9,78,56,594,3,31,284,5.1,310,5.5,5.8,5,11.2,3,3.8,1,101.1
11,Tyler Lockett,SEA,30,WR,10,10,71,54,640,5,32,497,9.2,143,2.6,11.2,1,54,1,1.4,3,108.9
12,Christian McCaffrey,2TM,26,RB,10,9,67,54,462,2,23,-11,-0.2,473,8.8,0.2,7,7.7,2,3,1,99.1
13,Christian Kirk,JAX,26,WR,10,10,82,52,679,7,36,455,8.8,224,4.3,8.9,2,26,3,3.7,3,102.6
14,DeVonta Smith,PHI,24,WR,10,10,70,52,559,3,29,335,6.4,224,4.3,8.6,3,17.3,3,4.3,0,111.5
15,Diontae Johnson,PIT,26,WR,10,10,86,51,456,0,22,359,7,97,1.9,10,1,51,3,3.5,5,49.4
16,Chris Olave,NOR,22,WR,10,6,83,51,760,3,34,626,12.3,134,2.6,14.7,2,25.5,3,3.6,4,83.4
17,Jaylen Waddle,MIA,24,WR,10,10,75,51,878,6,42,566,11.1,312,6.1,10.8,2,25.5,5,6.7,2,123.1
18,Amari Cooper,CLE,28,WR,10,10,81,50,698,7,39,547,10.9,151,3,11.9,0,,7,8.6,2,107.9
19,Tee Higgins,CIN,23,WR,10,9,71,50,712,3,33,492,9.8,220,4.4,10.3,2,25,3,4.2,1,110.8
20,Terry McLaurin,WAS,27,WR,11,11,80,50,792,2,34,518,10.4,274,5.5,13.4,5,10,2,2.5,1,98.5
21,A.J. Brown,PHI,25,WR,10,9,80,49,785,6,33,480,9.8,305,6.2,10.8,3,16.3,5,6.3,1,113.8
22,Mike Evans,TAM,29,WR,9,9,76,49,671,3,34,548,11.2,123,2.5,12.6,1,49,4,5.3,2,94.8
23,Mark Andrews,BAL,27,TE,9,9,72,48,551,5,32,394,8.2,157,3.3,10.3,1,48,6,8.3,2,101.1
24,Chris Godwin,TAM,26,WR,8,7,73,48,475,1,23,247,5.1,228,4.8,5.8,1,48,2,2.7,0,88.6
25,Tyler Higbee,LAR,29,TE,10,10,73,48,430,0,21,160,3.3,270,5.6,3.5,2,24,6,8.2,3,64.3
