,,,,,Games,,Rushing,,,,,,,,
87,Boston Scott,PHI,27,RB,4,0,16,45,3,28,1.8,17,1.1,1,16
88,Darrel Williams,ARI,27,RB,5,0,16,94,6,76,4.8,18,1.1,0,
89,Ryan Tannehill,TEN,34,QB,5,5,15,23,4,18,1.2,5,0.3,0,
90,Tyrion Davis-Price,SFO,22,RB,2,0,14,33,2,9,0.6,24,1.7,1,14
91,Mac Jones,NWE,24,QB,3,3,14,37,4,30,2.1,7,0.5,0,
92,Phillip Lindsay,IND,28,RB,2,0,14,47,1,29,2.1,18,1.3,0,
93,Baker Mayfield,CAR,27,QB,5,5,14,40,3,32,2.3,8,0.6,0,
94,Trestan Ebner,CHI,23,RB,6,0,13,43,2,28,2.2,15,1.2,1,13
95,Mitchell Trubisky,PIT,28,QB,5,4,13,29,3,16,1.2,13,1,1,13
96,Tevin Coleman,SFO,29,RB,3,0,12,26,2,13,1.1,13,1.1,0,
97,D'Onta Foreman,CAR,26,RB,6,0,12,37,1,20,1.7,17,1.4,0,
98,Mike Boone,DEN,27,RB,6,0,11,59,3,34,3.1,25,2.3,2,5.5
99,Derek Carr,LVR,31,QB,5,5,11,69,7,59,5.4,10,0.9,0,
100,Matt Ryan,IND,37,QB,6,6,11,9,3,7,0.6,2,0.2,0,
101,Zach Wilson,NYJ,23,QB,3,3,11,18,1,17,1.5,1,0.1,0,
102,Tom Brady,TAM,45,QB,6,6,10,-7,0,-7,-0.7,0,0,0,
103,Jimmy Garoppolo,SFO,31,QB,5,4,10,18,5,8,0.8,10,1,0,
104,Jared Goff,DET,28,QB,5,5,10,23,1,18,1.8,5,0.5,0,
105,Kirk Cousins,MIN,34,QB,6,6,9,18,3,4,0.4,14,1.6,0,
106,Hassan Haskins,TEN,23,RB,5,0,9,37,2,13,1.4,24,2.7,0,
107,Nyheim Hines,IND,26,RB,5,4,9,14,1,9,1,5,0.6,0,
108,Kenny Pickett,PIT,24,QB,3,2,9,41,4,32,3.6,9,1,0,
109,Aaron Rodgers,GNB,39,QB,6,6,9,9,1,9,1,0,0,0,
110,Cooper Rush,DAL,29,QB,6,5,9,6,1,6,0.7,0,0,0,
111,Avery Williams,ATL,24,RB,6,2,9,54,3,43,4.8,11,1.2,0,
112,Chase Claypool,PIT,24,WR,6,6,8,55,3,43,5.4,12,1.5,0,
113,Andy Dalton,NOR,35,QB,3,3,8,7,1,6,0.8,1,0.1,0,
114,Mike Davis,BAL,29,RB,6,0,8,18,1,13,1.6,5,0.6,1,8
115,Curtis Samuel,WAS,26,WR,6,5,8,51,3,31,3.9,20,2.5,1,8
116,Matthew Stafford,LAR,34,QB,6,6,8,7,2,1,0.1,6,0.8,1,8
117,Bailey Zappe,NWE,23,QB,3,2,8,1,0,1,0.1,0,0,0,
118,Brandon Bolden,LVR,32,RB,4,0,7,29,1,25,3.6,4,0.6,0,
119,Malcolm Brown,LAR,29,RB,3,0,7,15,0,9,1.3,6,0.9,1,7
120,Brandon Powell,LAR,27,WR,6,1,7,2,1,-1,-0.1,3,0.4,0,
121,DeeJay Dallas,SEA,24,RB,6,0,6,26,2,18,3,8,1.3,1,6
122,Chuba Hubbard,CAR,23,RB,6,0,6,34,3,14,2.3,20,3.3,1,6
123,Davis Mills,HOU,24,QB,5,5,6,2,0,1,0.2,1,0.2,0,
124,Elijah Mitchell,SFO,24,RB,1,1,6,41,2,28,4.7,13,2.2,1,6
125,Jonathan Williams,WAS,28,RB,5,0,6,54,3,21,3.5,33,5.5,1,6
126,Jamal Agnew,JAX,27,WR,6,0,5,29,2,26,5.2,3,0.6,0,
127,Braxton Berrios,NYJ,27,WR,6,0,5,55,3,42,8.4,13,2.6,0,
128,Devin Duvernay,BAL,25,WR,6,6,5,22,3,22,4.4,0,0,0,
129,Dontrell Hilliard,TEN,27,RB,4,0,5,22,0,17,3.4,5,1,0,
130,Justin Jackson,DET,26,RB,5,0,5,17,1,7,1.4,10,2,1,5
131,Case Keenum,BUF,34,QB,2,0,5,0,,0,0,0,0,0,
132,D.J. Moore,CAR,25,WR,6,6,5,39,1,26,5.2,13,2.6,0,
133,Jameis Winston,NOR,28,QB,3,3,5,16,0,7,1.4,9,1.8,0,
134,Gary Brightwell,NYG,23,RB,6,0,4,19,2,8,2,11,2.8,0,
135,Ja'Marr Chase,CIN,22,WR,6,6,4,2,0,2,0.5,0,0,0,
136,Myles Gaskin,MIA,25,RB,2,0,4,9,1,2,0.5,7,1.8,0,
137,Jamycal Hasty,JAX,26,RB,6,0,4,63,1,59,14.8,4,1,0,
138,Tyreek Hill,MIA,28,WR,6,6,4,18,1,14,3.5,4,1,1,4
139,Travis Homer,SEA,24,RB,3,0,4,18,2,7,1.8,11,2.8,0,
140,Alec Ingold,MIA,26,FB,6,6,4,5,3,2,0.5,3,0.8,0,
141,Diontae Johnson,PIT,26,WR,6,6,4,19,0,15,3.8,4,1,0,
142,Cooper Kupp,LAR,29,WR,6,6,4,41,3,36,9,5,1.3,0,
143,Tua Tagovailoa,MIA,24,QB,4,4,4,1,1,1,0.3,0,0,0,
144,Dwayne Washington,NOR,28,RB,5,0,4,18,2,9,2.3,9,2.3,1,4
145,Zamir White,LVR,23,RB,5,0,4,19,1,9,2.3,10,2.5,0,
146,Malik Willis,TEN,23,QB,1,0,4,16,1,12,3,4,1,0,
147,Joe Flacco,NYJ,37,QB,3,3,3,6,1,6,2,0,0,0,
148,Kevin Harris,NWE,22,RB,1,0,3,5,,3,1,2,0.7,0,
149,Zander Horvath,LAC,24,FB,6,1,3,5,1,3,1,2,0.7,0,
150,Keaontay Ingram,ARI,23,RB,1,0,3,7,,1,0.3,6,2,0,
151,Kyle Juszczyk,SFO,31,FB,6,5,3,10,2,7,2.3,3,1,0,
152,CeeDee Lamb,DAL,23,WR,6,6,3,15,1,13,4.3,2,0.7,0,
153,Terry McLaurin,WAS,27,WR,6,6,3,18,1,14,4.7,4,1.3,0,
154,Trace McSorley,ARI,27,QB,1,0,3,20,1,17,5.7,3,1,0,
155,Rondale Moore,ARI,22,WR,3,3,3,-11,0,-11,-3.7,0,0,0,
156,Equanimeous St. Brown,CHI,26,WR,6,6,3,44,1,37,12.3,7,2.3,0,
157,Tyrod Taylor,NYG,33,QB,1,0,3,30,3,24,8,6,2,0,
158,Tyquan Thornton,NWE,22,WR,2,0,3,16,1,16,5.3,0,0,0,
159,Christian Watson,GNB,23,WR,4,1,3,19,1,19,6.3,0,0,0,
160,Davante Adams,LVR,30,WR,5,5,2,0,0,0,0,0,0,1,2
161,Kendrick Bourne,NWE,27,WR,6,1,2,14,1,14,7,0,0,0,
162,Teddy Bridgewater,MIA,30,QB,4,1,2,21,2,20,10,1,0.5,0,
163,Treylon Burks,TEN,22,WR,4,2,2,12,1,6,3,6,3,0,
164,Michael Burton,KAN,30,FB,6,0,2,8,2,5,2.5,3,1.5,0,
165,Michael Dickson,SEA,26,P,6,0,2,-18,,-18,-9,0,0,0,
166,Jeff Driskel,HOU,29,QB,2,0,2,15,2,15,7.5,0,0,0,
167,Mecole Hardman,KAN,24,WR,6,4,2,3,1,-1,-0.5,4,2,1,2
168,Richie James,NYG,27,WR,6,1,2,6,0,2,1,4,2,1,2
169,Julio Jones,TAM,33,WR,2,1,2,17,2,14,7,3,1.5,0,
170,Tony Jones,2TM,25,,3,0,2,8,,6,3,2,1,0,
171,Travis Kelce,KAN,33,TE,6,6,2,5,1,1,0.5,4,2,0,
172,Christian Kirk,JAX,26,WR,6,6,2,7,0,0,0,7,3.5,1,2
173,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,-2,-1,0,0,0,
174,Elijah Moore,NYJ,22,WR,6,6,2,-4,0,-4,-2,0,0,0,
175,Gunner Olszewski,PIT,26,WR,5,0,2,18,1,8,4,10,5,0,
176,Breshad Perriman,TAM,29,WR,4,2,2,-7,0,-7,-3.5,0,0,0,
177,Dak Prescott,DAL,29,QB,1,1,2,11,1,11,5.5,0,0,0,
178,Patrick Ricard,BAL,28,FB,6,6,2,8,2,2,1,6,3,0,
179,Anthony Schwartz,CLE,22,WR,6,0,2,20,1,20,10,0,0,0,
180,Trey Sermon,PHI,23,RB,2,0,2,19,2,10,5,9,4.5,0,
181,Amon-Ra St. Brown,DET,23,WR,4,4,2,68,1,63,31.5,5,2.5,0,
182,Kadarius Toney,NYG,23,WR,2,1,2,23,1,10,5,13,6.5,0,
183,Jaylen Waddle,MIA,24,WR,6,6,2,17,0,9,4.5,8,4,0,
184,Montrell Washington,DEN,23,WR,6,0,2,28,,9,4.5,19,9.5,1,2
185,Damien Williams,ATL,30,RB,1,1,2,2,,0,0,2,1,0,
186,Brandon Aiyuk,SFO,24,WR,6,6,1,7,0,4,4,3,3,0,
187,Mark Andrews,BAL,27,TE,6,6,1,3,1,1,1,2,2,0,
188,Tutu Atwell,LAR,23,WR,5,0,1,9,0,7,7,2,2,0,
189,C.J. Beathard,JAX,29,QB,1,0,1,-1,,-1,-1,0,0,0,
190,Andrew Beck,DEN,26,FB,6,3,1,-1,0,-1,-1,0,0,0,
191,Daniel Bellinger,NYG,22,TE,6,5,1,2,1,0,0,2,2,0,
192,DeAndre Carter,LAC,29,WR,6,3,1,-5,0,-5,-5,0,0,0,
193,Tyler Conklin,NYJ,27,TE,6,6,1,1,1,0,0,1,1,0,
194,Jaelon Darden,TAM,23,WR,6,0,1,2,0,2,2,0,0,0,
195,Jahan Dotson,WAS,22,WR,4,3,1,-10,0,-10,-10,0,0,0,
196,Romeo Doubs,GNB,22,WR,6,4,1,11,1,11,11,0,0,0,
197,Ashton Dulin,IND,25,WR,5,1,1,3,0,1,1,2,2,0,
198,Evan Engram,JAX,28,TE,6,5,1,0,0,0,0,0,0,0,
199,D'Wayne Eskridge,SEA,25,WR,6,0,1,6,0,5,5,1,1,0,
200,Clayton Fejedelem,MIA,29,S,2,0,1,0,,0,0,0,0,0,
201,Demetric Felton,CLE,24,RB,3,0,1,-4,,-4,-4,0,0,0,
202,Jamie Gillan,NYG,25,P,6,0,1,-3,,-3,-3,0,0,0,
203,Chris Godwin,TAM,26,WR,4,4,1,2,0,2,2,0,0,0,
204,Noah Gray,KAN,23,TE,6,1,1,1,1,1,1,0,0,0,
205,C.J. Ham,MIN,29,FB,6,1,1,3,1,2,2,1,1,0,
206,Justin Jefferson,MIN,23,WR,6,6,1,3,1,3,3,0,0,0,
207,Jerry Jeudy,DEN,23,WR,6,6,1,1,1,0,0,1,1,0,
208,Velus Jones Jr.,CHI,25,WR,3,0,1,8,1,8,8,0,0,0,
209,Zay Jones,JAX,27,WR,5,4,1,0,0,0,0,0,0,0,
210,Jordan Mason,SFO,23,RB,6,0,1,7,,4,4,3,3,0,
211,Isaiah McKenzie,BUF,27,WR,5,4,1,6,1,5,5,1,1,0,
212,Jakobi Meyers,NWE,26,WR,4,3,1,7,1,4,4,3,3,0,
213,Scott Miller,TAM,25,WR,4,1,1,8,0,8,8,0,0,0,
214,David Njoku,CLE,26,TE,6,6,1,-6,0,-6,-6,0,0,0,
215,Chigoziem Okonkwo,TEN,23,TE,5,1,1,-4,0,-4,-4,0,0,0,
216,K.J. Osborn,MIN,25,WR,6,5,1,-1,0,-1,-1,0,0,0,
217,Devine Ozigbo,DEN,26,RB,1,0,1,2,,2,2,0,0,0,
218,Josh Palmer,LAC,24,WR,6,6,1,4,1,1,1,3,3,0,
219,Zach Pascal,PHI,28,WR,6,0,1,0,0,0,0,0,0,0,
220,Donovan Peoples-Jones,CLE,23,WR,6,4,1,2,0,2,2,0,0,0,
221,George Pickens,PIT,21,WR,6,3,1,1,0,1,1,0,0,0,
222,Brock Purdy,SFO,23,QB,1,0,1,-1,,-1,-1,0,0,0,
223,Kalif Raymond,DET,28,WR,5,0,1,3,0,3,3,0,0,0,
224,Jalen Reagor,MIN,23,WR,6,0,1,17,1,17,17,0,0,0,
225,Ronnie Rivers,LAR,23,RB,1,0,1,0,0,0,0,0,0,0,
226,Rashid Shaheed,NOR,24,WR,1,0,1,44,1,29,29,15,15,1,1
227,Laviska Shenault Jr.,CAR,24,WR,2,0,1,0,0,0,0,0,0,0,
228,Steven Sims,PIT,25,WR,2,0,1,-5,,-5,-5,0,0,0,
229,Ben Skowronek,LAR,25,WR,6,5,1,17,1,17,17,0,0,0,
230,Keith Smith,ATL,30,FB,6,2,1,2,1,0,0,2,2,0,
231,Ihmir Smith-Marsette,CHI,23,WR,6,0,1,-1,,-1,-1,0,0,0,
232,Durham Smythe,MIA,27,TE,5,5,1,1,1,0,0,1,1,0,
233,M.J. Stewart,HOU,27,DB,5,0,1,3,1,1,1,2,2,0,
234,Pierre Strong,NWE,24,RB,4,0,1,5,,3,3,2,2,0,
235,Courtland Sutton,DEN,27,WR,6,6,1,5,0,3,3,2,2,0,
236,Skylar Thompson,MIA,25,QB,2,1,1,9,1,9,9,0,0,0,
237,KaVontae Turpin,DAL,26,WR,6,0,1,3,,3,3,0,0,0,
238,Marquez Valdes-Scantling,KAN,28,WR,6,5,1,-3,0,-3,-3,0,0,1,1
239,P.J. Walker,CAR,27,QB,2,1,1,-1,0,-1,-1,0,0,0,
240,Quez Watkins,PHI,24,WR,6,2,1,-3,0,-3,-3,0,0,0,
241,Derek Watt,PIT,30,FB,6,1,1,2,1,2,2,0,0,0,
242,Cedrick Wilson Jr.,MIA,27,WR,5,0,1,8,0,1,1,7,7,1,1
243,Garrett Wilson,NYJ,22,WR,6,3,1,-2,0,-2,-2,0,0,0,
