,,,,,Games,,Rushing,,,,,,,,,
26,Jeff Wilson,2TM,27,RB,10,6,118,638,3,29,450,3.8,188,1.6,6,19.7
27,AJ Dillon,GNB,24,RB,11,2,117,467,1,27,277,2.4,190,1.6,4,29.3
28,Tyler Allgeier,ATL,22,RB,10,4,110,498,1,22,292,2.7,206,1.9,2,55
29,Jalen Hurts,PHI,24,QB,10,10,110,440,8,40,369,3.4,71,0.6,4,27.5
30,Devin Singletary,BUF,25,RB,10,10,110,480,3,24,305,2.8,175,1.6,6,18.3
31,Khalil Herbert,CHI,24,RB,10,1,108,643,4,22,352,3.3,291,2.7,9,12
32,Brian Robinson Jr.,WAS,23,RB,7,5,108,362,2,23,186,1.7,176,1.6,4,27
33,James Robinson,2TM,24,RB,10,5,106,415,3,21,279,2.6,136,1.3,6,17.7
34,D'Onta Foreman,CAR,26,RB,11,4,102,450,4,22,256,2.5,194,1.9,4,25.5
35,Lamar Jackson,BAL,25,QB,10,10,97,666,3,42,462,4.8,204,2.1,13,7.5
36,James Conner,ARI,27,RB,8,8,96,356,4,27,217,2.3,139,1.4,1,96
37,Michael Carter,NYJ,23,RB,10,8,93,349,3,13,233,2.5,116,1.2,5,18.6
38,Melvin Gordon,DEN,29,RB,10,6,90,318,2,15,168,1.9,150,1.7,5,18
39,Kareem Hunt,CLE,27,RB,10,0,88,346,3,23,170,1.9,176,2,5,17.6
40,Cordarrelle Patterson,ATL,31,RB,7,6,86,454,5,25,281,3.3,173,2,1,86
41,Kenyan Drake,BAL,28,RB,8,5,83,390,3,17,284,3.4,106,1.3,0,
42,Breece Hall,NYJ,21,RB,7,2,80,463,4,20,332,4.2,131,1.6,3,26.7
43,Damien Harris,NWE,25,RB,8,7,79,367,3,18,235,3,132,1.7,4,19.8
44,Cam Akers,LAR,23,RB,8,2,76,237,1,14,108,1.4,129,1.7,2,38
45,Daniel Jones,NYG,25,QB,10,10,76,437,4,36,361,4.8,76,1,1,76
46,Marcus Mariota,ATL,29,QB,11,11,76,372,4,26,280,3.7,92,1.2,0,
47,Isiah Pacheco,KAN,22,RB,10,4,75,386,1,14,234,3.1,152,2,1,75
48,Latavius Murray,2TM,32,RB,6,0,74,266,4,16,159,2.1,107,1.4,4,18.5
49,Josh Allen,BUF,26,QB,10,10,71,483,4,36,353,5,130,1.8,1,71
50,Clyde Edwards-Helaire,KAN,23,RB,10,6,71,302,3,15,134,1.9,168,2.4,3,23.7
51,Eno Benjamin,ARI,23,RB,10,3,70,299,2,14,150,2.1,149,2.1,7,10
52,Darrell Henderson,LAR,25,RB,10,7,70,283,3,14,183,2.6,100,1.4,2,35
53,Caleb Huntley,ATL,24,RB,9,0,70,335,1,17,195,2.8,140,2,0,
54,Rachaad White,TAM,23,RB,10,1,60,222,1,16,126,2.1,96,1.6,3,20
55,Kyler Murray,ARI,25,QB,9,9,59,359,2,19,336,5.7,23,0.4,2,29.5
56,Rashaad Penny,SEA,26,RB,5,5,57,346,2,15,169,3,177,3.1,2,28.5
57,Taysom Hill,NOR,32,TE,10,5,52,396,5,23,265,5.1,131,2.5,1,52
58,Mark Ingram,NOR,33,RB,8,3,51,196,1,11,118,2.3,78,1.5,4,12.8
59,Javonte Williams,DEN,22,RB,4,4,47,204,0,9,94,2,110,2.3,6,7.8
60,Chase Edmonds,2TM,26,RB,10,2,46,135,2,6,90,2,45,1,0,
61,Jacoby Brissett,CLE,30,QB,10,10,45,211,2,24,158,3.5,53,1.2,1,45
62,Geno Smith,SEA,32,QB,10,10,45,218,1,13,192,4.3,26,0.6,1,45
63,D'Andre Swift,DET,23,RB,7,4,45,273,3,10,175,3.9,98,2.2,2,22.5
64,James Cook,BUF,23,RB,10,0,44,255,1,12,141,3.2,114,2.6,0,
65,Deon Jackson,IND,23,RB,10,2,42,130,1,9,85,2,45,1.1,1,42
66,Alexander Mattison,MIN,24,RB,10,0,42,149,2,10,83,2,66,1.6,6,7
67,Joe Burrow,CIN,26,QB,10,10,39,146,4,15,134,3.4,12,0.3,0,
68,Justice Hill,BAL,25,RB,8,0,39,220,0,10,143,3.7,77,2,7,5.6
69,Jerick McKinnon,KAN,30,RB,10,0,39,149,0,5,82,2.1,67,1.7,3,13
70,Patrick Mahomes,KAN,27,QB,10,10,38,238,1,15,233,6.1,5,0.1,0,
71,Jaylen Warren,PIT,24,RB,10,0,38,190,0,11,123,3.2,67,1.8,2,19
72,Trevor Lawrence,JAX,23,QB,10,10,37,178,3,15,155,4.2,23,0.6,1,37
73,Sony Michel,LAC,27,RB,10,0,36,106,0,8,42,1.2,64,1.8,3,12
74,Samaje Perine,CIN,27,RB,10,0,36,163,0,9,93,2.6,70,1.9,1,36
75,J.K. Dobbins,BAL,24,RB,4,4,35,123,1,10,59,1.7,64,1.8,3,11.7
76,Elijah Mitchell,SFO,24,RB,3,1,33,189,0,10,141,4.3,48,1.5,1,33
77,Russell Wilson,DEN,34,QB,9,9,33,129,1,10,114,3.5,15,0.5,0,
78,Matt Breida,NYG,27,RB,10,0,32,106,1,8,69,2.2,37,1.2,1,32
79,Justin Herbert,LAC,24,QB,10,10,32,90,0,9,83,2.6,7,0.2,0,
80,Deebo Samuel,SFO,26,WR,9,8,31,202,2,6,109,3.5,93,3,3,10.3
81,Kenneth Gainwell,PHI,23,RB,10,0,30,129,3,9,77,2.6,52,1.7,2,15
82,Kenny Pickett,PIT,24,QB,7,6,29,163,3,14,140,4.8,23,0.8,0,
83,Boston Scott,PHI,27,RB,8,1,28,84,1,4,65,2.3,19,0.7,1,28
84,Gus Edwards,BAL,27,RB,2,1,27,131,2,9,56,2.1,75,2.8,5,5.4
85,Mac Jones,NWE,24,QB,7,7,27,81,1,8,70,2.6,11,0.4,0,
86,Justin Jackson,DET,26,RB,10,0,25,126,0,6,59,2.4,67,2.7,2,12.5
87,Rex Burkhead,HOU,32,RB,10,0,24,83,0,4,52,2.2,31,1.3,2,12
88,Trestan Ebner,CHI,23,RB,11,0,24,54,0,2,24,1,30,1.3,1,24
89,Chuba Hubbard,CAR,23,RB,9,1,24,111,1,8,75,3.1,36,1.5,1,24
90,Curtis Samuel,WAS,26,WR,11,9,24,152,1,10,99,4.1,53,2.2,1,24
91,Ryan Tannehill,TEN,34,QB,8,8,24,38,1,6,31,1.3,7,0.3,0,
92,Zach Wilson,NYJ,23,QB,7,7,24,94,1,6,90,3.8,4,0.2,0,
93,Joshua Kelley,LAC,25,RB,6,0,23,104,1,6,49,2.1,55,2.4,3,7.7
94,Craig Reynolds,DET,26,RB,8,0,23,102,0,4,68,3,34,1.5,0,
95,J.D. McKissic,WAS,29,RB,8,0,22,95,0,5,64,2.9,31,1.4,1,22
96,Kirk Cousins,MIN,34,QB,10,10,21,50,2,7,33,1.6,17,0.8,0,
97,Jared Goff,DET,28,QB,10,10,21,42,0,3,37,1.8,5,0.2,0,
98,Darrel Williams,ARI,27,RB,6,0,21,102,1,8,77,3.7,25,1.2,0,
99,Malik Davis,DAL,24,RB,5,0,20,74,0,3,55,2.8,19,1,1,20
100,Taylor Heinicke,WAS,29,QB,5,5,20,62,1,4,44,2.2,18,0.9,1,20
101,Zack Moss,2TM,25,RB,7,0,20,102,0,3,79,4,23,1.2,0,
102,Andy Dalton,NOR,35,QB,8,8,19,32,0,4,28,1.5,4,0.2,0,
103,Jimmy Garoppolo,SFO,31,QB,9,8,19,29,2,11,17,0.9,12,0.6,0,
104,Dontrell Hilliard,TEN,27,RB,9,1,19,127,0,3,93,4.9,34,1.8,0,
105,Nyheim Hines,2TM,26,RB,10,4,19,28,1,2,20,1.1,8,0.4,0,
106,Keaontay Ingram,ARI,23,RB,6,0,19,47,1,3,24,1.3,23,1.2,0,
107,Tua Tagovailoa,MIA,24,QB,8,8,19,35,0,2,35,1.8,0,0,0,
108,Carson Wentz,WAS,30,QB,6,6,19,79,0,3,62,3.3,17,0.9,1,19
109,Tom Brady,TAM,45,QB,10,10,18,-8,0,0,-9,-0.5,1,0.1,0,
110,Malik Willis,TEN,23,QB,5,2,18,64,0,2,52,2.9,12,0.7,1,18
111,Davis Mills,HOU,24,QB,10,10,17,38,1,4,37,2.2,1,0.1,0,
112,Dak Prescott,DAL,29,QB,5,5,17,67,1,8,37,2.2,30,1.8,1,17
113,Matt Ryan,IND,37,QB,9,9,17,50,1,6,44,2.6,6,0.4,0,
114,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,0,2,9,0.6,28,1.8,2,8
115,Trey Lance,SFO,22,QB,2,2,16,67,0,7,50,3.1,17,1.1,2,8
116,Baker Mayfield,CAR,27,QB,7,6,16,52,1,5,44,2.8,8,0.5,0,
117,Aaron Rodgers,GNB,39,QB,11,11,16,64,0,5,64,4,0,0,0,
118,Isaiah Spiller,LAC,21,RB,4,0,16,38,0,2,14,0.9,24,1.5,0,
119,Raheem Blackshear,CAR,23,RB,7,1,15,41,1,4,24,1.6,17,1.1,1,15
120,Mike Boone,DEN,27,RB,7,0,15,82,0,4,54,3.6,28,1.9,2,7.5
121,Derek Carr,LVR,31,QB,10,10,15,67,0,7,57,3.8,10,0.7,0,
122,Phillip Lindsay,IND,28,RB,3,0,15,49,0,1,30,2,19,1.3,0,
123,Malcolm Brown,LAR,29,RB,5,0,14,34,0,0,26,1.9,8,0.6,1,14
124,Avery Williams,ATL,24,RB,11,2,14,83,1,4,69,4.9,14,1,0,
125,DeeJay Dallas,SEA,24,RB,10,0,13,65,0,4,52,4,13,1,1,13
126,Jamycal Hasty,JAX,26,RB,10,0,13,92,1,2,77,5.9,15,1.2,1,13
127,Matthew Stafford,LAR,34,QB,9,9,13,9,1,3,3,0.2,6,0.5,1,13
128,Mitchell Trubisky,PIT,28,QB,5,4,13,29,1,3,16,1.2,13,1,1,13
129,Tevin Coleman,SFO,29,RB,4,0,12,26,1,2,13,1.1,13,1.1,0,
130,Sam Ehlinger,IND,24,QB,2,2,11,54,0,3,50,4.5,4,0.4,0,
131,Dwayne Washington,NOR,28,RB,10,0,11,38,0,2,16,1.5,22,2,1,11
132,Hassan Haskins,TEN,23,RB,10,0,10,42,0,2,17,1.7,25,2.5,0,
133,J.J. Taylor,NWE,24,RB,1,0,10,9,0,,4,0.4,5,0.5,1,10
134,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,0,
135,Spencer Brown,CAR,24,RB,2,0,9,43,0,1,32,3.6,11,1.2,0,
136,Chase Claypool,2TM,24,WR,11,9,9,59,0,3,45,5,14,1.6,0,
137,Ty Johnson,NYJ,25,RB,10,0,9,30,0,,15,1.7,15,1.7,0,
138,Cooper Kupp,LAR,29,WR,9,9,9,52,1,4,44,4.9,8,0.9,0,
139,Brandon Powell,LAR,27,WR,10,1,9,8,0,1,3,0.3,5,0.6,0,
140,Ronnie Rivers,LAR,23,RB,3,1,9,21,0,1,16,1.8,5,0.6,0,
141,Cooper Rush,DAL,29,QB,7,5,9,6,0,1,6,0.7,0,0,0,
142,Brandon Bolden,LVR,32,RB,9,0,8,34,0,1,30,3.8,4,0.5,0,
143,Mike Davis,BAL,29,RB,8,0,8,18,0,1,13,1.6,5,0.6,1,8
144,Devin Duvernay,BAL,25,WR,10,10,8,59,1,5,59,7.4,0,0,0,
145,Bryce Perkins,LAR,26,QB,2,0,8,43,0,2,17,2.1,26,3.3,0,
146,Zamir White,LVR,23,RB,9,0,8,19,0,1,6,0.8,13,1.6,0,
147,Kyren Williams,LAR,22,RB,3,0,8,45,0,2,28,3.5,17,2.1,0,
148,Braxton Berrios,NYJ,27,WR,10,1,7,82,2,4,65,9.3,17,2.4,0,
149,Travis Homer,SEA,24,RB,6,0,7,35,0,2,21,3,14,2,0,
150,Colt McCoy,ARI,36,QB,2,2,7,10,0,3,9,1.3,1,0.1,0,
151,D.J. Moore,CAR,25,WR,11,11,7,39,0,1,26,3.7,13,1.9,0,
152,Diontae Johnson,PIT,26,WR,10,10,6,23,0,1,18,3,5,0.8,0,
153,Rondale Moore,ARI,22,WR,8,8,6,-5,0,1,-7,-1.2,2,0.3,0,
154,Steven Sims,PIT,25,WR,5,1,6,15,0,2,13,2.2,2,0.3,0,
155,P.J. Walker,CAR,27,QB,6,5,6,39,0,3,28,4.7,11,1.8,1,6
156,Jordan Wilkins,IND,28,RB,2,0,6,31,0,2,18,3,13,2.2,0,
157,Jonathan Williams,WAS,28,RB,7,0,6,54,0,3,21,3.5,33,5.5,1,6
158,Jamal Agnew,JAX,27,WR,8,0,5,29,0,2,26,5.2,3,0.6,0,
159,Tyreek Hill,MIA,28,WR,10,10,5,25,0,2,21,4.2,4,0.8,1,5
160,Alec Ingold,MIA,26,FB,10,9,5,6,1,4,2,0.4,4,0.8,0,
161,Case Keenum,BUF,34,QB,2,0,5,0,0,,0,0,0,0,0,
162,CeeDee Lamb,DAL,23,WR,10,10,5,12,0,1,9,1.8,3,0.6,0,
163,Jordan Mason,SFO,23,RB,9,0,5,21,0,1,18,3.6,3,0.6,0,
164,Isaiah McKenzie,BUF,27,WR,9,6,5,35,1,3,30,6,5,1,0,
165,Terry McLaurin,WAS,27,WR,11,11,5,12,0,1,8,1.6,4,0.8,0,
166,Brock Purdy,SFO,23,QB,3,0,5,3,0,0,3,0.6,0,0,0,
167,Patrick Ricard,BAL,28,FB,10,9,5,14,0,4,5,1,9,1.8,0,
168,Laviska Shenault Jr.,CAR,24,WR,7,1,5,48,1,1,46,9.2,2,0.4,0,
169,Equanimeous St. Brown,CHI,26,WR,11,11,5,53,0,2,41,8.2,12,2.4,0,
170,Jameis Winston,NOR,28,QB,3,3,5,16,0,0,7,1.4,9,1.8,0,
171,Salvon Ahmed,MIA,24,RB,7,0,4,13,0,1,6,1.5,7,1.8,0,
172,Gary Brightwell,NYG,23,RB,10,0,4,19,1,2,8,2,11,2.8,0,
173,Michael Burton,KAN,30,FB,10,0,4,7,0,2,4,1,3,0.8,0,
174,Ja'Marr Chase,CIN,22,WR,7,7,4,2,0,0,2,0.5,0,0,0,
175,Myles Gaskin,MIA,25,RB,2,0,4,9,0,1,2,0.5,7,1.8,0,
176,Mecole Hardman,KAN,24,WR,8,5,4,31,2,3,27,6.8,4,1,1,4
177,Zander Horvath,LAC,24,FB,10,2,4,8,0,2,6,1.5,2,0.5,0,
178,D'Ernest Johnson,CLE,26,RB,8,0,4,17,0,1,5,1.3,12,3,0,
179,Kyle Juszczyk,SFO,31,FB,9,6,4,14,1,3,11,2.8,3,0.8,0,
180,Trace McSorley,ARI,27,QB,3,0,4,26,0,1,23,5.8,3,0.8,0,
181,Kene Nwangwu,MIN,24,RB,10,0,4,1,0,,-1,-0.3,2,0.5,0,
182,Kalif Raymond,DET,28,WR,10,4,4,30,0,2,25,6.3,5,1.3,0,
183,Amon-Ra St. Brown,DET,23,WR,9,9,4,74,0,1,64,16,10,2.5,0,
184,Skylar Thompson,MIA,25,QB,3,1,4,9,0,1,9,2.3,0,0,0,
185,Kadarius Toney,2TM,23,WR,5,2,4,56,0,2,43,10.8,13,3.3,0,
186,Ke'Shawn Vaughn,TAM,25,RB,8,0,4,6,0,0,1,0.3,5,1.3,1,4
187,Christian Watson,GNB,23,WR,8,5,4,22,1,1,22,5.5,0,0,0,
188,Davante Adams,LVR,30,WR,10,10,3,-1,0,0,-1,-0.3,0,0,1,3
189,Brandon Allen,CIN,30,QB,1,0,3,-1,0,1,-1,-0.3,0,0,0,
190,Kendrick Bourne,NWE,27,WR,9,2,3,15,0,1,15,5,0,0,0,
191,Joe Flacco,NYJ,37,QB,3,3,3,6,0,1,6,2,0,0,0,
192,Chris Godwin,TAM,26,WR,8,7,3,5,0,0,4,1.3,1,0.3,0,
193,Kevin Harris,NWE,22,RB,1,0,3,5,0,,3,1,2,0.7,0,
194,Chad Henne,KAN,37,QB,2,0,3,-3,0,,-3,-1,0,0,0,
195,Julio Jones,TAM,33,WR,5,2,3,17,0,2,14,4.7,3,1,0,
196,Velus Jones Jr.,CHI,25,WR,6,0,3,41,0,3,37,12.3,4,1.3,0,
197,Zay Jones,JAX,27,WR,9,8,3,21,0,1,19,6.3,2,0.7,0,
198,Christian Kirk,JAX,26,WR,10,10,3,12,0,0,5,1.7,7,2.3,1,3
199,George Pickens,PIT,21,WR,10,6,3,24,1,2,20,6.7,4,1.3,0,
200,Brett Rypien,DEN,26,QB,1,1,3,9,0,2,8,2.7,1,0.3,0,
201,Trent Taylor,CIN,28,WR,10,1,3,18,0,,15,5,3,1,1,3
202,Tyrod Taylor,NYG,33,QB,1,0,3,30,0,3,24,8,6,2,0,
203,Tyquan Thornton,NWE,22,WR,6,2,3,16,1,1,16,5.3,0,0,0,
204,DJ Turner,LVR,25,WR,6,0,3,20,0,1,4,1.3,16,5.3,0,
205,KaVontae Turpin,DAL,26,WR,10,0,3,17,0,1,17,5.7,0,0,0,
206,Montrell Washington,DEN,23,WR,10,0,3,30,0,,10,3.3,20,6.7,2,1.5
207,Derek Watt,PIT,30,FB,10,3,3,7,0,3,4,1.3,3,1,0,
208,Garrett Wilson,NYJ,22,WR,10,6,3,5,0,0,5,1.7,0,0,0,
209,John Wolford,LAR,27,QB,1,1,3,3,0,1,-8,-2.7,11,3.7,0,
210,Mark Andrews,BAL,27,TE,9,9,2,7,0,2,3,1.5,4,2,0,
211,Teddy Bridgewater,MIA,30,QB,4,1,2,21,0,2,20,10,1,0.5,0,
212,Treylon Burks,TEN,22,WR,6,3,2,12,0,1,6,3,6,3,0,
213,Parris Campbell,IND,25,WR,11,10,2,29,0,1,12,6,17,8.5,0,
214,Michael Dickson,SEA,26,P,10,0,2,-18,0,,-18,-9,0,0,0,
215,Greg Dortch,ARI,24,WR,11,2,2,4,0,0,0,0,4,2,0,
216,Jahan Dotson,WAS,22,WR,6,4,2,-7,0,0,-8,-4,1,0.5,0,
217,Jeff Driskel,HOU,29,QB,2,0,2,15,0,2,15,7.5,0,0,0,
218,D'Wayne Eskridge,SEA,25,WR,10,0,2,10,0,0,9,4.5,1,0.5,0,
219,C.J. Ham,MIN,29,FB,10,1,2,6,1,2,5,2.5,1,0.5,0,
220,KJ Hamler,DEN,23,WR,7,0,2,23,0,1,13,6.5,10,5,1,2
221,Richie James,NYG,27,WR,10,1,2,6,0,0,2,1,4,2,1,2
222,Justin Jefferson,MIN,23,WR,10,10,2,13,1,2,10,5,3,1.5,0,
223,Duke Johnson,BUF,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
224,Tony Jones,2TM,25,RB,4,0,2,8,0,,6,3,2,1,0,
225,Travis Kelce,KAN,33,TE,10,10,2,5,0,1,1,0.5,4,2,0,
226,Cole Kmet,CHI,23,TE,11,11,2,9,0,1,9,4.5,0,0,0,
227,Jakobi Meyers,NWE,26,WR,8,7,2,9,0,2,5,2.5,4,2,0,
228,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,0,-2,-1,0,0,0,
229,Chris Moore,HOU,29,WR,9,2,2,5,0,0,4,2,1,0.5,0,
230,Elijah Moore,NYJ,22,WR,9,6,2,-4,0,0,-4,-2,0,0,0,
231,Gunner Olszewski,PIT,26,WR,9,0,2,18,0,1,8,4,10,5,0,
232,K.J. Osborn,MIN,25,WR,10,8,2,1,0,1,-1,-0.5,2,1,1,2
233,Breshad Perriman,TAM,29,WR,8,2,2,-7,0,0,-7,-3.5,0,0,0,
234,Dante Pettis,CHI,27,WR,11,3,2,37,0,2,37,18.5,0,0,0,
235,Wan'Dale Robinson,NYG,21,WR,6,3,2,-1,0,0,-1,-0.5,0,0,0,
236,Anthony Schwartz,CLE,22,WR,9,1,2,20,0,1,20,10,0,0,0,
237,Trey Sermon,PHI,23,RB,2,0,2,19,0,2,10,5,9,4.5,0,
238,Durham Smythe,MIA,27,TE,9,9,2,1,1,1,0,0,1,0.5,0,
239,Jaylen Waddle,MIA,24,WR,10,10,2,17,0,0,9,4.5,8,4,0,
240,Damien Williams,ATL,30,RB,1,1,2,2,0,,0,0,2,1,0,
241,Trayveon Williams,CIN,25,RB,2,0,2,7,0,,3,1.5,4,2,0,
242,Olamide Zaccheaus,ATL,25,WR,11,8,2,7,0,1,-6,-3,13,6.5,0,
243,Brandon Aiyuk,SFO,24,WR,10,10,1,7,0,0,4,4,3,3,0,
244,Marcus Allen,PIT,26,LB,10,0,1,4,0,1,4,4,0,0,0,
245,Tutu Atwell,LAR,23,WR,6,0,1,9,0,0,7,7,2,2,0,
246,C.J. Beathard,JAX,29,QB,1,0,1,-1,0,,-1,-1,0,0,0,
247,Andrew Beck,DEN,26,FB,8,4,1,-1,0,0,-1,-1,0,0,0,
248,Daniel Bellinger,NYG,22,TE,7,6,1,2,1,1,0,0,2,2,0,
249,DeAndre Carter,LAC,29,WR,10,6,1,-5,0,0,-5,-5,0,0,0,
250,Tyler Conklin,NYJ,27,TE,10,10,1,1,0,1,0,0,1,1,0,
251,Brandin Cooks,HOU,29,WR,9,9,1,5,0,0,5,5,0,0,0,
252,Jaelon Darden,TAM,23,WR,10,0,1,2,0,0,2,2,0,0,0,
253,Ashtyn Davis,NYJ,26,S,9,0,1,2,0,1,1,1,1,1,0,
254,Romeo Doubs,GNB,22,WR,9,7,1,11,0,1,11,11,0,0,0,
255,Ashton Dulin,IND,25,WR,7,2,1,3,0,0,1,1,2,2,0,
256,Evan Engram,JAX,28,TE,10,7,1,0,0,0,0,0,0,0,0,
257,Gerald Everett,LAC,28,TE,9,6,1,0,0,0,0,0,0,0,0,
258,Matthias Farley,LVR,30,S,10,0,1,-3,0,,-3,-3,0,0,0,
259,Clayton Fejedelem,MIA,29,S,6,0,1,0,0,,0,0,0,0,0,
260,Demetric Felton,CLE,24,RB,5,0,1,-4,0,,-4,-4,0,0,0,
261,Jamie Gillan,NYG,25,P,10,0,1,-3,0,,-3,-3,0,0,0,
262,Kylen Granson,IND,24,TE,11,3,1,0,0,0,0,0,0,0,0,
263,Noah Gray,KAN,23,TE,10,5,1,1,1,1,1,1,0,0,0,
264,Kylin Hill,GNB,24,RB,2,0,1,7,0,1,2,2,5,5,0,
265,Mack Hollins,LVR,29,WR,10,9,1,0,0,0,-8,-8,8,8,0,
266,Jordan Howard,NOR,28,RB,2,0,1,1,0,,0,0,1,1,0,
267,Trenton Irwin,CIN,27,WR,3,1,1,11,0,1,8,8,3,3,0,
268,Jerry Jeudy,DEN,23,WR,9,9,1,1,0,1,0,0,1,1,0,
269,David Johnson,NOR,31,RB,1,0,1,-4,0,0,-4,-4,0,0,0,
270,Scott Miller,TAM,25,WR,8,1,1,8,0,0,8,8,0,0,0,
271,Gardner Minshew II,PHI,26,QB,1,0,1,-1,0,0,-1,-1,0,0,0,
272,Darnell Mooney,CHI,25,WR,11,11,1,2,0,0,0,0,2,2,0,
273,C.J. Moore,DET,27,S,4,0,1,13,0,1,13,13,0,0,0,
274,David Njoku,CLE,26,TE,8,8,1,-6,0,0,-6,-6,0,0,0,
275,Dare Ogunbowale,HOU,28,RB,10,0,1,8,0,1,5,5,3,3,0,
276,Chigoziem Okonkwo,TEN,23,TE,10,5,1,-4,0,0,-4,-4,0,0,0,
277,Devine Ozigbo,DEN,26,RB,2,0,1,2,0,,2,2,0,0,0,
278,Josh Palmer,LAC,24,WR,9,8,1,4,0,1,1,1,3,3,0,
279,Zach Pascal,PHI,28,WR,10,1,1,0,0,0,0,0,0,0,0,
280,Donovan Peoples-Jones,CLE,23,WR,10,8,1,2,0,0,2,2,0,0,0,
281,Jalen Reagor,MIN,23,WR,10,0,1,17,0,1,17,17,0,0,0,
282,Armani Rogers,WAS,25,TE,10,3,1,24,0,1,0,0,24,24,0,
283,Rashid Shaheed,NOR,24,WR,6,1,1,44,1,1,29,29,15,15,1,1
284,Ben Skowronek,LAR,25,WR,10,7,1,17,1,1,17,17,0,0,0,
285,Jonnu Smith,NWE,27,TE,9,5,1,5,0,1,5,5,0,0,0,
286,Keith Smith,ATL,30,FB,11,3,1,2,0,1,0,0,2,2,0,
287,Ihmir Smith-Marsette,CHI,23,WR,6,0,1,-1,0,,-1,-1,0,0,0,
288,M.J. Stewart,HOU,27,DB,10,0,1,3,0,1,1,1,2,2,0,
289,Pierre Strong,NWE,24,RB,8,0,1,5,0,,3,3,2,2,0,
290,Courtland Sutton,DEN,27,WR,10,10,1,5,0,0,3,3,2,2,0,
291,Marquez Valdes-Scantling,KAN,28,WR,10,6,1,-3,0,0,-3,-3,0,0,1,1
292,Quez Watkins,PHI,24,WR,10,4,1,-3,0,0,-3,-3,0,0,0,
293,Cedrick Wilson Jr.,MIA,27,WR,9,0,1,8,0,0,1,1,7,7,1,1
