Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Tyreek Hill,MIA,28,WR,11,11,115,87,1233,4,56,854,9.8,379,4.4,11.7,4,21.8,5,4.3,2,114.1
2,Stefon Diggs,BUF,29,WR,11,11,119,84,1110,9,54,762,9.1,348,4.1,10.6,1,84,6,5,1,121.5
3,Justin Jefferson,MIN,23,WR,11,11,116,81,1232,5,50,782,9.7,450,5.6,9.9,4,20.3,3,2.6,4,104.5
4,Austin Ekeler,LAC,27,RB,11,11,98,80,497,5,28,-95,-1.2,592,7.4,-0.8,7,11.4,7,7.1,0,104.8
5,Cooper Kupp,LAR,29,WR,9,9,98,75,812,6,42,388,5.2,424,5.7,7.1,3,25,2,2,4,103.8
6,Michael Pittman Jr.,IND,25,WR,11,11,103,74,739,2,39,458,6.2,281,3.8,6.5,4,18.5,4,3.9,3,86.2
7,Travis Kelce,KAN,33,TE,11,11,102,73,912,12,56,490,6.7,422,5.8,7.1,11,6.6,6,5.9,2,130
8,Davante Adams,LVR,30,WR,11,11,123,71,999,10,44,642,9,357,5,10.7,9,7.9,6,4.9,2,104.4
9,Amon-Ra St. Brown,DET,23,WR,10,10,88,65,716,4,38,367,5.6,349,5.4,6.1,6,10.8,3,3.4,1,108
10,CeeDee Lamb,DAL,23,WR,11,11,104,64,857,5,44,578,9,279,4.4,10.6,3,21.3,4,3.8,4,87.7
11,Chris Godwin,TAM,26,WR,9,8,86,60,585,2,29,290,4.8,295,4.9,5.8,1,60,2,2.3,0,96.3
12,D.K. Metcalf,SEA,25,WR,11,11,92,59,671,4,32,512,8.7,159,2.7,10.6,0,,6,6.5,1,95.9
13,Zay Jones,JAX,27,WR,10,9,79,58,562,1,32,367,6.3,195,3.4,7.9,1,58,4,5.1,1,91.9
14,Christian McCaffrey,2TM,26,RB,11,10,73,58,479,2,24,-9,-0.2,488,8.4,0.5,7,8.3,3,4.1,1,97.4
15,Amari Cooper,CLE,28,WR,11,11,93,57,792,7,43,605,10.6,187,3.3,12.4,2,28.5,8,8.6,2,104.8
16,Tee Higgins,CIN,23,WR,11,10,80,57,826,4,38,600,10.5,226,4,10.8,2,28.5,4,5,1,115.9
17,Tyler Lockett,SEA,30,WR,11,11,78,57,708,6,34,541,9.5,167,2.9,11.3,1,57,1,1.3,4,105.1
18,Diontae Johnson,PIT,26,WR,11,11,94,56,505,0,25,392,7,113,2,9.7,1,56,3,3.2,5,52
19,Christian Kirk,JAX,26,WR,11,11,91,56,725,7,38,483,8.6,242,4.3,8.7,3,18.7,4,4.4,3,98.5
20,Chris Olave,NOR,22,WR,11,7,92,56,822,3,37,674,12,148,2.6,14.5,2,28,4,4.3,4,82.8
21,DeVonta Smith,PHI,24,WR,11,11,79,56,609,3,31,373,6.7,236,4.2,8.6,3,18.7,5,6.3,0,105.9
22,Jaylen Waddle,MIA,24,WR,11,11,85,56,963,6,46,635,11.3,328,5.9,11.4,2,28,7,8.2,2,117.9
23,Terry McLaurin,WAS,27,WR,12,12,86,54,840,2,38,559,10.4,281,5.2,13.3,5,10.8,2,2.3,1,98
24,Adam Thielen,MIN,32,WR,11,11,77,54,553,3,35,434,8,119,2.2,9.4,0,,0,0,2,92.6
25,A.J. Brown,PHI,25,WR,11,10,86,53,831,7,36,502,9.5,329,6.2,10.6,4,13.3,6,7,1,116
26,Mark Andrews,BAL,27,TE,10,10,79,52,601,5,34,429,8.3,172,3.3,10.5,1,52,7,8.9,2,99.2
27,T.J. Hockenson,2TM,25,TE,11,11,77,52,587,4,28,302,5.8,285,5.5,6.7,4,13,5,6.5,3,91.2
28,Courtland Sutton,DEN,27,WR,11,11,88,52,688,1,32,547,10.5,141,2.7,11.8,1,52,7,8,3,73.5
29,Brandon Aiyuk,SFO,24,WR,11,11,74,51,652,6,30,382,7.5,270,5.3,9.3,2,25.5,3,4.1,0,123.3
30,Mike Evans,TAM,29,WR,10,10,85,51,702,3,35,565,11.1,137,2.7,12.8,1,51,4,4.7,2,88.5
