Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Tyreek Hill,MIA,28,WR,13,13,139,100,1460,6,64,1002,10,458,4.6,12.1,5,20,7,5,4,108.2
2,Justin Jefferson,MIN,23,WR,13,13,142,99,1500,6,62,991,10,509,5.1,10.6,5,19.8,5,3.5,4,106.5
3,Stefon Diggs,BUF,29,WR,13,13,133,94,1239,10,62,839,8.9,400,4.3,10.8,2,47,7,5.3,1,121.7
4,Austin Ekeler,LAC,27,RB,13,13,112,93,623,5,32,-123,-1.3,746,8,-0.9,9,10.3,8,7.1,0,104.7
5,Davante Adams,LVR,30,WR,13,13,142,82,1247,12,54,838,10.2,409,5,11.7,9,9.1,6,4.2,3,106.2
6,Amon-Ra St. Brown,DET,23,WR,12,12,109,82,898,6,50,486,5.9,412,5,6.2,6,13.7,3,2.8,1,113.6
7,Travis Kelce,KAN,33,TE,13,13,117,81,1039,12,61,525,6.5,514,6.3,7.1,12,6.8,8,6.8,3,120.3
8,Michael Pittman Jr.,IND,25,WR,12,12,107,76,755,2,40,458,6,297,3.9,6.5,4,19,4,3.7,3,85.2
9,Cooper Kupp,LAR,29,WR,9,9,98,75,812,6,42,390,5.2,422,5.6,7.2,3,25,2,2,4,103.8
10,CeeDee Lamb,DAL,23,WR,13,13,117,74,961,6,50,613,8.3,348,4.7,10.1,5,14.8,4,3.4,4,91.9
11,Chris Godwin,TAM,26,WR,11,10,108,73,702,2,37,356,4.9,346,4.7,5.7,2,36.5,3,2.8,1,87.8
12,D.K. Metcalf,SEA,25,WR,13,13,110,72,869,6,41,673,9.3,196,2.7,11.2,0,,6,5.5,2,100.2
13,Tyler Lockett,SEA,30,WR,13,13,99,71,896,8,44,655,9.2,241,3.4,10.8,1,71,1,1,5,105.5
14,Zay Jones,JAX,27,WR,12,11,98,68,655,2,37,448,6.6,207,3,8.3,1,68,7,7.1,1,90.3
15,Christian McCaffrey,2TM,26,RB,13,12,86,68,593,4,30,48,0.7,545,8,1.3,7,9.7,4,4.7,1,106.1
16,Diontae Johnson,PIT,26,WR,13,13,113,67,647,0,33,498,7.4,149,2.2,10.4,1,67,5,4.4,6,53.2
