Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Justin Jefferson*,MIN,23,WR,16,16,179,124,1771,8,78,1163,9.4,608,4.9,10.2,6,20.7,5,2.8,5,104.3
2,Tyreek Hill*,MIA,28,WR,16,16,165,117,1687,7,75,1206,10.3,481,4.1,12.3,5,23.4,8,4.8,6,102.8
3,Travis Kelce*,KAN,33,TE,16,16,145,104,1300,12,76,663,6.4,637,6.1,7.3,13,8,8,5.5,3,118.2
4,Austin Ekeler,LAC,27,RB,16,16,123,103,686,5,34,-119,-1.2,805,7.8,-0.8,11,9.4,9,7.3,0,103.5
5,CeeDee Lamb*,DAL,23,WR,16,16,149,102,1307,8,65,827,8.1,480,4.7,10,9,11.3,5,3.4,4,102.4
6,Stefon Diggs*,BUF,29,WR,15,15,144,101,1325,10,70,913,9,412,4.1,11,2,50.5,8,5.6,1,119.1
7,Amon-Ra St. Brown,DET,23,WR,15,15,137,100,1112,6,64,607,6.1,505,5.1,6.3,7,14.3,3,2.2,1,108.3
8,Chris Godwin,TAM,26,WR,14,12,135,98,968,3,51,471,4.8,497,5.1,5.7,4,24.5,3,2.2,1,96.8
9,Michael Pittman Jr.,IND,25,WR,15,15,136,96,895,3,49,560,5.8,335,3.5,6.9,4,24,5,3.7,3,86.5
10,Davante Adams*,LVR,30,WR,16,16,171,95,1443,14,60,963,10.1,480,5.1,11.8,9,10.6,6,3.5,6,96.2
11,DeVonta Smith,PHI,24,WR,16,16,128,88,1129,7,54,689,7.8,440,5,10.1,5,17.6,8,6.3,0,114.4
12,D.K. Metcalf,SEA,25,WR,16,16,133,87,1008,6,46,792,9.1,216,2.5,11.1,1,87,6,4.5,2,96.9
13,T.J. Hockenson*,2TM,25,TE,16,13,128,85,898,6,43,506,6,392,4.6,7.6,6,14.2,7,5.5,4,89.3
14,A.J. Brown*,PHI,25,WR,16,15,135,84,1401,11,55,887,10.6,514,6.1,11.8,6,14,5,3.7,3,115.1
15,Diontae Johnson,PIT,26,WR,16,16,137,84,844,0,44,629,7.5,215,2.6,10.2,7,12,5,3.6,6,60.6
16,Christian McCaffrey,2TM,26,RB,16,15,105,82,707,4,34,48,0.6,659,8,1.2,8,10.3,5,4.8,1,103.5
17,Tyler Lockett,SEA,30,WR,15,15,110,80,979,8,47,715,8.9,264,3.3,10.4,1,80,2,1.8,5,105.1
18,Ja'Marr Chase*,CIN,22,WR,11,11,121,79,960,8,54,543,6.9,417,5.3,8.9,10,7.9,10,8.3,4,97.8
19,Zay Jones,JAX,27,WR,15,14,115,78,802,5,44,526,6.7,276,3.5,8.6,2,39,12,10.4,2,94.9
20,Christian Kirk,JAX,26,WR,16,16,125,78,1009,7,51,649,8.3,360,4.6,8.8,5,15.6,6,4.8,4,93
21,Mike Evans,TAM,29,WR,15,15,127,77,1124,6,53,908,11.8,216,2.8,13,2,38.5,4,3.1,6,85.5
22,Amari Cooper,CLE,28,WR,16,16,129,76,1109,9,60,799,10.5,310,4.1,12,4,19,12,9.3,3,100.6
23,JuJu Smith-Schuster,KAN,26,WR,15,13,99,76,898,3,46,444,5.8,454,6,7.3,3,25.3,6,6.1,3,101.3
24,Cooper Kupp,LAR,29,WR,9,9,98,75,812,6,42,390,5.2,422,5.6,7.2,3,25,2,2,4,103.8
25,Brandon Aiyuk,SFO,24,WR,16,16,109,74,956,8,44,577,7.8,379,5.1,9.7,3,24.7,7,6.4,1,115.8
26,Terry McLaurin*,WAS,27,WR,16,16,114,74,1117,4,53,736,9.9,381,5.1,12.8,7,10.6,2,1.8,2,101.4
27,Garrett Wilson,NYJ,22,WR,16,11,130,74,1014,4,51,652,8.8,362,4.9,10.4,8,9.3,5,3.8,1,89.1
28,Mark Andrews*,BAL,27,TE,15,15,113,73,847,5,48,604,8.3,243,3.3,9.8,1,73,8,7.1,3,90.8
29,Tee Higgins,CIN,23,WR,15,13,102,73,1022,7,47,736,10.1,286,3.9,10.5,2,36.5,6,5.9,1,122.3
30,Leonard Fournette,TAM,27,RB,15,9,82,72,519,3,26,-37,-0.5,556,7.7,-0.6,13,5.5,4,4.9,0,105.2
31,Jaylen Waddle,MIA,24,WR,16,16,112,70,1312,8,57,816,11.7,496,7.1,12,4,17.5,7,6.3,2,119.3
32,Evan Engram,JAX,28,TE,16,13,94,69,739,4,31,293,4.2,446,6.5,6.4,5,13.8,5,5.3,0,110.2
33,Tyler Higbee,LAR,29,TE,16,16,101,68,587,3,30,211,3.1,376,5.5,3.3,3,22.7,7,6.9,3,79.9
34,Josh Palmer,LAC,24,WR,15,11,101,68,730,3,37,502,7.4,228,3.4,8.9,1,68,5,5,2,90
35,Adam Thielen,MIN,32,WR,16,16,104,68,708,5,44,556,8.2,152,2.2,9.8,1,68,2,1.9,3,88.9
36,Chris Olave,NOR,22,WR,14,9,107,67,982,3,46,800,11.9,182,2.7,14.3,2,33.5,5,4.7,5,82.4
37,Marquise Brown,ARI,25,WR,11,10,103,66,702,3,33,473,7.2,229,3.5,10.8,1,66,4,3.9,5,73.4
38,Drake London,ATL,21,WR,16,14,109,66,746,4,43,549,8.3,197,3,9.7,1,66,3,2.8,3,81.8
39,DeAndre Hopkins,ARI,30,WR,9,9,96,64,717,3,35,552,8.6,165,2.6,10.2,1,64,5,5.2,3,86.2
40,Jakobi Meyers,NWE,26,WR,13,12,89,64,771,5,35,556,8.7,215,3.4,10.1,1,64,4,4.5,0,116.8
41,Rhamondre Stevenson,NWE,24,RB,16,7,82,64,393,1,13,-61,-1,454,7.1,-0.1,11,5.8,6,7.3,0,90.7
42,Pat Freiermuth,PIT,24,TE,15,8,96,63,732,2,37,440,7,292,4.6,8.3,6,10.5,4,4.2,4,78.1
43,Curtis Samuel,WAS,26,WR,16,11,91,63,658,4,36,370,5.9,288,4.6,6.8,8,7.9,5,5.5,2,95.4
44,Jerry Jeudy,DEN,23,WR,14,13,94,62,818,6,38,454,7.3,364,5.9,10.5,3,20.7,5,5.3,2,105.7
45,D.J. Moore,CAR,25,WR,16,16,114,62,878,7,43,697,11.2,181,2.9,12.4,4,15.5,5,4.4,3,89
46,Courtland Sutton,DEN,27,WR,14,14,102,61,796,1,37,646,10.6,150,2.5,12.1,1,61,9,8.8,4,71.4
47,Donovan Peoples-Jones,CLE,23,WR,16,13,92,59,797,3,32,632,10.7,165,2.8,11.5,1,59,2,2.2,1,98
48,Mike Williams,LAC,28,WR,12,12,88,59,863,4,38,561,9.5,302,5.1,12.2,0,,1,1.1,2,104.5
49,Keenan Allen,LAC,30,WR,9,9,78,58,650,2,32,433,7.5,217,3.7,8.6,1,58,2,2.6,2,96.6
50,Saquon Barkley*,NYG,25,RB,16,16,76,57,338,0,10,-96,-1.7,434,7.6,-0.2,3,19,6,7.9,1,77.6
51,Parris Campbell,IND,25,WR,16,15,82,57,581,3,30,310,5.4,271,4.8,6.1,5,11.4,4,4.9,5,76.3
52,Richie James,NYG,27,WR,16,4,70,57,569,4,29,393,6.9,176,3.1,7.2,1,57,3,4.3,0,119.6
53,Tyler Conklin,NYJ,27,TE,16,15,83,56,539,3,24,249,4.4,290,5.2,6.7,2,28,4,4.8,2,87.4
54,Aaron Jones,GNB,28,RB,16,16,68,56,375,5,19,-47,-0.8,422,7.5,-0.1,1,56,6,8.8,0,114.2
55,Alvin Kamara,NOR,27,RB,14,12,75,56,487,2,17,32,0.6,455,8.1,1.1,4,14,5,6.7,0,100.2
56,George Kittle*,SFO,29,TE,14,14,80,56,736,9,33,364,6.5,372,6.6,6.7,4,14,2,2.5,2,125.8
57,Allen Lazard,GNB,27,WR,14,14,94,56,747,5,42,514,9.2,233,4.2,12.6,1,56,5,5.3,5,80.4
58,Gerald Everett,LAC,28,TE,15,10,82,55,547,3,27,228,4.1,319,5.8,5.9,5,11,7,8.5,2,87.8
59,Mack Hollins,LVR,29,WR,16,15,91,55,675,4,33,489,8.9,186,3.4,12.7,2,27.5,5,5.5,2,88.9
60,Joe Mixon,CIN,26,RB,13,13,70,55,400,2,16,-23,-0.4,423,7.7,-0.2,6,9.2,3,4.3,0,100
61,K.J. Osborn,MIN,25,WR,16,9,84,55,533,5,28,280,5.1,253,4.6,7.8,3,18.3,2,2.4,2,93
62,Jerick McKinnon,KAN,30,RB,16,0,68,54,512,8,27,-28,-0.5,540,10,0.7,4,13.5,3,4.4,1,131.1
63,David Njoku,CLE,26,TE,13,13,75,54,586,3,32,261,4.8,325,6,6.5,2,27,3,4,1,102.4
64,Deebo Samuel,SFO,26,WR,12,11,91,54,612,2,24,147,2.7,465,8.6,4.5,12,4.5,9,9.9,3,73.1
65,Tyler Boyd,CIN,28,WR,15,13,75,53,711,5,39,481,9.1,230,4.3,9.3,2,26.5,3,4,5,94.9
66,Dalton Schultz,DAL,26,TE,14,14,80,53,544,5,26,346,6.5,198,3.7,7,5,10.6,5,6.3,5,80.4
67,Brandin Cooks,HOU,29,WR,12,12,87,52,593,2,24,409,7.9,184,3.5,10.2,1,52,5,5.7,4,68.8
68,Josh Jacobs*,LVR,24,RB,16,16,61,51,395,0,16,29,0.6,366,7.2,0.6,2,25.5,3,4.9,0,93.6
69,Robert Tonyan,GNB,28,TE,16,3,64,50,441,2,19,216,4.3,225,4.5,5.7,2,25,1,1.6,2,92.8
70,Rachaad White,TAM,23,RB,16,7,58,50,290,2,13,-19,-0.4,309,6.2,-0.3,3,16.7,2,3.4,0,99
71,Dallas Goedert,PHI,27,TE,11,11,62,49,656,3,37,269,5.5,387,7.9,6.4,2,24.5,1,1.6,0,126.9
72,George Pickens,PIT,21,WR,16,11,78,49,729,3,35,630,12.9,99,2,14,5,9.8,3,3.8,0,106.2
73,Robert Woods,TEN,30,WR,16,14,86,49,487,2,29,343,7,144,2.9,7.8,0,,4,4.7,3,66.4
74,Greg Dortch,ARI,24,WR,15,4,60,48,437,2,18,169,3.5,268,5.6,5.2,2,24,0,0,0,108.1
75,Russell Gage,TAM,26,WR,12,4,64,48,411,4,29,249,5.2,162,3.4,5.5,1,48,3,4.7,0,112.2
76,Hayden Hurst,CIN,29,TE,12,12,63,48,400,2,23,224,4.7,176,3.7,5.5,5,9.6,1,1.6,1,96
77,Zach Ertz,ARI,32,TE,10,10,69,47,406,4,24,276,5.9,130,2.8,7.9,2,23.5,3,4.3,1,96.6
78,James Conner,ARI,27,RB,13,13,58,46,300,1,13,-76,-1.7,376,8.2,-0.8,6,7.7,7,12.1,1,86.8
79,Noah Fant,SEA,25,TE,16,15,59,46,466,4,24,248,5.4,218,4.7,6.6,0,,1,1.7,0,122.2
80,Antonio Gibson,WAS,24,RB,15,6,58,46,353,2,18,56,1.2,297,6.5,1.2,5,9.2,3,5.2,1,96.3
81,Cole Kmet,CHI,23,TE,16,16,64,46,487,6,23,253,5.5,234,5.1,6.9,2,23,2,3.1,4,98.9
82,Dawson Knox,BUF,26,TE,14,14,63,46,504,5,24,321,7,183,4,8.1,3,15.3,4,6.3,3,102.9
83,Chris Moore,HOU,29,WR,15,6,68,46,526,2,22,263,5.7,263,5.7,8.2,2,23,2,2.9,2,88.2
84,Demarcus Robinson,BAL,28,WR,16,4,66,46,434,2,21,301,6.5,133,2.9,9.3,1,46,2,3,3,78.7
85,Darius Slayton,NYG,25,WR,15,11,71,46,724,2,30,462,10,262,5.7,12.5,2,23,7,9.9,2,96.2
86,Gabriel Davis,BUF,23,WR,14,14,83,45,797,7,33,651,14.5,146,3.2,15.2,0,,7,8.4,5,90.3
87,Chase Claypool,2TM,24,WR,14,11,73,44,422,1,22,279,6.3,143,3.3,9.3,2,22,4,5.5,2,69.5
88,Marvin Jones,JAX,32,WR,15,10,75,44,500,3,28,415,9.4,85,1.9,13.1,0,,4,5.3,2,81
89,DeAndre Carter,LAC,29,WR,16,7,60,43,495,3,27,316,7.3,179,4.2,8.5,0,,2,3.3,1,105.9
90,Kalif Raymond,DET,28,WR,16,6,58,43,550,0,22,340,7.9,210,4.9,9.9,2,21.5,0,0,0,103.4
91,Noah Brown,DAL,26,WR,15,13,68,42,545,3,24,421,10,124,3,10.4,4,10.5,6,8.8,3,83.3
92,Romeo Doubs,GNB,22,WR,12,7,65,42,425,3,20,229,5.5,196,4.7,9.3,0,,7,10.8,0,98.6
93,Juwan Johnson,NOR,26,TE,15,11,64,41,487,7,24,311,7.6,176,4.3,8.9,1,41,3,4.7,2,110.6
94,Rondale Moore,ARI,22,WR,8,8,56,41,414,1,16,133,3.2,281,6.9,5.5,5,8.2,6,10.7,0,99.9
95,Cade Otton,TAM,23,TE,15,10,64,41,386,2,18,212,5.2,174,4.2,4.9,2,20.5,5,7.8,0,91
96,D'Andre Swift,DET,23,RB,13,8,63,41,328,3,15,-39,-1,367,9,0.9,2,20.5,3,4.8,0,93.9
97,Najee Harris,PIT,24,RB,16,16,52,40,219,3,15,20,0.5,199,5,1.8,3,13.3,3,5.8,0,103
98,Isaiah McKenzie,BUF,27,WR,14,7,62,40,404,4,26,283,7.1,121,3,9,0,,5,8.1,2,91.1
99,Darnell Mooney,CHI,25,WR,12,12,61,40,493,2,20,329,8.2,164,4.1,12,2,20,2,3.3,2,87.7
100,Michael Carter,NYJ,23,RB,15,9,51,39,287,0,12,18,0.5,269,6.9,0.6,3,13,2,3.9,0,89.3
101,Tony Pollard*,DAL,25,RB,15,4,54,39,371,3,18,24,0.6,347,8.9,1.3,2,19.5,3,5.6,0,109.4
102,Ben Skowronek,LAR,25,WR,14,11,61,39,376,0,16,239,6.1,137,3.5,7.9,0,,2,3.3,2,67.4
103,Marquez Valdes-Scantling,KAN,28,WR,16,10,75,39,660,2,30,515,13.2,145,3.7,13.7,0,,5,6.7,1,85.4
104,Dalvin Cook,MIN,27,RB,16,16,55,38,295,2,16,-37,-1,332,8.7,-0.5,4,9.5,5,9.1,0,94.1
105,Michael Gallup,DAL,26,WR,13,10,68,38,414,4,24,308,8.1,106,2.8,11.1,0,,6,8.8,4,69.1
106,Alec Pierce,IND,22,WR,15,11,74,38,551,2,25,441,11.6,110,2.9,11.7,0,,3,4.1,2,73.6
107,Nico Collins,HOU,23,WR,10,7,66,37,481,2,21,318,8.6,163,4.4,11.3,3,12.3,1,1.5,1,83
108,Devin Duvernay*,BAL,25,WR,14,13,49,37,407,3,19,251,6.8,156,4.2,9,0,,1,2,1,111.5
109,Isaiah Hodgins,2TM,24,WR,10,5,48,37,392,4,24,304,8.2,88,2.4,9.1,2,18.5,0,0,1,119.4
110,Austin Hooper,TEN,28,TE,16,2,56,37,406,2,24,280,7.6,126,3.4,7.9,1,37,1,1.8,0,99.3
111,Samaje Perine,CIN,27,RB,15,2,50,37,283,4,11,-35,-0.9,318,8.6,0.2,5,7.4,5,10,0,114
112,Josh Reynolds,DET,27,WR,13,11,57,37,463,3,24,348,9.4,115,3.1,11.9,0,,3,5.3,1,100.3
113,Devin Singletary,BUF,25,RB,15,15,51,37,277,1,15,20,0.5,257,6.9,0.2,2,18.5,6,11.8,0,91.7
114,Logan Thomas,WAS,31,TE,13,12,58,37,307,1,15,187,5.1,120,3.2,7.2,0,,1,1.7,2,68.7
115,Rex Burkhead,HOU,32,RB,15,0,49,36,203,1,8,-1,0,204,5.7,1.2,1,36,1,2,1,78.9
116,Elijah Moore,NYJ,22,WR,15,8,64,36,435,1,21,320,8.9,115,3.2,11.6,2,18,2,3.1,1,76
117,Christian Watson,GNB,23,WR,13,10,60,36,507,7,23,267,7.4,240,6.7,13.3,3,12,4,6.7,0,126.2
118,Olamide Zaccheaus,ATL,25,WR,16,12,54,36,496,2,23,321,8.9,175,4.9,11.7,3,12,0,0,0,108.3
119,Hunter Henry,NWE,28,TE,16,13,52,35,467,2,21,276,7.9,191,5.5,7.7,0,,3,5.8,0,108.4
120,Will Dissly,SEA,26,TE,15,15,38,34,349,3,20,165,4.9,184,5.4,5.4,2,17,2,5.3,0,131.2
121,Jauan Jennings,SFO,25,WR,15,4,54,34,406,1,23,233,6.9,173,5.1,8.4,3,11.3,6,11.1,3,68.9
122,David Montgomery,CHI,25,RB,15,15,40,34,316,1,10,33,1,283,8.3,1.3,6,5.7,1,2.5,1,97.5
123,Jordan Akins,HOU,30,TE,14,3,46,33,425,3,20,179,5.4,246,7.5,6.2,1,33,3,6.5,0,122.1
124,Greg Dulcich,DEN,22,TE,10,6,55,33,411,2,18,256,7.8,155,4.7,11.3,1,33,2,3.6,3,72.6
125,Travis Etienne,JAX,23,RB,16,11,43,33,299,0,14,-42,-1.3,341,10.3,0.2,0,,3,7,0,95
