Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Tyreek Hill,MIA,28,WR,7,7,78,57,773,2,34,503,8.8,270,4.7,10.7,4,14.3,3,3.8,2,102.1
2,Cooper Kupp,LAR,29,WR,6,6,72,56,607,4,34,290,5.2,317,5.7,7.3,3,18.7,2,2.8,4,97.2
3,Austin Ekeler,LAC,27,RB,7,7,61,53,357,3,20,-78,-1.5,435,8.2,-0.8,6,8.8,3,4.9,0,107.4
4,Stefon Diggs,BUF,29,WR,6,6,65,49,656,6,31,432,8.8,224,4.6,9.9,0,,2,3.1,0,137.7
5,Ja'Marr Chase,CIN,22,WR,7,7,74,47,605,6,34,332,7.1,273,5.8,9,7,6.7,6,8.1,1,110.5
6,Travis Kelce,KAN,33,TE,7,7,60,47,553,7,36,331,7,222,4.7,7.6,10,4.7,2,3.3,0,144
7,Justin Jefferson,MIN,23,WR,6,6,63,46,654,2,28,354,7.7,300,6.5,7.8,3,15.3,1,1.6,2,103.5
8,Michael Pittman Jr.,IND,25,WR,6,6,61,44,475,1,26,273,6.2,202,4.6,6.1,3,14.7,2,3.3,2,86.4
9,Marquise Brown,ARI,25,WR,6,6,64,43,485,3,24,326,7.6,159,3.7,10.5,1,43,2,3.1,4,79.2
10,Tyler Lockett,SEA,30,WR,7,7,53,41,468,2,22,405,9.9,63,1.5,11.9,0,,0,0,3,92.3
11,Mark Andrews,BAL,27,TE,7,7,59,39,455,5,28,326,8.4,129,3.3,11,1,39,5,8.5,1,110.5
12,Curtis Samuel,WAS,26,WR,7,5,58,39,340,2,20,160,4.1,180,4.6,5.1,5,7.8,4,6.9,1,86.9
13,Diontae Johnson,PIT,26,WR,7,7,67,38,337,0,19,284,7.5,53,1.4,10.3,1,38,2,3,5,39.2
14,Davante Adams,LVR,30,WR,6,6,63,37,509,5,24,339,9.2,170,4.6,10.9,2,18.5,1,1.6,1,104.5
15,Zach Ertz,ARI,32,TE,7,7,55,37,320,2,18,224,6.1,96,2.6,7.6,1,37,3,5.5,0,94.5
16,CeeDee Lamb,DAL,23,WR,7,7,66,37,479,2,25,293,7.9,186,5,10.2,1,37,4,6.1,1,82.8
17,Mike Williams,LAC,28,WR,7,7,59,37,495,3,21,307,8.3,188,5.1,11.8,0,,1,1.7,0,106.2
18,Christian McCaffrey,2TM,26,,7,6,45,35,301,1,11,-21,-0.6,322,9.2,-0.1,3,11.7,2,4.4,1,92.7
19,Amari Cooper,CLE,28,WR,7,7,59,34,422,4,24,336,9.9,86,2.5,11.2,0,,4,6.8,2,88.4
20,Leonard Fournette,TAM,27,RB,7,7,39,34,239,3,12,-43,-1.3,282,8.3,-1.3,9,3.8,2,5.1,0,117.8
21,Tyler Higbee,LAR,29,TE,6,6,50,34,297,0,16,103,3,194,5.7,3.5,2,17,3,6,3,58.5
22,David Njoku,CLE,26,TE,7,7,42,34,418,1,22,196,5.8,222,6.5,6.5,2,17,2,4.8,1,106.2
23,JuJu Smith-Schuster,KAN,26,WR,7,7,48,34,494,2,22,182,5.4,312,9.2,7.7,1,34,3,6.3,2,100.5
24,Courtland Sutton,DEN,27,WR,7,7,58,34,454,1,20,358,10.5,96,2.8,12.4,0,,4,6.9,1,82.1
25,Jaylen Waddle,MIA,24,WR,7,7,54,34,621,3,27,355,10.4,266,7.8,10,2,17,3,5.6,2,105.6
26,A.J. Brown,PHI,25,WR,6,5,53,33,503,2,21,286,8.7,217,6.6,9.3,3,11,2,3.8,0,106.1
