Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Tyreek Hill,MIA,28,WR,12,12,129,96,1379,5,62,954,9.9,425,4.4,11.8,5,19.2,6,4.7,4,108.6
2,Stefon Diggs,BUF,29,WR,12,12,128,91,1202,10,61,831,9.1,371,4.1,11.1,2,45.5,7,5.5,1,123.2
3,Justin Jefferson,MIN,23,WR,12,12,127,88,1277,6,54,824,9.4,453,5.1,10.1,4,22,5,3.9,4,104.3
4,Austin Ekeler,LAC,27,RB,12,12,104,85,564,5,30,-95,-1.1,659,7.8,-0.7,8,10.6,8,7.7,0,105.3
5,Davante Adams,LVR,30,WR,12,12,135,79,1176,12,52,769,9.7,407,5.2,11.3,9,8.8,6,4.4,2,110.6
6,Travis Kelce,KAN,33,TE,12,12,108,77,968,12,58,500,6.5,468,6.1,7,12,6.4,6,5.6,2,128.2
7,Michael Pittman Jr.,IND,25,WR,12,12,107,76,755,2,40,458,6,297,3.9,6.5,4,19,4,3.7,3,85.2
8,Amon-Ra St. Brown,DET,23,WR,11,11,100,76,830,6,47,436,5.7,394,5.2,6.1,6,12.7,3,3,1,115.8
9,Cooper Kupp,LAR,29,WR,9,9,98,75,812,6,42,390,5.2,422,5.6,7.2,3,25,2,2,4,103.8
10,CeeDee Lamb,DAL,23,WR,12,12,111,69,928,6,49,598,8.7,330,4.8,10.4,5,13.8,4,3.6,4,91.7
11,Chris Godwin,TAM,26,WR,10,9,99,68,648,2,34,318,4.7,330,4.9,5.7,2,34,3,3,1,89.1
12,D.K. Metcalf,SEA,25,WR,12,12,100,67,798,5,37,624,9.3,174,2.6,10.8,0,,6,6,1,103.7
13,Tyler Lockett,SEA,30,WR,12,12,90,66,836,7,40,601,9.1,235,3.6,10.8,1,66,1,1.1,4,109.3
14,Christian McCaffrey,2TM,26,RB,12,11,83,66,559,3,29,15,0.2,544,8.2,1,7,9.4,4,4.8,1,101.8
15,Christian Kirk,JAX,26,WR,12,12,99,62,829,7,43,547,8.8,282,4.5,8.9,4,15.5,4,4,3,100.1
16,Terry McLaurin,WAS,27,WR,13,13,98,62,945,3,44,607,9.8,338,5.5,13,7,8.9,2,2,1,100.9
17,A.J. Brown,PHI,25,WR,12,11,96,61,950,9,41,599,9.8,351,5.8,11.2,4,15.3,6,6.3,1,123.2
18,Amari Cooper,CLE,28,WR,12,12,102,61,832,7,46,628,10.3,204,3.3,12.2,2,30.5,8,7.8,3,96.5
19,Diontae Johnson,PIT,26,WR,12,12,105,61,565,0,29,432,7.1,133,2.2,9.9,1,61,5,4.8,5,53.1
20,DeVonta Smith,PHI,24,WR,12,12,87,61,711,4,34,423,6.9,288,4.7,9.1,5,12.2,5,5.7,0,109.9
21,Tee Higgins,CIN,23,WR,12,11,85,60,861,5,40,622,10.4,239,4,10.7,2,30,4,4.7,1,117.8
22,Zay Jones,JAX,27,WR,11,10,86,60,578,1,32,375,6.3,203,3.4,7.9,1,60,6,7,1,87.3
23,Chris Olave,NOR,22,WR,12,7,98,60,887,3,41,720,12,167,2.8,14.5,2,30,5,5.1,4,84
24,Josh Palmer,LAC,24,WR,11,10,86,57,612,3,33,407,7.1,205,3.6,8.1,1,57,5,5.8,2,88.9
25,Jaylen Waddle,MIA,24,WR,12,12,90,57,972,6,47,647,11.4,325,5.7,11.8,2,28.5,7,7.8,2,112.8
26,Garrett Wilson,NYJ,22,WR,12,7,94,57,790,4,38,467,8.2,323,5.7,9.3,7,8.1,4,4.3,0,101.8
27,Brandon Aiyuk,SFO,24,WR,12,12,83,56,698,6,31,405,7.2,293,5.2,9.4,2,28,4,4.8,1,112.4
28,Mark Andrews,BAL,27,TE,11,11,86,56,654,5,36,468,8.4,186,3.3,10.5,1,56,8,9.3,3,92.9
29,T.J. Hockenson,2TM,25,TE,12,11,83,56,620,4,31,325,5.8,295,5.3,6.8,5,11.2,5,6,3,90.4
30,Rhamondre Stevenson,NWE,24,RB,12,4,67,56,383,1,13,-25,-0.4,408,7.3,0.2,10,5.6,3,4.5,0,95.5
31,Adam Thielen,MIN,32,WR,12,12,83,56,580,3,36,456,8.1,124,2.2,9.7,0,,1,1.2,2,89.4
32,Mike Evans,TAM,29,WR,11,11,89,55,761,3,38,621,11.3,140,2.5,12.9,1,55,4,4.5,2,91.1
33,Ja'Marr Chase,CIN,22,WR,8,8,82,54,702,6,38,379,7,323,6,8.9,7,7.7,7,8.5,1,111.9
34,Curtis Samuel,WAS,26,WR,13,10,79,54,556,3,30,307,5.7,249,4.6,6.1,6,9,5,6.3,1,95.8
35,JuJu Smith-Schuster,KAN,26,WR,11,10,71,52,688,2,35,332,6.4,356,6.8,8.1,3,17.3,5,7,2,101.1
36,Courtland Sutton,DEN,27,WR,12,12,89,52,688,1,32,547,10.5,141,2.7,11.7,1,52,8,9,3,72.7
37,Alvin Kamara,NOR,27,RB,11,10,68,51,433,2,15,28,0.5,405,7.9,1.1,4,12.8,4,5.9,0,100.9
38,Parris Campbell,IND,25,WR,13,12,68,50,497,3,26,242,4.8,255,5.1,5.9,5,10,3,4.4,2,96.3
39,Pat Freiermuth,PIT,24,TE,11,6,76,50,597,1,29,364,7.3,233,4.7,8.8,6,8.3,3,3.9,2,83.1
40,Tyler Higbee,LAR,29,TE,12,12,78,50,444,0,21,167,3.3,277,5.5,3.5,2,25,6,7.7,3,63.2
41,Jakobi Meyers,NWE,26,WR,10,9,67,50,593,3,28,426,8.5,167,3.3,9.9,1,50,3,4.5,0,116.1
42,Deebo Samuel,SFO,26,WR,11,10,86,50,569,2,22,137,2.7,432,8.6,4.6,12,4.2,9,10.5,3,71.3
43,Marquise Brown,ARI,25,WR,7,7,72,49,531,3,26,353,7.2,178,3.6,10.5,1,49,2,2.8,4,80.3
44,Leonard Fournette,TAM,27,RB,11,9,57,49,347,3,18,-43,-0.9,390,8,-0.9,11,4.5,3,5.3,0,109.6
45,DeAndre Hopkins,ARI,30,WR,6,6,64,49,574,3,27,448,9.1,126,2.6,10,1,49,4,6.3,1,112.4
46,Hayden Hurst,CIN,29,TE,12,12,63,48,400,2,22,224,4.7,176,3.7,5.3,5,9.6,1,1.6,1,96
47,Aaron Jones,GNB,28,RB,13,13,58,48,328,4,16,-25,-0.5,353,7.4,-0.2,1,48,4,6.9,0,113.2
48,Zach Ertz,ARI,32,TE,10,10,69,47,406,4,24,276,5.9,130,2.8,7.9,2,23.5,3,4.3,1,96.6
49,Drake London,ATL,21,WR,13,11,81,47,533,4,31,383,8.1,150,3.2,10.1,1,47,3,3.7,3,78.9
50,D.J. Moore,CAR,25,WR,12,12,88,46,605,4,29,465,10.1,140,3,11.9,2,23,4,4.5,3,75.2
51,Tyler Boyd,CIN,28,WR,12,10,65,45,655,4,32,443,9.8,212,4.7,9.8,2,22.5,3,4.6,4,96.6
52,Mack Hollins,LVR,29,WR,12,11,73,45,566,3,25,404,9,162,3.6,12.3,2,22.5,2,2.7,1,93.7
53,Allen Lazard,GNB,27,WR,11,11,75,45,620,5,36,414,9.2,206,4.6,12.7,1,45,4,5.3,3,92.1
54,Donovan Peoples-Jones,CLE,23,WR,12,10,68,45,637,1,25,508,11.3,129,2.9,11.5,1,45,1,1.5,0,101.2
55,Robert Tonyan,GNB,28,TE,13,3,56,45,372,1,15,176,3.9,196,4.4,5.4,1,45,1,1.8,2,85.4
56,Chase Claypool,2TM,24,WR,13,11,72,44,422,1,22,281,6.4,141,3.2,9.1,2,22,4,5.6,2,70.5
57,Brandin Cooks,HOU,29,WR,10,10,71,44,520,1,21,352,8,168,3.8,9.4,1,44,5,7,3,71.3
58,Gerald Everett,LAC,28,TE,11,7,65,43,462,2,21,209,4.9,253,5.9,6.5,5,8.6,6,9.2,2,84.3
59,Dallas Goedert,PHI,27,TE,9,9,53,43,544,3,31,183,4.3,361,8.4,5.2,1,43,1,1.9,0,128.3
60,Evan Engram,JAX,28,TE,12,9,59,42,386,2,17,196,4.7,190,4.5,7.2,2,21,4,6.8,0,100
61,Antonio Gibson,WAS,24,RB,13,6,51,42,326,2,16,56,1.3,270,6.4,1.1,5,8.4,2,3.9,1,98.2
62,Josh Jacobs,LVR,24,RB,12,12,50,42,331,0,13,12,0.3,319,7.6,0.3,2,21,3,6,0,94.2
63,Joe Mixon,CIN,26,RB,10,10,53,41,314,2,12,-23,-0.6,337,8.2,-0.4,5,8.2,2,3.8,0,103.8
64,Rondale Moore,ARI,22,WR,8,8,56,41,414,1,16,133,3.2,281,6.9,5.5,5,8.2,5,8.9,0,99.9
65,David Njoku,CLE,26,TE,9,9,52,41,464,2,25,209,5.1,255,6.2,6.8,2,20.5,3,5.8,1,108.7
66,Saquon Barkley,NYG,25,RB,12,12,52,40,241,0,5,-55,-1.4,296,7.4,0.3,2,20,4,7.7,1,77.5
67,Tyler Conklin,NYJ,27,TE,12,12,63,40,390,3,18,179,4.5,211,5.3,7,1,40,3,4.8,2,83.4
68,Darnell Mooney,CHI,25,WR,12,12,61,40,493,2,20,329,8.2,164,4.1,12,2,20,3,4.9,2,87.7
69,DeAndre Carter,LAC,29,WR,12,7,53,39,466,3,26,311,8,155,4,9.3,0,,1,1.9,1,111
70,George Kittle,SFO,29,TE,10,10,54,38,472,4,22,230,6.1,242,6.4,6,3,12.7,1,1.9,1,114.1
71,Mike Williams,LAC,28,WR,8,8,60,38,510,3,22,322,8.5,188,4.9,11.8,0,,1,1.7,0,106.9
72,Nico Collins,HOU,23,WR,10,7,66,37,481,2,21,318,8.6,163,4.4,11.3,3,12.3,1,1.5,1,83
73,Noah Fant,SEA,25,TE,12,11,46,37,382,2,18,187,5.1,195,5.3,6.4,0,,1,2.2,0,115.8
74,George Pickens,PIT,21,WR,12,7,61,37,512,2,25,435,11.8,77,2.1,13.9,5,7.4,3,4.9,0,98.5
75,Gabriel Davis,BUF,23,WR,11,11,67,35,665,6,27,535,15.3,130,3.7,15.7,0,,7,10.4,5,85.7
76,Devin Duvernay,BAL,25,WR,12,12,45,35,378,3,18,245,7,133,3.8,9.3,0,,1,2.2,1,114.6
77,Cole Kmet,CHI,23,TE,13,13,50,35,408,5,20,236,6.7,172,4.9,7.9,2,17.5,1,2,4,94.4
78,Isaiah McKenzie,BUF,27,WR,11,7,50,35,359,4,22,245,7,114,3.3,7,0,,3,6,1,108.7
79,Dalton Schultz,DAL,26,TE,10,10,52,35,343,3,14,238,6.8,105,3,6.8,2,17.5,3,5.8,1,96.9
80,Rachaad White,TAM,23,RB,12,3,42,35,221,1,11,-7,-0.2,228,6.5,-0.3,1,35,2,4.8,0,96.5
81,Greg Dortch,ARI,24,WR,11,2,39,34,324,2,15,114,3.4,210,6.2,4,2,17,0,0,0,118.4
82,Jerry Jeudy,DEN,23,WR,10,9,59,34,514,3,23,296,8.7,218,6.4,12.6,1,34,4,6.8,0,103.4
83,Dawson Knox,BUF,26,TE,11,11,43,33,327,2,17,204,6.2,123,3.7,7,1,33,1,2.3,3,84.2
84,Allen Robinson,LAR,29,WR,10,10,52,33,339,3,23,268,8.1,71,2.2,9.7,0,,1,1.9,1,93.3
85,Demarcus Robinson,BAL,28,WR,12,3,50,33,338,1,16,219,6.6,119,3.6,9.5,1,33,2,4,2,75.2
86,Darius Slayton,NYG,25,WR,11,7,52,33,566,2,25,369,11.2,197,6,13.7,2,16.5,6,11.5,2,97.1
87,Marquez Valdes-Scantling,KAN,28,WR,12,7,58,33,586,1,26,447,13.5,139,4.2,13.8,0,,5,8.6,1,90.2
88,Robert Woods,TEN,30,WR,12,10,61,33,357,1,22,241,7.3,116,3.5,8.2,0,,3,4.9,2,63.4
89,Marvin Jones,JAX,32,WR,11,7,57,32,385,2,21,321,10,64,2,13.8,0,,3,5.3,1,81.4
90,Cade Otton,TAM,23,TE,11,7,45,32,309,2,15,174,5.4,135,4.2,4.9,1,32,2,4.4,0,104.8
91,Samaje Perine,CIN,27,RB,12,2,40,32,262,4,11,-32,-1,294,9.2,0.3,5,6.4,3,7.5,0,127.3
92,Alec Pierce,IND,22,WR,12,9,60,32,510,2,23,420,13.1,90,2.8,12.5,0,,4,6.7,2,79.2
93,Kalif Raymond,DET,28,WR,12,5,46,32,382,0,15,227,7.1,155,4.8,9.8,1,32,0,0,0,94.7
94,Olamide Zaccheaus,ATL,25,WR,13,9,44,32,478,2,22,321,10,157,4.9,12.3,2,16,0,0,0,123.1
95,Romeo Doubs,GNB,22,WR,9,7,50,31,314,3,12,159,5.1,155,5,9.9,0,,5,10,0,99.9
96,Richie James,NYG,27,WR,12,2,38,31,300,2,16,210,6.8,90,2.9,7.5,1,31,1,2.6,0,117.1
97,Juwan Johnson,NOR,26,TE,12,8,49,31,349,5,15,220,7.1,129,4.2,8.5,1,31,1,2,1,110
98,Jerick McKinnon,KAN,30,RB,12,0,42,31,247,2,13,-25,-0.8,272,8.8,0.6,2,15.5,3,7.1,1,94
99,Devin Singletary,BUF,25,RB,12,12,42,31,226,1,13,11,0.4,215,6.9,-0.1,2,15.5,5,11.9,0,93.9
100,Ben Skowronek,LAR,25,WR,12,9,50,31,284,0,11,165,5.3,119,3.8,7.5,0,,2,4,1,69.1
101,Noah Brown,DAL,26,WR,11,11,47,30,399,1,18,300,10,99,3.3,10.2,4,7.5,2,4.3,1,88.9
102,Will Dissly,SEA,26,TE,12,12,33,30,297,3,17,132,4.4,165,5.5,4.5,1,30,2,6.1,0,134.5
103,Russell Gage,TAM,26,WR,8,4,41,30,242,1,14,147,4.9,95,3.2,5.7,0,,3,7.3,0,95.8
104,Najee Harris,PIT,24,RB,12,12,37,30,148,2,10,-11,-0.4,159,5.3,1.3,2,15,2,5.4,0,101.4
105,K.J. Osborn,MIN,25,WR,12,8,52,30,262,2,13,166,5.5,96,3.2,8.8,0,,1,1.9,2,67.9
106,Dameon Pierce,HOU,22,RB,12,12,39,30,165,1,7,-32,-1.1,197,6.6,-0.3,8,3.8,3,7.7,1,81.7
107,Kylen Granson,IND,24,TE,12,4,38,29,268,0,16,146,5,122,4.2,6,0,,2,5.3,3,62.2
108,Josh Reynolds,DET,27,WR,9,8,46,29,376,2,19,281,9.7,95,3.3,12.5,0,,3,6.5,1,94.1
109,Rex Burkhead,HOU,32,RB,11,0,37,28,164,1,7,2,0.1,162,5.8,1.4,0,,1,2.7,1,81.4
110,Michael Carter,NYJ,23,RB,11,9,36,28,209,0,9,-12,-0.4,221,7.9,0.2,3,9.3,1,2.8,0,90.9
111,Dalvin Cook,MIN,27,RB,12,12,42,28,157,1,11,-27,-1,184,6.6,-0.7,2,14,4,9.5,0,81.2
112,Michael Gallup,DAL,26,WR,9,6,49,28,297,3,16,210,7.5,87,3.1,11.7,0,,3,6.1,4,61.4
113,Kyle Pitts,ATL,22,TE,10,10,59,28,356,2,20,230,8.2,126,4.5,13.8,0,,3,5.1,1,71
114,D'Andre Swift,DET,23,RB,9,6,41,28,235,2,12,-39,-1.4,274,9.8,0.6,2,14,2,4.9,0,99.1
115,James Conner,ARI,27,RB,9,9,35,27,171,1,7,-51,-1.9,222,8.2,-0.6,3,9,4,11.4,1,84.3
116,Nyheim Hines,2TM,26,RB,12,5,33,27,218,0,9,46,1.7,172,6.4,2.6,3,9,2,6.1,0,94.2
117,Austin Hooper,TEN,28,TE,12,2,38,27,279,2,17,202,7.5,77,2.9,8.3,1,27,2,5.3,0,109.4
118,J.D. McKissic,WAS,29,RB,8,0,40,27,173,0,7,21,0.8,152,5.6,1.3,2,13.5,1,2.5,2,55.5
119,Chris Moore,HOU,29,WR,11,2,40,27,314,2,12,123,4.6,191,7.1,7.2,2,13.5,2,5,2,86.9
120,Jonathan Taylor,IND,23,RB,10,10,39,27,130,0,4,-55,-2,185,6.9,-1.6,3,9,1,2.6,1,63
121,Randall Cobb,GNB,32,WR,9,1,40,26,349,1,16,189,7.3,160,6.2,10.6,0,,2,5,1,90.5
122,Jauan Jennings,SFO,25,WR,11,1,41,26,303,1,19,154,5.9,149,5.7,7.9,3,8.7,5,12.2,2,73.5
123,Nelson Agholor,NWE,29,WR,11,4,35,25,327,2,10,202,8.1,125,5,11.8,1,25,2,5.7,2,95.8
124,Treylon Burks,TEN,22,WR,8,4,37,25,359,1,14,243,9.7,116,4.6,12.1,0,,2,5.4,1,96.6
125,Corey Davis,NYJ,27,WR,9,7,47,25,445,2,23,349,14,96,3.8,13.7,1,25,1,2.1,2,82.3
