,,,,,Games,,Rushing,,,,,,,,
40,Cordarrelle Patterson,ATL,31,RB,5,4,71,384,23,245,3.5,139,2,0,
41,Eno Benjamin,ARI,23,RB,9,3,70,299,14,150,2.1,149,2.1,7,10
42,Clyde Edwards-Helaire,KAN,23,RB,8,6,69,293,14,126,1.8,167,2.4,3,23
43,Brian Robinson Jr.,WAS,23,RB,5,3,67,219,13,118,1.8,101,1.5,3,22.3
44,Caleb Huntley,ATL,24,RB,7,0,64,299,15,161,2.5,138,2.2,0,
45,Daniel Jones,NYG,25,QB,8,8,64,363,29,294,4.6,69,1.1,1,64
46,Josh Allen,BUF,26,QB,8,8,62,392,31,285,4.6,107,1.7,1,62
47,Darrell Henderson,LAR,25,RB,8,5,62,253,11,164,2.6,89,1.4,2,31
48,James Conner,ARI,27,RB,6,6,61,245,19,145,2.4,100,1.6,1,61
49,D'Onta Foreman,CAR,26,RB,9,2,60,296,13,178,3,118,2,1,60
50,Marcus Mariota,ATL,29,QB,9,9,60,304,21,249,4.2,55,0.9,0,
51,Kyler Murray,ARI,25,QB,9,9,59,359,19,336,5.7,23,0.4,2,29.5
52,Rashaad Penny,SEA,26,RB,5,5,57,346,15,169,3,177,3.1,2,28.5
53,Cam Akers,LAR,23,RB,6,2,56,154,9,68,1.2,86,1.5,1,56
54,Mark Ingram,NOR,33,RB,8,3,51,196,11,118,2.3,78,1.5,4,12.8
55,Latavius Murray,2TM,32,,4,0,48,193,10,103,2.1,90,1.9,4,12
56,Javonte Williams,DEN,22,RB,4,4,47,204,9,94,2,110,2.3,6,7.8
57,Isiah Pacheco,KAN,22,RB,8,2,44,197,6,99,2.3,98,2.2,1,44
58,Chase Edmonds,MIA,26,RB,8,2,42,120,6,83,2,37,0.9,0,
59,Deon Jackson,IND,23,RB,9,2,41,123,9,83,2,40,1,1,41
60,Geno Smith,SEA,32,QB,9,9,41,196,13,179,4.4,17,0.4,1,41
61,Taysom Hill,NOR,32,TE,8,3,40,343,21,234,5.9,109,2.7,1,40
62,Rachaad White,TAM,23,RB,9,0,38,117,9,61,1.6,56,1.5,2,19
63,Alexander Mattison,MIN,24,RB,8,0,37,138,9,80,2.2,58,1.6,6,6.2
64,Joe Burrow,CIN,26,QB,9,9,35,141,15,131,3.7,10,0.3,0,
65,J.K. Dobbins,BAL,24,RB,4,4,35,123,10,59,1.7,64,1.8,3,11.7
66,Sony Michel,LAC,27,RB,8,0,34,103,7,40,1.2,63,1.9,3,11.3
67,D'Andre Swift,DET,23,RB,5,3,34,247,7,159,4.7,88,2.6,2,17
68,Trevor Lawrence,JAX,23,QB,9,9,33,152,14,130,3.9,22,0.7,1,33
69,Justice Hill,BAL,25,RB,7,0,32,190,7,121,3.8,69,2.2,7,4.6
70,Jerick McKinnon,KAN,30,RB,8,0,32,123,4,63,2,60,1.9,3,10.7
71,Jacoby Brissett,CLE,30,QB,8,8,31,142,19,91,2.9,51,1.6,1,31
72,Jaylen Warren,PIT,24,RB,8,0,29,153,10,113,3.9,40,1.4,0,
73,James Cook,BUF,23,RB,8,0,28,147,8,69,2.5,78,2.8,0,
74,Kenneth Gainwell,PHI,23,RB,8,0,28,122,9,75,2.7,47,1.7,2,14
75,Gus Edwards,BAL,27,RB,2,1,27,131,9,56,2.1,75,2.8,5,5.4
76,Patrick Mahomes,KAN,27,QB,8,8,27,176,12,171,6.3,5,0.2,0,
77,Mac Jones,NWE,24,QB,6,6,25,78,7,68,2.7,10,0.4,0,
78,Samaje Perine,CIN,27,RB,9,0,25,133,7,78,3.1,55,2.2,1,25
79,Russell Wilson,DEN,34,QB,7,7,25,113,8,100,4,13,0.5,0,
80,Deebo Samuel,SFO,26,WR,7,6,24,138,4,59,2.5,79,3.3,2,12
81,Boston Scott,PHI,27,RB,6,0,24,71,4,54,2.3,17,0.7,1,24
82,Matt Breida,NYG,27,RB,8,0,23,73,5,44,1.9,29,1.3,1,23
83,Rex Burkhead,HOU,32,RB,8,0,23,81,4,50,2.2,31,1.3,2,11.5
84,Joshua Kelley,LAC,25,RB,6,0,23,104,6,49,2.1,55,2.4,3,7.7
85,Craig Reynolds,DET,26,RB,8,0,23,102,4,68,3,34,1.5,0,
86,Justin Herbert,LAC,24,QB,8,8,22,51,4,51,2.3,0,0,0,
87,J.D. McKissic,WAS,29,RB,8,0,22,95,5,64,2.9,31,1.4,1,22
88,Darrel Williams,ARI,27,RB,6,0,21,102,8,77,3.7,25,1.2,0,
89,Zach Wilson,NYJ,23,QB,6,6,21,68,5,64,3,4,0.2,0,
90,Kenny Pickett,PIT,24,QB,5,4,19,98,9,87,4.6,11,0.6,0,
91,Ryan Tannehill,TEN,34,QB,6,6,19,29,5,22,1.2,7,0.4,0,
92,Carson Wentz,WAS,30,QB,6,6,19,79,3,62,3.3,17,0.9,1,19
93,Trestan Ebner,CHI,23,RB,9,0,18,46,2,24,1.3,22,1.2,1,18
94,Nyheim Hines,2TM,26,,8,4,18,36,2,28,1.6,8,0.4,0,
95,Curtis Samuel,WAS,26,WR,9,7,18,122,7,75,4.2,47,2.6,1,18
96,Tua Tagovailoa,MIA,24,QB,7,7,18,35,2,35,1.9,0,0,0,
97,Dontrell Hilliard,TEN,27,RB,7,1,17,121,3,89,5.2,32,1.9,0,
98,Zack Moss,BUF,25,RB,5,0,17,91,3,69,4.1,22,1.3,0,
99,Malik Willis,TEN,23,QB,4,2,17,68,2,56,3.3,12,0.7,1,17
100,Tyrion Davis-Price,SFO,22,RB,3,0,16,37,2,9,0.6,28,1.8,2,8
101,Trey Lance,SFO,22,QB,2,2,16,67,7,50,3.1,17,1.1,2,8
102,Mike Boone,DEN,27,RB,7,0,15,82,4,54,3.6,28,1.9,2,7.5
103,Derek Carr,LVR,31,QB,8,8,15,67,7,57,3.8,10,0.7,0,
104,Kirk Cousins,MIN,34,QB,8,8,15,38,6,21,1.4,17,1.1,0,
105,Chuba Hubbard,CAR,23,RB,7,1,15,97,6,64,4.3,33,2.2,1,15
106,Phillip Lindsay,IND,28,RB,3,0,15,49,1,31,2.1,18,1.2,0,
107,Malcolm Brown,LAR,29,RB,5,0,14,34,0,26,1.9,8,0.6,1,14
108,Andy Dalton,NOR,35,QB,6,6,14,33,4,30,2.1,3,0.2,0,
109,Baker Mayfield,CAR,27,QB,6,5,14,40,4,32,2.3,8,0.6,0,
110,Aaron Rodgers,GNB,39,QB,9,9,14,60,4,60,4.3,0,0,0,
111,DeeJay Dallas,SEA,24,RB,9,0,13,65,4,52,4,13,1,1,13
112,Jimmy Garoppolo,SFO,31,QB,7,6,13,23,8,12,0.9,11,0.8,0,
113,Jared Goff,DET,28,QB,8,8,13,29,1,24,1.8,5,0.4,0,
114,Keaontay Ingram,ARI,23,RB,4,0,13,23,2,1,0.1,22,1.7,0,
115,Mitchell Trubisky,PIT,28,QB,5,4,13,29,3,16,1.2,13,1,1,13
116,Tom Brady,TAM,45,QB,9,9,12,-5,0,-6,-0.5,1,0.1,0,
117,Tevin Coleman,SFO,29,RB,4,0,12,26,2,13,1.1,13,1.1,0,
118,Jamycal Hasty,JAX,26,RB,9,0,12,88,2,73,6.1,15,1.3,1,12
119,Taylor Heinicke,WAS,29,QB,3,3,12,50,2,36,3,14,1.2,1,12
120,Justin Jackson,DET,26,RB,8,0,12,46,2,19,1.6,27,2.3,1,12
121,Davis Mills,HOU,24,QB,8,8,12,28,1,27,2.3,1,0.1,0,
122,Matt Ryan,IND,37,QB,7,7,12,11,3,9,0.8,2,0.2,0,
123,Matthew Stafford,LAR,34,QB,8,8,12,5,3,-1,-0.1,6,0.5,1,12
124,Sam Ehlinger,IND,24,QB,2,2,11,54,3,51,4.6,3,0.3,0,
125,Dwayne Washington,NOR,28,RB,8,0,11,38,2,16,1.5,22,2,1,11
126,Hassan Haskins,TEN,23,RB,8,0,10,42,2,17,1.7,25,2.5,0,
127,Dak Prescott,DAL,29,QB,3,3,10,45,3,21,2.1,24,2.4,0,
128,J.J. Taylor,NWE,24,RB,1,0,10,9,,9,0.9,0,0,0,
129,Avery Williams,ATL,24,RB,9,2,10,58,3,47,4.7,11,1.1,0,
130,Bailey Zappe,NWE,23,QB,4,2,10,0,0,0,0,0,0,0,
131,Raheem Blackshear,CAR,23,RB,5,1,9,9,2,8,0.9,1,0.1,0,
132,Spencer Brown,CAR,24,RB,2,0,9,43,1,32,3.6,11,1.2,0,
133,Chase Claypool,2TM,24,,9,8,9,59,3,45,5,14,1.6,0,
134,Cooper Kupp,LAR,29,WR,8,8,9,52,4,44,4.9,8,0.9,0,
135,Ronnie Rivers,LAR,23,RB,3,1,9,21,1,16,1.8,5,0.6,0,
136,Cooper Rush,DAL,29,QB,6,5,9,6,1,6,0.7,0,0,0,
137,Brandon Bolden,LVR,32,RB,7,0,8,34,1,30,3.8,4,0.5,0,
138,Malik Davis,DAL,24,RB,3,0,8,23,0,17,2.1,6,0.8,0,
139,Mike Davis,BAL,29,RB,7,0,8,18,1,13,1.6,5,0.6,1,8
140,Isaiah Spiller,LAC,21,RB,2,0,8,24,1,8,1,16,2,0,
141,Braxton Berrios,NYJ,27,WR,9,1,7,82,4,65,9.3,17,2.4,0,
142,Devin Duvernay,BAL,25,WR,9,9,7,55,4,55,7.9,0,0,0,
143,Travis Homer,SEA,24,RB,5,0,7,35,2,21,3,14,2,0,
144,D.J. Moore,CAR,25,WR,9,9,7,39,1,26,3.7,13,1.9,0,
145,Brandon Powell,LAR,27,WR,8,1,7,2,1,-1,-0.1,3,0.4,0,
146,Elijah Mitchell,SFO,24,RB,1,1,6,41,2,28,4.7,13,2.2,1,6
147,Zamir White,LVR,23,RB,8,0,6,20,1,8,1.3,12,2,0,
148,Jonathan Williams,WAS,28,RB,6,0,6,54,3,21,3.5,33,5.5,1,6
149,Jamal Agnew,JAX,27,WR,7,0,5,29,2,26,5.2,3,0.6,0,
150,Tyreek Hill,MIA,28,WR,9,9,5,25,2,21,4.2,4,0.8,1,5
151,Alec Ingold,MIA,26,FB,9,8,5,6,4,2,0.4,4,0.8,0,
152,Diontae Johnson,PIT,26,WR,8,8,5,22,0,18,3.6,4,0.8,0,
153,Ty Johnson,NYJ,25,RB,9,0,5,26,,15,3,11,2.2,0,
154,Case Keenum,BUF,34,QB,2,0,5,0,,0,0,0,0,0,
155,CeeDee Lamb,DAL,23,WR,8,8,5,12,1,9,1.8,3,0.6,0,
156,Rondale Moore,ARI,22,WR,6,6,5,1,1,-1,-0.2,2,0.4,0,
157,Jameis Winston,NOR,28,QB,3,3,5,16,0,7,1.4,9,1.8,0,
158,Gary Brightwell,NYG,23,RB,8,0,4,19,2,8,2,11,2.8,0,
159,Ja'Marr Chase,CIN,22,WR,7,7,4,2,0,2,0.5,0,0,0,
160,Myles Gaskin,MIA,25,RB,2,0,4,9,1,2,0.5,7,1.8,0,
161,Mecole Hardman,KAN,24,WR,8,5,4,31,3,27,6.8,4,1,1,4
162,D'Ernest Johnson,CLE,26,RB,6,0,4,17,1,5,1.3,12,3,0,
163,Isaiah McKenzie,BUF,27,WR,7,5,4,17,2,12,3,5,1.3,0,
164,Terry McLaurin,WAS,27,WR,9,9,4,11,1,7,1.8,4,1,0,
165,Patrick Ricard,BAL,28,FB,9,8,4,10,3,2,0.5,8,2,0,
166,Davante Adams,LVR,30,WR,8,8,3,-1,0,-1,-0.3,0,0,1,3
167,Brandon Allen,CIN,30,QB,1,0,3,-1,1,-1,-0.3,0,0,0,
168,Kendrick Bourne,NWE,27,WR,8,2,3,15,1,15,5,0,0,0,
169,Michael Burton,KAN,30,FB,8,0,3,8,2,5,1.7,3,1,0,
170,Joe Flacco,NYJ,37,QB,3,3,3,6,1,6,2,0,0,0,
171,Chris Godwin,TAM,26,WR,7,6,3,5,0,4,1.3,1,0.3,0,
172,Kevin Harris,NWE,22,RB,1,0,3,5,,3,1,2,0.7,0,
173,Chad Henne,KAN,37,QB,2,0,3,-3,,-3,-1,0,0,0,
174,Zander Horvath,LAC,24,FB,8,1,3,5,1,3,1,2,0.7,0,
175,Julio Jones,TAM,33,WR,4,2,3,17,2,14,4.7,3,1,0,
176,Velus Jones Jr.,CHI,25,WR,5,0,3,41,3,37,12.3,4,1.3,0,
177,Zay Jones,JAX,27,WR,8,7,3,21,1,19,6.3,2,0.7,0,
178,Kyle Juszczyk,SFO,31,FB,7,5,3,10,2,7,2.3,3,1,0,
179,Christian Kirk,JAX,26,WR,9,9,3,12,0,5,1.7,7,2.3,1,3
180,Trace McSorley,ARI,27,QB,1,0,3,20,1,17,5.7,3,1,0,
181,Kalif Raymond,DET,28,WR,8,2,3,23,1,18,6,5,1.7,0,
182,Brett Rypien,DEN,26,QB,1,1,3,9,2,8,2.7,1,0.3,0,
183,Laviska Shenault Jr.,CAR,24,WR,5,0,3,6,0,4,1.3,2,0.7,0,
184,Steven Sims,PIT,25,WR,3,0,3,16,1,16,5.3,0,0,0,
185,Equanimeous St. Brown,CHI,26,WR,9,9,3,44,1,37,12.3,7,2.3,0,
186,Trent Taylor,CIN,28,WR,9,1,3,18,,15,5,3,1,1,3
187,Tyrod Taylor,NYG,33,QB,1,0,3,30,3,24,8,6,2,0,
188,Tyquan Thornton,NWE,22,WR,5,2,3,16,1,16,5.3,0,0,0,
189,DJ Turner,LVR,25,WR,4,0,3,20,1,4,1.3,16,5.3,0,
190,KaVontae Turpin,DAL,26,WR,8,0,3,17,1,17,5.7,0,0,0,
191,P.J. Walker,CAR,27,QB,5,4,3,25,1,22,7.3,3,1,0,
192,Montrell Washington,DEN,23,WR,8,0,3,30,,10,3.3,20,6.7,2,1.5
193,Christian Watson,GNB,23,WR,6,3,3,19,1,19,6.3,0,0,0,
194,Jordan Wilkins,IND,28,RB,1,0,3,13,1,13,4.3,0,0,0,
195,Mark Andrews,BAL,27,TE,8,8,2,7,2,3,1.5,4,2,0,
196,Teddy Bridgewater,MIA,30,QB,4,1,2,21,2,20,10,1,0.5,0,
197,Treylon Burks,TEN,22,WR,4,2,2,12,1,6,3,6,3,0,
198,Parris Campbell,IND,25,WR,9,8,2,29,1,12,6,17,8.5,0,
199,Michael Dickson,SEA,26,P,9,0,2,-18,,-18,-9,0,0,0,
200,Greg Dortch,ARI,24,WR,9,2,2,4,0,0,0,4,2,0,
201,Jeff Driskel,HOU,29,QB,2,0,2,15,2,15,7.5,0,0,0,
202,D'Wayne Eskridge,SEA,25,WR,9,0,2,10,0,9,4.5,1,0.5,0,
203,KJ Hamler,DEN,23,WR,7,0,2,23,1,13,6.5,10,5,1,2
204,Richie James,NYG,27,WR,8,1,2,6,0,2,1,4,2,1,2
205,Justin Jefferson,MIN,23,WR,8,8,2,13,2,10,5,3,1.5,0,
206,Tony Jones,2TM,25,,4,0,2,8,,6,3,2,1,0,
207,Travis Kelce,KAN,33,TE,8,8,2,5,1,1,0.5,4,2,0,
208,Cole Kmet,CHI,23,TE,9,9,2,9,1,9,4.5,0,0,0,
209,Jakobi Meyers,NWE,26,WR,7,6,2,9,2,6,3,3,1.5,0,
210,Ty Montgomery,NWE,29,WR,1,0,2,-2,0,-2,-1,0,0,0,
211,Elijah Moore,NYJ,22,WR,8,6,2,-4,0,-4,-2,0,0,0,
212,Gunner Olszewski,PIT,26,WR,7,0,2,18,1,8,4,10,5,0,
213,Breshad Perriman,TAM,29,WR,7,2,2,-7,0,-7,-3.5,0,0,0,
214,Brock Purdy,SFO,23,QB,2,0,2,0,0,0,0,0,0,0,
215,Anthony Schwartz,CLE,22,WR,7,0,2,20,1,20,10,0,0,0,
216,Trey Sermon,PHI,23,RB,2,0,2,19,2,10,5,9,4.5,0,
217,Amon-Ra St. Brown,DET,23,WR,7,7,2,68,1,63,31.5,5,2.5,0,
218,Kadarius Toney,2TM,23,,3,2,2,23,1,10,5,13,6.5,0,
219,Ke'Shawn Vaughn,TAM,25,RB,7,0,2,4,,-1,-0.5,5,2.5,1,2
220,Jaylen Waddle,MIA,24,WR,9,9,2,17,0,9,4.5,8,4,0,
221,Damien Williams,ATL,30,RB,1,1,2,2,,0,0,2,1,0,
222,Garrett Wilson,NYJ,22,WR,9,5,2,5,0,5,2.5,0,0,0,
223,Salvon Ahmed,MIA,24,RB,6,0,1,2,,2,2,0,0,0,
224,Brandon Aiyuk,SFO,24,WR,8,8,1,7,0,4,4,3,3,0,
225,Marcus Allen,PIT,26,LB,8,0,1,4,1,4,4,0,0,0,
226,Tutu Atwell,LAR,23,WR,5,0,1,9,0,7,7,2,2,0,
227,C.J. Beathard,JAX,29,QB,1,0,1,-1,,-1,-1,0,0,0,
228,Andrew Beck,DEN,26,FB,8,4,1,-1,0,-1,-1,0,0,0,
229,Daniel Bellinger,NYG,22,TE,7,6,1,2,1,0,0,2,2,0,
230,DeAndre Carter,LAC,29,WR,8,5,1,-5,0,-5,-5,0,0,0,
231,Tyler Conklin,NYJ,27,TE,9,9,1,1,1,0,0,1,1,0,
232,Jaelon Darden,TAM,23,WR,9,0,1,2,0,2,2,0,0,0,
233,Ashtyn Davis,NYJ,26,S,8,0,1,2,1,1,1,1,1,0,
234,Jahan Dotson,WAS,22,WR,4,3,1,-10,0,-10,-10,0,0,0,
235,Romeo Doubs,GNB,22,WR,9,7,1,11,1,11,11,0,0,0,
236,Ashton Dulin,IND,25,WR,5,1,1,3,0,1,1,2,2,0,
237,Evan Engram,JAX,28,TE,9,7,1,0,0,0,0,0,0,0,
238,Gerald Everett,LAC,28,TE,8,5,1,0,0,0,0,0,0,0,
239,Matthias Farley,LVR,30,S,8,0,1,-3,,-3,-3,0,0,0,
240,Clayton Fejedelem,MIA,29,S,5,0,1,0,,0,0,0,0,0,
241,Demetric Felton,CLE,24,RB,5,0,1,-4,,-4,-4,0,0,0,
242,Jamie Gillan,NYG,25,P,8,0,1,-3,,-3,-3,0,0,0,
243,Kylen Granson,IND,24,TE,9,3,1,0,0,0,0,0,0,0,
244,Noah Gray,KAN,23,TE,8,3,1,1,1,1,1,0,0,0,
245,C.J. Ham,MIN,29,FB,8,1,1,3,1,2,2,1,1,0,
246,Kylin Hill,GNB,24,RB,1,0,1,7,1,2,2,5,5,0,
247,Trenton Irwin,CIN,27,WR,2,0,1,11,1,8,8,3,3,0,
248,Jerry Jeudy,DEN,23,WR,8,8,1,1,1,0,0,1,1,0,
249,Jordan Mason,SFO,23,RB,7,0,1,7,,4,4,3,3,0,
250,Scott Miller,TAM,25,WR,7,1,1,8,0,8,8,0,0,0,
251,Gardner Minshew II,PHI,26,QB,1,0,1,-1,0,-1,-1,0,0,0,
252,Darnell Mooney,CHI,25,WR,9,9,1,2,0,0,0,2,2,0,
253,C.J. Moore,DET,27,S,2,0,1,13,1,13,13,0,0,0,
254,Chris Moore,HOU,29,WR,7,2,1,2,0,2,2,0,0,0,
255,David Njoku,CLE,26,TE,7,7,1,-6,0,-6,-6,0,0,0,
256,Dare Ogunbowale,HOU,28,RB,8,0,1,8,1,5,5,3,3,0,
257,Chigoziem Okonkwo,TEN,23,TE,8,3,1,-4,0,-4,-4,0,0,0,
258,K.J. Osborn,MIN,25,WR,8,7,1,-1,0,-1,-1,0,0,0,
259,Devine Ozigbo,DEN,26,RB,2,0,1,2,,2,2,0,0,0,
260,Josh Palmer,LAC,24,WR,7,7,1,4,1,1,1,3,3,0,
261,Zach Pascal,PHI,28,WR,8,0,1,0,0,0,0,0,0,0,
262,Donovan Peoples-Jones,CLE,23,WR,8,6,1,2,0,2,2,0,0,0,
263,Dante Pettis,CHI,27,WR,9,3,1,29,1,29,29,0,0,0,
264,George Pickens,PIT,21,WR,8,4,1,1,0,1,1,0,0,0,
265,Jalen Reagor,MIN,23,WR,8,0,1,17,1,17,17,0,0,0,
266,Armani Rogers,WAS,25,TE,9,3,1,24,1,0,0,24,24,0,
267,Rashid Shaheed,NOR,24,WR,4,1,1,44,1,29,29,15,15,1,1
268,Ben Skowronek,LAR,25,WR,8,5,1,17,1,17,17,0,0,0,
269,Keith Smith,ATL,30,FB,9,2,1,2,1,0,0,2,2,0,
270,Ihmir Smith-Marsette,CHI,23,WR,6,0,1,-1,,-1,-1,0,0,0,
271,Durham Smythe,MIA,27,TE,8,8,1,1,1,0,0,1,1,0,
272,M.J. Stewart,HOU,27,DB,8,0,1,3,1,1,1,2,2,0,
273,Pierre Strong,NWE,24,RB,7,0,1,5,,3,3,2,2,0,
274,Courtland Sutton,DEN,27,WR,8,8,1,5,0,3,3,2,2,0,
275,Skylar Thompson,MIA,25,QB,2,1,1,9,1,9,9,0,0,0,
276,Marquez Valdes-Scantling,KAN,28,WR,8,5,1,-3,0,-3,-3,0,0,1,1
277,Quez Watkins,PHI,24,WR,8,3,1,-3,0,-3,-3,0,0,0,
278,Derek Watt,PIT,30,FB,8,2,1,2,1,2,2,0,0,0,
279,Cedrick Wilson Jr.,MIA,27,WR,8,0,1,8,0,1,1,7,7,1,1
280,Olamide Zaccheaus,ATL,25,WR,9,6,1,-6,0,-6,-6,0,0,0,
