1/8/2022 16:30,Chiefs,-10.5,at Broncos,45,-505,386
1/8/2022 20:15,Cowboys,-4,at Eagles,45,-200,167
1/9/2022 13:00,Packers,-3,at Lions,44.5,-169,142
1/9/2022 13:00,Colts,-15.5,at Jaguars,44,-1067,687
1/9/2022 13:00,at Vikings,-5.5,Bears,44,193,-233
1/9/2022 13:00,at Browns,-6,Bengals,37.5,211,-256
1/9/2022 13:00,at Ravens,-3.5,Steelers,41,158,-188
1/9/2022 13:00,Titans,-10,at Texans,42.5,-526,399
1/9/2022 13:00,Football Team,-7,at Giants,38,-299,244
1/9/2022 16:25,at Cardinals,-6,Seahawks,48,204,-246
1/9/2022 16:25,at Rams,-4.5,49ers,44.5,173,-205
1/9/2022 16:25,at Buccaneers,-8.5,Panthers,41.5,297,-373
1/9/2022 16:25,Patriots,-6.5,at Dolphins,39.5,-274,223
1/9/2022 16:25,Saints,-3.5,at Falcons,40,-185,157
1/9/2022 16:25,at Bills,-16,Jets,40.5,706,-1140
1/9/2022 20:20,Chargers,-3,at Raiders,49,-161,137
