10/14/2021 20:20,Buccaneers,-7,at Eagles,52.5,-305,247
10/17/2021 9:30,Dolphins,-2.5,at Jaguars,47,-151,129
10/17/2021 13:00,Packers,-6,at Bears,44.5,-244,201
10/17/2021 13:00,Bengals,-3.5,at Lions,47,-183,154
10/17/2021 13:00,at Colts,-10,Texans,43.5,347,-450
10/17/2021 13:00,Rams,-9,at Giants,48.5,-398,314
10/17/2021 13:00,Chiefs,-6.5,at Football Team,54.5,-291,236
10/17/2021 13:00,Vikings,-2.5,at Panthers,45.5,-137,116
10/17/2021 13:00,at Ravens,-2.5,Chargers,51.5,120,-142
10/17/2021 16:05,at Browns,-3,Cardinals,49.5,142,-168
10/17/2021 16:25,at Broncos,-4,Raiders,43.5,165,-197
10/17/2021 16:25,Cowboys,-3.5,at Patriots,50.5,-178,150
10/17/2021 20:20,at Steelers,-5.5,Seahawks,43,189,-228
10/18/2021 20:15,Bills,-5.5,at Titans,53.5,-247,202
