9/30/2021 20:20,at Bengals,-7,Jaguars,46,270,-342
10/3/2021 13:00,Football Team,-1.5,at Falcons,47.5,-122,102
10/3/2021 13:00,at Bills,-17,Texans,47,830,-1423
10/3/2021 13:00,at Bears,-3,Lions,41.5,126,-150
10/3/2021 13:00,at Cowboys,-5,Panthers,51.5,173,-208
10/3/2021 13:00,at Dolphins,-1.5,Colts,42.5,108,-129
10/3/2021 13:00,Browns,-2,at Vikings,51.5,-131,110
10/3/2021 13:00,at Saints,-7,Giants,42,272,-339
10/3/2021 13:00,Titans,-6.5,at Jets,44.5,-308,249
10/3/2021 13:00,Chiefs,-7,at Eagles,54,-328,258
10/3/2021 16:05,at Rams,-4.5,Cardinals,54.5,173,-212
10/3/2021 16:05,at 49ers,-3,Seahawks,52,127,-151
10/3/2021 16:25,Ravens,-0.5,at Broncos,44.5,-111,-108
10/3/2021 16:25,at Packers,-6.5,Steelers,45.5,227,-281
10/3/2021 20:20,Buccaneers,-7,at Patriots,49,-320,255
10/4/2021 20:15,at Chargers,-3,Raiders,51,144,-173
