9/16/2021 20:20,at Football Team,-3.5,Giants,40.5,146,-174
9/19/2021 13:00,at Bears,-2.5,Bengals,45,117,-140
9/19/2021 13:00,at Browns,-12.5,Texans,48,468,-645
9/19/2021 13:00,Rams,-4,at Colts,48,-195,164
9/19/2021 13:00,Bills,-3.5,at Dolphins,48,-179,150
9/19/2021 13:00,Patriots,-5.5,at Jets,42.5,-248,203
9/19/2021 13:00,49ers,-3.5,at Eagles,49.5,-175,146
9/19/2021 13:00,at Steelers,-5.5,Raiders,47,194,-236
9/19/2021 13:00,Saints,-3.5,at Panthers,44.5,-182,151
9/19/2021 13:00,Broncos,-6,at Jaguars,45,-268,217
9/19/2021 16:05,at Cardinals,-4.5,Vikings,51,171,-206
9/19/2021 16:05,at Buccaneers,-12.5,Falcons,52,511,-707
9/19/2021 16:25,at Chargers,-3,Cowboys,55,154,-184
9/19/2021 16:25,at Seahawks,-5.5,Titans,54,200,-244
9/19/2021 20:20,Chiefs,-3.5,at Ravens,55,-198,163
9/20/2021 20:15,at Packers,-11,Lions,48.5,395,-525
