CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,QB,Patrick Mahomes (20454407),Patrick Mahomes,20454407,CPT,18600,DEN@KC 12/05/2021 09:50PM ET,KC,23.26
,,,,,,,WR,Tyreek Hill (20454408),Tyreek Hill,20454408,CPT,16200,DEN@KC 12/05/2021 09:50PM ET,KC,21.78
,,,,,,,TE,Travis Kelce (20454409),Travis Kelce,20454409,CPT,15000,DEN@KC 12/05/2021 09:50PM ET,KC,17.59
,,,,,,,QB,Teddy Bridgewater (20454410),Teddy Bridgewater,20454410,CPT,14700,DEN@KC 12/05/2021 09:50PM ET,DEN,16.60
,,,,,,,RB,Clyde Edwards-Helaire (20454411),Clyde Edwards-Helaire,20454411,CPT,12900,DEN@KC 12/05/2021 09:50PM ET,KC,12.68
,,,,,,,QB,Patrick Mahomes (20454462),Patrick Mahomes,20454462,FLEX,12400,DEN@KC 12/05/2021 09:50PM ET,KC,23.26
,,,,,,,RB,Javonte Williams (20454412),Javonte Williams,20454412,CPT,11400,DEN@KC 12/05/2021 09:50PM ET,DEN,11.19
,,,,,,,WR,Tyreek Hill (20454463),Tyreek Hill,20454463,FLEX,10800,DEN@KC 12/05/2021 09:50PM ET,KC,21.78
,,,,,,,WR,Jerry Jeudy (20454413),Jerry Jeudy,20454413,CPT,10800,DEN@KC 12/05/2021 09:50PM ET,DEN,9.92
,,,,,,,WR,Courtland Sutton (20454414),Courtland Sutton,20454414,CPT,10200,DEN@KC 12/05/2021 09:50PM ET,DEN,11.67
,,,,,,,TE,Travis Kelce (20454464),Travis Kelce,20454464,FLEX,10000,DEN@KC 12/05/2021 09:50PM ET,KC,17.59
,,,,,,,QB,Teddy Bridgewater (20454465),Teddy Bridgewater,20454465,FLEX,9800,DEN@KC 12/05/2021 09:50PM ET,DEN,16.60
,,,,,,,WR,Tim Patrick (20454415),Tim Patrick,20454415,CPT,9300,DEN@KC 12/05/2021 09:50PM ET,DEN,10.72
,,,,,,,QB,Brett Rypien (20454416),Brett Rypien,20454416,CPT,9000,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,QB,Chad Henne (20454417),Chad Henne,20454417,CPT,9000,DEN@KC 12/05/2021 09:50PM ET,KC,1.74
,,,,,,,QB,Drew Lock (20454418),Drew Lock,20454418,CPT,9000,DEN@KC 12/05/2021 09:50PM ET,DEN,1.78
,,,,,,,QB,Shane Buechele (20454419),Shane Buechele,20454419,CPT,9000,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,RB,Melvin Gordon III (20454420),Melvin Gordon III,20454420,CPT,8700,DEN@KC 12/05/2021 09:50PM ET,DEN,12.92
,,,,,,,RB,Clyde Edwards-Helaire (20454466),Clyde Edwards-Helaire,20454466,FLEX,8600,DEN@KC 12/05/2021 09:50PM ET,KC,12.68
,,,,,,,RB,Javonte Williams (20454467),Javonte Williams,20454467,FLEX,7600,DEN@KC 12/05/2021 09:50PM ET,DEN,11.19
,,,,,,,TE,Noah Fant (20454421),Noah Fant,20454421,CPT,7500,DEN@KC 12/05/2021 09:50PM ET,DEN,10.21
,,,,,,,WR,Jerry Jeudy (20454468),Jerry Jeudy,20454468,FLEX,7200,DEN@KC 12/05/2021 09:50PM ET,DEN,9.92
,,,,,,,WR,Mecole Hardman (20454422),Mecole Hardman,20454422,CPT,7200,DEN@KC 12/05/2021 09:50PM ET,KC,8.36
,,,,,,,WR,Courtland Sutton (20454469),Courtland Sutton,20454469,FLEX,6800,DEN@KC 12/05/2021 09:50PM ET,DEN,11.67
,,,,,,,DST,Chiefs  (20454423),Chiefs ,20454423,CPT,6600,DEN@KC 12/05/2021 09:50PM ET,KC,5.73
,,,,,,,K,Harrison Butker (20454424),Harrison Butker,20454424,CPT,6300,DEN@KC 12/05/2021 09:50PM ET,KC,8
,,,,,,,WR,Tim Patrick (20454470),Tim Patrick,20454470,FLEX,6200,DEN@KC 12/05/2021 09:50PM ET,DEN,10.72
,,,,,,,QB,Brett Rypien (20454472),Brett Rypien,20454472,FLEX,6000,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,QB,Chad Henne (20454471),Chad Henne,20454471,FLEX,6000,DEN@KC 12/05/2021 09:50PM ET,KC,1.74
,,,,,,,QB,Drew Lock (20454473),Drew Lock,20454473,FLEX,6000,DEN@KC 12/05/2021 09:50PM ET,DEN,1.78
,,,,,,,QB,Shane Buechele (20454474),Shane Buechele,20454474,FLEX,6000,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,K,Brandon McManus (20454425),Brandon McManus,20454425,CPT,6000,DEN@KC 12/05/2021 09:50PM ET,DEN,7.64
,,,,,,,RB,Melvin Gordon III (20454475),Melvin Gordon III,20454475,FLEX,5800,DEN@KC 12/05/2021 09:50PM ET,DEN,12.92
,,,,,,,TE,Noah Fant (20454476),Noah Fant,20454476,FLEX,5000,DEN@KC 12/05/2021 09:50PM ET,DEN,10.21
,,,,,,,WR,Mecole Hardman (20454477),Mecole Hardman,20454477,FLEX,4800,DEN@KC 12/05/2021 09:50PM ET,KC,8.36
,,,,,,,DST,Broncos  (20454426),Broncos ,20454426,CPT,4500,DEN@KC 12/05/2021 09:50PM ET,DEN,8.36
,,,,,,,DST,Chiefs  (20454478),Chiefs ,20454478,FLEX,4400,DEN@KC 12/05/2021 09:50PM ET,KC,5.73
,,,,,,,K,Harrison Butker (20454479),Harrison Butker,20454479,FLEX,4200,DEN@KC 12/05/2021 09:50PM ET,KC,8
,,,,,,,K,Brandon McManus (20454480),Brandon McManus,20454480,FLEX,4000,DEN@KC 12/05/2021 09:50PM ET,DEN,7.64
,,,,,,,DST,Broncos  (20454481),Broncos ,20454481,FLEX,3000,DEN@KC 12/05/2021 09:50PM ET,DEN,8.36
,,,,,,,RB,Darrel Williams (20454427),Darrel Williams,20454427,CPT,3000,DEN@KC 12/05/2021 09:50PM ET,KC,11.73
,,,,,,,WR,Byron Pringle (20454428),Byron Pringle,20454428,CPT,2700,DEN@KC 12/05/2021 09:50PM ET,KC,6.71
,,,,,,,TE,Albert Okwuegbunam (20454429),Albert Okwuegbunam,20454429,CPT,2100,DEN@KC 12/05/2021 09:50PM ET,DEN,5.69
,,,,,,,RB,Darrel Williams (20454482),Darrel Williams,20454482,FLEX,2000,DEN@KC 12/05/2021 09:50PM ET,KC,11.73
,,,,,,,WR,Byron Pringle (20454483),Byron Pringle,20454483,FLEX,1800,DEN@KC 12/05/2021 09:50PM ET,KC,6.71
,,,,,,,WR,Demarcus Robinson (20454430),Demarcus Robinson,20454430,CPT,1500,DEN@KC 12/05/2021 09:50PM ET,KC,4.14
