CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,TE,Albert Okwuegbunam (20454484),Albert Okwuegbunam,20454484,FLEX,1400,DEN@KC 12/05/2021 09:50PM ET,DEN,5.69
,,,,,,,TE,Eric Saubert (20454431),Eric Saubert,20454431,CPT,1200,DEN@KC 12/05/2021 09:50PM ET,DEN,1.7
,,,,,,,WR,Demarcus Robinson (20454485),Demarcus Robinson,20454485,FLEX,1000,DEN@KC 12/05/2021 09:50PM ET,KC,4.14
,,,,,,,TE,Noah Gray (20454432),Noah Gray,20454432,CPT,900,DEN@KC 12/05/2021 09:50PM ET,KC,1.18
,,,,,,,TE,Eric Saubert (20454486),Eric Saubert,20454486,FLEX,800,DEN@KC 12/05/2021 09:50PM ET,DEN,1.7
,,,,,,,TE,Noah Gray (20454487),Noah Gray,20454487,FLEX,600,DEN@KC 12/05/2021 09:50PM ET,KC,1.18
,,,,,,,TE,Blake Bell (20454433),Blake Bell,20454433,CPT,600,DEN@KC 12/05/2021 09:50PM ET,KC,0.96
,,,,,,,TE,Blake Bell (20454488),Blake Bell,20454488,FLEX,400,DEN@KC 12/05/2021 09:50PM ET,KC,0.96
,,,,,,,TE,Mark Vital (20454434),Mark Vital,20454434,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,KJ Hamler (20454435),KJ Hamler,20454435,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,4.13
,,,,,,,TE,Jody Fortson (20454436),Jody Fortson,20454436,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,3.62
,,,,,,,TE,Shaun Beyer (20454437),Shaun Beyer,20454437,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Rico Gafford (20454438),Rico Gafford,20454438,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,RB,Derrick Gore (20454439),Derrick Gore,20454439,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,3.46
,,,,,,,RB,Mike Boone (20454440),Mike Boone,20454440,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0.32
,,,,,,,RB,Michael Burton (20454441),Michael Burton,20454441,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0.3
,,,,,,,WR,DaeSean Hamilton (20454442),DaeSean Hamilton,20454442,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,RB,Jerick McKinnon (20454443),Jerick McKinnon,20454443,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,1.99
,,,,,,,TE,James Winchester (20454444),James Winchester,20454444,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,Tyrie Cleveland (20454445),Tyrie Cleveland,20454445,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,TE,Nakia Griffin-Stewart (20454446),Nakia Griffin-Stewart,20454446,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,RB,Damarea Crockett (20454447),Damarea Crockett,20454447,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0.09
,,,,,,,RB,Kerrith Whyte Jr. (20454448),Kerrith Whyte Jr.,20454448,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,TE,Andrew Beck (20454449),Andrew Beck,20454449,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Diontae Spencer (20454450),Diontae Spencer,20454450,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0.07
,,,,,,,WR,Daurice Fountain (20454451),Daurice Fountain,20454451,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,RB,Elijah McGuire (20454452),Elijah McGuire,20454452,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,Gehrig Dieter (20454453),Gehrig Dieter,20454453,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,Seth Williams (20454454),Seth Williams,20454454,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,RB,Adrian Killins (20454455),Adrian Killins,20454455,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Kendall Hinton (20454456),Kendall Hinton,20454456,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,3.25
,,,,,,,WR,Marcus Kemp (20454457),Marcus Kemp,20454457,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0.44
,,,,,,,WR,Cornell Powell (20454458),Cornell Powell,20454458,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,De'Mornay Pierson-El (20454459),De'Mornay Pierson-El,20454459,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Josh Gordon (20454460),Josh Gordon,20454460,CPT,300,DEN@KC 12/05/2021 09:50PM ET,KC,0.54
,,,,,,,RB,LeVante Bellamy (20454461),LeVante Bellamy,20454461,CPT,300,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,TE,Mark Vital (20454489),Mark Vital,20454489,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,KJ Hamler (20454516),KJ Hamler,20454516,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,4.13
,,,,,,,TE,Jody Fortson (20454508),Jody Fortson,20454508,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,3.62
,,,,,,,TE,Shaun Beyer (20454496),Shaun Beyer,20454496,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Rico Gafford (20454504),Rico Gafford,20454504,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,RB,Derrick Gore (20454498),Derrick Gore,20454498,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,3.46
,,,,,,,RB,Mike Boone (20454497),Mike Boone,20454497,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0.32
,,,,,,,RB,Michael Burton (20454491),Michael Burton,20454491,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0.3
,,,,,,,WR,DaeSean Hamilton (20454509),DaeSean Hamilton,20454509,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,RB,Jerick McKinnon (20454495),Jerick McKinnon,20454495,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,1.99
,,,,,,,TE,James Winchester (20454501),James Winchester,20454501,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,Tyrie Cleveland (20454502),Tyrie Cleveland,20454502,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,TE,Nakia Griffin-Stewart (20454494),Nakia Griffin-Stewart,20454494,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,RB,Damarea Crockett (20454513),Damarea Crockett,20454513,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0.09
,,,,,,,RB,Kerrith Whyte Jr. (20454512),Kerrith Whyte Jr.,20454512,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,TE,Andrew Beck (20454493),Andrew Beck,20454493,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Diontae Spencer (20454510),Diontae Spencer,20454510,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0.07
,,,,,,,WR,Daurice Fountain (20454490),Daurice Fountain,20454490,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,RB,Elijah McGuire (20454505),Elijah McGuire,20454505,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,Gehrig Dieter (20454503),Gehrig Dieter,20454503,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,Seth Williams (20454511),Seth Williams,20454511,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,RB,Adrian Killins (20454499),Adrian Killins,20454499,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Kendall Hinton (20454514),Kendall Hinton,20454514,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,3.25
,,,,,,,WR,Marcus Kemp (20454506),Marcus Kemp,20454506,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0.44
,,,,,,,WR,Cornell Powell (20454515),Cornell Powell,20454515,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0
,,,,,,,WR,De'Mornay Pierson-El (20454507),De'Mornay Pierson-El,20454507,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
,,,,,,,WR,Josh Gordon (20454492),Josh Gordon,20454492,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,KC,0.54
,,,,,,,RB,LeVante Bellamy (20454500),LeVante Bellamy,20454500,FLEX,200,DEN@KC 12/05/2021 09:50PM ET,DEN,0
