QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,QB,Josh Allen (19951247),Josh Allen,19951247,QB,8200,BUF@JAX 11/07/2021 01:00PM ET,BUF,28.40
,,,,,,,,,,RB,Alvin Kamara (19951319),Alvin Kamara,19951319,RB/FLEX,8200,ATL@NO 11/07/2021 01:00PM ET,NO,20.51
,,,,,,,,,,WR,Davante Adams (19951593),Davante Adams,19951593,WR/FLEX,8200,GB@KC 11/07/2021 04:25PM ET,GB,21.91
,,,,,,,,,,RB,Christian McCaffrey (19951321),Christian McCaffrey,19951321,RB/FLEX,8000,NE@CAR 11/07/2021 01:00PM ET,CAR,19.47
,,,,,,,,,,RB,Austin Ekeler (19951323),Austin Ekeler,19951323,RB/FLEX,7900,LAC@PHI 11/07/2021 04:05PM ET,LAC,22.46
,,,,,,,,,,WR,Tyreek Hill (19951595),Tyreek Hill,19951595,WR/FLEX,7900,GB@KC 11/07/2021 04:25PM ET,KC,23.1
,,,,,,,,,,QB,Kyler Murray (19951248),Kyler Murray,19951248,QB,7900,ARI@SF 11/07/2021 04:25PM ET,ARI,23.84
,,,,,,,,,,QB,Patrick Mahomes (19951249),Patrick Mahomes,19951249,QB,7800,GB@KC 11/07/2021 04:25PM ET,KC,24.58
,,,,,,,,,,WR,Deebo Samuel (19951597),Deebo Samuel,19951597,WR/FLEX,7800,ARI@SF 11/07/2021 04:25PM ET,SF,24.01
,,,,,,,,,,WR,Stefon Diggs (19951599),Stefon Diggs,19951599,WR/FLEX,7700,BUF@JAX 11/07/2021 01:00PM ET,BUF,16.19
,,,,,,,,,,RB,Dalvin Cook (19951325),Dalvin Cook,19951325,RB/FLEX,7700,MIN@BAL 11/07/2021 01:00PM ET,MIN,16.14
,,,,,,,,,,WR,Ja'Marr Chase (19951601),Ja'Marr Chase,19951601,WR/FLEX,7600,CLE@CIN 11/07/2021 01:00PM ET,CIN,21.04
,,,,,,,,,,WR,Justin Jefferson (19951603),Justin Jefferson,19951603,WR/FLEX,7500,MIN@BAL 11/07/2021 01:00PM ET,MIN,17.53
,,,,,,,,,,QB,Aaron Rodgers (19951250),Aaron Rodgers,19951250,QB,7500,GB@KC 11/07/2021 04:25PM ET,GB,20.13
,,,,,,,,,,QB,Lamar Jackson (19951251),Lamar Jackson,19951251,QB,7300,MIN@BAL 11/07/2021 01:00PM ET,BAL,26.10
,,,,,,,,,,WR,CeeDee Lamb (19951605),CeeDee Lamb,19951605,WR/FLEX,7200,DEN@DAL 11/07/2021 01:00PM ET,DAL,19.24
,,,,,,,,,,RB,Aaron Jones (19951327),Aaron Jones,19951327,RB/FLEX,7200,GB@KC 11/07/2021 04:25PM ET,GB,18.38
,,,,,,,,,,RB,Joe Mixon (19951329),Joe Mixon,19951329,RB/FLEX,7100,CLE@CIN 11/07/2021 01:00PM ET,CIN,16.75
,,,,,,,,,,WR,Mike Williams (19951607),Mike Williams,19951607,WR/FLEX,7100,LAC@PHI 11/07/2021 04:05PM ET,LAC,18.67
,,,,,,,,,,RB,Ezekiel Elliott (19951331),Ezekiel Elliott,19951331,RB/FLEX,7000,DEN@DAL 11/07/2021 01:00PM ET,DAL,18.84
,,,,,,,,,,QB,Justin Herbert (19951252),Justin Herbert,19951252,QB,7000,LAC@PHI 11/07/2021 04:05PM ET,LAC,23.41
,,,,,,,,,,TE,Travis Kelce (19952015),Travis Kelce,19952015,TE/FLEX,7000,GB@KC 11/07/2021 04:25PM ET,KC,16.75
,,,,,,,,,,WR,DeAndre Hopkins (19951609),DeAndre Hopkins,19951609,WR/FLEX,7000,ARI@SF 11/07/2021 04:25PM ET,ARI,15.7
,,,,,,,,,,QB,Dak Prescott (19951253),Dak Prescott,19951253,QB,6900,DEN@DAL 11/07/2021 01:00PM ET,DAL,24.25
,,,,,,,,,,WR,Adam Thielen (19951611),Adam Thielen,19951611,WR/FLEX,6900,MIN@BAL 11/07/2021 01:00PM ET,MIN,18.47
,,,,,,,,,,QB,Joe Burrow (19951254),Joe Burrow,19951254,QB,6800,CLE@CIN 11/07/2021 01:00PM ET,CIN,21.49
,,,,,,,,,,RB,Saquon Barkley (19951333),Saquon Barkley,19951333,RB/FLEX,6800,LV@NYG 11/07/2021 01:00PM ET,NYG,12.9
,,,,,,,,,,RB,Nick Chubb (19951335),Nick Chubb,19951335,RB/FLEX,6700,CLE@CIN 11/07/2021 01:00PM ET,CLE,16.28
,,,,,,,,,,QB,Jalen Hurts (19951255),Jalen Hurts,19951255,QB,6700,LAC@PHI 11/07/2021 04:05PM ET,PHI,24.12
,,,,,,,,,,WR,Keenan Allen (19951613),Keenan Allen,19951613,WR/FLEX,6700,LAC@PHI 11/07/2021 04:05PM ET,LAC,16.09
,,,,,,,,,,RB,James Robinson (19951337),James Robinson,19951337,RB/FLEX,6400,BUF@JAX 11/07/2021 01:00PM ET,JAX,16.07
