QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,RB,Carlos Hyde (20692282),Carlos Hyde,20692282,RB/FLEX,4400,JAX@NYJ 12/26/2021 01:00PM ET,JAX,3.98
,,,,,,,,,,WR,Marvin Jones Jr. (20692564),Marvin Jones Jr.,20692564,WR/FLEX,4400,JAX@NYJ 12/26/2021 01:00PM ET,JAX,9.96
,,,,,,,,,,RB,David Johnson (20692280),David Johnson,20692280,RB/FLEX,4400,LAC@HOU 12/26/2021 01:00PM ET,HOU,6.31
,,,,,,,,,,RB,Latavius Murray (20692274),Latavius Murray,20692274,RB/FLEX,4400,BAL@CIN 12/26/2021 01:00PM ET,BAL,6.92
,,,,,,,,,,RB,Samaje Perine (20692278),Samaje Perine,20692278,RB/FLEX,4400,BAL@CIN 12/26/2021 01:00PM ET,CIN,6.02
,,,,,,,,,,RB,Adrian Peterson (20692276),Adrian Peterson,20692276,RB/FLEX,4400,CHI@SEA 12/26/2021 04:05PM ET,SEA,6.65
,,,,,,,,,,TE,Noah Fant (20692902),Noah Fant,20692902,TE/FLEX,4400,DEN@LV 12/26/2021 04:25PM ET,DEN,9.94
,,,,,,,,,,RB,Jordan Howard (20692290),Jordan Howard,20692290,RB/FLEX,4300,NYG@PHI 12/26/2021 01:00PM ET,PHI,10.46
,,,,,,,,,,RB,Zack Moss (20692284),Zack Moss,20692284,RB/FLEX,4300,BUF@NE 12/26/2021 01:00PM ET,BUF,9.54
,,,,,,,,,,RB,La'Mical Perine (20692288),La'Mical Perine,20692288,RB/FLEX,4300,JAX@NYJ 12/26/2021 01:00PM ET,NYJ,0.78
,,,,,,,,,,RB,Travis Homer (20692286),Travis Homer,20692286,RB/FLEX,4300,CHI@SEA 12/26/2021 04:05PM ET,SEA,5.04
,,,,,,,,,,RB,Khalil Herbert (20692292),Khalil Herbert,20692292,RB/FLEX,4300,CHI@SEA 12/26/2021 04:05PM ET,CHI,5.01
,,,,,,,,,,TE,Pat Freiermuth (20692904),Pat Freiermuth,20692904,TE/FLEX,4300,PIT@KC 12/26/2021 04:25PM ET,PIT,9.59
,,,,,,,,,,RB,Boston Scott (20692298),Boston Scott,20692298,RB/FLEX,4200,NYG@PHI 12/26/2021 01:00PM ET,PHI,4.64
,,,,,,,,,,WR,Darius Slayton (20692568),Darius Slayton,20692568,WR/FLEX,4200,NYG@PHI 12/26/2021 01:00PM ET,NYG,5.18
,,,,,,,,,,RB,Matt Breida (20692296),Matt Breida,20692296,RB/FLEX,4200,BUF@NE 12/26/2021 01:00PM ET,BUF,5.46
,,,,,,,,,,RB,Brandon Bolden (20692300),Brandon Bolden,20692300,RB/FLEX,4200,BUF@NE 12/26/2021 01:00PM ET,NE,6.76
,,,,,,,,,,WR,Breshad Perriman (20692624),Breshad Perriman,20692624,WR/FLEX,4200,TB@CAR 12/26/2021 01:00PM ET,TB,4.48
,,,,,,,,,,QB,Chase Daniel (20692161),Chase Daniel,20692161,QB,4200,LAC@HOU 12/26/2021 01:00PM ET,LAC,-0.2
,,,,,,,,,,RB,Justin Jackson (20692294),Justin Jackson,20692294,RB/FLEX,4200,LAC@HOU 12/26/2021 01:00PM ET,LAC,3.72
,,,,,,,,,,RB,DeeJay Dallas (20692302),DeeJay Dallas,20692302,RB/FLEX,4200,CHI@SEA 12/26/2021 04:05PM ET,SEA,3.72
,,,,,,,,,,WR,Courtland Sutton (20692566),Courtland Sutton,20692566,WR/FLEX,4200,DEN@LV 12/26/2021 04:25PM ET,DEN,9.79
,,,,,,,,,,QB,John Wolford (20692162),John Wolford,20692162,QB,4100,LAR@MIN 12/26/2021 01:00PM ET,LAR,-0.3
,,,,,,,,,,DST,Buccaneers  (20693138),Buccaneers ,20693138,DST,4100,TB@CAR 12/26/2021 01:00PM ET,TB,8.21
,,,,,,,,,,WR,Laviska Shenault Jr. (20692570),Laviska Shenault Jr.,20692570,WR/FLEX,4100,JAX@NYJ 12/26/2021 01:00PM ET,JAX,8.11
,,,,,,,,,,QB,Reid Sinnett (20692193),Reid Sinnett,20692193,QB,4000,NYG@PHI 12/26/2021 01:00PM ET,PHI,0
,,,,,,,,,,QB,Brian Lewerke (20692194),Brian Lewerke,20692194,QB,4000,NYG@PHI 12/26/2021 01:00PM ET,NYG,0
,,,,,,,,,,RB,Eli Penny (20692306),Eli Penny,20692306,RB/FLEX,4000,NYG@PHI 12/26/2021 01:00PM ET,NYG,2.14
,,,,,,,,,,RB,Jason Huntley (20692464),Jason Huntley,20692464,RB/FLEX,4000,NYG@PHI 12/26/2021 01:00PM ET,PHI,0
,,,,,,,,,,RB,Gary Brightwell (20692466),Gary Brightwell,20692466,RB/FLEX,4000,NYG@PHI 12/26/2021 01:00PM ET,NYG,0.15
,,,,,,,,,,RB,Sandro Platzgummer (20692468),Sandro Platzgummer,20692468,RB/FLEX,4000,NYG@PHI 12/26/2021 01:00PM ET,NYG,0
,,,,,,,,,,RB,Cullen Gillaspia (20692470),Cullen Gillaspia,20692470,RB/FLEX,4000,NYG@PHI 12/26/2021 01:00PM ET,NYG,0
,,,,,,,,,,QB,Kellen Mond (20692191),Kellen Mond,20692191,QB,4000,LAR@MIN 12/26/2021 01:00PM ET,MIN,0
,,,,,,,,,,QB,Bryce Perkins (20692192),Bryce Perkins,20692192,QB,4000,LAR@MIN 12/26/2021 01:00PM ET,LAR,0
,,,,,,,,,,RB,Kene Nwangwu (20692444),Kene Nwangwu,20692444,RB/FLEX,4000,LAR@MIN 12/26/2021 01:00PM ET,MIN,2.41
,,,,,,,,,,RB,Wayne Gallman Jr. (20692446),Wayne Gallman Jr.,20692446,RB/FLEX,4000,LAR@MIN 12/26/2021 01:00PM ET,MIN,1.93
,,,,,,,,,,RB,C.J. Ham (20692448),C.J. Ham,20692448,RB/FLEX,4000,LAR@MIN 12/26/2021 01:00PM ET,MIN,1.91
,,,,,,,,,,RB,Jake Bargas (20692450),Jake Bargas,20692450,RB/FLEX,4000,LAR@MIN 12/26/2021 01:00PM ET,MIN,0
,,,,,,,,,,RB,Mekhi Sargent (20692452),Mekhi Sargent,20692452,RB/FLEX,4000,LAR@MIN 12/26/2021 01:00PM ET,LAR,0.15
