CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,QB,Dak Prescott (20758020),Dak Prescott,20758020,CPT,17100,WAS@DAL 12/26/2021 09:50PM ET,DAL,20.11
,,,,,,,QB,Taylor Heinicke (20758021),Taylor Heinicke,20758021,CPT,15600,WAS@DAL 12/26/2021 09:50PM ET,WAS,16.98
,,,,,,,WR,CeeDee Lamb (20758022),CeeDee Lamb,20758022,CPT,15000,WAS@DAL 12/26/2021 09:50PM ET,DAL,16.68
,,,,,,,RB,Ezekiel Elliott (20758023),Ezekiel Elliott,20758023,CPT,14100,WAS@DAL 12/26/2021 09:50PM ET,DAL,16.28
,,,,,,,WR,Terry McLaurin (20758024),Terry McLaurin,20758024,CPT,13200,WAS@DAL 12/26/2021 09:50PM ET,WAS,13.72
,,,,,,,RB,Antonio Gibson (20758025),Antonio Gibson,20758025,CPT,12600,WAS@DAL 12/26/2021 09:50PM ET,WAS,14.3
,,,,,,,WR,Amari Cooper (20758026),Amari Cooper,20758026,CPT,11700,WAS@DAL 12/26/2021 09:50PM ET,DAL,13.61
,,,,,,,QB,Dak Prescott (20758079),Dak Prescott,20758079,FLEX,11400,WAS@DAL 12/26/2021 09:50PM ET,DAL,20.11
,,,,,,,WR,Michael Gallup (20758027),Michael Gallup,20758027,CPT,11100,WAS@DAL 12/26/2021 09:50PM ET,DAL,10.66
,,,,,,,QB,Taylor Heinicke (20758080),Taylor Heinicke,20758080,FLEX,10400,WAS@DAL 12/26/2021 09:50PM ET,WAS,16.98
,,,,,,,RB,Tony Pollard (20758028),Tony Pollard,20758028,CPT,10200,WAS@DAL 12/26/2021 09:50PM ET,DAL,11.52
,,,,,,,WR,CeeDee Lamb (20758081),CeeDee Lamb,20758081,FLEX,10000,WAS@DAL 12/26/2021 09:50PM ET,DAL,16.68
,,,,,,,RB,Jaret Patterson (20758029),Jaret Patterson,20758029,CPT,9900,WAS@DAL 12/26/2021 09:50PM ET,WAS,1.88
,,,,,,,RB,Ezekiel Elliott (20758082),Ezekiel Elliott,20758082,FLEX,9400,WAS@DAL 12/26/2021 09:50PM ET,DAL,16.28
,,,,,,,TE,Dalton Schultz (20758030),Dalton Schultz,20758030,CPT,9300,WAS@DAL 12/26/2021 09:50PM ET,DAL,11.29
,,,,,,,QB,Kyle Allen (20758031),Kyle Allen,20758031,CPT,9000,WAS@DAL 12/26/2021 09:50PM ET,WAS,2.22
,,,,,,,QB,Ryan Fitzpatrick (20758032),Ryan Fitzpatrick,20758032,CPT,9000,WAS@DAL 12/26/2021 09:50PM ET,WAS,0.72
,,,,,,,QB,Ben DiNucci (20758033),Ben DiNucci,20758033,CPT,9000,WAS@DAL 12/26/2021 09:50PM ET,DAL,0
,,,,,,,QB,Kyle Shurmur (20758034),Kyle Shurmur,20758034,CPT,9000,WAS@DAL 12/26/2021 09:50PM ET,WAS,0
,,,,,,,QB,Garrett Gilbert (20758035),Garrett Gilbert,20758035,CPT,9000,WAS@DAL 12/26/2021 09:50PM ET,WAS,7.76
,,,,,,,QB,Will Grier (20758036),Will Grier,20758036,CPT,9000,WAS@DAL 12/26/2021 09:50PM ET,DAL,0
,,,,,,,QB,Cooper Rush (20758037),Cooper Rush,20758037,CPT,9000,WAS@DAL 12/26/2021 09:50PM ET,DAL,7.43
,,,,,,,WR,Terry McLaurin (20758083),Terry McLaurin,20758083,FLEX,8800,WAS@DAL 12/26/2021 09:50PM ET,WAS,13.72
,,,,,,,RB,Jonathan Williams (20758038),Jonathan Williams,20758038,CPT,8700,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.5
,,,,,,,RB,Antonio Gibson (20758084),Antonio Gibson,20758084,FLEX,8400,WAS@DAL 12/26/2021 09:50PM ET,WAS,14.3
,,,,,,,RB,J.D. McKissic (20758039),J.D. McKissic,20758039,CPT,8400,WAS@DAL 12/26/2021 09:50PM ET,WAS,11.63
,,,,,,,WR,Amari Cooper (20758085),Amari Cooper,20758085,FLEX,7800,WAS@DAL 12/26/2021 09:50PM ET,DAL,13.61
,,,,,,,WR,Adam Humphries (20758040),Adam Humphries,20758040,CPT,7800,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.17
,,,,,,,WR,DeAndre Carter (20758041),DeAndre Carter,20758041,CPT,7500,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.84
,,,,,,,WR,Michael Gallup (20758086),Michael Gallup,20758086,FLEX,7400,WAS@DAL 12/26/2021 09:50PM ET,DAL,10.66
,,,,,,,WR,Curtis Samuel (20758042),Curtis Samuel,20758042,CPT,7200,WAS@DAL 12/26/2021 09:50PM ET,WAS,1.96
,,,,,,,TE,Ricky Seals-Jones (20758043),Ricky Seals-Jones,20758043,CPT,6900,WAS@DAL 12/26/2021 09:50PM ET,WAS,6.06
,,,,,,,RB,Tony Pollard (20758087),Tony Pollard,20758087,FLEX,6800,WAS@DAL 12/26/2021 09:50PM ET,DAL,11.52
,,,,,,,RB,Jaret Patterson (20758088),Jaret Patterson,20758088,FLEX,6600,WAS@DAL 12/26/2021 09:50PM ET,WAS,1.88
,,,,,,,K,Greg Zuerlein (20758044),Greg Zuerlein,20758044,CPT,6300,WAS@DAL 12/26/2021 09:50PM ET,DAL,9.23
,,,,,,,TE,Dalton Schultz (20758089),Dalton Schultz,20758089,FLEX,6200,WAS@DAL 12/26/2021 09:50PM ET,DAL,11.29
,,,,,,,QB,Kyle Allen (20758095),Kyle Allen,20758095,FLEX,6000,WAS@DAL 12/26/2021 09:50PM ET,WAS,2.22
,,,,,,,QB,Ryan Fitzpatrick (20758096),Ryan Fitzpatrick,20758096,FLEX,6000,WAS@DAL 12/26/2021 09:50PM ET,WAS,0.72
,,,,,,,QB,Ben DiNucci (20758093),Ben DiNucci,20758093,FLEX,6000,WAS@DAL 12/26/2021 09:50PM ET,DAL,0
,,,,,,,QB,Kyle Shurmur (20758094),Kyle Shurmur,20758094,FLEX,6000,WAS@DAL 12/26/2021 09:50PM ET,WAS,0
,,,,,,,QB,Garrett Gilbert (20758090),Garrett Gilbert,20758090,FLEX,6000,WAS@DAL 12/26/2021 09:50PM ET,WAS,7.76
,,,,,,,QB,Will Grier (20758091),Will Grier,20758091,FLEX,6000,WAS@DAL 12/26/2021 09:50PM ET,DAL,0
,,,,,,,QB,Cooper Rush (20758092),Cooper Rush,20758092,FLEX,6000,WAS@DAL 12/26/2021 09:50PM ET,DAL,7.43
,,,,,,,DST,Cowboys  (20758045),Cowboys ,20758045,CPT,6000,WAS@DAL 12/26/2021 09:50PM ET,DAL,11.07
,,,,,,,RB,Jonathan Williams (20758097),Jonathan Williams,20758097,FLEX,5800,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.5
,,,,,,,K,Joey Slye (20758046),Joey Slye,20758046,CPT,5700,WAS@DAL 12/26/2021 09:50PM ET,WAS,8.33
,,,,,,,K,Brian Johnson (20758047),Brian Johnson,20758047,CPT,5700,WAS@DAL 12/26/2021 09:50PM ET,WAS,6
,,,,,,,RB,J.D. McKissic (20758098),J.D. McKissic,20758098,FLEX,5600,WAS@DAL 12/26/2021 09:50PM ET,WAS,11.63
,,,,,,,WR,Adam Humphries (20758099),Adam Humphries,20758099,FLEX,5200,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.17
,,,,,,,DST,WAS Football Team  (20758048),WAS Football Team ,20758048,CPT,5100,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.29
,,,,,,,WR,DeAndre Carter (20758100),DeAndre Carter,20758100,FLEX,5000,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.84
,,,,,,,WR,Curtis Samuel (20758101),Curtis Samuel,20758101,FLEX,4800,WAS@DAL 12/26/2021 09:50PM ET,WAS,1.96
,,,,,,,TE,Ricky Seals-Jones (20758102),Ricky Seals-Jones,20758102,FLEX,4600,WAS@DAL 12/26/2021 09:50PM ET,WAS,6.06
,,,,,,,K,Greg Zuerlein (20758103),Greg Zuerlein,20758103,FLEX,4200,WAS@DAL 12/26/2021 09:50PM ET,DAL,9.23
,,,,,,,DST,Cowboys  (20758104),Cowboys ,20758104,FLEX,4000,WAS@DAL 12/26/2021 09:50PM ET,DAL,11.07
,,,,,,,K,Joey Slye (20758105),Joey Slye,20758105,FLEX,3800,WAS@DAL 12/26/2021 09:50PM ET,WAS,8.33
,,,,,,,K,Brian Johnson (20758106),Brian Johnson,20758106,FLEX,3800,WAS@DAL 12/26/2021 09:50PM ET,WAS,6
,,,,,,,DST,WAS Football Team  (20758107),WAS Football Team ,20758107,FLEX,3400,WAS@DAL 12/26/2021 09:50PM ET,WAS,5.29
,,,,,,,TE,John Bates (20758049),John Bates,20758049,CPT,3300,WAS@DAL 12/26/2021 09:50PM ET,WAS,2.17
,,,,,,,WR,Cam Sims (20758050),Cam Sims,20758050,CPT,3000,WAS@DAL 12/26/2021 09:50PM ET,WAS,3.64
,,,,,,,TE,Jeremy Sprinkle (20758051),Jeremy Sprinkle,20758051,CPT,2400,WAS@DAL 12/26/2021 09:50PM ET,DAL,0.29
,,,,,,,TE,John Bates (20758108),John Bates,20758108,FLEX,2200,WAS@DAL 12/26/2021 09:50PM ET,WAS,2.17
