CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,QB,Tom Brady (20662513),Tom Brady,20662513,CPT,18300,NO@TB 12/19/2021 09:50PM ET,TB,25.94
,,,,,,,RB,Alvin Kamara (20662514),Alvin Kamara,20662514,CPT,17100,NO@TB 12/19/2021 09:50PM ET,NO,21.28
,,,,,,,QB,Taysom Hill (20662515),Taysom Hill,20662515,CPT,15600,NO@TB 12/19/2021 09:50PM ET,NO,10.31
,,,,,,,WR,Chris Godwin (20662516),Chris Godwin,20662516,CPT,15000,NO@TB 12/19/2021 09:50PM ET,TB,19.12
,,,,,,,RB,Leonard Fournette (20662517),Leonard Fournette,20662517,CPT,13800,NO@TB 12/19/2021 09:50PM ET,TB,19.07
,,,,,,,WR,Mike Evans (20662518),Mike Evans,20662518,CPT,12900,NO@TB 12/19/2021 09:50PM ET,TB,17.27
,,,,,,,QB,Tom Brady (20662571),Tom Brady,20662571,FLEX,12200,NO@TB 12/19/2021 09:50PM ET,TB,25.94
,,,,,,,TE,Rob Gronkowski (20662519),Rob Gronkowski,20662519,CPT,11700,NO@TB 12/19/2021 09:50PM ET,TB,15.85
,,,,,,,RB,Alvin Kamara (20662572),Alvin Kamara,20662572,FLEX,11400,NO@TB 12/19/2021 09:50PM ET,NO,21.28
,,,,,,,QB,Taysom Hill (20662573),Taysom Hill,20662573,FLEX,10400,NO@TB 12/19/2021 09:50PM ET,NO,10.31
,,,,,,,WR,Chris Godwin (20662574),Chris Godwin,20662574,FLEX,10000,NO@TB 12/19/2021 09:50PM ET,TB,19.12
,,,,,,,RB,Mark Ingram II (20662520),Mark Ingram II,20662520,CPT,9300,NO@TB 12/19/2021 09:50PM ET,NO,8.68
,,,,,,,RB,Leonard Fournette (20662575),Leonard Fournette,20662575,FLEX,9200,NO@TB 12/19/2021 09:50PM ET,TB,19.07
,,,,,,,QB,Ryan Griffin (20662521),Ryan Griffin,20662521,CPT,9000,NO@TB 12/19/2021 09:50PM ET,TB,0
,,,,,,,QB,Kyle Trask (20662522),Kyle Trask,20662522,CPT,9000,NO@TB 12/19/2021 09:50PM ET,TB,0
,,,,,,,QB,Jameis Winston (20662523),Jameis Winston,20662523,CPT,9000,NO@TB 12/19/2021 09:50PM ET,NO,17.34
,,,,,,,QB,Blaine Gabbert (20662524),Blaine Gabbert,20662524,CPT,9000,NO@TB 12/19/2021 09:50PM ET,TB,0.52
,,,,,,,QB,Trevor Siemian (20662525),Trevor Siemian,20662525,CPT,9000,NO@TB 12/19/2021 09:50PM ET,NO,16.68
,,,,,,,QB,Ian Book (20662526),Ian Book,20662526,CPT,9000,NO@TB 12/19/2021 09:50PM ET,NO,0
,,,,,,,WR,Tre'Quan Smith (20662527),Tre'Quan Smith,20662527,CPT,8700,NO@TB 12/19/2021 09:50PM ET,NO,8.18
,,,,,,,WR,Mike Evans (20662576),Mike Evans,20662576,FLEX,8600,NO@TB 12/19/2021 09:50PM ET,TB,17.27
,,,,,,,RB,Ronald Jones II (20662528),Ronald Jones II,20662528,CPT,8400,NO@TB 12/19/2021 09:50PM ET,TB,4.02
,,,,,,,TE,Rob Gronkowski (20662577),Rob Gronkowski,20662577,FLEX,7800,NO@TB 12/19/2021 09:50PM ET,TB,15.85
,,,,,,,WR,Marquez Callaway (20662529),Marquez Callaway,20662529,CPT,7200,NO@TB 12/19/2021 09:50PM ET,NO,8.48
,,,,,,,WR,Breshad Perriman (20662530),Breshad Perriman,20662530,CPT,6900,NO@TB 12/19/2021 09:50PM ET,TB,4.48
,,,,,,,K,Jose Borregales (20662531),Jose Borregales,20662531,CPT,6300,NO@TB 12/19/2021 09:50PM ET,TB,0
,,,,,,,K,Ryan Succop (20662532),Ryan Succop,20662532,CPT,6300,NO@TB 12/19/2021 09:50PM ET,TB,7.85
,,,,,,,RB,Mark Ingram II (20662578),Mark Ingram II,20662578,FLEX,6200,NO@TB 12/19/2021 09:50PM ET,NO,8.68
,,,,,,,QB,Ryan Griffin (20662584),Ryan Griffin,20662584,FLEX,6000,NO@TB 12/19/2021 09:50PM ET,TB,0
,,,,,,,QB,Kyle Trask (20662582),Kyle Trask,20662582,FLEX,6000,NO@TB 12/19/2021 09:50PM ET,TB,0
,,,,,,,QB,Jameis Winston (20662581),Jameis Winston,20662581,FLEX,6000,NO@TB 12/19/2021 09:50PM ET,NO,17.34
,,,,,,,QB,Blaine Gabbert (20662579),Blaine Gabbert,20662579,FLEX,6000,NO@TB 12/19/2021 09:50PM ET,TB,0.52
,,,,,,,QB,Trevor Siemian (20662580),Trevor Siemian,20662580,FLEX,6000,NO@TB 12/19/2021 09:50PM ET,NO,16.68
,,,,,,,QB,Ian Book (20662583),Ian Book,20662583,FLEX,6000,NO@TB 12/19/2021 09:50PM ET,NO,0
,,,,,,,DST,Buccaneers  (20662533),Buccaneers ,20662533,CPT,6000,NO@TB 12/19/2021 09:50PM ET,TB,8.38
,,,,,,,WR,Tre'Quan Smith (20662585),Tre'Quan Smith,20662585,FLEX,5800,NO@TB 12/19/2021 09:50PM ET,NO,8.18
,,,,,,,K,Brett Maher (20662534),Brett Maher,20662534,CPT,5700,NO@TB 12/19/2021 09:50PM ET,NO,5.75
,,,,,,,K,Wil Lutz (20662535),Wil Lutz,20662535,CPT,5700,NO@TB 12/19/2021 09:50PM ET,NO,0
,,,,,,,RB,Ronald Jones II (20662586),Ronald Jones II,20662586,FLEX,5600,NO@TB 12/19/2021 09:50PM ET,TB,4.02
,,,,,,,TE,Nick Vannett (20662536),Nick Vannett,20662536,CPT,5100,NO@TB 12/19/2021 09:50PM ET,NO,6.58
,,,,,,,WR,Marquez Callaway (20662587),Marquez Callaway,20662587,FLEX,4800,NO@TB 12/19/2021 09:50PM ET,NO,8.48
,,,,,,,DST,Saints  (20662537),Saints ,20662537,CPT,4800,NO@TB 12/19/2021 09:50PM ET,NO,7.38
,,,,,,,WR,Breshad Perriman (20662588),Breshad Perriman,20662588,FLEX,4600,NO@TB 12/19/2021 09:50PM ET,TB,4.48
,,,,,,,K,Jose Borregales (20662589),Jose Borregales,20662589,FLEX,4200,NO@TB 12/19/2021 09:50PM ET,TB,0
,,,,,,,K,Ryan Succop (20662590),Ryan Succop,20662590,FLEX,4200,NO@TB 12/19/2021 09:50PM ET,TB,7.85
