12/14/2023 20:15,at Raiders,-3,Chargers,36,134,-162
12/16/2023 13:00,at Bengals,-3,Vikings,41.5,136,-167
12/16/2023 16:30,at Colts,-1,Steelers,41.5,-102,-120
12/16/2023 20:15,at Lions,-5.5,Broncos,49,196,-242
12/17/2023 13:00,at Titans,-3.5,Texans,37.5,145,-176
12/17/2023 13:00,Chiefs,-8.5,at Patriots,37.5,-422,323
12/17/2023 13:00,at Packers,-3.5,Buccaneers,42.5,152,-187
12/17/2023 13:00,at Saints,-5.5,Giants,39.5,195,-240
12/17/2023 13:00,at Dolphins,-8,Jets,37,317,-401
12/17/2023 13:00,Falcons,-3,at Panthers,32.5,-155,128
12/17/2023 13:00,at Browns,-3,Bears,37.5,124,-151
12/17/2023 16:05,at Rams,-6.5,Commanders,50.5,237,-302
12/17/2023 16:05,49ers,-12,at Cardinals,48.5,-777,533
12/17/2023 16:25,at Bills,-2,Cowboys,49.5,108,-130
12/17/2023 20:20,Ravens,-3.5,at Jaguars,41.5,-182,148
12/18/2023 20:15,Eagles,-3,at Seahawks,47.5,-173,142
