10/5/2023 20:15,at Commanders,-6,Bears,45,215,-272
10/8/2023 9:30,at Bills,-4.5,Jaguars,48.5,193,-240
10/8/2023 13:00,Ravens,-4.5,at Steelers,38,-215,175
10/8/2023 13:00,at Lions,-9.5,Panthers,44,362,-490
10/8/2023 13:00,at Patriots,-1.5,Saints,39,-102,-120
10/8/2023 13:00,at Dolphins,-12.5,Giants,47.5,509,-736
10/8/2023 13:00,at Falcons,-2,Texans,42,115,-138
10/8/2023 13:00,Titans,-2.5,at Colts,43,-140,116
10/8/2023 16:05,Eagles,-4,at Rams,50.5,-209,170
10/8/2023 16:05,Bengals,-3.5,at Cardinals,45,-168,138
10/8/2023 16:25,Chiefs,-3.5,at Vikings,52.5,-193,159
10/8/2023 16:25,at Broncos,-2.5,Jets,43.5,114,-138
10/8/2023 20:20,at 49ers,-3.5,Cowboys,45,153,-188
10/9/2023 20:15,at Raiders,-2,Packers,44.5,106,-128
