11/23/2023 12:30,at Lions,-8.5,Packers,47,315,-407
11/23/2023 16:30,at Cowboys,-13,Commanders,47.5,518,-749
11/23/2023 20:20,49ers,-7,at Seahawks,43,-335,257
11/24/2023 15:00,Dolphins,-9.5,at Jets,40,-481,357
11/26/2023 13:00,Patriots,-4,at Giants,34,-209,171
11/26/2023 13:00,Saints,-2,at Falcons,42,-128,106
11/26/2023 13:00,Steelers,-2.5,at Bengals,36.5,-134,111
11/26/2023 13:00,at Colts,-2.5,Buccaneers,45.5,122,-152
11/26/2023 13:00,Jaguars,-1,at Texans,48,-120,-102
11/26/2023 13:00,at Titans,-3.5,Panthers,36.5,152,-186
11/26/2023 16:05,at Broncos,-1.5,Browns,36.5,102,-124
11/26/2023 16:05,Rams,-3,at Cardinals,45.5,-148,120
11/26/2023 16:25,Chiefs,-9.5,at Raiders,43.5,-497,370
11/26/2023 16:25,at Eagles,-3,Bills,48.5,135,-164
11/26/2023 20:20,Ravens,-3,at Chargers,48,-167,138
11/27/2023 20:15,at Vikings,-3,Bears,44,130,-158
