9/21/2023 20:15,at 49ers,-10.5,Giants,43.5,426,-569
9/24/2023 13:00,Patriots,-2.5,at Jets,36.5,-149,125
9/24/2023 13:00,at Packers,-1.5,Saints,42.5,100,-120
9/24/2023 13:00,at Browns,-3.5,Titans,39.5,146,-177
9/24/2023 13:00,at Lions,-3.5,Falcons,46.5,143,-170
9/24/2023 13:00,Bills,-6,at Commanders,43,-285,230
9/24/2023 13:00,at Dolphins,-6.5,Broncos,47.5,231,-287
9/24/2023 13:00,at Jaguars,-8.5,Texans,44,323,-411
9/24/2023 13:00,at Ravens,-8,Colts,44.5,296,-370
9/24/2023 13:00,at Vikings,-1,Chargers,54,-104,-115
9/24/2023 16:05,at Seahawks,-6.5,Panthers,41.5,228,-284
9/24/2023 16:25,at Chiefs,-12.5,Bears,48,523,-721
9/24/2023 16:25,Cowboys,-12.5,at Cardinals,43,-667,489
9/24/2023 20:20,at Raiders,-3,Steelers,43,125,-149
9/25/2023 19:15,Eagles,-5,at Buccaneers,45.5,-226,188
9/25/2023 20:15,at Bengals,-3,Rams,43.5,128,-153
