11/9/2023 20:15,at Bears,-3,Panthers,38,149,-183
11/12/2023 9:30,Colts,-1.5,at Patriots,42,-122,100
11/12/2023 13:00,Saints,-3,at Vikings,40.5,-155,127
11/12/2023 13:00,at Ravens,-6.5,Browns,38,224,-283
11/12/2023 13:00,at Steelers,-3,Packers,38.5,141,-174
11/12/2023 13:00,at Bengals,-5.5,Texans,46.5,210,-264
11/12/2023 13:00,49ers,-3.5,at Jaguars,45,-177,144
11/12/2023 13:00,at Buccaneers,-2.5,Titans,39,123,-149
11/12/2023 16:05,Falcons,-2.5,at Cardinals,43.5,-138,112
11/12/2023 16:05,Lions,-2.5,at Chargers,48.5,-153,126
11/12/2023 16:25,at Cowboys,-17.5,Giants,38.5,1016,-2131
11/12/2023 16:25,at Seahawks,-6,Commanders,44.5,219,-276
11/12/2023 20:20,Jets,-1,at Raiders,36.5,-114,-107
11/13/2023 20:15,at Bills,-7,Broncos,46,272,-356
