10/26/2023 20:15,at Bills,-10,Buccaneers,42.5,358,-482
10/29/2023 13:00,Vikings,-1,at Packers,41.5,-119,-104
10/29/2023 13:00,at Dolphins,-8.5,Patriots,46.5,332,-449
10/29/2023 13:00,Saints,-2,at Colts,43.5,-135,111
10/29/2023 13:00,Jets,-3,at Giants,35,-176,141
10/29/2023 13:00,Eagles,-7,at Commanders,43.5,-329,255
10/29/2023 13:00,Falcons,-2.5,at Titans,35.5,-145,119
10/29/2023 13:00,Texans,-3.5,at Panthers,43.5,-180,148
10/29/2023 13:00,Jaguars,-2,at Steelers,40.5,-133,108
10/29/2023 13:00,at Cowboys,-6.5,Rams,45.5,242,-310
10/29/2023 16:05,at Seahawks,-3.5,Browns,37.5,161,-197
10/29/2023 16:25,at 49ers,-5,Bengals,43.5,186,-230
10/29/2023 16:25,Ravens,-10,at Cardinals,44.5,-472,361
10/29/2023 16:25,Chiefs,-7,at Broncos,45.5,-358,272
10/29/2023 20:20,at Chargers,-8.5,Bears,46.5,332,-436
10/30/2023 20:15,at Lions,-8,Raiders,46,303,-388
