11/30/2023 20:15,at Cowboys,-9.5,Seahawks,47.5,357,-468
12/3/2023 13:00,Chargers,-5,at Patriots,39,-247,199
12/3/2023 13:00,Dolphins,-8.5,at Commanders,49.5,-450,347
12/3/2023 13:00,at Steelers,-6.5,Cardinals,41,231,-293
12/3/2023 13:00,Falcons,-2,at Jets,33.5,-135,111
12/3/2023 13:00,at Texans,-3,Broncos,47.5,138,-167
12/3/2023 13:00,Lions,-4.5,at Saints,47,-218,178
12/3/2023 13:00,Colts,-1,at Titans,41.5,-117,-104
12/3/2023 16:05,at Buccaneers,-3.5,Panthers,36.5,152,-188
12/3/2023 16:25,49ers,-3,at Eagles,47.5,-157,129
12/3/2023 16:25,at Rams,-4,Browns,40,168,-206
12/3/2023 20:20,Chiefs,-6,at Packers,42.5,-270,214
12/4/2023 20:15,at Jaguars,-10,Bengals,39,353,-473
