Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Justin Jefferson,MIN,WR,3,LAC,32,32,24.1,2.59,24,DraftKings,9300
2,Joshua Kelley,LAC,RB,3,MIN,21,21,12.81,2.37,22,DraftKings,5400
3,Tony Pollard,DAL,RB,3,ARI,19,19,18.15,2.27,21,DraftKings,8000
4,Tyreek Hill,MIA,WR,3,DEN,23,19,24.78,2.75,20,DraftKings,9000
4,Travis Etienne Jr.,JAX,RB,3,HOU,15,27,15.45,2.24,20,DraftKings,6900
4,Mike Williams,LAC,WR,3,MIN,21,20,13.62,2.27,20,DraftKings,6000
7,Keenan Allen,LAC,WR,3,MIN,21,20,17.57,2.31,18,DraftKings,7600
8,Kirk Cousins,MIN,QB,3,LAC,32,31,23.52,3.41,17,DraftKings,6900
9,Christian Kirk,JAX,WR,3,HOU,15,5,13.4,2.48,16,DraftKings,5400
10,Zack Moss,IND,RB,3,BAL,8,5,12.67,2.3,15,DraftKings,5500
10,Michael Pittman Jr.,IND,WR,3,BAL,8,23,14.3,2.31,15,DraftKings,6200
12,Calvin Ridley,JAX,WR,3,HOU,15,5,16.23,2.25,14,DraftKings,7200
12,Travis Kelce,KC,TE,3,CHI,30,12,17.76,2.47,14,DraftKings,7200
12,Jahmyr Gibbs,DET,RB,3,ATL,7,6,15.6,2.36,14,DraftKings,6600
12,Buffalo Bills,BUF,DST,3,WAS,null,null,8.3,2.86,14,DraftKings,2900
16,CeeDee Lamb,DAL,WR,3,ARI,19,15,17.81,2.31,13,DraftKings,7700
16,Kenneth Walker III,SEA,RB,3,CAR,10,31,14.18,2.29,13,DraftKings,6200
16,Alexander Mattison,MIN,RB,3,LAC,32,20,12.99,2.24,13,DraftKings,5800
16,Jerome Ford,CLE,RB,3,TEN,18,2,11.05,2.3,13,DraftKings,4800
20,Miles Sanders,CAR,RB,3,SEA,31,25,13.25,2.32,12,DraftKings,5700
20,AJ Dillon,GB,RB,3,NO,5,10,12.38,2.17,12,DraftKings,5700
22,Patrick Mahomes,KC,QB,3,CHI,30,26,27.73,3.34,11,DraftKings,8300
22,Bijan Robinson,ATL,RB,3,DET,26,16,16.62,2.13,11,DraftKings,7800
22,Nico Collins,HOU,WR,3,JAX,11,16,12.24,2.31,11,DraftKings,5300
22,Lamar Jackson,BAL,QB,3,IND,27,24,21.55,2.8,11,DraftKings,7700
22,New York Jets,NYJ,DST,3,NE,null,null,7.6,2.71,11,DraftKings,2800
27,Josh Reynolds,DET,WR,3,ATL,7,12,10.05,2.39,10,DraftKings,4200
27,Tank Dell,HOU,WR,3,JAX,11,16,8.62,2.39,10,DraftKings,3600
27,Raheem Mostert,MIA,RB,3,DEN,23,23,13.42,2.24,10,DraftKings,6000
27,Durham Smythe,MIA,TE,3,DEN,23,25,7.17,2.47,10,DraftKings,2900
31,Justin Herbert,LAC,QB,3,MIN,21,25,20.89,2.79,9,DraftKings,7500
31,Drake London,ATL,WR,3,DET,26,22,12.01,2.4,9,DraftKings,5000
31,Amari Cooper,CLE,WR,3,TEN,18,30,13.83,2.43,9,DraftKings,5700
34,Chris Olave,NO,WR,3,GB,16,7,14.78,2.11,8,DraftKings,7000
34,Amon-Ra St. Brown,DET,WR,3,ATL,7,12,16.48,2.09,8,DraftKings,7900
34,T.J. Hockenson,MIN,TE,3,LAC,32,11,14.06,2.16,8,DraftKings,6500
34,Jordan Addison,MIN,WR,3,LAC,32,32,11.41,2.07,8,DraftKings,5500
34,Trevor Lawrence,JAX,QB,3,HOU,15,18,19.46,2.86,8,DraftKings,6800
34,Zay Flowers,BAL,WR,3,IND,27,31,13.15,2.44,8,DraftKings,5400
34,Jayden Reed,GB,WR,3,NO,5,6,9.14,2.41,8,DraftKings,3800
34,Zach Ertz,ARI,TE,3,DAL,1,14,8.96,2.56,8,DraftKings,3500
34,Luke Musgrave,GB,TE,3,NO,5,2,6.97,2.11,8,DraftKings,3300
34,New England Patriots,NE,DST,3,NYJ,null,null,8.6,2.46,8,DraftKings,3500
44,Stefon Diggs,BUF,WR,3,WAS,13,27,17.98,2.22,7,DraftKings,8100
44,Geno Smith,SEA,QB,3,CAR,10,6,17.67,3.1,7,DraftKings,5700
44,Mark Andrews,BAL,TE,3,IND,27,17,13.99,2.33,7,DraftKings,6000
44,Tyler Lockett,SEA,WR,3,CAR,10,2,13.37,2.09,7,DraftKings,6400
44,Evan Engram,JAX,TE,3,HOU,15,24,11.13,2.32,7,DraftKings,4800
44,Adam Thielen,CAR,WR,3,SEA,31,29,9.65,2.47,7,DraftKings,3900
50,Tua Tagovailoa,MIA,QB,3,DEN,23,20,19.57,2.8,6,DraftKings,7000
50,Rhamondre Stevenson,NE,RB,3,NYJ,17,17,13.79,2.06,6,DraftKings,6700
50,DK Metcalf,SEA,WR,3,CAR,10,2,13.47,1.95,6,DraftKings,6900
50,Robert Woods,HOU,WR,3,JAX,11,16,9.61,2.18,6,DraftKings,4400
50,Washington Commanders,WAS,DST,3,BUF,null,null,6.3,2.62,6,DraftKings,2400
50,K.J. Osborn,MIN,WR,3,LAC,32,32,8.34,2.08,6,DraftKings,4000
