Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Keenan Allen,LAC,WR,4,LV,27,22,20.16,2.55,27,DraftKings,7900
2,Christian McCaffrey,SF,RB,4,ARI,22,24,22.51,2.45,24,DraftKings,9200
3,Kyren Williams,LAR,RB,4,IND,23,12,14.38,2.4,22,DraftKings,6000
4,Josh Jacobs,LV,RB,4,LAC,31,21,15.8,2.23,18,DraftKings,7100
5,Puka Nacua,LAR,WR,4,IND,23,25,15.49,2.31,17,DraftKings,6700
5,Pat Freiermuth,PIT,TE,4,HOU,12,24,8.8,2.59,17,DraftKings,3400
7,Tony Pollard,DAL,RB,4,NE,6,20,17.37,2.23,16,DraftKings,7800
7,Adam Thielen,CAR,WR,4,MIN,28,30,12.33,2.74,16,DraftKings,4500
7,Joshua Palmer,LAC,WR,4,LV,27,22,11.7,2.92,16,DraftKings,4000
10,Stefon Diggs,BUF,WR,4,MIA,20,11,19.28,2.38,15,DraftKings,8100
10,Tank Dell,HOU,WR,4,PIT,25,28,11.32,2.46,15,DraftKings,4600
12,Zack Moss,IND,RB,4,LAR,9,18,14.32,2.39,14,DraftKings,6000
12,Davante Adams,LV,WR,4,LAC,31,32,18.25,2.28,14,DraftKings,8000
12,Ja'Marr Chase,CIN,WR,4,TEN,24,29,18.99,2.43,14,DraftKings,7800
15,D'Andre Swift,PHI,RB,4,WAS,19,17,13.23,2.32,13,DraftKings,5700
15,Alexander Mattison,MIN,RB,4,CAR,21,30,12.49,2.15,13,DraftKings,5800
15,Javonte Williams,DEN,RB,4,CHI,30,31,13.14,2.39,13,DraftKings,5500
15,Baltimore Ravens,BAL,DST,4,CLE,null,null,8,2.5,13,DraftKings,3200
19,George Pickens,PIT,WR,4,HOU,12,5,11.69,2.16,12,DraftKings,5400
20,Tyreek Hill,MIA,WR,4,BUF,2,2,21,2.28,11,DraftKings,9200
20,Courtland Sutton,DEN,WR,4,CHI,30,21,12.96,2.45,11,DraftKings,5300
20,Rachaad White,TB,RB,4,NO,7,7,12.34,2.2,11,DraftKings,5600
20,Miles Sanders,CAR,RB,4,MIN,28,13,12.93,2.23,11,DraftKings,5800
20,Joe Mixon,CIN,RB,4,TEN,24,9,14.05,2.2,11,DraftKings,6400
25,DeAndre Hopkins,TEN,WR,4,CIN,18,16,13.08,2.26,10,DraftKings,5800
25,Joshua Kelley,LAC,RB,4,LV,27,23,11.37,2.15,10,DraftKings,5300
27,Jakobi Meyers,LV,WR,4,LAC,31,32,11.98,2.18,9,DraftKings,5500
27,Anthony Richardson,IND,QB,4,LAR,9,6,18.85,2.81,9,DraftKings,6700
27,Josh Allen,BUF,QB,4,MIA,20,16,22.65,2.76,9,DraftKings,8200
27,Aidan O'Connell,LV,QB,4,LAC,31,32,13.57,3.39,9,DraftKings,4000
31,Justin Jefferson,MIN,WR,4,CAR,21,3,24.45,2.55,8,DraftKings,9600
31,Chris Olave,NO,WR,4,TB,14,23,15.25,2.15,8,DraftKings,7100
31,Tutu Atwell,LAR,WR,4,IND,23,25,12.1,2.2,8,DraftKings,5500
31,Michael Pittman Jr.,IND,WR,4,LAR,9,14,14.73,2.27,8,DraftKings,6500
31,James Cook,BUF,RB,4,MIA,20,25,13.34,2.12,8,DraftKings,6300
31,Cleveland Browns,CLE,DST,4,BAL,null,null,7.7,2.75,8,DraftKings,2800
31,Calvin Austin III,PIT,WR,4,HOU,12,5,7.85,2.38,8,DraftKings,3300
31,Chigoziem Okonkwo,TEN,TE,4,CIN,18,30,7.67,2.47,8,DraftKings,3100
39,Justin Herbert,LAC,QB,4,LV,27,22,21.12,2.71,7,DraftKings,7800
39,Jalen Hurts,PHI,QB,4,WAS,19,15,22.43,2.8,7,DraftKings,8000
39,CeeDee Lamb,DAL,WR,4,NE,6,12,16.45,2.19,7,DraftKings,7500
39,Justin Fields,CHI,QB,4,DEN,32,31,18.62,2.82,7,DraftKings,6600
39,Tee Higgins,CIN,WR,4,TEN,24,29,14.04,2.06,7,DraftKings,6800
39,Mark Andrews,BAL,TE,4,CLE,1,1,12.51,2.32,7,DraftKings,5400
39,Philadelphia Eagles,PHI,DST,4,WAS,null,null,9.4,2.29,7,DraftKings,4100
39,Josh Downs,IND,WR,4,LAR,9,14,8.71,2.49,7,DraftKings,3500
39,Zach Ertz,ARI,TE,4,SF,5,10,7.9,2.47,7,DraftKings,3200
39,Dallas Goedert,PHI,TE,4,WAS,19,3,10.14,2.3,7,DraftKings,4400
49,Brandon Aiyuk,SF,WR,4,ARI,22,13,13.53,2.18,6,DraftKings,6200
49,Brock Purdy,SF,QB,4,ARI,22,24,17.6,2.98,6,DraftKings,5900
49,Marquise Brown,ARI,WR,4,SF,5,8,11.45,2.29,6,DraftKings,5000
49,Indianapolis Colts,IND,DST,4,LAR,null,null,6.4,2.21,6,DraftKings,2900
49,Dameon Pierce,HOU,RB,4,PIT,25,28,11.07,2.17,6,DraftKings,5100
49,Dalton Kincaid,BUF,TE,4,MIA,20,25,7.12,2.22,6,DraftKings,3200
49,Dawson Knox,BUF,TE,4,MIA,20,25,7.97,2.57,6,DraftKings,3100
49,Carolina Panthers,CAR,DST,4,MIN,null,null,5.8,2.32,6,DraftKings,2500
49,Los Angeles Rams,LAR,DST,4,IND,null,null,6.5,2.17,6,DraftKings,3000
49,Alvin Kamara,NO,RB,4,TB,14,16,13.04,2.14,6,DraftKings,6100
59,Raheem Mostert,MIA,RB,4,BUF,2,10,13.99,2.15,5,DraftKings,6500
59,Russell Wilson,DEN,QB,4,CHI,30,28,17.68,3.05,5,DraftKings,5800
59,Deebo Samuel,SF,WR,4,ARI,22,13,13.01,1.89,5,DraftKings,6900
59,Matthew Stafford,LAR,QB,4,IND,23,29,16.58,2.91,5,DraftKings,5700
59,T.J. Hockenson,MIN,TE,4,CAR,21,14,13.09,2.01,5,DraftKings,6500
59,Nico Collins,HOU,WR,4,PIT,25,28,12.6,2.47,5,DraftKings,5100
59,Jerome Ford,CLE,RB,4,BAL,10,15,11.22,2.08,5,DraftKings,5400
59,Tampa Bay Buccaneers,TB,DST,4,NO,null,null,6.6,2,5,DraftKings,3300
59,DJ Moore,CHI,WR,4,DEN,32,27,11.48,2.05,5,DraftKings,5600
59,Kenny Pickett,PIT,QB,4,HOU,12,18,15.74,3.09,5,DraftKings,5100
59,Michael Thomas,NO,WR,4,TB,14,23,12.07,2.32,5,DraftKings,5200
59,Derrick Henry,TEN,RB,4,CIN,18,11,14.48,2.07,5,DraftKings,7000
59,A.J. Brown,PHI,WR,4,WAS,19,26,16.45,2.14,5,DraftKings,7700
59,George Kittle,SF,TE,4,ARI,22,19,11.45,2.25,5,DraftKings,5100
73,Kirk Cousins,MIN,QB,4,CAR,21,8,19.66,2.77,4,DraftKings,7100
73,Mike Evans,TB,WR,4,NO,7,15,13.1,1.87,4,DraftKings,7000
73,Dallas Cowboys,DAL,DST,4,NE,null,null,8.1,2.02,4,DraftKings,4000
73,Zay Flowers,BAL,WR,4,CLE,1,1,13.51,2.41,4,DraftKings,5600
73,Robert Woods,HOU,WR,4,PIT,25,28,9.45,2.2,4,DraftKings,4300
73,Joe Burrow,CIN,QB,4,TEN,24,23,18.63,2.87,4,DraftKings,6500
73,Arizona Cardinals,ARI,DST,4,SF,null,null,3.7,1.68,4,DraftKings,2200
73,Gerald Everett,LAC,TE,4,LV,27,28,8.68,2.41,4,DraftKings,3600
73,Tyler Higbee,LAR,TE,4,IND,23,15,9.08,2.16,4,DraftKings,4200
73,Najee Harris,PIT,RB,4,HOU,12,27,11.87,2.16,4,DraftKings,5500
73,Chicago Bears,CHI,DST,4,DEN,null,null,6.2,2.3,4,DraftKings,2700
84,Tua Tagovailoa,MIA,QB,4,BUF,2,1,19.8,2.68,3,DraftKings,7400
84,Lamar Jackson,BAL,QB,4,CLE,1,2,19.12,2.48,3,DraftKings,7700
84,C.J. Stroud,HOU,QB,4,PIT,25,12,15.84,2.83,3,DraftKings,5600
84,James Conner,ARI,RB,4,SF,5,13,12.93,2.19,3,DraftKings,5900
84,Amari Cooper,CLE,WR,4,BAL,10,18,13.29,2.18,3,DraftKings,6100
84,Buffalo Bills,BUF,DST,4,MIA,null,null,6.3,2.33,3,DraftKings,2700
84,Hunter Henry,NE,TE,4,DAL,3,9,8.75,2.03,3,DraftKings,4300
84,Rhamondre Stevenson,NE,RB,4,DAL,3,4,13.17,2.12,3,DraftKings,6200
84,Jaylen Waddle,MIA,WR,4,BUF,2,2,14.49,1.91,3,DraftKings,7600
84,DJ Chark Jr.,CAR,WR,4,MIN,28,30,9.27,2.32,3,DraftKings,4000
84,Terry McLaurin,WAS,WR,4,PHI,13,24,11.88,2.24,3,DraftKings,5300
84,Jerry Jeudy,DEN,WR,4,CHI,30,21,13.06,1.98,3,DraftKings,6600
84,Logan Thomas,WAS,TE,4,PHI,13,32,7.08,2.28,3,DraftKings,3100
84,Rondale Moore,ARI,WR,4,SF,5,8,7.66,2.32,3,DraftKings,3300
84,San Francisco 49ers,SF,DST,4,ARI,null,null,8.4,1.79,3,DraftKings,4700
84,Jake Ferguson,DAL,TE,4,NE,6,3,8.43,2.41,3,DraftKings,3500
84,Khalil Herbert,CHI,RB,4,DEN,32,32,10.1,2.15,3,DraftKings,4700
84,Washington Commanders,WAS,DST,4,PHI,null,null,5.3,2.21,3,DraftKings,2400
84,Kylen Granson,IND,TE,4,LAR,9,8,6.69,2.23,3,DraftKings,3000
84,Tyler Boyd,CIN,WR,4,TEN,24,29,9.69,2.36,3,DraftKings,4100
84,Houston Texans,HOU,DST,4,PIT,null,null,6.1,2.1,3,DraftKings,2900
84,Miami Dolphins,MIA,DST,4,BUF,null,null,5.7,2.19,3,DraftKings,2600
84,Los Angeles Chargers,LAC,DST,4,LV,null,null,7.7,2.48,3,DraftKings,3100
84,Dalton Schultz,HOU,TE,4,PIT,25,5,7.08,2.21,3,DraftKings,3200
84,Minnesota Vikings,MIN,DST,4,CAR,null,null,6.5,1.86,3,DraftKings,3500
84,Quentin Johnston,LAC,WR,4,LV,27,22,8.88,2.4,3,DraftKings,3700
84,Denver Broncos,DEN,DST,4,CHI,null,null,7.2,1.95,3,DraftKings,3700
84,Las Vegas Raiders,LV,DST,4,LAC,null,null,4.9,2.13,3,DraftKings,2300
112,De'Von Achane,MIA,RB,4,BUF,2,10,10.78,1.89,2,DraftKings,5700
112,DeVonta Smith,PHI,WR,4,WAS,19,26,14.58,1.94,2,DraftKings,7500
112,Brian Robinson Jr.,WAS,RB,4,PHI,13,1,11.22,2,2,DraftKings,5600
112,Pittsburgh Steelers,PIT,DST,4,HOU,null,null,8.5,2.18,2,DraftKings,3900
112,Jordan Addison,MIN,WR,4,CAR,21,3,11.75,2.06,2,DraftKings,5700
112,Marvin Mims Jr.,DEN,WR,4,CHI,30,21,6.9,1.77,2,DraftKings,3900
112,Dak Prescott,DAL,QB,4,NE,6,5,17.09,2.76,2,DraftKings,6200
112,Bryce Young,CAR,QB,4,MIN,28,30,14.94,2.87,2,DraftKings,5200
112,Derek Carr,NO,QB,4,TB,14,19,13.57,2.47,2,DraftKings,5500
112,Chris Godwin,TB,WR,4,NO,7,15,12.58,1.97,2,DraftKings,6400
112,Elijah Moore,CLE,WR,4,BAL,10,18,10.43,2.22,2,DraftKings,4700
112,Jaylen Warren,PIT,RB,4,HOU,12,27,9.9,1.98,2,DraftKings,5000
112,Donald Parham Jr.,LAC,TE,4,LV,27,28,5.97,2.13,2,DraftKings,2800
112,New Orleans Saints,NO,DST,4,TB,null,null,7.6,2.11,2,DraftKings,3600
112,Hayden Hurst,CAR,TE,4,MIN,28,21,7.29,2.21,2,DraftKings,3300
112,Cole Kmet,CHI,TE,4,DEN,32,18,8.56,2.14,2,DraftKings,4000
112,New England Patriots,NE,DST,4,DAL,null,null,5.3,1.77,2,DraftKings,3000
112,Cincinnati Bengals,CIN,DST,4,TEN,null,null,7.8,2.05,2,DraftKings,3800
112,Jahan Dotson,WAS,WR,4,PHI,13,24,9.7,2.02,2,DraftKings,4800
112,Darnell Mooney,CHI,WR,4,DEN,32,27,7.81,1.9,2,DraftKings,4100
112,Alec Pierce,IND,WR,4,LAR,9,14,6.69,1.97,2,DraftKings,3400
112,Juwan Johnson,NO,TE,4,TB,14,13,6.37,1.93,2,DraftKings,3300
112,Adam Trautman,DEN,TE,4,CHI,30,23,5.51,1.97,2,DraftKings,2800
112,Dorian Thompson-Robinson,CLE,QB,4,BAL,10,9,11.69,2.54,2,DraftKings,4600
112,Tanner Hudson,CIN,TE,4,TEN,24,12,4.14,1.66,2,DraftKings,2500
137,Baker Mayfield,TB,QB,4,NO,7,10,14.07,2.61,1,DraftKings,5400
137,Mac Jones,NE,QB,4,DAL,3,4,14.09,2.71,1,DraftKings,5200
137,Sam Howell,WAS,QB,4,PHI,13,27,14.25,2.85,1,DraftKings,5000
137,Kendrick Bourne,NE,WR,4,DAL,3,7,9.36,1.87,1,DraftKings,5000
137,Gabe Davis,BUF,WR,4,MIA,20,11,10.94,1.85,1,DraftKings,5900
137,Rashid Shaheed,NO,WR,4,TB,14,23,7.88,1.97,1,DraftKings,4000
137,Roschon Johnson,CHI,RB,4,DEN,32,32,9.31,1.9,1,DraftKings,4900
137,Ryan Tannehill,TEN,QB,4,CIN,18,21,12.66,2.53,1,DraftKings,5000
137,K.J. Osborn,MIN,WR,4,CAR,21,3,8.07,1.92,1,DraftKings,4200
137,Nelson Agholor,BAL,WR,4,CLE,1,1,7.38,2.17,1,DraftKings,3400
