Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Joe Mixon,CIN,RB,10,HOU,14,23,14.67,2.37,28,DraftKings,6200
2,Rachaad White,TB,RB,10,TEN,15,15,13.98,2.41,21,DraftKings,5800
3,Ja'Marr Chase,CIN,WR,10,HOU,14,3,19.36,2.25,20,DraftKings,8600
4,Amon-Ra St. Brown,DET,WR,10,LAC,28,29,18.88,2.27,19,DraftKings,8300
4,Tony Pollard,DAL,RB,10,NYG,16,27,14.82,2.03,19,DraftKings,7300
4,Marquise Brown,ARI,WR,10,ATL,12,12,13.46,2.59,19,DraftKings,5200
7,Tank Dell,HOU,WR,10,CIN,20,16,12.24,2.23,18,DraftKings,5500
8,Travis Etienne Jr.,JAX,RB,10,SF,7,9,15.88,2.24,17,DraftKings,7100
8,DeAndre Hopkins,TEN,WR,10,TB,26,31,14.24,2.37,17,DraftKings,6000
8,Tyler Boyd,CIN,WR,10,HOU,14,3,11.69,2.54,17,DraftKings,4600
11,Joe Burrow,CIN,QB,10,HOU,14,20,20.56,3.02,16,DraftKings,6800
11,Bijan Robinson,ATL,RB,10,ARI,29,30,13.49,2.25,16,DraftKings,6000
11,Trey McBride,ARI,TE,10,ATL,12,19,10.01,2.86,16,DraftKings,3500
14,Diontae Johnson,PIT,WR,10,GB,8,8,12.85,2.38,15,DraftKings,5400
14,T.J. Hockenson,MIN,TE,10,NO,6,17,12.36,2.47,15,DraftKings,5000
14,Dallas Cowboys,DAL,DST,10,NYG,null,null,12.3,2.8,15,DraftKings,4400
17,Christian McCaffrey,SF,RB,10,JAX,11,3,19.42,2.11,14,DraftKings,9200
17,CeeDee Lamb,DAL,WR,10,NYG,16,20,18.67,2.2,14,DraftKings,8500
19,Geno Smith,SEA,QB,10,WAS,31,31,17.19,2.96,13,DraftKings,5800
19,Terry McLaurin,WAS,WR,10,SEA,23,21,13.13,2.26,13,DraftKings,5800
19,Tyler Lockett,SEA,WR,10,WAS,31,30,13.53,2.22,13,DraftKings,6100
22,James Conner,ARI,RB,10,ATL,12,7,12.41,2.1,12,DraftKings,5900
22,Najee Harris,PIT,RB,10,GB,8,22,11.84,2.42,12,DraftKings,4900
22,Devin Singletary,HOU,RB,10,CIN,20,17,10.41,2.21,12,DraftKings,4700
25,Sam Howell,WAS,QB,10,SEA,23,16,16.81,2.85,11,DraftKings,5900
25,Austin Ekeler,LAC,RB,10,DET,10,4,17.58,2.09,11,DraftKings,8400
25,Brandon Aiyuk,SF,WR,10,JAX,11,23,14.36,2.02,11,DraftKings,7100
25,Aaron Jones,GB,RB,10,PIT,24,26,13.55,2.08,11,DraftKings,6500
25,Arizona Cardinals,ARI,DST,10,ATL,null,null,6,2.4,11,DraftKings,2500
30,Keenan Allen,LAC,WR,10,DET,10,15,18.38,2.09,10,DraftKings,8800
30,Dak Prescott,DAL,QB,10,NYG,16,7,19.61,2.93,10,DraftKings,6700
30,Jordan Addison,MIN,WR,10,NO,6,10,13.04,2.21,10,DraftKings,5900
30,Kenneth Walker III,SEA,RB,10,WAS,31,14,13.16,1.94,10,DraftKings,6800
30,Christian Kirk,JAX,WR,10,SF,7,27,13.66,2.28,10,DraftKings,6000
