Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Cooper Kupp,LAR,WR,7,PIT,25,29,20.03,2.11,19,DraftKings,9500
2,Stefon Diggs,BUF,WR,7,NE,13,14,18.95,2.13,12,DraftKings,8900
3,Austin Ekeler,LAC,RB,7,KC,2,4,18.61,2.16,10,DraftKings,8600
3,Keenan Allen,LAC,WR,7,KC,2,8,17.89,2.08,19,DraftKings,8600
5,Patrick Mahomes,KC,QB,7,LAC,30,32,23.18,2.79,11,DraftKings,8300
6,Josh Allen,BUF,QB,7,NE,13,5,20.51,2.5,6,DraftKings,8200
6,Davante Adams,LV,WR,7,CHI,29,21,16,1.95,12,DraftKings,8200
8,Saquon Barkley,NYG,RB,7,WAS,31,13,14.46,1.79,9,DraftKings,8100
9,Justin Herbert,LAC,QB,7,KC,2,7,18.56,2.32,3,DraftKings,8000
9,Travis Kelce,KC,TE,7,LAC,30,7,17.64,2.2,17,DraftKings,8000
9,Amon-Ra St. Brown,DET,WR,7,BAL,3,3,17.02,2.13,11,DraftKings,8000
12,Lamar Jackson,BAL,QB,7,DET,9,13,21.25,2.8,8,DraftKings,7600
12,Puka Nacua,LAR,WR,7,PIT,25,29,14.79,1.95,13,DraftKings,7600
14,Josh Jacobs,LV,RB,7,CHI,29,29,15.72,2.12,21,DraftKings,7400
15,Bijan Robinson,ATL,RB,7,TB,10,6,15.51,2.12,12,DraftKings,7300
16,David Montgomery,DET,RB,7,BAL,3,14,0,0,0,DraftKings,7200
17,Mike Evans,TB,WR,7,ATL,8,7,13.51,1.9,12,DraftKings,7100
17,Kyren Williams,LAR,RB,7,PIT,25,26,0,0,0,DraftKings,7100
19,Kenneth Walker III,SEA,RB,7,ARI,28,30,16.29,2.33,27,DraftKings,7000
19,Justin Fields,CHI,QB,7,LV,14,12,0,0,0,DraftKings,7000
21,Chris Godwin,TB,WR,7,ATL,8,7,12.83,1.86,5,DraftKings,6900
22,DK Metcalf,SEA,WR,7,ARI,28,26,13.67,2.01,8,DraftKings,6800
22,Aaron Jones,GB,RB,7,DEN,32,32,12.3,1.81,8,DraftKings,6800
24,Michael Pittman Jr.,IND,WR,7,CLE,1,1,12.79,1.94,7,DraftKings,6600
