Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Washington Commanders,WAS,DST,1,ARI,null,null,8.2,2.93,24,DraftKings,2800
2,Justin Jefferson,MIN,WR,1,TB,16,26,20.72,2.35,21,DraftKings,8800
2,Ja'Marr Chase,CIN,WR,1,CLE,13,11,18.71,2.31,21,DraftKings,8100
2,Jamaal Williams,NO,RB,1,TEN,26,3,12.21,2.39,21,DraftKings,5100
5,Austin Ekeler,LAC,RB,1,MIA,25,14,17.61,2.1,20,DraftKings,8400
6,Tyreek Hill,MIA,WR,1,LAC,18,7,18.06,2.2,19,DraftKings,8200
7,Alexander Mattison,MIN,RB,1,TB,16,9,13.31,2.05,18,DraftKings,6500
8,Raheem Mostert,MIA,RB,1,LAC,18,28,12.58,2.33,17,DraftKings,5400
9,Kenneth Walker III,SEA,RB,1,LAR,15,22,13.69,2.28,16,DraftKings,6000
9,Calvin Ridley,JAX,WR,1,IND,20,6,13.73,2.11,16,DraftKings,6500
9,Marvin Mims Jr.,DEN,WR,1,LV,29,17,8.85,2.95,16,DraftKings,3000
12,Chris Olave,NO,WR,1,TEN,26,32,14.2,2.18,14,DraftKings,6500
12,Courtland Sutton,DEN,WR,1,LV,29,17,12.52,2.41,14,DraftKings,5200
12,Isaiah Likely,BAL,TE,1,HOU,19,15,8.99,3,14,DraftKings,3000
15,Aaron Jones,GB,RB,1,CHI,28,31,14.52,2.3,13,DraftKings,6300
16,Christian McCaffrey,SF,RB,1,PIT,14,12,17.95,2.06,12,DraftKings,8700
16,Joe Mixon,CIN,RB,1,CLE,13,27,15.5,2.28,12,DraftKings,6800
16,Mike Williams,LAC,WR,1,MIA,25,14,12.89,2.26,12,DraftKings,5700
19,Trevor Lawrence,JAX,QB,1,IND,20,25,19.46,2.99,11,DraftKings,6500
19,Justin Herbert,LAC,QB,1,MIA,25,31,20.24,2.93,11,DraftKings,6900
19,A.J. Brown,PHI,WR,1,NE,11,20,16.14,2.12,11,DraftKings,7600
19,Jaylen Waddle,MIA,WR,1,LAC,18,7,14.22,2,11,DraftKings,7100
19,Christian Kirk,JAX,WR,1,IND,20,6,12.94,2.31,11,DraftKings,5600
19,Amari Cooper,CLE,WR,1,CIN,4,10,13.25,2.28,11,DraftKings,5800
19,Bijan Robinson,ATL,RB,1,CAR,22,18,15.66,1.96,11,DraftKings,8000
26,Keenan Allen,LAC,WR,1,MIA,25,14,15.01,2.06,10,DraftKings,7300
26,Chris Godwin,TB,WR,1,MIN,31,30,13.79,2.34,10,DraftKings,5900
26,DK Metcalf,SEA,WR,1,LAR,15,18,13.84,1.98,10,DraftKings,7000
26,David Njoku,CLE,TE,1,CIN,4,11,9.81,2.34,10,DraftKings,4200
26,Brian Robinson Jr.,WAS,RB,1,ARI,30,30,11.42,2.24,10,DraftKings,5100
26,Rachaad White,TB,RB,1,MIN,31,20,12.63,2.3,10,DraftKings,5500
26,Tampa Bay Buccaneers,TB,DST,1,MIN,null,null,5.7,2.59,10,DraftKings,2200
33,Jalen Hurts,PHI,QB,1,NE,11,20,23.08,2.96,9,DraftKings,7800
33,Lamar Jackson,BAL,QB,1,HOU,19,1,21.91,2.74,9,DraftKings,8000
33,Davante Adams,LV,WR,1,DEN,10,2,15.91,2.01,9,DraftKings,7900
33,Tee Higgins,CIN,WR,1,CLE,13,11,13.65,2.01,9,DraftKings,6800
33,T.J. Hockenson,MIN,TE,1,TB,16,27,12.52,2.12,9,DraftKings,5900
33,Drake London,ATL,WR,1,CAR,22,28,12.42,2.3,9,DraftKings,5400
33,Tutu Atwell,LAR,WR,1,SEA,24,4,7.41,2.47,9,DraftKings,3000
40,Derrick Henry,TEN,RB,1,NO,6,15,16.57,2.12,8,DraftKings,7800
40,Deebo Samuel,SF,WR,1,PIT,14,21,13.01,2.37,8,DraftKings,5500
40,Jahan Dotson,WAS,WR,1,ARI,30,5,11.6,2.32,8,DraftKings,5000
40,Luke Musgrave,GB,TE,1,CHI,28,5,7.44,2.57,8,DraftKings,2900
44,Joe Burrow,CIN,QB,1,CLE,13,4,19.89,2.8,7,DraftKings,7100
44,Josh Jacobs,LV,RB,1,DEN,10,21,15.62,2.03,7,DraftKings,7700
44,Tua Tagovailoa,MIA,QB,1,LAC,18,13,18.44,2.75,7,DraftKings,6700
44,Kirk Cousins,MIN,QB,1,TB,16,18,18.89,3,7,DraftKings,6300
44,Tyler Higbee,LAR,TE,1,SEA,24,32,10.64,2.22,7,DraftKings,4800
44,Green Bay Packers,GB,DST,1,CHI,null,null,8.2,2.93,7,DraftKings,2800
44,Carolina Panthers,CAR,DST,1,ATL,null,null,5.2,2,7,DraftKings,2600
44,Deon Jackson,IND,RB,1,JAX,17,16,10.43,2.54,7,DraftKings,4100
44,Las Vegas Raiders,LV,DST,1,DEN,null,null,5.3,2.3,7,DraftKings,2300
44,Anthony Richardson,IND,QB,1,JAX,17,24,18.45,3.29,7,DraftKings,5600
54,Sam Howell,WAS,QB,1,ARI,30,23,17.07,3.48,6,DraftKings,4900
54,Nick Chubb,CLE,RB,1,CIN,4,6,16.1,1.96,6,DraftKings,8200
54,Travis Etienne Jr.,JAX,RB,1,IND,20,24,14.11,2.04,6,DraftKings,6900
54,Dallas Goedert,PHI,TE,1,NE,11,21,10.56,2.11,6,DraftKings,5000
54,Javonte Williams,DEN,RB,1,LV,29,26,10.87,1.91,6,DraftKings,5700
54,Pat Freiermuth,PIT,TE,1,SF,1,6,9.37,2.29,6,DraftKings,4100
54,Elijah Moore,CLE,WR,1,CIN,4,10,9.78,2.57,6,DraftKings,3800
61,Geno Smith,SEA,QB,1,LAR,15,10,18.6,3.05,5,DraftKings,6100
61,DeVonta Smith,PHI,WR,1,NE,11,20,13.99,1.94,5,DraftKings,7200
61,Mike Evans,TB,WR,1,MIN,31,30,12.83,2.04,5,DraftKings,6300
61,Deshaun Watson,CLE,QB,1,CIN,4,1,18.43,3.07,5,DraftKings,6000
61,Dameon Pierce,HOU,RB,1,BAL,8,8,12.11,2.09,5,DraftKings,5800
61,Brandon Aiyuk,SF,WR,1,PIT,14,21,11.86,2.42,5,DraftKings,4900
61,Baltimore Ravens,BAL,DST,1,HOU,null,null,8.5,2.12,5,DraftKings,4000
61,Arizona Cardinals,ARI,DST,1,WAS,null,null,5.5,2.2,5,DraftKings,2500
61,Zay Flowers,BAL,WR,1,HOU,19,3,9.19,2.3,5,DraftKings,4000
61,Jayden Reed,GB,WR,1,CHI,28,25,9.02,3.01,5,DraftKings,3000
71,Justin Fields,CHI,QB,1,GB,12,8,19.68,2.56,4,DraftKings,7700
71,James Conner,ARI,RB,1,WAS,7,5,13.14,2.05,4,DraftKings,6400
71,Tyler Lockett,SEA,WR,1,LAR,15,18,13.67,2.04,4,DraftKings,6700
71,Terry McLaurin,WAS,WR,1,ARI,30,5,12.13,1.9,4,DraftKings,6400
71,D'Andre Swift,PHI,RB,1,NE,11,2,10.56,1.96,4,DraftKings,5400
71,Miles Sanders,CAR,RB,1,ATL,27,19,12.53,2.24,4,DraftKings,5600
71,Evan Engram,JAX,TE,1,IND,20,17,10.38,2.21,4,DraftKings,4700
71,JuJu Smith-Schuster,NE,WR,1,PHI,5,8,11.83,2.46,4,DraftKings,4800
71,Cam Akers,LAR,RB,1,SEA,24,29,12.98,2.09,4,DraftKings,6200
71,Hayden Hurst,CAR,TE,1,ATL,27,30,7.59,2.53,4,DraftKings,3000
71,Seattle Seahawks,SEA,DST,1,LAR,null,null,8.6,2.61,4,DraftKings,3300
82,DeAndre Hopkins,TEN,WR,1,NO,6,9,12.82,1.86,3,DraftKings,6900
82,Derek Carr,NO,QB,1,TEN,26,29,15.82,2.98,3,DraftKings,5300
82,Rhamondre Stevenson,NE,RB,1,PHI,5,17,14.31,2.04,3,DraftKings,7000
82,Najee Harris,PIT,RB,1,SF,1,1,12.45,2.04,3,DraftKings,6100
82,George Kittle,SF,TE,1,PIT,14,13,10.61,1.86,3,DraftKings,5700
82,DJ Moore,CHI,WR,1,GB,12,12,12.99,2.13,3,DraftKings,6100
82,Diontae Johnson,PIT,WR,1,SF,1,27,12.81,2.42,3,DraftKings,5300
