Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Alvin Kamara,NO,RB,9,CHI,28,24,18.61,2.3,27,DraftKings,8100
2,A.J. Brown,PHI,WR,9,DAL,4,4,18.71,2.18,23,DraftKings,8600
2,Demario Douglas,NE,WR,9,WAS,31,31,9.3,2.32,23,DraftKings,4000
4,Josh Jacobs,LV,RB,9,NYG,15,26,14.5,2.1,22,DraftKings,6900
5,Bijan Robinson,ATL,RB,9,MIN,14,7,14.39,2.36,21,DraftKings,6100
6,Adam Thielen,CAR,WR,9,IND,29,20,16.32,2.18,20,DraftKings,7500
7,Terry McLaurin,WAS,WR,9,NE,21,22,13.1,2.34,19,DraftKings,5600
7,Devin Singletary,HOU,RB,9,TB,13,3,8.5,1.98,19,DraftKings,4300
9,Nico Collins,HOU,WR,9,TB,13,26,12.1,2.09,17,DraftKings,5800
9,Chris Olave,NO,WR,9,CHI,28,19,14.35,2.28,17,DraftKings,6300
11,Jalen Hurts,PHI,QB,9,DAL,4,3,22.38,2.8,16,DraftKings,8000
11,Saquon Barkley,NYG,RB,9,LV,19,29,15.85,2.01,16,DraftKings,7900
11,Tony Pollard,DAL,RB,9,PHI,22,1,14.07,2.07,16,DraftKings,6800
14,Rachaad White,TB,RB,9,HOU,10,21,12.56,2.24,15,DraftKings,5600
14,Jonathan Taylor,IND,RB,9,CAR,26,32,14.28,2.23,15,DraftKings,6400
14,Rhamondre Stevenson,NE,RB,9,WAS,31,13,11.69,2.16,15,DraftKings,5400
14,Chuba Hubbard,CAR,RB,9,IND,29,28,9.27,1.85,15,DraftKings,5000
18,CeeDee Lamb,DAL,WR,9,PHI,22,32,17.65,2.15,14,DraftKings,8200
18,Michael Pittman Jr.,IND,WR,9,CAR,26,9,14.45,2.19,14,DraftKings,6600
18,Zay Flowers,BAL,WR,9,SEA,16,25,13.11,2.3,14,DraftKings,5700
18,New England Patriots,NE,DST,9,WAS,null,null,7.4,2.55,14,DraftKings,2900
22,Lamar Jackson,BAL,QB,9,SEA,16,17,21.1,2.57,13,DraftKings,8200
23,Davante Adams,LV,WR,9,NYG,15,17,15.39,1.9,12,DraftKings,8100
23,D'Andre Swift,PHI,RB,9,DAL,4,11,14.17,2.15,12,DraftKings,6600
23,T.J. Hockenson,MIN,TE,9,ATL,11,20,12.16,2.34,12,DraftKings,5200
23,Amari Cooper,CLE,WR,9,ARI,27,24,13.75,2.25,12,DraftKings,6100
23,Tank Dell,HOU,WR,9,TB,13,26,10.39,1.96,12,DraftKings,5300
28,Mark Andrews,BAL,TE,9,SEA,16,14,13.82,2.03,10,DraftKings,6800
28,Tyler Lockett,SEA,WR,9,BAL,1,2,12.45,2.01,10,DraftKings,6200
28,Dallas Goedert,PHI,TE,9,DAL,4,27,10.56,2.2,10,DraftKings,4800
28,Dalton Schultz,HOU,TE,9,TB,13,13,9,2.14,10,DraftKings,4200
28,David Njoku,CLE,TE,9,ARI,27,6,8.94,2.35,10,DraftKings,3800
28,Trey McBride,ARI,TE,9,CLE,2,1,8.88,2.4,10,DraftKings,3700
28,Green Bay Packers,GB,DST,9,LAR,null,null,7.5,2.68,10,DraftKings,2800
28,New York Giants,NYG,DST,9,LV,null,null,7.8,3.39,10,DraftKings,2300
36,Mike Evans,TB,WR,9,HOU,10,3,13.31,1.82,9,DraftKings,7300
36,Jerome Ford,CLE,RB,9,ARI,27,30,11.25,2.12,9,DraftKings,5300
36,Aaron Jones,GB,RB,9,LAR,20,9,11.49,1.85,9,DraftKings,6200
39,Baker Mayfield,TB,QB,9,HOU,10,19,14.76,2.84,8,DraftKings,5200
39,Chris Godwin,TB,WR,9,HOU,10,3,13.06,1.87,8,DraftKings,7000
39,Josh Downs,IND,WR,9,CAR,26,9,11.85,2.28,8,DraftKings,5200
39,Logan Thomas,WAS,TE,9,NE,21,10,7.81,2.23,8,DraftKings,3500
39,Cleveland Browns,CLE,DST,9,ARI,null,null,8.5,2.02,8,DraftKings,4200
44,Sam Howell,WAS,QB,9,NE,21,15,15.68,2.7,7,DraftKings,5800
44,C.J. Stroud,HOU,QB,9,TB,13,22,15.77,2.54,7,DraftKings,6200
44,Cooper Kupp,LAR,WR,9,GB,18,8,16.4,1.93,7,DraftKings,8500
44,DeVonta Smith,PHI,WR,9,DAL,4,4,13.15,1.85,7,DraftKings,7100
44,Michael Thomas,NO,WR,9,CHI,28,19,11.78,2.51,7,DraftKings,4700
44,Jahan Dotson,WAS,WR,9,NE,21,22,9.87,1.97,7,DraftKings,5000
44,Jake Ferguson,DAL,TE,9,PHI,22,23,8.3,2.08,7,DraftKings,4000
44,Kyle Pitts,ATL,TE,9,MIN,14,15,9.22,2.25,7,DraftKings,4100
44,New Orleans Saints,NO,DST,9,CHI,null,null,8.2,2,7,DraftKings,4100
44,Wan'Dale Robinson,NYG,WR,9,LV,19,5,8.54,2.44,7,DraftKings,3500
44,Los Angeles Rams,LAR,DST,9,GB,null,null,6.8,2.62,7,DraftKings,2600
55,Dak Prescott,DAL,QB,9,PHI,22,30,17.04,2.62,6,DraftKings,6500
55,Derek Carr,NO,QB,9,CHI,28,28,16.34,2.87,6,DraftKings,5700
55,DK Metcalf,SEA,WR,9,BAL,1,2,12.96,1.88,6,DraftKings,6900
55,Gus Edwards,BAL,RB,9,SEA,16,15,9.85,1.67,6,DraftKings,5900
55,Elijah Moore,CLE,WR,9,ARI,27,24,8.92,2.29,6,DraftKings,3900
55,Atlanta Falcons,ATL,DST,9,MIN,null,null,8.1,2.19,6,DraftKings,3700
61,Puka Nacua,LAR,WR,9,GB,18,8,13.93,1.88,5,DraftKings,7400
61,Jakobi Meyers,LV,WR,9,NYG,15,17,12.63,1.97,5,DraftKings,6400
61,Jordan Addison,MIN,WR,9,ATL,11,14,12.73,2.12,5,DraftKings,6000
61,Deshaun Watson,CLE,QB,9,ARI,27,24,10.28,1.9,5,DraftKings,5400
61,Daniel Jones,NYG,QB,9,LV,19,10,14.78,2.64,5,DraftKings,5600
61,Baltimore Ravens,BAL,DST,9,SEA,null,null,7.9,2.08,5,DraftKings,3800
61,Christian Watson,GB,WR,9,LAR,20,10,9.77,1.99,5,DraftKings,4900
61,Noah Brown,HOU,WR,9,TB,13,26,7.08,2.28,5,DraftKings,3100
61,Indianapolis Colts,IND,DST,9,CAR,null,null,6.7,2.16,5,DraftKings,3100
61,Las Vegas Raiders,LV,DST,9,NYG,null,null,7.3,2.03,5,DraftKings,3600
61,Van Jefferson,ATL,WR,9,MIN,14,28,4.37,1.21,5,DraftKings,3600
72,DJ Moore,CHI,WR,9,NO,5,12,12.88,2.18,4,DraftKings,5900
72,Kenneth Walker III,SEA,RB,9,BAL,1,14,13.22,1.89,4,DraftKings,7000
72,Bryce Young,CAR,QB,9,IND,29,29,14.74,2.89,4,DraftKings,5100
72,Mac Jones,NE,QB,9,WAS,31,31,14.66,2.99,4,DraftKings,4900
72,Romeo Doubs,GB,WR,9,LAR,20,10,9.16,1.8,4,DraftKings,5100
72,Gardner Minshew,IND,QB,9,CAR,26,16,14.72,2.83,4,DraftKings,5200
