Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Kyren Williams,LAR,RB,15,WAS,32,26,19.42,2.59,36,DraftKings,7500
2,Christian McCaffrey,SF,RB,15,ARI,27,31,23.27,2.5,30,DraftKings,9300
3,Antonio Gibson,WAS,RB,15,LAR,21,7,13.66,2.63,28,DraftKings,5200
4,Ezekiel Elliott,NE,RB,15,KC,5,15,15.39,2.65,25,DraftKings,5800
5,Jayden Reed,GB,WR,15,TB,25,28,11.47,2.34,22,DraftKings,4900
6,Matthew Stafford,LAR,QB,15,WAS,32,31,18.24,3.04,18,DraftKings,6000
7,Rashee Rice,KC,WR,15,NE,9,20,13.28,2.18,17,DraftKings,6100
8,Puka Nacua,LAR,WR,15,WAS,32,31,15.99,2.19,16,DraftKings,7300
8,Rachaad White,TB,RB,15,GB,17,25,15.35,2.19,16,DraftKings,7000
10,Cooper Kupp,LAR,WR,15,WAS,32,31,16.27,2.09,15,DraftKings,7800
10,DeAndre Hopkins,TEN,WR,15,HOU,20,16,13.54,2.18,15,DraftKings,6200
10,Trey McBride,ARI,TE,15,SF,4,2,12.17,2.34,15,DraftKings,5200
10,Demario Douglas,NE,WR,15,KC,5,9,9.49,2.43,15,DraftKings,3900
14,Tony Pollard,DAL,RB,15,BUF,8,18,14.75,2.2,14,DraftKings,6700
14,Terry McLaurin,WAS,WR,15,LAR,21,17,12.31,2.2,14,DraftKings,5600
16,CeeDee Lamb,DAL,WR,15,BUF,8,10,19.39,2.11,13,DraftKings,9200
16,Brandon Aiyuk,SF,WR,15,ARI,27,19,15.64,2.17,13,DraftKings,7200
16,Chigoziem Okonkwo,TEN,TE,15,HOU,20,24,7.58,2.61,13,DraftKings,2900
16,Tucker Kraft,GB,TE,15,TB,25,25,6.36,2.12,13,DraftKings,3000
20,Brock Purdy,SF,QB,15,ARI,27,23,19.82,2.91,12,DraftKings,6800
20,Garrett Wilson,NYJ,WR,15,MIA,12,18,13.61,2.35,12,DraftKings,5800
20,Amari Cooper,CLE,WR,15,CHI,18,14,12.71,2.12,12,DraftKings,6000
20,Demarcus Robinson,LAR,WR,15,WAS,32,31,6.52,1.81,12,DraftKings,3600
24,Sam Howell,WAS,QB,15,LAR,21,26,17.77,2.82,11,DraftKings,6300
24,Stefon Diggs,BUF,WR,15,DAL,3,8,16.34,1.95,11,DraftKings,8400
24,Deebo Samuel,SF,WR,15,ARI,27,19,15.29,1.99,11,DraftKings,7700
27,Josh Allen,BUF,QB,15,DAL,3,12,22.76,2.78,10,DraftKings,8200
27,Miami Dolphins,MIA,DST,15,NYJ,null,null,8,2,10,DraftKings,4000
27,Wan'Dale Robinson,NYG,WR,15,NO,7,3,7.97,2.15,10,DraftKings,3700
27,Los Angeles Rams,LAR,DST,15,WAS,null,null,6.7,2.16,10,DraftKings,3100
31,Travis Kelce,KC,TE,15,NE,9,3,15.54,2.04,9,DraftKings,7600
31,Bijan Robinson,ATL,RB,15,CAR,15,30,15,2.21,9,DraftKings,6800
