Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
52,Tyler Lockett,SEA,WR,14,SF,3,22,11.64,2.08,6,DraftKings,5600
52,Zay Jones,JAX,WR,14,CLE,2,3,8.83,2.39,6,DraftKings,3700
52,Atlanta Falcons,ATL,DST,14,TB,null,null,7.3,2.52,6,DraftKings,2900
55,Lamar Jackson,BAL,QB,14,LAR,17,21,20.25,2.63,5,DraftKings,7700
55,Nico Collins,HOU,WR,14,NYJ,6,1,14.75,1.94,5,DraftKings,7600
55,Adam Thielen,CAR,WR,14,NO,11,4,11.32,1.8,5,DraftKings,6300
55,T.J. Hockenson,MIN,TE,14,LV,18,12,12.67,2.11,5,DraftKings,6000
55,Austin Ekeler,LAC,RB,14,DEN,30,32,14.87,1.96,5,DraftKings,7600
55,Davante Adams,LV,WR,14,MIN,15,21,14.81,1.97,5,DraftKings,7500
55,Jerome Ford,CLE,RB,14,JAX,22,10,10.92,1.99,5,DraftKings,5500
55,Buffalo Bills,BUF,DST,14,KC,null,null,5.2,2.08,5,DraftKings,2500
55,Cade Otton,TB,TE,14,ATL,12,22,7.04,2.27,5,DraftKings,3100
55,Gerald Everett,LAC,TE,14,DEN,30,32,7.27,2.14,5,DraftKings,3400
55,Houston Texans,HOU,DST,14,NYJ,null,null,8.8,2.2,5,DraftKings,4000
55,Jalen Guyton,LAC,WR,14,DEN,30,8,5.93,1.85,5,DraftKings,3200
55,Parker Washington,JAX,WR,14,CLE,2,3,6.7,2.23,5,DraftKings,3000
68,Justin Herbert,LAC,QB,14,DEN,30,20,18.77,2.5,4,DraftKings,7500
68,Stefon Diggs,BUF,WR,14,KC,4,15,17.78,2.02,4,DraftKings,8800
68,Puka Nacua,LAR,WR,14,BAL,1,2,13.33,1.88,4,DraftKings,7100
68,David Montgomery,DET,RB,14,CHI,20,21,11.6,1.81,4,DraftKings,6400
68,Jahmyr Gibbs,DET,RB,14,CHI,20,21,13.72,2.08,4,DraftKings,6600
68,Desmond Ridder,ATL,QB,14,TB,24,26,14.07,2.81,4,DraftKings,5000
68,Chris Godwin,TB,WR,14,ATL,12,7,11.5,1.92,4,DraftKings,6000
68,Evan Engram,JAX,TE,14,CLE,2,1,10.7,2.23,4,DraftKings,4800
68,Tyler Boyd,CIN,WR,14,IND,25,18,8.32,1.89,4,DraftKings,4400
68,New York Jets,NYJ,DST,14,HOU,null,null,7.5,2.59,4,DraftKings,2900
68,Odell Beckham Jr.,BAL,WR,14,LAR,17,12,9.18,2.42,4,DraftKings,3800
68,Minnesota Vikings,MIN,DST,14,LV,null,null,7.8,2.52,4,DraftKings,3100
68,New Orleans Saints,NO,DST,14,CAR,null,null,8.5,2.18,4,DraftKings,3900
68,Tyler Conklin,NYJ,TE,14,HOU,19,24,6.66,2.22,4,DraftKings,3000
68,Tanner Hudson,CIN,TE,14,IND,25,11,6.4,2.29,4,DraftKings,2800
68,Rashod Bateman,BAL,WR,14,LAR,17,12,6.41,2,4,DraftKings,3200
68,Los Angeles Rams,LAR,DST,14,BAL,null,null,4.9,1.81,4,DraftKings,2700
68,Brevin Jordan,HOU,TE,14,NYJ,6,28,6.46,2.08,4,DraftKings,3100
86,DK Metcalf,SEA,WR,14,SF,3,22,13.88,2.07,3,DraftKings,6700
86,Sam LaPorta,DET,TE,14,CHI,20,20,12.8,2.1,3,DraftKings,6100
86,Calvin Ridley,JAX,WR,14,CLE,2,3,11.34,1.77,3,DraftKings,6400
86,James Cook,BUF,RB,14,KC,4,14,11.79,1.96,3,DraftKings,6000
86,Gardner Minshew,IND,QB,14,CIN,28,25,16.18,3,3,DraftKings,5400
86,Amari Cooper,CLE,WR,14,JAX,22,27,11.49,1.98,3,DraftKings,5800
86,Tee Higgins,CIN,WR,14,IND,25,18,10.87,1.84,3,DraftKings,5900
86,Dalton Kincaid,BUF,TE,14,KC,4,6,11,2,3,DraftKings,5500
86,Alexander Mattison,MIN,RB,14,LV,18,26,11.39,2.07,3,DraftKings,5500
86,Indianapolis Colts,IND,DST,14,CIN,null,null,8.1,2.31,3,DraftKings,3500
86,Keaton Mitchell,BAL,RB,14,LAR,17,8,9.04,1.84,3,DraftKings,4900
86,Los Angeles Chargers,LAC,DST,14,DEN,null,null,6.9,2.16,3,DraftKings,3200
86,Jacksonville Jaguars,JAX,DST,14,CLE,null,null,7.9,2.19,3,DraftKings,3600
86,Seattle Seahawks,SEA,DST,14,SF,null,null,3.8,1.58,3,DraftKings,2400
86,Khalil Shakir,BUF,WR,14,KC,4,15,6.58,1.69,3,DraftKings,3900
86,Detroit Lions,DET,DST,14,CHI,null,null,7.7,2.26,3,DraftKings,3400
86,Darnell Mooney,CHI,WR,14,DET,21,25,5.55,1.68,3,DraftKings,3300
86,Jerick McKinnon,KC,RB,14,BUF,7,18,8.84,1.84,3,DraftKings,4800
86,Michael Mayer,LV,TE,14,MIN,15,13,5.94,2.05,3,DraftKings,2900
105,Jared Goff,DET,QB,14,CHI,20,23,16.98,2.65,2,DraftKings,6400
105,Joe Flacco,CLE,QB,14,JAX,22,30,9.51,2.02,2,DraftKings,4700
105,Jakobi Meyers,LV,WR,14,MIN,15,21,10.49,1.84,2,DraftKings,5700
105,Kenneth Walker III,SEA,RB,14,SF,3,3,10.34,1.64,2,DraftKings,6300
105,Jordan Addison,MIN,WR,14,LV,18,13,10.59,1.93,2,DraftKings,5500
105,Noah Brown,HOU,WR,14,NYJ,6,1,8.94,1.79,2,DraftKings,5000
105,Cincinnati Bengals,CIN,DST,14,IND,null,null,5.7,1.84,2,DraftKings,3100
105,Zach Charbonnet,SEA,RB,14,SF,3,3,5.45,1.01,2,DraftKings,5400
105,Denver Broncos,DEN,DST,14,LAC,null,null,5.3,1.89,2,DraftKings,2800
105,Jameson Williams,DET,WR,14,CHI,20,16,6.07,1.73,2,DraftKings,3500
105,Las Vegas Raiders,LV,DST,14,MIN,null,null,6.5,2.03,2,DraftKings,3200
105,Chicago Bears,CHI,DST,14,DET,null,null,5.1,2.12,2,DraftKings,2400
105,Juwan Johnson,NO,TE,14,CAR,16,7,6.32,1.92,2,DraftKings,3300
105,Quentin Johnston,LAC,WR,14,DEN,30,8,7.72,1.93,2,DraftKings,4000
105,Carolina Panthers,CAR,DST,14,NO,null,null,5.6,1.87,2,DraftKings,3000
120,C.J. Stroud,HOU,QB,14,NYJ,6,5,16.42,2.16,1,DraftKings,7600
120,Trevor Lawrence,JAX,QB,14,CLE,2,2,8.74,1.3,1,DraftKings,6700
120,Travis Etienne Jr.,JAX,RB,14,CLE,2,16,13.6,1.94,1,DraftKings,7000
120,Matthew Stafford,LAR,QB,14,BAL,1,1,12.56,2.09,1,DraftKings,6000
120,Geno Smith,SEA,QB,14,SF,3,3,15.04,2.64,1,DraftKings,5700
120,Derek Carr,NO,QB,14,CAR,16,4,9.86,1.76,1,DraftKings,5600
120,Cooper Kupp,LAR,WR,14,BAL,1,2,12.43,1.68,1,DraftKings,7400
120,Gabe Davis,BUF,WR,14,KC,4,15,10.74,1.85,1,DraftKings,5800
120,Zach Wilson,NYJ,QB,14,HOU,19,27,11.66,2.48,1,DraftKings,4700
120,Aidan O'Connell,LV,QB,14,MIN,15,16,13.07,2.56,1,DraftKings,5100
120,Kareem Hunt,CLE,RB,14,JAX,22,10,6.97,1.45,1,DraftKings,4800
120,K.J. Osborn,MIN,WR,14,LV,18,13,5.96,1.49,1,DraftKings,4000
120,Josh Reynolds,DET,WR,14,CHI,20,16,5.66,1.72,1,DraftKings,3300
120,Jonnu Smith,ATL,TE,14,TB,24,19,5.99,1.93,1,DraftKings,3100
120,Dameon Pierce,HOU,RB,14,NYJ,6,24,6.42,1.28,1,DraftKings,5000
120,Tampa Bay Buccaneers,TB,DST,14,ATL,null,null,6,1.58,1,DraftKings,3800
120,Justin Watson,KC,WR,14,BUF,7,9,5.8,1.61,1,DraftKings,3600
120,Alec Pierce,IND,WR,14,CIN,28,24,6.91,1.87,1,DraftKings,3700
120,Donald Parham Jr.,LAC,TE,14,DEN,30,32,4.53,1.42,1,DraftKings,3200
120,Kylen Granson,IND,TE,14,CIN,28,31,4.36,1.68,1,DraftKings,2600
120,Marvin Mims Jr.,DEN,WR,14,LAC,29,30,4.74,1.44,1,DraftKings,3300
120,Skyy Moore,KC,WR,14,BUF,7,9,4.7,1.57,1,DraftKings,3000
120,Dawson Knox,BUF,TE,14,KC,4,6,4.01,1.34,1,DraftKings,3000
120,Noah Gray,KC,TE,14,BUF,7,9,3.15,1.26,1,DraftKings,2500
120,Noah Fant,SEA,TE,14,SF,3,2,4.66,1.66,1,DraftKings,2800
120,Jauan Jennings,SF,WR,14,SEA,26,26,4.44,1.23,1,DraftKings,3600
120,Hunter Renfrow,LV,WR,14,MIN,15,21,5.18,1.67,1,DraftKings,3100
120,A.T. Perry,NO,WR,14,CAR,16,6,4.98,1.42,1,DraftKings,3500
120,Xavier Gipson,NYJ,WR,14,HOU,19,14,5.17,1.67,1,DraftKings,3100
120,Tre Tucker,LV,WR,14,MIN,15,21,2.64,0.88,1,DraftKings,3000
120,Van Jefferson,ATL,WR,14,TB,24,29,3.38,1.13,1,DraftKings,3000
120,Will Mallory,IND,TE,14,CIN,28,31,2.77,1.11,1,DraftKings,2500
120,Cedric Tillman,CLE,WR,14,JAX,22,27,4.71,1.39,1,DraftKings,3400
153,Kirk Cousins,MIN,QB,14,LV,18,12,0,0,0,DraftKings,4000
153,Anthony Richardson,IND,QB,14,CIN,28,25,0,0,0,DraftKings,4000
153,Mike Williams,LAC,WR,14,DEN,30,8,0,0,0,DraftKings,3000
153,Joe Burrow,CIN,QB,14,IND,25,17,0,0,0,DraftKings,4000
153,Tank Dell,HOU,WR,14,NYJ,6,1,0,0,0,DraftKings,3000
153,Deshaun Watson,CLE,QB,14,JAX,22,30,0,0,0,DraftKings,4000
153,Jonathan Taylor,IND,RB,14,CIN,28,22,0,0,0,DraftKings,7100
153,Christian Kirk,JAX,WR,14,CLE,2,3,0,0,0,DraftKings,6000
153,Isiah Pacheco,KC,RB,14,BUF,7,18,0,0,0,DraftKings,6700
153,Mark Andrews,BAL,TE,14,LAR,17,30,0,0,0,DraftKings,2500
153,Nick Chubb,CLE,RB,14,JAX,22,10,0,0,0,DraftKings,4000
153,Jimmy Garoppolo,LV,QB,14,MIN,15,16,0.23,0.05,0,DraftKings,4800
153,Taylor Heinicke,ATL,QB,14,TB,24,26,0.89,0.19,0,DraftKings,4600
153,Tyson Bagent,CHI,QB,14,DET,21,29,0.36,0.08,0,DraftKings,4700
153,Gus Edwards,BAL,RB,14,LAR,17,8,8.37,1.42,0,DraftKings,5900
153,D'Onta Foreman,CHI,RB,14,DET,21,7,5.25,1.01,0,DraftKings,5200
153,J.K. Dobbins,BAL,RB,14,LAR,17,8,0,0,0,DraftKings,4000
153,Bryce Young,CAR,QB,14,NO,11,9,11.93,2.43,0,DraftKings,4900
153,Darrell Henderson Jr.,LAR,RB,14,BAL,1,9,0,0,0,DraftKings,4000
153,Dalton Schultz,HOU,TE,14,NYJ,6,28,0,0,0,DraftKings,5000
153,Rashid Shaheed,NO,WR,14,CAR,16,6,0,0,0,DraftKings,4300
153,Taysom Hill,NO,QB,14,CAR,16,4,9.18,1.7,0,DraftKings,5400
153,Joshua Palmer,LAC,WR,14,DEN,30,8,0.48,0.16,0,DraftKings,3000
153,Khalil Herbert,CHI,RB,14,DET,21,7,6.17,1.21,0,DraftKings,5100
153,Tutu Atwell,LAR,WR,14,BAL,1,2,5.3,1.47,0,DraftKings,3600
153,Michael Thomas,NO,WR,14,CAR,16,6,0,0,0,DraftKings,3000
153,Andy Dalton,CAR,QB,14,NO,11,9,0.22,0.05,0,DraftKings,4500
153,Devin Singletary,HOU,RB,14,NYJ,6,24,7.99,1.4,0,DraftKings,5700
153,Samaje Perine,DEN,RB,14,LAC,29,19,5.21,1.13,0,DraftKings,4600
153,Tyler Allgeier,ATL,RB,14,TB,24,11,5.48,1.25,0,DraftKings,4400
153,DJ Chark Jr.,CAR,WR,14,NO,11,4,6.16,1.87,0,DraftKings,3300
153,Tyler Higbee,LAR,TE,14,BAL,1,8,2.21,0.61,0,DraftKings,3600
153,Robert Woods,HOU,WR,14,NYJ,6,1,6.27,1.49,0,DraftKings,4200
153,Cam Akers,MIN,RB,14,LV,18,26,0,0,0,DraftKings,4000
153,Roschon Johnson,CHI,RB,14,DET,21,7,7.83,1.6,0,DraftKings,4900
153,Melvin Gordon III,BAL,RB,14,LAR,17,8,0.11,0.03,0,DraftKings,4000
153,Miles Sanders,CAR,RB,14,NO,11,15,5.76,1.34,0,DraftKings,4300
153,Jaleel McLaughlin,DEN,RB,14,LAC,29,19,4.94,1.2,0,DraftKings,4100
153,Justice Hill,BAL,RB,14,LAR,17,8,3.58,0.9,0,DraftKings,4000
153,Kalif Raymond,DET,WR,14,CHI,20,16,3.79,1.26,0,DraftKings,3000
153,Latavius Murray,BUF,RB,14,KC,4,14,5.91,1.28,0,DraftKings,4600
153,Nelson Agholor,BAL,WR,14,LAR,17,12,3.54,1.18,0,DraftKings,3000
153,Allen Lazard,NYJ,WR,14,HOU,19,14,3.73,1.2,0,DraftKings,3100
153,Brandon Powell,MIN,WR,14,LV,18,13,2.43,0.76,0,DraftKings,3200
153,Joshua Kelley,LAC,RB,14,DEN,30,32,5.27,1.12,0,DraftKings,4700
153,Brandon Johnson,DEN,WR,14,LAC,29,30,2,0.67,0,DraftKings,3000
153,Dorian Thompson-Robinson,CLE,QB,14,JAX,22,30,6.55,1.36,0,DraftKings,4800
153,Hayden Hurst,CAR,TE,14,NO,11,29,0,0,0,DraftKings,2800
153,Mack Hollins,ATL,WR,14,TB,24,29,2.83,0.86,0,DraftKings,3300
153,Royce Freeman,LAR,RB,14,BAL,1,9,2.68,0.61,0,DraftKings,4400
153,Trenton Irwin,CIN,WR,14,IND,25,18,1.59,0.5,0,DraftKings,3200
153,Kadarius Toney,KC,WR,14,BUF,7,9,3.59,1.16,0,DraftKings,3100
153,Jake Bobo,SEA,WR,14,SF,3,22,2.76,0.92,0,DraftKings,3000
153,Kendre Miller,NO,RB,14,CAR,16,31,0,0,0,DraftKings,4000
153,Marquez Valdes-Scantling,KC,WR,14,BUF,7,9,5.2,1.73,0,DraftKings,3000
153,Drew Ogletree,IND,TE,14,CIN,28,31,3.13,1.25,0,DraftKings,2500
153,Terrace Marshall Jr.,CAR,WR,14,NO,11,4,0.74,0.25,0,DraftKings,3000
153,Tommy Tremble,CAR,TE,14,NO,11,29,3.89,1.56,0,DraftKings,2500
153,Adam Trautman,DEN,TE,14,LAC,29,21,3.65,1.3,0,DraftKings,2800
153,Irv Smith Jr.,CIN,TE,14,IND,25,11,1.69,0.68,0,DraftKings,2500
153,Jamaal Williams,NO,RB,14,CAR,16,31,3.85,0.9,0,DraftKings,4300
153,Ty Chandler,MIN,RB,14,LV,18,26,6.58,1.43,0,DraftKings,4600
153,Brett Rypien,NYJ,QB,14,HOU,19,27,0.09,0.02,0,DraftKings,4000
153,Foster Moreau,NO,TE,14,CAR,16,7,2.75,1.1,0,DraftKings,2500
153,Dalvin Cook,NYJ,RB,14,HOU,19,17,4.6,1.05,0,DraftKings,4400
153,Josh Oliver,MIN,TE,14,LV,18,12,1.13,0.42,0,DraftKings,2700
153,Damien Harris,BUF,RB,14,KC,4,14,0,0,0,DraftKings,4000
153,Tyler Goodson,IND,RB,14,CIN,28,22,0.89,0.22,0,DraftKings,4000
153,Jameis Winston,NO,QB,14,CAR,16,4,6.63,1.21,0,DraftKings,5500
153,Deven Thompkins,TB,WR,14,ATL,12,7,2.14,0.71,0,DraftKings,3000
153,Drew Sample,CIN,TE,14,IND,25,11,2.51,1,0,DraftKings,2500
153,Harrison Bryant,CLE,TE,14,JAX,22,16,3.06,1.06,0,DraftKings,2900
153,Stephen Sullivan,CAR,TE,14,NO,11,29,3.13,1.25,0,DraftKings,2500
153,Ty Johnson,BUF,RB,14,KC,4,14,1.89,0.43,0,DraftKings,4400
153,Deonte Harty,BUF,WR,14,KC,4,15,0.98,0.33,0,DraftKings,3000
153,Greg Dulcich,DEN,TE,14,LAC,29,21,0,0,0,DraftKings,3000
153,Laviska Shenault Jr.,CAR,WR,14,NO,11,4,0,0,0,DraftKings,3000
153,Alex Erickson,LAC,WR,14,DEN,30,8,1.45,0.48,0,DraftKings,3000
153,KhaDarel Hodge,ATL,WR,14,TB,24,29,1.91,0.64,0,DraftKings,3000
153,Craig Reynolds,DET,RB,14,CHI,20,21,0.63,0.16,0,DraftKings,4000
153,Israel Abanikanda,NYJ,RB,14,HOU,19,17,0.71,0.18,0,DraftKings,4000
153,D'Ernest Johnson,JAX,RB,14,CLE,2,16,3.9,0.83,0,DraftKings,4700
153,Pierre Strong Jr.,CLE,RB,14,JAX,22,10,1.55,0.39,0,DraftKings,4000
153,Austin Hooper,LV,TE,14,MIN,15,13,2.76,1.1,0,DraftKings,2500
153,Derius Davis,LAC,WR,14,DEN,30,8,1.45,0.48,0,DraftKings,3000
153,Cordarrelle Patterson,ATL,RB,14,TB,24,11,3.68,0.88,0,DraftKings,4200
153,Tyler Huntley,BAL,QB,14,LAR,17,21,0.86,0.19,0,DraftKings,4600
153,Trevor Siemian,NYJ,QB,14,HOU,19,27,0.33,0.07,0,DraftKings,4700
153,Colby Parkinson,SEA,TE,14,SF,3,2,1.09,0.44,0,DraftKings,2500
153,Scotty Miller,ATL,WR,14,TB,24,29,2.03,0.68,0,DraftKings,3000
153,Demarcus Robinson,LAR,WR,14,BAL,1,2,3.54,1.11,0,DraftKings,3200
153,John Metchie III,HOU,WR,14,NYJ,6,1,4.47,1.49,0,DraftKings,3000
153,Steven Sims,HOU,WR,14,NYJ,6,1,0.26,0.09,0,DraftKings,3000
153,Brian Hoyer,LV,QB,14,MIN,15,16,0,0,0,DraftKings,4000
153,Jordan Mason,SF,RB,14,SEA,26,27,3.26,0.72,0,DraftKings,4500
153,Kyle Juszczyk,SF,RB,14,SEA,26,27,2.2,0.55,0,DraftKings,4000
153,Brock Wright,DET,TE,14,CHI,20,20,2.09,0.84,0,DraftKings,2500
153,Andrei Iosivas,CIN,WR,14,IND,25,18,1.06,0.35,0,DraftKings,3000
153,Jamal Agnew,JAX,WR,14,CLE,2,3,0,0,0,DraftKings,3000
153,Elijah Mitchell,SF,RB,14,SEA,26,27,0.61,0.14,0,DraftKings,4300
153,Tyrion Davis-Price,SF,RB,14,SEA,26,27,0.25,0.06,0,DraftKings,4000
153,Ray-Ray McCloud III,SF,WR,14,SEA,26,26,0,0,0,DraftKings,3000
153,Jaren Hall,MIN,QB,14,LV,18,12,0.04,0.01,0,DraftKings,4000
153,Ameer Abdullah,LV,RB,14,MIN,15,4,1.65,0.38,0,DraftKings,4300
153,Ronnie Rivers,LAR,RB,14,BAL,1,9,0,0,0,DraftKings,4000
153,Mo Alie-Cox,IND,TE,14,CIN,28,31,1.41,0.56,0,DraftKings,2500
153,Luke Farrell,JAX,TE,14,CLE,2,1,1.5,0.6,0,DraftKings,2500
153,Jimmy Graham,NO,TE,14,CAR,16,7,1.91,0.76,0,DraftKings,2500
153,Will Dissly,SEA,TE,14,SF,3,2,2.63,1.05,0,DraftKings,2500
153,Chase Edmonds,TB,RB,14,ATL,12,2,2.91,0.68,0,DraftKings,4300
153,Donovan Peoples-Jones,DET,WR,14,CHI,20,16,1.62,0.54,0,DraftKings,3000
153,Tyler Scott,CHI,WR,14,DET,21,25,2.59,0.86,0,DraftKings,3000
153,Tank Bigsby,JAX,RB,14,CLE,2,16,1.07,0.24,0,DraftKings,4400
153,Raheem Blackshear,CAR,RB,14,NO,11,15,0.79,0.2,0,DraftKings,4000
153,Mike Strachan,CAR,WR,14,NO,11,4,2.46,0.82,0,DraftKings,3000
153,Keaontay Ingram,KC,RB,14,BUF,7,18,0,0,0,DraftKings,4000
153,Equanimeous St. Brown,CHI,WR,14,DET,21,25,0,0,0,DraftKings,3000
153,Evan Hull,IND,RB,14,CIN,28,22,0,0,0,DraftKings,4000
153,Andrew Beck,HOU,RB,14,NYJ,6,24,2.1,0.52,0,DraftKings,4000
153,Jeremy Ruckert,NYJ,TE,14,HOU,19,24,2.95,1.18,0,DraftKings,2500
153,C.J. Uzomah,NYJ,TE,14,HOU,19,24,0,0,0,DraftKings,2500
153,Zonovan Knight,DET,RB,14,CHI,20,21,0,0,0,DraftKings,4000
153,Isaiah McKenzie,IND,WR,14,CIN,28,24,0.52,0.17,0,DraftKings,3000
153,Lil'Jordan Humphrey,DEN,WR,14,LAC,29,30,2.3,0.77,0,DraftKings,3000
153,MyCole Pruitt,ATL,TE,14,TB,24,19,1.44,0.58,0,DraftKings,2500
153,Charlie Jones,CIN,WR,14,IND,25,18,0.41,0.14,0,DraftKings,3000
153,Mike Boone,HOU,RB,14,NYJ,6,24,0.38,0.1,0,DraftKings,4000
153,Isaiah Spiller,LAC,RB,14,DEN,30,32,0.29,0.07,0,DraftKings,4000
153,Ben Skowronek,LAR,WR,14,BAL,1,2,1.21,0.4,0,DraftKings,3000
153,Drew Lock,SEA,QB,14,SF,3,3,0.15,0.03,0,DraftKings,4500
153,Mecole Hardman Jr.,KC,WR,14,BUF,7,9,0,0,0,DraftKings,3000
153,Stone Smartt,LAC,TE,14,DEN,30,32,2.26,0.9,0,DraftKings,2500
153,Ronnie Bell,SF,WR,14,SEA,26,26,0.56,0.19,0,DraftKings,3000
153,Simi Fehoko,LAC,WR,14,DEN,30,8,0,0,0,DraftKings,3000
153,Kwamie Lassiter II,CIN,WR,14,IND,25,18,0,0,0,DraftKings,3000
153,Brenton Strange,JAX,TE,14,CLE,2,1,0,0,0,DraftKings,2500
153,Ke'Shawn Vaughn,TB,RB,14,ATL,12,2,0.53,0.13,0,DraftKings,4000
153,Robert Tonyan,CHI,TE,14,DET,21,25,2.45,0.98,0,DraftKings,2500
153,Trayveon Williams,CIN,RB,14,IND,25,29,0.96,0.2,0,DraftKings,4700
153,David Bell,CLE,WR,14,JAX,22,27,1.6,0.52,0,DraftKings,3100
153,Ian Thomas,CAR,TE,14,NO,11,29,2.79,1.12,0,DraftKings,2500
153,Malik Taylor,NYJ,WR,14,HOU,19,14,0,0,0,DraftKings,3000
153,Zamir White,LV,RB,14,MIN,15,4,1.56,0.38,0,DraftKings,4100
153,Quintin Morris,BUF,TE,14,KC,4,6,0.21,0.08,0,DraftKings,2500
153,Rakim Jarrett,TB,WR,14,ATL,12,7,0,0,0,DraftKings,3000
153,Tim Jones,JAX,WR,14,CLE,2,3,1.4,0.47,0,DraftKings,3000
153,Jordan Akins,CLE,TE,14,JAX,22,16,1.63,0.65,0,DraftKings,2500
153,Jason Brownlee,NYJ,WR,14,HOU,19,14,0,0,0,DraftKings,3000
