Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Justin Jefferson,MIN,WR,5,KC,4,5,24.62,2.62,17,DraftKings,9400
2,Tyreek Hill,MIA,WR,5,NYG,19,18,21.29,2.37,22,DraftKings,9000
3,Cooper Kupp,LAR,WR,5,PHI,20,28,16.19,1.88,5,DraftKings,8600
4,Patrick Mahomes,KC,QB,5,MIN,22,23,23.64,2.88,13,DraftKings,8200
5,Saquon Barkley,NYG,RB,5,MIA,28,26,12.3,1.52,0,DraftKings,8100
6,Jalen Hurts,PHI,QB,5,LAR,13,12,22.35,2.79,12,DraftKings,8000
6,A.J. Brown,PHI,WR,5,LAR,13,8,17.86,2.23,15,DraftKings,8000
8,Ja'Marr Chase,CIN,WR,5,ARI,25,12,18.91,2.39,24,DraftKings,7900
9,Lamar Jackson,BAL,QB,5,PIT,27,19,20.65,2.65,3,DraftKings,7800
9,Amon-Ra St. Brown,DET,WR,5,CAR,16,6,1.54,0.2,0,DraftKings,7800
11,Bijan Robinson,ATL,RB,5,HOU,7,24,18.05,2.34,20,DraftKings,7700
11,Puka Nacua,LAR,WR,5,PHI,20,28,15.16,1.97,7,DraftKings,7700
13,Travis Kelce,KC,TE,5,MIN,22,14,17.74,2.33,20,DraftKings,7600
14,Derrick Henry,TEN,RB,5,IND,26,22,14.75,1.97,12,DraftKings,7500
14,Jaylen Waddle,MIA,WR,5,NYG,19,18,14.1,1.88,5,DraftKings,7500
16,DeVonta Smith,PHI,WR,5,LAR,13,8,14.74,1.99,8,DraftKings,7400
17,Tua Tagovailoa,MIA,QB,5,NYG,19,17,20.01,2.82,11,DraftKings,7100
18,Anthony Richardson,IND,QB,5,TEN,15,15,18.85,2.69,7,DraftKings,7000
19,Kirk Cousins,MIN,QB,5,KC,4,8,18.31,2.65,11,DraftKings,6900
19,Chris Olave,NO,WR,5,NE,10,17,13.74,1.99,5,DraftKings,6900
21,Jonathan Taylor,IND,RB,5,TEN,15,8,11.77,1.73,3,DraftKings,6800
22,Kyren Williams,LAR,RB,5,PHI,20,1,13.85,2.07,12,DraftKings,6700
23,David Montgomery,DET,RB,5,CAR,16,30,13.98,2.12,24,DraftKings,6600
23,Tee Higgins,CIN,WR,5,ARI,25,12,0,0,0,DraftKings,6600
25,T.J. Hockenson,MIN,TE,5,KC,4,22,12.62,1.94,6,DraftKings,6500
26,Joe Mixon,CIN,RB,5,ARI,25,31,14.73,2.3,21,DraftKings,6400
26,Michael Pittman Jr.,IND,WR,5,TEN,15,24,13.44,2.1,10,DraftKings,6400
28,Jared Goff,DET,QB,5,CAR,16,6,16.98,2.7,5,DraftKings,6300
28,Alvin Kamara,NO,RB,5,NE,10,17,15.12,2.4,17,DraftKings,6300
