Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Tyreek Hill,KC,WR,14,LV,25,4,19.97,2.35,18,DraftKings,8500
2,Austin Ekeler,LAC,RB,14,NYG,16,24,21,2.53,17,DraftKings,8300
3,Stefon Diggs,BUF,WR,14,TB,9,13,19.04,2.35,17,DraftKings,8100
4,Patrick Mahomes,KC,QB,14,LV,25,22,22.36,2.8,6,DraftKings,8000
4,Deebo Samuel,SF,WR,14,CIN,13,16,16.07,2.01,10,DraftKings,8000
6,Alvin Kamara,NO,RB,14,NYJ,32,32,19.23,2.43,17,DraftKings,7900
7,Josh Allen,BUF,QB,14,TB,9,13,23.44,3.01,9,DraftKings,7800
8,Joe Mixon,CIN,RB,14,SF,8,21,16.37,2.13,7,DraftKings,7700
9,Tom Brady,TB,QB,14,BUF,1,1,20.94,2.76,9,DraftKings,7600
9,Nick Chubb,CLE,RB,14,BAL,18,8,14.92,1.96,4,DraftKings,7600
9,Keenan Allen,LAC,WR,14,NYG,16,18,0,0,0,DraftKings,7600
12,Lamar Jackson,BAL,QB,14,CLE,10,16,22.37,3.02,3,DraftKings,7400
12,Leonard Fournette,TB,RB,14,BUF,1,14,18.07,2.44,21,DraftKings,7400
12,Travis Kelce,KC,TE,14,LV,25,32,17.83,2.41,11,DraftKings,7400
15,Ezekiel Elliott,DAL,RB,14,WAS,28,12,17.19,2.35,10,DraftKings,7300
16,CeeDee Lamb,DAL,WR,14,WAS,28,29,16.24,2.26,7,DraftKings,7200
17,Justin Herbert,LAC,QB,14,NYG,16,9,21.73,3.06,8,DraftKings,7100
17,Chris Godwin,TB,WR,14,BUF,1,1,17.04,2.4,21,DraftKings,7100
19,Terry McLaurin,WAS,WR,14,DAL,21,30,15.28,2.18,6,DraftKings,7000
19,Derrick Henry,TEN,RB,14,JAX,26,22,0,0,0,DraftKings,7000
21,Cordarrelle Patterson,ATL,RB,14,CAR,4,3,15.78,2.29,4,DraftKings,6900
21,George Kittle,SF,TE,14,CIN,13,16,15.73,2.28,10,DraftKings,6900
21,Ja'Marr Chase,CIN,WR,14,SF,8,14,15.15,2.2,9,DraftKings,6900
24,A.J. Brown,TEN,WR,14,JAX,26,26,0,0,0,DraftKings,6800
25,Dak Prescott,DAL,QB,14,WAS,28,32,21.72,3.24,6,DraftKings,6700
25,Tyler Lockett,SEA,WR,14,HOU,27,21,15.27,2.28,7,DraftKings,6700
25,Elijah Mitchell,SF,RB,14,CIN,13,19,0,0,0,DraftKings,6700
28,Russell Wilson,SEA,QB,14,HOU,27,11,19.52,2.96,4,DraftKings,6600
