Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Cameron Brate,TB,TE,5,MIA,23,25,9.26,2.81,55.6,DraftKings,3300
2,A.J. Brown,TEN,WR,5,JAX,29,19,16.1,2.48,42.9,DraftKings,6500
3,Laviska Shenault Jr.,JAX,WR,5,TEN,25,32,13.03,2.71,34.3,DraftKings,4800
4,Justin Jefferson,MIN,WR,5,DET,27,14,19.16,2.49,28,DraftKings,7700
4,Leonard Fournette,TB,RB,5,MIA,23,29,14.05,2.7,28,DraftKings,5200
6,Jaylen Waddle,MIA,WR,5,TB,28,31,13.98,2.91,26.3,DraftKings,4800
7,Davante Adams,GB,WR,5,CIN,6,15,21.02,2.56,25.9,DraftKings,8200
8,Cole Beasley,BUF,WR,5,KC,31,26,12.78,2.72,25.5,DraftKings,4700
9,Tee Higgins,CIN,WR,5,GB,10,11,13.86,2.77,25.3,DraftKings,5000
10,Antonio Brown,TB,WR,5,MIA,23,12,13.46,2.59,24.4,DraftKings,5200
11,Saquon Barkley,NYG,RB,5,DAL,22,5,18.18,2.49,23.4,DraftKings,7300
12,Minnesota Vikings,MIN,DST,5,DET,null,null,8,2.67,23.2,DraftKings,3000
13,Nyheim Hines,IND,RB,5,BAL,15,18,9.93,2.36,19.6,DraftKings,4200
14,Washington Commanders,WAS,DST,5,NO,null,null,6.4,2.78,18.3,DraftKings,2300
15,Adam Thielen,MIN,WR,5,DET,27,14,16.48,2.5,17.5,DraftKings,6600
16,Patrick Mahomes,KC,QB,5,BUF,1,1,23.27,2.84,16.8,DraftKings,8200
16,Najee Harris,PIT,RB,5,DEN,2,1,16.54,2.4,16.8,DraftKings,6900
18,Tyler Boyd,CIN,WR,5,GB,10,11,14.15,2.67,16.6,DraftKings,5300
19,Austin Ekeler,LAC,RB,5,CLE,4,2,18.75,2.47,16.4,DraftKings,7600
19,Las Vegas Raiders,LV,DST,5,CHI,null,null,8.2,2.83,16.4,DraftKings,2900
21,D'Andre Swift,DET,RB,5,MIN,24,22,15.58,2.55,16,DraftKings,6100
22,Arizona Cardinals,ARI,DST,5,SF,null,null,8.1,2.79,14.9,DraftKings,2900
23,Tyler Conklin,MIN,TE,5,DET,27,17,9.58,2.74,14.1,DraftKings,3500
24,Damien Harris,NE,RB,5,HOU,26,24,12.39,2.25,13.5,DraftKings,5500
25,Mike Evans,TB,WR,5,MIA,23,12,15.78,2.32,13.1,DraftKings,6800
26,Derrick Henry,TEN,RB,5,JAX,29,25,24.88,2.76,12.8,DraftKings,9000
26,Dak Prescott,DAL,QB,5,NYG,20,24,22.13,3.21,12.8,DraftKings,6900
26,CeeDee Lamb,DAL,WR,5,NYG,20,10,15.88,2.56,12.8,DraftKings,6200
29,Josh Allen,BUF,QB,5,KC,31,31,24.02,2.97,12.2,DraftKings,8100
30,Ezekiel Elliott,DAL,RB,5,NYG,20,18,16.82,2.4,11.2,DraftKings,7000
31,Tom Brady,TB,QB,5,MIA,23,13,24.59,3.32,10.3,DraftKings,7400
32,Travis Kelce,KC,TE,5,BUF,1,5,19.43,2.56,10.1,DraftKings,7600
33,Amari Cooper,DAL,WR,5,NYG,20,10,14.96,2.45,9.1,DraftKings,6100
33,Jakobi Meyers,NE,WR,5,HOU,26,7,13.74,2.45,9.1,DraftKings,5600
35,Keenan Allen,LAC,WR,5,CLE,4,6,17.24,2.65,8.6,DraftKings,6500
36,Stefon Diggs,BUF,WR,5,KC,31,26,18.72,2.5,8.4,DraftKings,7500
36,Kenyan Drake,LV,RB,5,CHI,18,12,9.1,1.86,8.4,DraftKings,4900
38,Chris Godwin,TB,WR,5,MIA,23,12,15.73,2.5,8,DraftKings,6300
39,Aaron Jones,GB,RB,5,CIN,6,10,18.13,2.29,7.6,DraftKings,7900
40,Kyler Murray,ARI,QB,5,SF,19,29,23.35,2.92,6.9,DraftKings,8000
41,Alvin Kamara,NO,RB,5,WAS,32,23,18.91,2.2,6.3,DraftKings,8600
42,Philadelphia Eagles,PHI,DST,5,CAR,null,null,6.4,2.91,6.1,DraftKings,2200
43,Clyde Edwards-Helaire,KC,RB,5,BUF,1,3,12.37,2.17,5.9,DraftKings,5700
43,K.J. Osborn,MIN,WR,5,DET,27,14,9.76,2.57,5.9,DraftKings,3800
43,Evan Engram,NYG,TE,5,DAL,22,30,8.68,2.71,5.9,DraftKings,3200
46,Jared Cook,LAC,TE,5,CLE,4,11,9.66,2.68,5.7,DraftKings,3600
47,Kirk Cousins,MIN,QB,5,DET,27,14,20.97,3.23,5.5,DraftKings,6500
47,Marvin Jones Jr.,JAX,WR,5,TEN,25,32,14.47,2.54,5.5,DraftKings,5700
49,Pittsburgh Steelers,PIT,DST,5,DEN,null,null,8,2.42,5.1,DraftKings,3300
