Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Cooper Kupp,LAR,WR,16,MIN,31,32,26.88,2.95,3.53,DraftKings,9100
2,Tyreek Hill,KC,WR,16,PIT,20,18,19.77,2.35,4.71,DraftKings,8400
3,Dalvin Cook,MIN,RB,16,LAR,6,16,0,0,0,DraftKings,8300
4,Justin Jefferson,MIN,WR,16,LAR,6,9,18.62,2.3,4.71,DraftKings,8100
4,Austin Ekeler,LAC,RB,16,HOU,27,29,0,0,0,DraftKings,8100
6,Patrick Mahomes,KC,QB,16,PIT,20,10,22.64,2.94,5.81,DraftKings,7700
6,Keenan Allen,LAC,WR,16,HOU,27,20,19.13,2.48,4.71,DraftKings,7700
8,Stefon Diggs,BUF,WR,16,NE,2,4,16.34,2.15,3.53,DraftKings,7600
9,Josh Allen,BUF,QB,16,NE,2,1,21.4,2.85,3.48,DraftKings,7500
9,Diontae Johnson,PIT,WR,16,KC,17,12,17.03,2.27,3.53,DraftKings,7500
11,Tom Brady,TB,QB,16,CAR,4,5,19.97,2.7,6.97,DraftKings,7400
11,Najee Harris,PIT,RB,16,KC,17,19,17.31,2.34,5.2,DraftKings,7400
13,Leonard Fournette,TB,RB,16,CAR,4,8,0,0,0,DraftKings,7300
13,Chris Godwin,TB,WR,16,CAR,4,6,0,0,0,DraftKings,7300
13,Travis Kelce,KC,TE,16,PIT,20,8,0,0,0,DraftKings,7300
16,Justin Herbert,LAC,QB,16,HOU,27,9,23.16,3.22,8.13,DraftKings,7200
17,Ja'Marr Chase,CIN,WR,16,BAL,19,23,15.05,2.12,3.53,DraftKings,7100
18,Mark Andrews,BAL,TE,16,CIN,16,24,13.96,1.99,3.89,DraftKings,7000
18,Mike Evans,TB,WR,16,CAR,4,6,0,0,0,DraftKings,7000
20,Joe Mixon,CIN,RB,16,BAL,19,9,14.37,2.08,3.9,DraftKings,6900
20,Adam Thielen,MIN,WR,16,LAR,6,9,13.68,1.98,4.71,DraftKings,6900
20,Lamar Jackson,BAL,QB,16,CIN,16,8,0,0,0,DraftKings,6900
23,Alexander Mattison,MIN,RB,16,LAR,6,16,16.45,2.42,2.6,DraftKings,6800
23,Hunter Renfrow,LV,WR,16,DEN,3,8,14.84,2.18,4.71,DraftKings,6800
25,Matthew Stafford,LAR,QB,16,MIN,31,30,20.64,3.08,3.48,DraftKings,6700
25,Cordarrelle Patterson,ATL,RB,16,DET,30,31,16.53,2.47,3.9,DraftKings,6700
25,Tyler Lockett,SEA,WR,16,CHI,21,29,15.25,2.28,4.71,DraftKings,6700
28,Saquon Barkley,NYG,RB,16,PHI,11,22,14.51,2.23,3.9,DraftKings,6500
29,Jalen Hurts,PHI,QB,16,NYG,22,13,21.67,3.39,3.48,DraftKings,6400
29,DK Metcalf,SEA,WR,16,CHI,21,29,13.61,2.13,1.17,DraftKings,6400
31,D'Andre Swift,DET,RB,16,ATL,29,24,0,0,2.6,DraftKings,6300
31,Brandin Cooks,HOU,WR,16,LAC,25,2,0,0,0,DraftKings,6300
33,Kirk Cousins,MIN,QB,16,LAR,6,6,17.94,2.89,3.48,DraftKings,6200
33,Tee Higgins,CIN,WR,16,BAL,19,23,15.21,2.45,3.53,DraftKings,6200
33,Rob Gronkowski,TB,TE,16,CAR,4,10,13.59,2.19,0,DraftKings,6200
36,Russell Wilson,SEA,QB,16,CHI,21,28,18.58,3.05,5.81,DraftKings,6100
36,Javonte Williams,DEN,RB,16,LV,26,28,13.91,2.28,2.6,DraftKings,6100
36,Mike Williams,LAC,WR,16,HOU,27,20,0,0,0,DraftKings,6100
39,Josh Jacobs,LV,RB,16,DEN,3,10,16.07,2.68,5.2,DraftKings,6000
39,DeVonta Smith,PHI,WR,16,NYG,22,19,11.84,1.97,1.17,DraftKings,6000
39,Tyler Huntley,BAL,QB,16,CIN,16,8,0,0,0,DraftKings,6000
39,Darren Waller,LV,TE,16,DEN,3,2,0,0,0,DraftKings,6000
43,Joe Burrow,CIN,QB,16,BAL,19,26,19.73,3.34,4.65,DraftKings,5900
43,James Robinson,JAX,RB,16,NYJ,32,32,16.66,2.82,2.6,DraftKings,5900
43,Russell Gage,ATL,WR,16,DET,30,15,14.18,2.4,4.71,DraftKings,5900
46,Derek Carr,LV,QB,16,DEN,3,3,17.52,3.02,3.48,DraftKings,5800
46,Clyde Edwards-Helaire,KC,RB,16,PIT,20,26,13.58,2.34,3.9,DraftKings,5800
46,Marquise Brown,BAL,WR,16,CIN,16,16,12.95,2.23,4.71,DraftKings,5800
46,Kyle Pitts,ATL,TE,16,DET,30,16,12.55,2.16,2.59,DraftKings,5800
46,Melvin Gordon III,DEN,RB,16,LV,26,28,11.94,2.06,3.9,DraftKings,5800
51,David Montgomery,CHI,RB,16,SEA,24,27,15.73,2.76,5.2,DraftKings,5700
51,DJ Moore,CAR,WR,16,TB,9,11,13.49,2.37,2.35,DraftKings,5700
51,Darrell Henderson Jr.,LAR,RB,16,MIN,31,23,9.73,1.71,2.6,DraftKings,5700
54,Miles Sanders,PHI,RB,16,NYG,22,25,13.96,2.49,3.9,DraftKings,5600
54,Amon-Ra St. Brown,DET,WR,16,ATL,29,28,12.81,2.29,3.53,DraftKings,5600
54,Cam Newton,CAR,QB,16,TB,9,25,12.55,2.24,2.32,DraftKings,5600
54,Damien Harris,NE,RB,16,BUF,1,17,12.38,2.21,1.3,DraftKings,5600
58,Ben Roethlisberger,PIT,QB,16,KC,17,29,15.98,2.91,2.32,DraftKings,5500
58,Davis Mills,HOU,QB,16,LAC,25,16,13.43,2.44,4.65,DraftKings,5500
58,Sony Michel,LAR,RB,16,MIN,31,23,12.03,2.19,3.9,DraftKings,5500
