Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Marquez Callaway,NO,WR,1,GB,9,5,13.03,3.83,24.9,DraftKings,3400
1,Marquez Callaway,NO,WR,1,GB,9,5,13.03,3.83,24.9,DraftKings,3400
3,Alvin Kamara,NO,RB,1,GB,9,27,21.62,2.51,22.2,DraftKings,8600
3,Alvin Kamara,NO,RB,1,GB,9,27,21.62,2.51,22.2,DraftKings,8600
5,Kyle Pitts,ATL,TE,1,PHI,21,22,12.25,2.78,20.8,DraftKings,4400
5,Kyle Pitts,ATL,TE,1,PHI,21,22,12.25,2.78,20.8,DraftKings,4400
7,Davante Adams,GB,WR,1,NO,6,16,22.39,2.7,16.8,DraftKings,8300
7,Davante Adams,GB,WR,1,NO,6,16,22.39,2.7,16.8,DraftKings,8300
9,Christian McCaffrey,CAR,RB,1,NYJ,28,16,23.75,2.5,16.7,DraftKings,9500
9,Christian McCaffrey,CAR,RB,1,NYJ,28,16,23.75,2.5,16.7,DraftKings,9500
11,Michael Pittman Jr.,IND,WR,1,SEA,19,24,11.99,2.92,16.5,DraftKings,4100
11,Michael Pittman Jr.,IND,WR,1,SEA,19,24,11.99,2.92,16.5,DraftKings,4100
13,DeAndre Hopkins,ARI,WR,1,TEN,27,29,19.32,2.48,12.6,DraftKings,7800
13,DeAndre Hopkins,ARI,WR,1,TEN,27,29,19.32,2.48,12.6,DraftKings,7800
15,Josh Allen,BUF,QB,1,PIT,2,2,23.56,3.18,12.4,DraftKings,7400
15,Josh Allen,BUF,QB,1,PIT,2,2,23.56,3.18,12.4,DraftKings,7400
17,Calvin Ridley,ATL,WR,1,PHI,21,25,19.26,2.44,12.1,DraftKings,7900
17,Calvin Ridley,ATL,WR,1,PHI,21,25,19.26,2.44,12.1,DraftKings,7900
17,Tee Higgins,CIN,WR,1,MIN,25,28,14.11,3,12.1,DraftKings,4700
17,Tee Higgins,CIN,WR,1,MIN,25,28,14.11,3,12.1,DraftKings,4700
21,Patrick Mahomes,KC,QB,1,CLE,20,25,27.4,3.38,11.6,DraftKings,8100
21,Patrick Mahomes,KC,QB,1,CLE,20,25,27.4,3.38,11.6,DraftKings,8100
23,Austin Ekeler,LAC,RB,1,WAS,3,4,17.4,2.49,10.7,DraftKings,7000
23,Austin Ekeler,LAC,RB,1,WAS,3,4,17.4,2.49,10.7,DraftKings,7000
25,Elijah Moore,NYJ,WR,1,CAR,18,10,11.63,3.88,10.5,DraftKings,3000
25,Elijah Moore,NYJ,WR,1,CAR,18,10,11.63,3.88,10.5,DraftKings,3000
27,Kyler Murray,ARI,QB,1,TEN,27,28,24.19,3.18,9.5,DraftKings,7600
27,Kyler Murray,ARI,QB,1,TEN,27,28,24.19,3.18,9.5,DraftKings,7600
27,Stefon Diggs,BUF,WR,1,PIT,2,15,19.87,2.61,9.5,DraftKings,7600
27,Stefon Diggs,BUF,WR,1,PIT,2,15,19.87,2.61,9.5,DraftKings,7600
31,George Kittle,SF,TE,1,DET,32,18,16.67,2.65,9.3,DraftKings,6300
31,George Kittle,SF,TE,1,DET,32,18,16.67,2.65,9.3,DraftKings,6300
33,Buffalo Bills,BUF,DST,1,PIT,null,null,7.2,2.88,9.1,DraftKings,2500
33,Buffalo Bills,BUF,DST,1,PIT,null,null,7.2,2.88,9.1,DraftKings,2500
35,Joe Mixon,CIN,RB,1,MIN,25,28,16.78,2.71,8.9,DraftKings,6200
35,Joe Mixon,CIN,RB,1,MIN,25,28,16.78,2.71,8.9,DraftKings,6200
35,Chris Carson,SEA,RB,1,IND,7,9,14.53,2.46,8.9,DraftKings,5900
35,Chris Carson,SEA,RB,1,IND,7,9,14.53,2.46,8.9,DraftKings,5900
35,Marvin Jones Jr.,JAX,WR,1,HOU,30,27,13.28,3.69,8.9,DraftKings,3600
35,Marvin Jones Jr.,JAX,WR,1,HOU,30,27,13.28,3.69,8.9,DraftKings,3600
35,Atlanta Falcons,ATL,DST,1,PHI,null,null,8.5,4.25,8.9,DraftKings,2000
35,Atlanta Falcons,ATL,DST,1,PHI,null,null,8.5,4.25,8.9,DraftKings,2000
43,A.J. Brown,TEN,WR,1,ARI,15,11,18.12,2.55,8.8,DraftKings,7100
43,A.J. Brown,TEN,WR,1,ARI,15,11,18.12,2.55,8.8,DraftKings,7100
45,San Francisco 49ers,SF,DST,1,DET,null,null,9.5,2.26,8.6,DraftKings,4200
46,Najee Harris,PIT,RB,1,BUF,14,20,15.33,2.43,8.4,DraftKings,6300
46,Najee Harris,PIT,RB,1,BUF,14,20,15.33,2.43,8.4,DraftKings,6300
48,Aaron Jones,GB,RB,1,NO,6,1,17.03,2.5,8.2,DraftKings,6800
48,Aaron Jones,GB,RB,1,NO,6,1,17.03,2.5,8.2,DraftKings,6800
50,Travis Kelce,KC,TE,1,CLE,20,28,20.12,2.42,7.9,DraftKings,8300
50,Travis Kelce,KC,TE,1,CLE,20,28,20.12,2.42,7.9,DraftKings,8300
52,T.J. Hockenson,DET,TE,1,SF,5,1,12.61,2.57,7.2,DraftKings,4900
52,T.J. Hockenson,DET,TE,1,SF,5,1,12.61,2.57,7.2,DraftKings,4900
54,Jerry Jeudy,DEN,WR,1,NYG,11,9,13.65,2.84,7,DraftKings,4800
54,Jerry Jeudy,DEN,WR,1,NYG,11,9,13.65,2.84,7,DraftKings,4800
56,Dalvin Cook,MIN,RB,1,CIN,23,25,21.29,2.34,6.8,DraftKings,9100
56,Dalvin Cook,MIN,RB,1,CIN,23,25,21.29,2.34,6.8,DraftKings,9100
58,Chase Edmonds,ARI,RB,1,TEN,27,26,12.37,2.69,6.7,DraftKings,4600
58,Chase Edmonds,ARI,RB,1,TEN,27,26,12.37,2.69,6.7,DraftKings,4600
60,Tyreek Hill,KC,WR,1,CLE,20,26,21.14,2.58,6.3,DraftKings,8200
60,Tyreek Hill,KC,WR,1,CLE,20,26,21.14,2.58,6.3,DraftKings,8200
62,Terry McLaurin,WAS,WR,1,LAC,17,8,15.8,2.47,6.2,DraftKings,6400
62,Terry McLaurin,WAS,WR,1,LAC,17,8,15.8,2.47,6.2,DraftKings,6400
64,Jonnu Smith,NE,TE,1,MIA,12,7,8.77,2.14,5.5,DraftKings,4100
65,Jameis Winston,NO,QB,1,GB,9,5,17.74,3.41,5.1,DraftKings,5200
65,Jameis Winston,NO,QB,1,GB,9,5,17.74,3.41,5.1,DraftKings,5200
67,Miami Dolphins,MIA,DST,1,NE,null,null,7.5,2.59,5,DraftKings,2900
68,Ryan Tannehill,TEN,QB,1,ARI,15,17,20.57,3.16,4.2,DraftKings,6500
68,Ryan Tannehill,TEN,QB,1,ARI,15,17,20.57,3.16,4.2,DraftKings,6500
68,Keenan Allen,LAC,WR,1,WAS,3,2,16.53,2.4,4.2,DraftKings,6900
68,Keenan Allen,LAC,WR,1,WAS,3,2,16.53,2.4,4.2,DraftKings,6900
68,Adam Thielen,MIN,WR,1,CIN,23,17,15.48,2.21,4.2,DraftKings,7000
68,Adam Thielen,MIN,WR,1,CIN,23,17,15.48,2.21,4.2,DraftKings,7000
68,Antonio Gibson,WAS,RB,1,LAC,17,14,15.32,2.6,4.2,DraftKings,5900
68,Antonio Gibson,WAS,RB,1,LAC,17,14,15.32,2.6,4.2,DraftKings,5900
68,Denver Broncos,DEN,DST,1,NYG,null,null,9.1,2.76,4.2,DraftKings,3300
68,Denver Broncos,DEN,DST,1,NYG,null,null,9.1,2.76,4.2,DraftKings,3300
68,Jaylen Waddle,MIA,WR,1,NE,8,12,11.33,3.15,4.2,DraftKings,3600
68,Jaylen Waddle,MIA,WR,1,NE,8,12,11.33,3.15,4.2,DraftKings,3600
80,Russell Wilson,SEA,QB,1,IND,7,10,22.2,3.17,4.1,DraftKings,7000
80,Russell Wilson,SEA,QB,1,IND,7,10,22.2,3.17,4.1,DraftKings,7000
82,Matt Ryan,ATL,QB,1,PHI,21,18,19.47,3.24,3.8,DraftKings,6000
82,Matt Ryan,ATL,QB,1,PHI,21,18,19.47,3.24,3.8,DraftKings,6000
82,Los Angeles Chargers,LAC,DST,1,WAS,null,null,7.7,2.48,3.8,DraftKings,3100
85,Mike Davis,ATL,RB,1,PHI,21,13,14.38,2.66,3.7,DraftKings,5400
85,Mike Davis,ATL,RB,1,PHI,21,13,14.38,2.66,3.7,DraftKings,5400
85,Corey Davis,NYJ,WR,1,CAR,18,10,14.06,2.87,3.7,DraftKings,4900
85,Corey Davis,NYJ,WR,1,CAR,18,10,14.06,2.87,3.7,DraftKings,4900
85,New England Patriots,NE,DST,1,MIA,null,null,8.4,2.15,3.7,DraftKings,3900
85,Carolina Panthers,CAR,DST,1,NYJ,null,null,9.3,2.58,3.7,DraftKings,3600
85,Carolina Panthers,CAR,DST,1,NYJ,null,null,9.3,2.58,3.7,DraftKings,3600
92,Emmanuel Sanders,BUF,WR,1,PIT,2,15,9.95,2.43,3.5,DraftKings,4100
93,Tyler Kroft,NYJ,TE,1,CAR,18,23,5.68,2.27,3.4,DraftKings,2500
93,Tony Jones Jr.,NO,RB,1,GB,9,27,6.36,1.59,3.4,DraftKings,4000
95,Laviska Shenault Jr.,JAX,WR,1,HOU,30,27,13.17,2.63,3.3,DraftKings,5000
95,Laviska Shenault Jr.,JAX,WR,1,HOU,30,27,13.17,2.63,3.3,DraftKings,5000
95,Tyler Conklin,MIN,TE,1,CIN,23,27,7.26,2.5,3.3,DraftKings,2900
95,Tyler Conklin,MIN,TE,1,CIN,23,27,7.26,2.5,3.3,DraftKings,2900
99,Aaron Rodgers,GB,QB,1,NO,6,3,21.03,3.09,3.2,DraftKings,6800
99,Aaron Rodgers,GB,QB,1,NO,6,3,21.03,3.09,3.2,DraftKings,6800
99,Sam Darnold,CAR,QB,1,NYJ,28,30,18.07,3.61,3.2,DraftKings,5000
99,Sam Darnold,CAR,QB,1,NYJ,28,30,18.07,3.61,3.2,DraftKings,5000
99,DeVonta Smith,PHI,WR,1,ATL,29,32,12.35,2.74,3.2,DraftKings,4500
99,DeVonta Smith,PHI,WR,1,ATL,29,32,12.35,2.74,3.2,DraftKings,4500
105,Tyler Boyd,CIN,WR,1,MIN,25,28,13.05,2.51,3.1,DraftKings,5200
105,Tyler Boyd,CIN,WR,1,MIN,25,28,13.05,2.51,3.1,DraftKings,5200
107,Houston Texans,HOU,DST,1,JAX,null,null,7.6,3.62,2.9,DraftKings,2100
107,Houston Texans,HOU,DST,1,JAX,null,null,7.6,3.62,2.9,DraftKings,2100
109,Brandon Aiyuk,SF,WR,1,DET,32,30,14.22,2.49,2.6,DraftKings,5700
109,Brandon Aiyuk,SF,WR,1,DET,32,30,14.22,2.49,2.6,DraftKings,5700
109,Odell Beckham Jr.,CLE,WR,1,KC,16,3,0,0,2.6,DraftKings,5400
109,Odell Beckham Jr.,CLE,WR,1,KC,16,3,0,0,2.6,DraftKings,5400
109,New York Giants,NYG,DST,1,DEN,null,null,7.3,1.92,2.6,DraftKings,3800
114,Robert Tonyan,GB,TE,1,NO,6,20,10.56,2.51,2.4,DraftKings,4200
114,Robert Tonyan,GB,TE,1,NO,6,20,10.56,2.51,2.4,DraftKings,4200
114,Russell Gage,ATL,WR,1,PHI,21,25,12.23,2.31,2.4,DraftKings,5300
114,Saquon Barkley,NYG,RB,1,DEN,22,21,14.11,1.81,2.4,DraftKings,7800
118,Justin Herbert,LAC,QB,1,WAS,3,4,20.13,3,2.3,DraftKings,6700
118,Justin Herbert,LAC,QB,1,WAS,3,4,20.13,3,2.3,DraftKings,6700
118,Tennessee Titans,TEN,DST,1,ARI,null,null,6.8,2.96,2.3,DraftKings,2300
118,Tennessee Titans,TEN,DST,1,ARI,null,null,6.8,2.96,2.3,DraftKings,2300
122,D'Andre Swift,DET,RB,1,SF,5,7,14,2.03,2.2,DraftKings,6900
122,Austin Hooper,CLE,TE,1,KC,16,26,9.22,2.3,2.2,DraftKings,4000
122,Philadelphia Eagles,PHI,DST,1,ATL,null,null,7.2,2.77,2.2,DraftKings,2600
125,DK Metcalf,SEA,WR,1,IND,7,18,17.47,2.33,2.1,DraftKings,7500
125,DK Metcalf,SEA,WR,1,IND,7,18,17.47,2.33,2.1,DraftKings,7500
125,Cole Beasley,BUF,WR,1,PIT,2,15,11.24,2.55,2.1,DraftKings,4400
125,Cole Beasley,BUF,WR,1,PIT,2,15,11.24,2.55,2.1,DraftKings,4400
125,Clyde Edwards-Helaire,KC,RB,1,CLE,20,8,14.33,2.17,2.1,DraftKings,6600
125,Clyde Edwards-Helaire,KC,RB,1,CLE,20,8,14.33,2.17,2.1,DraftKings,6600
125,Parris Campbell,IND,WR,1,SEA,19,24,8.82,2.38,2.1,DraftKings,3700
125,Parris Campbell,IND,WR,1,SEA,19,24,8.82,2.38,2.1,DraftKings,3700
125,A.J. Dillon,GB,RB,1,NO,6,1,6.13,1.53,2.1,DraftKings,4000
125,Mac Jones,NE,QB,1,MIA,12,11,16.95,3.85,2.1,DraftKings,4400
125,Mac Jones,NE,QB,1,MIA,12,11,16.95,3.85,2.1,DraftKings,4400
136,Brandin Cooks,HOU,WR,1,JAX,31,21,14.36,2.71,2,DraftKings,5300
