Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Najee Harris,PIT,RB,2,LV,14,28,16.02,2.54,22.2,DraftKings,6300
1,Najee Harris,PIT,RB,2,LV,14,28,16.02,2.54,22.2,DraftKings,6300
3,Keenan Allen,LAC,WR,2,DAL,23,27,17.74,2.53,18.9,DraftKings,7000
3,Keenan Allen,LAC,WR,2,DAL,23,27,17.74,2.53,18.9,DraftKings,7000
5,Cooper Kupp,LAR,WR,2,IND,21,28,16.7,2.78,17.2,DraftKings,6000
5,Cooper Kupp,LAR,WR,2,IND,21,28,16.7,2.78,17.2,DraftKings,6000
7,Chris Carson,SEA,RB,2,TEN,31,17,17.45,2.86,16.4,DraftKings,6100
7,Chris Carson,SEA,RB,2,TEN,31,17,17.45,2.86,16.4,DraftKings,6100
9,CeeDee Lamb,DAL,WR,2,LAC,4,2,16.79,2.62,16.3,DraftKings,6400
9,CeeDee Lamb,DAL,WR,2,LAC,4,2,16.79,2.62,16.3,DraftKings,6400
11,Tyler Higbee,LAR,TE,2,IND,21,23,11.3,2.76,13.5,DraftKings,4100
11,Tyler Higbee,LAR,TE,2,IND,21,23,11.3,2.76,13.5,DraftKings,4100
13,Chris Godwin,TB,WR,2,ATL,24,17,16.79,2.54,12.8,DraftKings,6600
13,Chris Godwin,TB,WR,2,ATL,24,17,16.79,2.54,12.8,DraftKings,6600
15,Alvin Kamara,NO,RB,2,CAR,9,5,22.67,2.58,12.1,DraftKings,8800
15,Alvin Kamara,NO,RB,2,CAR,9,5,22.67,2.58,12.1,DraftKings,8800
17,Stefon Diggs,BUF,WR,2,MIA,11,5,19.56,2.54,11.8,DraftKings,7700
17,Stefon Diggs,BUF,WR,2,MIA,11,5,19.56,2.54,11.8,DraftKings,7700
17,Noah Fant,DEN,TE,2,JAX,29,18,12.28,2.92,11.8,DraftKings,4200
17,Noah Fant,DEN,TE,2,JAX,29,18,12.28,2.92,11.8,DraftKings,4200
21,Ezekiel Elliott,DAL,RB,2,LAC,4,9,15.68,2.53,11.5,DraftKings,6200
21,Ezekiel Elliott,DAL,RB,2,LAC,4,9,15.68,2.53,11.5,DraftKings,6200
23,Dak Prescott,DAL,QB,2,LAC,4,3,22.25,3.27,11.3,DraftKings,6800
