Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Christian McCaffrey,CAR,RB,11,WAS,31,17,21.78,2.45,15.18,DraftKings,8900
2,Davante Adams,GB,WR,11,MIN,21,26,21.6,2.57,24.83,DraftKings,8400
3,Jonathan Taylor,IND,RB,11,BUF,1,1,18.45,2.22,4.67,DraftKings,8300
4,Tyreek Hill,KC,WR,11,DAL,10,23,20.86,2.54,20.32,DraftKings,8200
4,Dalvin Cook,MIN,RB,11,GB,5,11,18.82,2.3,9.34,DraftKings,8200
6,Josh Allen,BUF,QB,11,IND,19,27,24.87,3.07,11.49,DraftKings,8100
6,Justin Jefferson,MIN,WR,11,GB,5,5,17.12,2.11,5.64,DraftKings,8100
6,Alvin Kamara,NO,RB,11,PHI,13,24,0,0,0,DraftKings,8100
9,Lamar Jackson,BAL,QB,11,CHI,26,20,0,0,0,DraftKings,8000
10,Stefon Diggs,BUF,WR,11,IND,19,29,19.37,2.45,12.41,DraftKings,7900
10,Kyler Murray,ARI,QB,11,SEA,20,11,0,0,0,DraftKings,7900
12,Deebo Samuel,SF,WR,11,JAX,17,16,19.05,2.44,21.45,DraftKings,7800
12,Nick Chubb,CLE,RB,11,DET,29,31,18.4,2.36,15.18,DraftKings,7800
14,A.J. Brown,TEN,WR,11,HOU,30,21,18.32,2.38,14.67,DraftKings,7700
14,Ezekiel Elliott,DAL,RB,11,KC,24,12,17.01,2.21,8.17,DraftKings,7700
16,Patrick Mahomes,KC,QB,11,DAL,10,13,27.38,3.6,14.94,DraftKings,7600
16,CeeDee Lamb,DAL,WR,11,KC,24,20,18.26,2.4,14.67,DraftKings,7600
16,Joe Mixon,CIN,RB,11,LV,22,25,16.66,2.19,10.51,DraftKings,7600
19,Dak Prescott,DAL,QB,11,KC,24,31,22.56,3.13,6.89,DraftKings,7200
19,Ja'Marr Chase,CIN,WR,11,LV,22,6,17.61,2.45,18.06,DraftKings,7200
21,Travis Kelce,KC,TE,11,DAL,10,21,18,2.54,14.94,DraftKings,7100
21,Derrick Henry,TEN,RB,11,HOU,30,27,0,0,0,DraftKings,7100
21,Marquise Brown,BAL,WR,11,CHI,26,30,0,0,0,DraftKings,7100
24,Aaron Rodgers,GB,QB,11,MIN,21,14,19.98,2.85,4.59,DraftKings,7000
24,D'Andre Swift,DET,RB,11,CLE,16,16,17.23,2.46,5.84,DraftKings,7000
24,Terry McLaurin,WAS,WR,11,CAR,3,3,14.55,2.08,2.25,DraftKings,7000
27,Jalen Hurts,PHI,QB,11,NO,7,10,20.53,3.02,3.44,DraftKings,6800
27,DK Metcalf,SEA,WR,11,ARI,4,13,15.95,2.35,10.16,DraftKings,6800
29,Ryan Tannehill,TEN,QB,11,HOU,30,24,19.98,2.98,4.59,DraftKings,6700
30,Joe Burrow,CIN,QB,11,LV,22,21,19.39,2.94,10.34,DraftKings,6600
30,Adam Thielen,MIN,WR,11,GB,5,5,14.16,2.15,3.38,DraftKings,6600
30,Aaron Jones,GB,RB,11,MIN,21,22,0,0,0,DraftKings,6600
33,Russell Wilson,SEA,QB,11,ARI,4,4,20.01,3.08,3.44,DraftKings,6500
33,DeAndre Hopkins,ARI,WR,11,SEA,20,9,0,0,0,DraftKings,6500
35,James Robinson,JAX,RB,11,SF,11,20,14.41,2.25,1.16,DraftKings,6400
35,DeVonta Smith,PHI,WR,11,NO,7,28,13.82,2.16,6.77,DraftKings,6400
37,George Kittle,SF,TE,11,JAX,17,22,14.93,2.37,6.89,DraftKings,6300
38,AJ Dillon,GB,RB,11,MIN,21,22,17.61,2.84,29.2,DraftKings,6200
38,Amari Cooper,DAL,WR,11,KC,24,20,0,0,0,DraftKings,6200
40,Kirk Cousins,MIN,QB,11,GB,5,7,18.83,3.09,2.29,DraftKings,6100
40,James Conner,ARI,RB,11,SEA,20,30,15.91,2.61,22.19,DraftKings,6100
40,Darren Waller,LV,TE,11,CIN,14,11,14.98,2.46,17.24,DraftKings,6100
40,Michael Pittman Jr.,IND,WR,11,BUF,1,1,14.03,2.3,3.38,DraftKings,6100
