Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Cooper Kupp,LAR,WR,8,HOU,26,6,25.33,2.81,23,DraftKings,9000
2,Derrick Henry,TEN,RB,8,IND,13,5,23.32,2.62,11,DraftKings,8900
3,Alvin Kamara,NO,RB,8,TB,9,2,20.44,2.35,9,DraftKings,8700
4,Christian McCaffrey,CAR,RB,8,ATL,25,21,0,0,0,DraftKings,8400
5,Josh Allen,BUF,QB,8,MIA,31,26,26.29,3.25,11,DraftKings,8100
5,Stefon Diggs,BUF,WR,8,MIA,31,30,19.44,2.4,12,DraftKings,8100
7,Austin Ekeler,LAC,RB,8,NE,7,12,18.96,2.4,5,DraftKings,7900
8,Mike Williams,LAC,WR,8,NE,7,20,16.69,2.17,5,DraftKings,7700
9,Matthew Stafford,LAR,QB,8,HOU,26,22,25.48,3.35,10,DraftKings,7600
9,Terry McLaurin,WAS,WR,8,DEN,4,9,16.01,2.11,3,DraftKings,7600
11,Ja'Marr Chase,CIN,WR,8,NYJ,28,4,18.66,2.49,14,DraftKings,7500
11,Najee Harris,PIT,RB,8,CLE,11,6,18.29,2.44,7,DraftKings,7500
13,Tom Brady,TB,QB,8,NO,3,2,24.08,3.25,9,DraftKings,7400
13,Deebo Samuel,SF,WR,8,CHI,18,29,17.8,2.41,10,DraftKings,7400
15,Justin Herbert,LAC,QB,8,NE,7,7,21.26,2.91,7,DraftKings,7300
16,Jalen Hurts,PHI,QB,8,DET,29,23,23.81,3.31,14,DraftKings,7200
16,Jonathan Taylor,IND,RB,8,TEN,21,10,17.72,2.46,9,DraftKings,7200
16,DJ Moore,CAR,WR,8,ATL,25,24,17.07,2.37,10,DraftKings,7200
19,Joe Burrow,CIN,QB,8,NYJ,28,10,20.27,2.85,4,DraftKings,7100
19,D'Andre Swift,DET,RB,8,PHI,19,28,19.67,2.77,21,DraftKings,7100
21,Mike Evans,TB,WR,8,NO,3,22,16.23,2.32,10,DraftKings,7000
22,A.J. Brown,TEN,WR,8,IND,13,26,17.9,2.59,17,DraftKings,6900
22,Joe Mixon,CIN,RB,8,NYJ,28,32,16.44,2.38,12,DraftKings,6900
24,Nick Chubb,CLE,RB,8,PIT,15,7,16.54,2.43,4,DraftKings,6800
24,DK Metcalf,SEA,WR,8,JAX,27,18,15.73,2.31,6,DraftKings,6800
26,Diontae Johnson,PIT,WR,8,CLE,11,23,16.71,2.49,4,DraftKings,6700
26,Russell Wilson,SEA,QB,8,JAX,27,25,0,0,0,DraftKings,6700
28,Ryan Tannehill,TEN,QB,8,IND,13,20,18.65,2.83,3,DraftKings,6600
28,James Robinson,JAX,RB,8,SEA,24,29,15.96,2.42,8,DraftKings,6600
28,Calvin Ridley,ATL,WR,8,CAR,6,12,0,0,0,DraftKings,6600
31,Darrell Henderson Jr.,LAR,RB,8,HOU,26,26,18.02,2.77,19,DraftKings,6500
31,Keenan Allen,LAC,WR,8,NE,7,20,15.47,2.38,12,DraftKings,6500
33,Chris Godwin,TB,WR,8,NO,3,22,17.1,2.67,23,DraftKings,6400
33,Courtland Sutton,DEN,WR,8,WAS,32,31,15.23,2.38,3,DraftKings,6400
35,Leonard Fournette,TB,RB,8,NO,3,4,15.66,2.49,7,DraftKings,6300
35,Kyle Pitts,ATL,TE,8,CAR,6,16,15.4,2.44,13,DraftKings,6300
35,Robert Woods,LAR,WR,8,HOU,26,6,15.24,2.42,6,DraftKings,6300
35,Chase Claypool,PIT,WR,8,CLE,11,23,13.02,2.07,3,DraftKings,6300
39,Cordarrelle Patterson,ATL,RB,8,CAR,6,1,16.53,2.67,14,DraftKings,6200
40,Damien Harris,NE,RB,8,LAC,17,30,13.11,2.15,4,DraftKings,6100
40,Tyler Lockett,SEA,WR,8,JAX,27,18,12.05,1.98,3,DraftKings,6100
40,Antonio Brown,TB,WR,8,NO,3,22,0,0,0,DraftKings,6100
43,Jameis Winston,NO,QB,8,TB,9,18,16.95,2.82,1,DraftKings,6000
43,Chuba Hubbard,CAR,RB,8,ATL,25,21,15,2.5,14,DraftKings,6000
43,Michael Thomas,NO,WR,8,TB,9,16,0.26,0.04,0,DraftKings,6000
46,Matt Ryan,ATL,QB,8,CAR,6,21,18.06,3.06,5,DraftKings,5900
46,Marvin Jones Jr.,JAX,WR,8,SEA,24,13,13.21,2.24,2,DraftKings,5900
48,Kareem Hunt,CLE,RB,8,PIT,15,7,0,0,0,DraftKings,5800
48,Julio Jones,TEN,WR,8,IND,13,26,0,0,0,DraftKings,5800
50,Carson Wentz,IND,QB,8,TEN,21,27,18.3,3.21,5,DraftKings,5700
50,Brandin Cooks,HOU,WR,8,LAR,10,7,14.29,2.51,15,DraftKings,5700
50,Antonio Gibson,WAS,RB,8,DEN,4,13,12.8,2.25,2,DraftKings,5700
53,Sam Darnold,CAR,QB,8,ATL,25,30,16.89,3.02,3,DraftKings,5600
53,Jimmy Garoppolo,SF,QB,8,CHI,18,14,15.3,2.73,1,DraftKings,5600
53,Jaylen Waddle,MIA,WR,8,BUF,1,1,12.69,2.27,3,DraftKings,5600
53,Myles Gaskin,MIA,RB,8,BUF,1,3,12.18,2.18,2,DraftKings,5600
57,Trevor Lawrence,JAX,QB,8,SEA,24,17,17.81,3.24,2,DraftKings,5500
57,Tua Tagovailoa,MIA,QB,8,BUF,1,1,15.44,2.81,1,DraftKings,5500
57,Baker Mayfield,CLE,QB,8,PIT,15,16,14.42,2.62,1,DraftKings,5500
57,DeVonta Smith,PHI,WR,8,DET,29,25,14.11,2.57,14,DraftKings,5500
57,Chris Carson,SEA,RB,8,JAX,27,25,0,0,0,DraftKings,5500
62,Teddy Bridgewater,DEN,QB,8,WAS,32,32,17.67,3.27,2,DraftKings,5400
62,Ben Roethlisberger,PIT,QB,8,CLE,11,29,15.55,2.88,1,DraftKings,5400
62,Emmanuel Sanders,BUF,WR,8,MIA,31,30,13.65,2.53,8,DraftKings,5400
62,Khalil Herbert,CHI,RB,8,SF,14,14,13.56,2.51,2,DraftKings,5400
62,T.J. Hockenson,DET,TE,8,PHI,19,22,13.1,2.43,5,DraftKings,5400
62,Elijah Mitchell,SF,RB,8,CHI,18,15,11.69,2.16,11,DraftKings,5400
62,Marquez Callaway,NO,WR,8,TB,9,16,11.02,2.04,2,DraftKings,5400
62,D'Ernest Johnson,CLE,RB,8,PIT,15,7,7.25,1.34,1,DraftKings,5400
62,Trey Lance,SF,QB,8,CHI,18,14,2.99,0.55,0,DraftKings,5400
71,Taylor Heinicke,WAS,QB,8,DEN,4,4,16.52,3.12,2,DraftKings,5300
71,Geno Smith,SEA,QB,8,JAX,27,25,16.37,3.09,1,DraftKings,5300
71,Michael Pittman Jr.,IND,WR,8,TEN,21,32,14.37,2.71,15,DraftKings,5300
71,Javonte Williams,DEN,RB,8,WAS,32,17,11.86,2.24,2,DraftKings,5300
71,Alex Collins,SEA,RB,8,JAX,27,25,10.99,2.07,4,DraftKings,5300
71,Kalif Raymond,DET,WR,8,PHI,19,5,10.22,1.93,1,DraftKings,5300
71,Damien Williams,CHI,RB,8,SF,14,14,5.52,1.04,0,DraftKings,5300
78,Mac Jones,NE,QB,8,LAC,17,5,15.73,3.02,2,DraftKings,5200
78,Jared Goff,DET,QB,8,PHI,19,12,15.63,3.01,2,DraftKings,5200
78,Tee Higgins,CIN,WR,8,NYJ,28,4,13.76,2.65,12,DraftKings,5200
78,Zack Moss,BUF,RB,8,MIA,31,27,11.84,2.28,4,DraftKings,5200
78,Melvin Gordon III,DEN,RB,8,WAS,32,17,11.12,2.14,2,DraftKings,5200
78,Corey Davis,NYJ,WR,8,CIN,5,11,0,0,0,DraftKings,5200
84,Jakobi Meyers,NE,WR,8,LAC,17,2,13.08,2.56,12,DraftKings,5100
84,J.D. McKissic,WAS,RB,8,DEN,4,13,9.77,1.92,1,DraftKings,5100
84,Los Angeles Rams,LAR,DST,8,HOU,null,null,9.6,1.88,5,DraftKings,5100
84,George Kittle,SF,TE,8,CHI,18,2,0,0,0,DraftKings,5100
84,Miles Sanders,PHI,RB,8,DET,29,31,0,0,0,DraftKings,5100
84,Taysom Hill,NO,QB,8,TB,9,18,0,0,0,DraftKings,5100
90,Justin Fields,CHI,QB,8,SF,14,28,14.12,2.82,1,DraftKings,5000
90,Kenneth Gainwell,PHI,RB,8,DET,29,31,12.55,2.51,15,DraftKings,5000
90,Jarvis Landry,CLE,WR,8,PIT,15,27,12.31,2.46,3,DraftKings,5000
