PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Baker Mayfield,TB,2.83,2.9,5.5,-2.6,13.9,30.7,-4.3,36,325,4,3,97.6,66.7,72.5,-5.8
Lamar Jackson,BAL,2.9,9.1,10.3,-1.2,15.4,40.3,0.9,26,323,1,1,114.7,76.9,62.8,14.1
Jared Goff,DET,2.67,8.1,10.2,-2.1,8,56.4,1.3,25,315,3,0,153.8,72,68.5,3.5
Geno Smith,SEA,3.05,4.5,9.2,-4.6,15.4,41.8,0.8,52,312,1,2,65.5,57.7,58.4,-0.7
Aaron Rodgers,NYJ,2.75,6.7,8.2,-1.5,14.3,61.4,-1.8,35,294,2,1,99,65.7,67,-1.3
Jayden Daniels,WAS,2.84,7.4,8.2,-0.9,28.6,33.3,-0.3,35,269,2,0,110.3,68.6,60.8,7.8
Jalen Hurts,PHI,2.94,7.8,10,-2.2,20,50.1,1.2,25,264,2,0,126.1,64,60.2,3.8
Jordan Love,GB,2.65,5.3,6.6,-1.3,12.5,49.6,-1,32,258,4,1,119.5,68.8,68.8,0
Brock Purdy,SF,3.29,6.6,6.8,-0.2,17.9,38.5,-2.2,28,255,3,0,129.3,64.3,63.1,1.2
Drake Maye,NE,2.98,5.1,6.5,-1.5,18.2,51.7,-1.1,33,243,3,2,88.3,60.6,62.4,-1.8
Spencer Rattler,NO,2.83,6.2,7.5,-1.4,12.5,33.9,-1.3,40,243,1,2,60.7,55,68,-13
Justin Herbert,LAC,2.85,5.3,8.7,-3.4,26.5,38.8,-0.3,34,237,1,0,92.4,61.8,52.8,9
Trevor Lawrence,JAX,2.48,4.5,8.9,-4.4,2.9,32.1,1,35,234,2,1,91.8,65.7,67.5,-1.7
Aidan O'Connell,LV,2.81,2.7,4.5,-1.8,12.5,39.9,-4.3,40,227,1,1,79.9,67.5,68.4,-0.9
Caleb Williams,CHI,2.83,3.5,4.5,-0.9,10.3,28.7,-2.9,29,226,4,1,124.4,79.3,66.8,12.5
Kirk Cousins,ATL,2.75,6.2,6.9,-0.7,33.3,30.6,-1.1,30,225,1,0,97.2,63.3,60.3,3
Andy Dalton,CAR,2.74,6,7,-1.1,23.7,35.7,-3.2,38,221,2,2,78.9,68.4,66,2.5
Bo Nix,DEN,3.78,8.5,10.7,-2.2,15.2,40.4,1.9,33,216,2,1,84.9,57.6,60.4,-2.8
Josh Allen,BUF,2.82,6.9,8.6,-1.7,16,43.5,-1.1,25,215,2,0,127.9,76,63.3,12.7
Kyler Murray,ARI,2.57,4.6,5.5,-0.9,18.8,26.6,-3.5,32,214,1,0,97.7,68.8,72.3,-3.6
Joe Burrow,CIN,3.1,5.2,5.8,-0.5,3.6,43.8,-3.4,28,208,0,0,89.6,67.9,62,5.8
Daniel Jones,NYG,2.54,3.1,6.7,-3.6,17.1,29.3,-1.6,41,205,0,1,57.5,53.7,60.8,-7.1
C.J. Stroud,HOU,2.83,7,8.7,-1.7,12.9,36.6,0.5,31,192,3,1,100.5,64.5,64.1,0.4
Joe Flacco,IND,2.32,3.7,8.5,-4.8,13.2,36.3,-0.3,38,189,2,1,77.6,57.9,62.2,-4.3
Dak Prescott,DAL,2.62,5.4,8.9,-3.5,15.2,37.1,0.6,33,178,0,2,42.2,51.5,62,-10.5
Deshaun Watson,CLE,2.59,2.4,5.5,-3,8.7,27.8,-5.7,23,168,0,0,90.5,69.6,69.4,0.1
Justin Fields,PIT,3.29,6.7,9.3,-2.6,16.7,42.7,-2.2,24,145,0,0,75.9,58.3,61.4,-3
Will Levis,TEN,2.23,4,9.1,-5.1,29.6,33.3,-0.9,27,95,1,1,63,59.3,65.6,-6.3
